Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
2,12:53,2,6,SEA 26,0,10,Matt Ryan pass complete short left to Tony Gonzalez for 5 yards (tackle by Kam Chancellor),3.570,3.530
2,12:13,3,1,SEA 21,0,10,Michael Turner left guard for 2 yards (tackle by Bobby Wagner),3.530,4.310
2,11:36,1,10,SEA 19,0,10,Jacquizz Rodgers right tackle for 2 yards (tackle by Brandon Mebane),4.310,4.030
2,10:58,2,8,SEA 17,0,10,Matt Ryan right end for 6 yards,4.030,4.430
2,10:12,3,2,SEA 11,0,10,"Penalty on Tyson Clabo: False Start, 5 yards (no play)",4.430,3.410
2,9:47,3,7,SEA 16,0,10,Matt Ryan pass complete short left to Roddy White for -3 yards (tackle by Brandon Browner). Penalty on ATL: Illegal Shift (Declined),3.410,2.180
2,9:17,4,10,SEA 19,0,13,Matt Bryant 37 yard field goal good,2.180,3.000
2,9:13,,,ATL 35,0,13,"Matt Bosher kicks off 72 yards, returned by Leon Washington for 37 yards (tackle by Robert James)",0.000,0.940
2,9:07,1,10,SEA 30,0,13,Russell Wilson pass complete deep middle to Zach Miller for 34 yards (tackle by Thomas DeCoud),0.940,3.180
2,8:26,1,10,ATL 36,0,13,Russell Wilson pass complete deep right to Golden Tate for 16 yards (tackle by Asante Samuel),3.180,4.240
2,7:51,1,10,ATL 20,0,13,Marshawn Lynch left tackle for 3 yards (tackle by Peria Jerry),4.240,4.120
2,7:11,2,7,ATL 17,0,13,Russell Wilson pass complete short right to Marshawn Lynch for 6 yards (tackle by Vance Walker),4.120,4.590
2,6:22,3,1,ATL 11,0,13,Robert Turbin left guard for no gain (tackle by Stephen Nicholas),4.590,2.850
2,5:38,4,1,ATL 11,0,13,Michael Robinson right guard for -1 yards (tackle by William Moore),2.850,0.350
2,5:33,1,10,ATL 12,0,13,Michael Turner left end for 3 yards (tackle by Bobby Wagner),-0.350,-0.500
2,4:52,2,7,ATL 15,0,13,Michael Turner left end for 33 yards (tackle by Bobby Wagner),-0.500,2.130
2,4:29,1,10,ATL 48,0,13,"Matt Ryan pass incomplete short left intended for Tony Gonzalez. Penalty on Kam Chancellor: Defensive Holding, 5 yards (no play)",2.130,2.460
2,4:23,1,10,SEA 47,0,19,"Matt Ryan pass complete deep middle to Roddy White for 47 yards, touchdown",2.460,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,4:23,,,SEA 2,0,20,Matt Bryant kicks extra point good,0.000,0.000
2,4:16,,,ATL 35,0,20,"Matt Bosher kicks off 65 yards, touchback",0.000,0.280
2,4:16,1,10,SEA 20,0,20,Robert Turbin right guard for 6 yards (tackle by Sean Weatherspoon),0.280,0.540
2,3:39,2,4,SEA 26,0,20,Russell Wilson pass complete short right to Golden Tate for 11 yards (tackle by Sean Weatherspoon),0.540,1.400
2,3:06,1,10,SEA 37,0,20,Marshawn Lynch left tackle for 2 yards (tackle by William Moore and Robert James),1.400,1.130
2,2:27,2,8,SEA 39,0,20,Russell Wilson right end for 9 yards (tackle by Akeem Dent),1.130,2.130
2,2:00,1,10,SEA 48,0,20,Marshawn Lynch right tackle for no gain (tackle by Jonathan Babineaux and Peria Jerry),2.130,1.580
2,1:37,2,10,SEA 48,0,20,Russell Wilson pass complete short right to Zach Miller for 20 yards (tackle by Asante Samuel),1.580,3.450
2,1:08,1,10,ATL 32,0,20,Russell Wilson pass complete short right to Sidney Rice for 13 yards (tackle by Asante Samuel),3.450,4.310
2,0:42,1,10,ATL 19,0,20,Russell Wilson pass incomplete deep right intended for Sidney Rice,4.310,3.750
2,0:35,2,10,ATL 19,0,20,Russell Wilson pass complete short middle to Zach Miller for 9 yards (tackle by Stephen Nicholas),3.750,0.000
2,0:30,,,,0,20,Timeout #2 by Seattle Seahawks,0.000,4.690
2,0:30,3,1,ATL 10,0,20,Russell Wilson pass complete short left to Golden Tate for 4 yards (tackle by Dunta Robinson),4.690,0.000
2,0:25,,,,0,20,Timeout #3 by Seattle Seahawks,0.000,5.830
2,0:25,1,6,ATL 6,0,20,Russell Wilson pass incomplete short middle intended for Sidney Rice (defended by Asante Samuel),5.830,0.000
2,0:21,,,,0,20,Timeout #1 by Atlanta Falcons,0.000,4.950
2,0:21,2,6,ATL 6,0,20,"Penalty on Russell Okung: False Start, 5 yards (no play)",4.950,4.020
2,0:21,2,11,ATL 11,0,20,Russell Wilson pass incomplete short left intended for Golden Tate,4.020,3.120
2,0:17,3,11,ATL 11,0,20,Russell Wilson sacked by Jonathan Babineaux for -9 yards,3.120,2.120
Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,0,20,"Matt Bosher kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,SEA 20,0,20,Russell Wilson pass complete short right to Sidney Rice for 11 yards (tackle by Asante Samuel),0.280,1.000
3,14:28,1,10,SEA 31,0,20,Marshawn Lynch right end for 1 yard (tackle by Vance Walker and Akeem Dent),1.000,0.600
3,13:51,2,9,SEA 32,0,20,Russell Wilson right end for 17 yards (tackle by Akeem Dent),0.600,2.190
3,13:11,1,10,SEA 49,0,20,Robert Turbin left guard for 7 yards (tackle by Sean Weatherspoon and Robert McClain),2.190,2.590
3,12:34,2,3,ATL 44,0,20,Marshawn Lynch right guard for 2 yards (tackle by Cliff Matthews and Peria Jerry),2.590,2.150
3,11:59,3,1,ATL 42,0,20,Russell Wilson right guard for 2 yards (tackle by Kroy Biermann),2.150,2.920
3,11:24,1,10,ATL 40,0,20,Russell Wilson sacked by Vance Walker for -8 yards,2.920,1.290
3,10:37,2,18,ATL 48,0,20,Russell Wilson pass complete short right to Zach Miller for 19 yards (tackle by Chris Hope),1.290,3.640
3,9:53,1,10,ATL 29,6,20,"Russell Wilson pass complete deep left to Golden Tate for 29 yards, touchdown",3.640,7.000
3,9:53,,,ATL 2,7,20,Ryan Longwell kicks extra point good,0.000,0.000
3,9:47,,,SEA 35,7,20,"Ryan Longwell kicks off 62 yards, returned by Jacquizz Rodgers for 17 yards (tackle by Jeremy Lane)",0.000,0.280
3,9:43,1,10,ATL 20,7,20,Michael Turner left end for 5 yards (tackle by K.J. Wright and LeRoy Hill),0.280,0.410
3,9:05,2,5,ATL 25,7,20,Jacquizz Rodgers right end for no gain (tackle by Brandon Mebane),0.410,-0.300
3,8:24,3,5,ATL 25,7,20,Matt Ryan pass complete short left to Tony Gonzalez for 6 yards (tackle by Bobby Wagner),-0.300,1.000
3,7:42,1,10,ATL 31,7,20,Matt Ryan pass complete short right to Jacquizz Rodgers for 2 yards (tackle by LeRoy Hill),1.000,0.730
3,7:00,2,8,ATL 33,7,20,Matt Ryan pass complete short right to Julio Jones for 13 yards (tackle by Earl Thomas),0.730,1.990
3,6:17,1,10,ATL 46,7,20,Michael Turner right guard for 3 yards (tackle by LeRoy Hill),1.990,1.860
3,5:41,2,7,ATL 49,7,20,Matt Ryan pass complete short left to Harry Douglas for 7 yards,1.860,2.650
3,5:14,1,10,SEA 44,7,20,Matt Ryan pass incomplete deep right intended for Harry Douglas,2.650,2.110
3,5:07,2,10,SEA 44,7,20,Matt Ryan pass complete short left to Julio Jones for 21 yards (tackle by Earl Thomas and K.J. Wright),2.110,4.040
3,4:27,1,10,SEA 23,7,20,Jacquizz Rodgers left end for 1 yard (tackle by K.J. Wright),4.040,3.630
3,3:46,2,9,SEA 22,7,20,Matt Ryan pass incomplete short left intended for Julio Jones,3.630,2.940
3,3:41,3,9,SEA 22,7,20,Matt Ryan pass complete short left to Tony Gonzalez for 11 yards (tackle by Winston Guy),2.940,4.840
3,3:00,1,10,SEA 11,7,20,Matt Ryan pass complete short right to Jacquizz Rodgers for 6 yards (tackle by Bobby Wagner),4.840,5.280
3,2:11,2,4,SEA 5,7,26,"Matt Ryan pass complete short middle to Jason Snelling for 5 yards, touchdown",5.280,7.000
3,2:11,,,SEA 2,7,26,Matt Bryant kicks extra point no good. Penalty on Richard Sherman: Defensive Offside (no play),0.000,-1.000
3,2:11,,,SEA 2,7,27,"Matt Bryant kicks extra point good. Penalty on Richard Sherman: Defensive Offside, 5 yards",0.000,0.000
3,2:11,,,ATL 40,7,27,"Matt Bosher kicks off 60 yards, touchback",0.000,0.280
3,2:11,1,10,SEA 20,7,27,Marshawn Lynch right tackle for 5 yards (tackle by Stephen Nicholas and Cliff Matthews),0.280,0.410
3,1:32,2,5,SEA 25,7,27,Russell Wilson pass complete deep left to Golden Tate for 24 yards (tackle by Akeem Dent),0.410,2.190
3,0:49,1,10,SEA 49,7,27,Russell Wilson pass complete short right to Sidney Rice for 12 yards (tackle by Asante Samuel),2.190,2.980
3,0:17,1,10,ATL 39,7,27,Russell Wilson pass complete deep left to Zach Miller for 26 yards (tackle by Dunta Robinson),2.980,4.710
Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 13,7,27,Russell Wilson pass complete short right to Robert Turbin for 7 yards (tackle by William Moore),4.710,5.340
4,14:17,2,3,ATL 6,7,27,Robert Turbin left guard for 5 yards (tackle by Vance Walker),5.340,6.970
4,13:44,1,1,ATL 1,7,27,Marshawn Lynch right end for no gain (tackle by Akeem Dent and Peria Jerry),6.970,5.910
4,13:06,2,1,ATL 1,13,27,"Russell Wilson left end for 1 yard, touchdown",5.910,7.000
4,13:06,,,ATL 2,14,27,Ryan Longwell kicks extra point good,0.000,0.000
4,13:01,,,SEA 35,14,27,"Ryan Longwell kicks off 65 yards, touchback",0.000,0.280
4,13:01,1,10,ATL 20,14,27,Michael Turner for 9 yards,0.280,0.950
4,12:30,2,1,ATL 29,14,27,Michael Turner right tackle for 3 yards (tackle by Brandon Mebane),0.950,1.070
4,11:50,1,10,ATL 32,14,27,Julio Jones right end for -1 yards (tackle by K.J. Wright),1.070,0.390
4,11:09,2,11,ATL 31,14,27,Matt Ryan pass incomplete deep left intended for Roddy White is intercepted by Earl Thomas at SEA-39 and returned for -1 yards,0.390,-1.470
4,11:03,1,10,SEA 38,14,27,Russell Wilson pass complete deep left to Sidney Rice for 24 yards,1.470,3.050
4,10:39,1,10,ATL 38,14,27,Marshawn Lynch left guard for 5 yards (tackle by Stephen Nicholas),3.050,3.180
4,9:54,2,5,ATL 33,14,27,Russell Wilson pass complete short right to Robert Turbin for 30 yards (tackle by Thomas DeCoud),3.180,6.510
4,9:19,1,3,ATL 3,20,27,"Russell Wilson pass complete short left to Zach Miller for 3 yards, touchdown",6.510,7.000
4,9:19,,,ATL 2,21,27,Ryan Longwell kicks extra point good,0.000,0.000
4,9:13,,,SEA 35,21,27,"Ryan Longwell kicks off 67 yards, returned by Jacquizz Rodgers for 26 yards (tackle by Doug Baldwin)",0.000,0.540
4,9:07,1,10,ATL 24,21,27,Matt Ryan pass incomplete deep left intended for Roddy White,0.540,0.000
4,9:02,2,10,ATL 24,21,27,Matt Ryan pass complete short left to Julio Jones for -3 yards (tackle by K.J. Wright),0.000,-1.090
4,8:19,3,13,ATL 21,21,27,Matt Ryan pass complete short right to Drew Davis for 6 yards (tackle by Earl Thomas),-1.090,-1.570
4,7:34,4,7,ATL 27,21,27,"Matt Bosher punts 42 yards, returned by Leon Washington for 9 yards (tackle by Akeem Dent)",-1.570,-1.600
4,7:23,1,10,SEA 40,21,27,Russell Wilson left end for 9 yards,1.600,2.270
4,6:40,2,1,SEA 49,21,27,Marshawn Lynch right guard for 1 yard (tackle by Sean Weatherspoon),2.270,2.260
4,6:00,1,10,,21,27,Russell Wilson pass incomplete deep middle intended for Sidney Rice (defended by Thomas DeCoud),2.260,1.710
4,5:54,2,10,,21,27,Russell Wilson pass incomplete short right intended for Robert Turbin,1.710,0.000
4,5:48,,,,21,27,Timeout #1 by Atlanta Falcons,0.000,1.030
4,5:48,3,10,,21,27,Russell Wilson pass incomplete short middle intended for Sidney Rice. Penalty on Max Unger: Chop Block (Declined),1.030,-0.060
4,5:40,4,10,,21,27,"Jon Ryan punts 50 yards, touchback",-0.060,-0.280
4,5:32,1,10,ATL 20,21,27,Michael Turner right tackle for 12 yards (tackle by LeRoy Hill),0.280,1.070
4,4:47,1,10,ATL 32,21,27,Jacquizz Rodgers left tackle for 2 yards (tackle by Red Bryant),1.070,0.800
4,4:03,2,8,ATL 34,21,27,Jacquizz Rodgers left end for no gain (tackle by K.J. Wright),0.800,0.100
4,3:15,3,8,ATL 34,21,27,Matt Ryan pass incomplete short right intended for Roddy White,0.100,-1.110
4,3:09,4,8,ATL 34,21,27,"Matt Bosher punts 42 yards, returned by Leon Washington for 15 yards (tackle by Michael Palmer)",-1.110,-1.530
4,3:00,1,10,SEA 39,21,27,Marshawn Lynch right guard for 3 yards (tackle by Sean Weatherspoon and Jonathan Massaquoi),1.530,1.390
4,2:25,2,7,SEA 42,21,27,Russell Wilson pass complete short left to Marshawn Lynch for 7 yards (tackle by Dunta Robinson),1.390,2.190
4,2:00,1,10,SEA 49,21,27,Russell Wilson pass complete deep middle to Golden Tate for 19 yards (tackle by Sean Weatherspoon and William Moore),2.190,3.450
4,1:20,1,10,ATL 32,21,27,Russell Wilson right end for 5 yards (tackle by Sean Weatherspoon),3.450,3.580
4,0:49,2,5,ATL 27,21,27,Russell Wilson pass incomplete deep right intended for Zach Miller,3.580,2.870
4,0:44,3,5,ATL 27,21,27,Russell Wilson pass complete short left to Marshawn Lynch for 24 yards (tackle by Chris Hope),2.870,6.510
4,0:34,1,3,ATL 3,21,27,"Penalty on ATL: Defensive 12 On-field, 1 yards (no play)",6.510,6.740
4,0:34,1,2,ATL 2,27,27,"Marshawn Lynch right guard for 2 yards, touchdown",6.740,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,0:34,,,ATL 2,28,27,Ryan Longwell kicks extra point good,0.000,0.000
4,0:31,,,SEA 35,28,27,"Ryan Longwell kicks off 71 yards, returned by Jacquizz Rodgers for 34 yards (tackle by Kam Chancellor)",0.000,0.810
4,0:25,1,10,ATL 28,28,27,Matt Ryan pass complete deep left to Harry Douglas for 22 yards (tackle by Brandon Browner),0.810,0.000
4,0:19,,,,28,27,Timeout #2 by Atlanta Falcons,0.000,2.260
4,0:19,1,10,,28,27,Matt Ryan pass complete short right to Tony Gonzalez for 19 yards (tackle by Earl Thomas),2.260,0.000
4,0:13,,,,28,27,Timeout #3 by Atlanta Falcons,0.000,0.000
4,0:13,,,,28,27,Timeout #1 by Seattle Seahawks,0.000,3.510
4,0:13,1,10,SEA 31,28,30,Matt Bryant 49 yard field goal good,3.510,3.000
4,0:08,,,ATL 35,28,30,"Matt Bosher kicks onside 19 yards, recovered by Heath Farwell",0.000,1.990
4,0:06,1,10,SEA 46,28,30,Russell Wilson pass complete short left to Doug Baldwin for 6 yards,1.990,2.260
4,0:02,2,4,ATL 48,28,30,Russell Wilson pass incomplete deep right intended for Doug Baldwin is intercepted by Julio Jones at ATL-0,2.260,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
