Quarter,Time,Down,ToGo,Location,GNB,ARI,Detail,EPB,EPA
1,9:11,1,10,GNB 8,0,14,Ryan Grant middle for no gain (tackle by Clark Haggans and Alan Branch),-0.380,-0.780
1,8:34,2,10,GNB 8,0,14,Aaron Rodgers pass complete short left to Ryan Grant for 9 yards (tackle by Antrel Rolle),-0.780,-0.370
1,7:51,3,1,GNB 17,0,14,"Ahman Green right tackle for 3 yards (tackle by Clark Haggans and Chike Okeafor). Penalty on Clark Haggans: Defensive Offside, 5 yards (no play)",-0.370,0.410
1,7:29,1,10,GNB 22,0,14,Aaron Rodgers pass complete short right to Spencer Havner for 5 yards (tackle by Bryant McFadden),0.410,0.540
1,6:49,2,5,GNB 27,0,14,Aaron Rodgers pass incomplete deep left intended for Greg Jennings,0.540,-0.160
1,6:44,3,5,GNB 27,0,14,Aaron Rodgers sacked by Bertrand Berry for -4 yards,-0.160,-1.830
1,6:19,4,9,GNB 23,0,14,"Penalty on Josh Bell: False Start, 5 yards (no play)",-1.830,-2.240
1,6:03,4,14,GNB 18,0,14,"Jeremy Kapinos punts 47 yards, returned by Steve Breaston for 6 yards. Steve Breaston fumbles, recovered by Monty Beisel at ARI-41 (tackle by Brady Poppinga)",-2.240,-1.660
1,5:54,1,10,ARI 41,0,14,"Kurt Warner sacked by Clay Matthews for -6 yards. Kurt Warner fumbles (forced by Clay Matthews), recovered by Jeremy Bridges at ARI-37",1.660,0.580
1,4:53,2,14,ARI 37,0,14,Kurt Warner pass complete short left to Larry Fitzgerald for 14 yards (tackle by Charles Woodson and Atari Bigby),0.580,2.320
1,4:13,1,10,GNB 49,0,14,Kurt Warner pass complete deep left to Ben Patrick for 22 yards (tackle by Nick Collins),2.320,3.780
1,3:36,1,10,GNB 27,0,14,Beanie Wells right tackle for no gain (tackle by Nick Barnett),3.780,3.230
1,2:53,2,10,GNB 27,0,14,Kurt Warner pass complete short left to Steve Breaston for 18 yards (tackle by Brad Jones),3.230,5.140
1,2:11,1,9,GNB 9,0,14,Kurt Warner pass incomplete short right intended for Steve Breaston,5.140,4.380
1,2:04,2,9,GNB 9,0,14,Beanie Wells left end for -5 yards (tackle by Nick Collins),4.380,3.000
1,1:19,3,14,GNB 14,0,14,Kurt Warner pass complete short right to Early Doucet for 9 yards (tackle by Tramon Williams),3.000,3.010
1,0:38,4,5,GNB 5,0,17,Neil Rackers 23 yard field goal good,3.010,3.000
1,,,,ARI 30,0,17,"Neil Rackers kicks off 50 yards, returned by John Kuhn for 17 yards (tackle by Michael Adams)",0.000,1.400
1,0:29,1,10,GNB 37,0,17,Aaron Rodgers pass incomplete short right intended for Greg Jennings,1.400,0.860
1,0:26,2,10,GNB 37,0,17,Ryan Grant right tackle for 1 yard (tackle by Gabe Watson),0.860,0.300
Quarter,Time,Down,ToGo,Location,GNB,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,GNB 38,0,17,Aaron Rodgers pass complete deep middle to Greg Jennings for 27 yards (tackle by Bryant McFadden),0.300,3.250
2,14:24,1,10,ARI 35,0,17,Aaron Rodgers sacked by Chike Okeafor for -3 yards,3.250,2.300
2,13:44,2,13,ARI 38,0,17,Brandon Jackson middle for 2 yards (tackle by Gabe Watson),2.300,1.880
2,13:04,3,11,ARI 36,0,17,Aaron Rodgers pass incomplete deep left intended for James Jones,1.880,0.880
2,12:58,4,11,ARI 36,0,17,Mason Crosby 54 yard field goal no good,0.880,-1.930
2,12:53,1,10,ARI 45,0,17,Kurt Warner pass complete short left to Tim Hightower for 5 yards (tackle by Ryan Pickett),1.930,2.060
2,12:08,2,5,,0,17,Steve Breaston left end for 28 yards (tackle by Charles Woodson),2.060,4.110
2,11:20,1,10,GNB 22,0,17,"Kurt Warner pass complete short middle to Larry Fitzgerald for 3 yards (tackle by Charles Woodson). Larry Fitzgerald fumbles (forced by Charles Woodson), recovered by Clay Matthews at GNB-19 and returned for 29 yards (tackle by Levi Brown)",4.110,-2.130
2,11:06,1,10,GNB 48,0,17,Ryan Grant right tackle for 10 yards (tackle by Bryant McFadden),2.130,2.790
2,10:22,1,10,ARI 42,0,17,"Ryan Grant right end for no gain (tackle by Gerald Hayes). Penalty on Gerald Hayes: Horse Collar, 15 yards",2.790,3.780
2,9:54,1,10,ARI 27,0,17,Ryan Grant left tackle for 20 yards (tackle by Karlos Dansby),3.780,5.600
2,9:07,1,7,ARI 7,0,17,Ahman Green middle for no gain (tackle by Alan Branch),5.600,4.760
2,8:23,2,7,ARI 7,0,17,Aaron Rodgers sacked by Bertrand Berry for -4 yards,4.760,3.120
2,7:47,3,11,ARI 11,0,17,"Aaron Rodgers pass incomplete short middle intended for Donald Driver (defended by Michael Adams). Penalty on Michael Adams: Defensive Pass Interfere, 10 yards (no play)",3.120,6.970
2,7:42,1,1,ARI 1,0,17,John Kuhn right tackle for no gain (tackle by Alan Branch and Bryan Robinson). Penalty on Michael Adams: Illegal Substitution (no play),6.970,6.970
2,7:02,1,1,ARI 1,6,17,"Aaron Rodgers middle for 1 yard, touchdown",6.970,7.000
2,,,,ARI 2,7,17,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,7,17,"Mason Crosby kicks off 69 yards, returned by LaRod Stephens-Howling for 20 yards (tackle by Brady Poppinga)",0.000,0.340
2,6:46,1,10,ARI 21,7,17,Beanie Wells right tackle for 9 yards (tackle by Tramon Williams),0.340,1.020
2,6:03,2,1,ARI 30,7,17,Kurt Warner pass complete short left to Steve Breaston for 11 yards (tackle by Nick Barnett),1.020,1.660
2,5:26,1,10,ARI 41,7,17,Tim Hightower right tackle for 2 yards (tackle by Ryan Pickett and Johnny Jolly),1.660,1.390
2,4:54,2,8,ARI 43,7,17,Beanie Wells left tackle for 9 yards (tackle by Brandon Chillar and Jarrett Bush),1.390,2.390
2,4:17,1,10,GNB 48,7,17,Beanie Wells left tackle for 5 yards (tackle by Nick Barnett and B.J. Raji),2.390,2.520
2,3:36,2,5,GNB 43,7,17,"LaRod Stephens-Howling middle for 18 yards (tackle by Atari Bigby and Tramon Williams). Penalty on Atari Bigby: Face Mask (15 Yards), 13 yards",2.520,4.780
2,3:08,1,10,GNB 12,7,17,Beanie Wells right tackle for -3 yards (tackle by Nick Collins),4.780,3.660
2,2:23,2,13,GNB 15,7,23,"Kurt Warner pass complete short middle to Early Doucet for 15 yards, touchdown",3.660,7.000
2,,,,GNB 2,7,24,Neil Rackers kicks extra point good,0.000,0.000
2,,,,ARI 30,7,24,"Neil Rackers kicks off 73 yards, returned by Jordy Nelson for 26 yards (tackle by Sean Morey). Jordy Nelson fumbles (forced by Sean Morey), recovered by Jordy Nelson at GNB-25",0.000,0.610
2,2:08,1,10,GNB 25,7,24,Aaron Rodgers pass complete short right to Greg Jennings for 5 yards (tackle by Dominique Rodgers-Cromartie),0.610,0.740
2,2:00,2,5,GNB 30,7,24,Aaron Rodgers pass incomplete short right intended for James Jones,0.740,0.040
2,1:55,3,5,GNB 30,7,24,Aaron Rodgers pass complete deep right to Jermichael Finley for 44 yards (tackle by Bryant McFadden). Penalty on Bryant McFadden: Defensive Pass Interfere (Declined),0.040,3.840
2,1:45,1,10,ARI 26,7,24,Aaron Rodgers pass complete short middle to Jermichael Finley for 17 yards (tackle by Antrel Rolle),3.840,5.140
2,0:57,,,,7,24,Timeout #1 by Green Bay Packers,0.000,5.140
2,0:57,1,9,ARI 9,7,24,Aaron Rodgers pass complete short middle to Brandon Jackson for -1 yards (tackle by Karlos Dansby),5.140,4.190
2,0:20,2,10,ARI 10,7,24,Aaron Rodgers pass complete short right to Greg Jennings for 6 yards (tackle by Bryant McFadden and Adrian Wilson),4.190,4.490
2,0:14,,,,7,24,Timeout #2 by Green Bay Packers,0.000,4.490
2,0:14,3,4,ARI 4,7,24,"Aaron Rodgers sacked by Darnell Dockett for -1 yards. Penalty on Darnell Dockett: Horse Collar, 3 yards",4.490,6.740
2,0:04,1,2,ARI 2,10,24,Mason Crosby 20 yard field goal good,6.740,3.000
Quarter,Time,Down,ToGo,Location,GNB,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,10,24,"Mason Crosby kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,ARI 20,10,24,Tim Hightower left tackle for 6 yards (tackle by Nick Collins),0.280,0.540
3,14:24,2,4,ARI 26,10,24,Kurt Warner pass complete short left to Early Doucet for 7 yards (tackle by Jarrett Bush),0.540,1.140
3,13:40,1,10,ARI 33,10,24,Beanie Wells right tackle for 4 yards (tackle by A.J. Hawk and Nick Barnett),1.140,1.130
3,12:56,2,6,ARI 37,10,24,Kurt Warner pass complete short right to LaRod Stephens-Howling for 12 yards (tackle by Clay Matthews),1.130,2.190
3,12:12,1,10,ARI 49,10,24,Tim Hightower left end for 9 yards (tackle by Clay Matthews),2.190,2.860
3,11:31,2,1,GNB 42,10,24,"Kurt Warner pass incomplete short right intended for Larry Fitzgerald. Penalty on Charles Woodson: Defensive Pass Interfere, 9 yards (no play)",2.860,3.380
3,11:24,1,10,GNB 33,10,30,"Kurt Warner pass complete short middle to Larry Fitzgerald for 33 yards, touchdown",3.380,7.000
3,,,,GNB 2,10,31,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 30,10,31,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
3,11:15,1,10,GNB 20,10,31,Aaron Rodgers pass incomplete short right intended for Greg Jennings,0.280,-0.270
3,11:11,2,10,GNB 20,10,31,Aaron Rodgers pass incomplete short right intended for Jermichael Finley,-0.270,-0.960
3,11:07,3,10,GNB 20,10,31,Aaron Rodgers pass complete short right to Jermichael Finley for 18 yards (tackle by Antrel Rolle),-0.960,1.470
3,10:25,1,10,GNB 38,10,31,Aaron Rodgers pass incomplete deep left intended for Donald Driver,1.470,0.920
3,10:19,2,10,GNB 38,10,31,Ryan Grant middle for 2 yards (tackle by Ralph Brown),0.920,0.500
3,9:39,3,8,GNB 40,10,31,"Aaron Rodgers pass incomplete short middle intended for Donald Driver. Penalty on Michael Adams: Defensive Pass Interfere, 9 yards (no play)",0.500,2.190
3,9:35,1,10,GNB 49,10,31,Aaron Rodgers pass complete short right to Donald Driver for 13 yards (tackle by Antrel Rolle),2.190,3.050
3,9:06,1,10,ARI 38,10,31,Aaron Rodgers pass complete short right to Greg Jennings for 35 yards (tackle by Antrel Rolle),3.050,6.510
3,8:12,1,3,ARI 3,10,31,Aaron Rodgers pass complete short right to John Kuhn for -3 yards (tackle by Adrian Wilson),6.510,4.950
3,7:32,2,6,ARI 6,10,31,Aaron Rodgers pass incomplete short middle intended for Donald Lee,4.950,4.040
3,7:25,3,6,ARI 6,16,31,"Aaron Rodgers pass complete short right to Greg Jennings for 6 yards, touchdown",4.040,7.000
3,,,,ARI 2,17,31,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,17,31,Mason Crosby kicks onside 13 yards (onside kick successful),0.000,1.800
3,7:20,1,10,GNB 43,17,31,Aaron Rodgers pass incomplete deep right intended for Jermichael Finley,1.800,1.250
3,7:14,2,10,GNB 43,17,31,Aaron Rodgers pass complete short right to Ryan Grant for 9 yards (tackle by Adrian Wilson),1.250,1.750
3,6:48,3,1,ARI 48,17,31,Aaron Rodgers pass incomplete short right intended for Spencer Havner,1.750,0.070
3,6:43,4,1,ARI 48,17,31,Ahman Green right tackle for 4 yards (tackle by Gabe Watson and Antrel Rolle),0.070,2.650
3,6:05,1,10,ARI 44,17,31,"Aaron Rodgers pass complete short left to Jermichael Finley for 33 yards (tackle by Dominique Rodgers-Cromartie). Penalty on Donald Driver: Offensive Holding, 10 yards",2.650,4.170
3,5:30,1,10,ARI 21,17,31,Ryan Grant left tackle for 7 yards (tackle by Gerald Hayes),4.170,4.740
3,4:51,2,3,ARI 14,17,31,Ryan Grant right tackle for 3 yards (tackle by Karlos Dansby and Darnell Dockett),4.740,4.840
3,4:14,1,10,ARI 11,23,31,"Aaron Rodgers pass complete short right to Jordy Nelson for 11 yards, touchdown",4.840,7.000
3,,,,ARI 2,24,31,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,24,31,"Mason Crosby kicks off 72 yards, returned by LaRod Stephens-Howling for 29 yards (tackle by Brandon Underwood)",0.000,0.740
3,4:01,1,10,ARI 27,24,31,Kurt Warner pass complete short right to Early Doucet for 15 yards (tackle by Jarrett Bush and Charles Woodson),0.740,1.730
3,3:22,1,10,ARI 42,24,31,Beanie Wells right end for 42 yards (tackle by Nick Collins),1.730,4.510
3,3:06,1,10,GNB 16,24,31,"Kurt Warner pass complete short left to Early Doucet for 8 yards (tackle by Jarrett Bush). Penalty on GNB: Defensive 12 On-field, 5 yards (no play)",4.510,5.630
3,2:41,1,5,GNB 11,24,37,"Kurt Warner pass complete short left to Larry Fitzgerald for 11 yards, touchdown. Penalty on Cullen Jenkins: Roughing the Passer, 15 yards",5.630,7.000
3,,,,GNB 2,24,38,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 45,24,38,"Neil Rackers kicks off 55 yards, touchback",0.000,0.280
3,2:34,1,10,GNB 20,24,38,Aaron Rodgers pass complete short middle to Greg Jennings for 9 yards (tackle by Antrel Rolle),0.280,0.950
3,1:54,2,1,GNB 29,24,38,Ryan Grant right tackle for 6 yards (tackle by Clark Haggans and Ralph Brown),0.950,1.270
3,1:20,1,10,GNB 35,24,38,Aaron Rodgers pass complete short right to Greg Jennings for 20 yards (tackle by Ralph Brown),1.270,2.590
3,0:37,1,10,ARI 45,24,38,Aaron Rodgers pass complete short right to Donald Driver for 10 yards (tackle by Dominique Rodgers-Cromartie),2.590,3.250
3,0:06,1,10,ARI 35,24,38,Ahman Green left tackle for 1 yard (tackle by Gerald Hayes and Antrel Rolle),3.250,2.840
Quarter,Time,Down,ToGo,Location,GNB,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,ARI 34,24,38,Brandon Jackson left tackle for 4 yards (tackle by Calais Campbell and Antrel Rolle),2.840,2.680
4,14:21,3,5,ARI 30,24,38,Aaron Rodgers pass incomplete short right intended for Donald Driver,2.680,1.450
4,14:16,4,5,ARI 30,30,38,"Aaron Rodgers pass complete short right to James Jones for 30 yards, touchdown",1.450,7.000
4,,,,ARI 2,31,38,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,31,38,"Mason Crosby kicks off 73 yards, returned by LaRod Stephens-Howling for 22 yards (tackle by Jarrett Bush)",0.000,0.150
4,14:03,1,10,ARI 19,31,38,Kurt Warner pass complete deep middle to Steve Breaston for 18 yards (tackle by Nick Collins),0.150,1.400
4,13:25,1,10,ARI 37,31,38,Beanie Wells middle for 3 yards (tackle by Brandon Chillar),1.400,1.260
4,12:48,2,7,ARI 40,31,38,Tim Hightower right tackle for 1 yard (tackle by Johnny Jolly),1.260,0.700
4,12:06,3,6,ARI 41,31,38,Kurt Warner pass incomplete deep middle intended for Larry Fitzgerald (defended by Charles Woodson),0.700,-0.650
4,12:00,4,6,ARI 41,31,38,Ben Graham punts 26 yards,-0.650,-1.140
4,11:53,1,10,GNB 33,31,38,Aaron Rodgers pass complete deep left to Jermichael Finley for 38 yards (tackle by Antrel Rolle),1.140,3.640
4,11:28,1,10,ARI 29,31,38,Aaron Rodgers pass complete short right to Donald Driver for 28 yards (tackle by Bryant McFadden),3.640,6.970
4,11:02,1,1,ARI 1,37,38,"John Kuhn middle for 1 yard, touchdown",6.970,7.000
4,,,,ARI 2,38,38,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,38,38,"Mason Crosby kicks off 70 yards, touchback",0.000,0.280
4,10:57,1,10,ARI 20,38,38,Kurt Warner pass incomplete deep left intended for Steve Breaston,0.280,-0.270
4,10:53,2,10,ARI 20,38,38,Kurt Warner pass complete short left to Larry Fitzgerald for 6 yards (tackle by Charles Woodson),-0.270,-0.160
4,10:15,3,4,ARI 26,38,38,Kurt Warner pass complete short right to Tim Hightower for 7 yards (tackle by Charles Woodson),-0.160,1.140
4,9:35,1,10,ARI 33,38,38,Beanie Wells left end for 2 yards (tackle by Nick Barnett),1.140,0.860
4,8:52,2,8,ARI 35,38,38,Kurt Warner pass complete short left to Tim Hightower for 9 yards (tackle by Cullen Jenkins),0.860,1.860
4,8:19,1,10,ARI 44,38,38,Tim Hightower middle for -2 yards (tackle by Brandon Chillar and Clay Matthews),1.860,1.050
4,7:34,2,12,ARI 42,38,38,Kurt Warner pass complete short right to Ben Patrick for 11 yards (tackle by A.J. Hawk),1.050,1.820
4,7:08,3,1,GNB 47,38,38,Beanie Wells right tackle for 1 yard (tackle by Brad Jones),1.820,2.520
4,6:26,1,10,GNB 46,38,38,Kurt Warner pass complete deep right to Steve Breaston for 26 yards (tackle by Tramon Williams),2.520,4.240
4,5:41,1,10,GNB 20,38,38,Beanie Wells middle for 3 yards (tackle by Brandon Chillar),4.240,4.120
4,5:02,2,7,GNB 17,38,44,"Kurt Warner pass complete deep middle to Steve Breaston for 17 yards, touchdown",4.120,7.000
4,,,,GNB 2,38,45,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,38,45,"Neil Rackers kicks off 70 yards, returned by Tramon Williams for 29 yards (tackle by LaRod Stephens-Howling)",0.000,0.870
4,4:45,1,10,GNB 29,38,45,Aaron Rodgers pass complete short right to James Jones for 6 yards (tackle by Bryant McFadden),0.870,1.140
4,4:04,2,4,GNB 35,38,45,"Aaron Rodgers pass incomplete short left intended for Greg Jennings. Penalty on Michael Adams: Defensive Holding, 5 yards (no play)",1.140,1.600
4,4:00,1,10,GNB 40,38,45,Aaron Rodgers left end for 13 yards (tackle by Antrel Rolle),1.600,2.460
4,3:19,1,10,ARI 47,38,45,Aaron Rodgers pass complete deep right to Greg Jennings for 22 yards,2.460,3.910
4,3:12,,,,38,45,Timeout #1 by Green Bay Packers,0.000,3.910
4,3:12,1,10,ARI 25,38,45,Ryan Grant left end for 5 yards (tackle by Calais Campbell and Michael Adams),3.910,4.040
4,2:33,2,5,ARI 20,38,45,Aaron Rodgers pass incomplete short middle intended for Jermichael Finley (defended by Adrian Wilson),4.040,3.340
4,2:26,3,5,ARI 20,38,45,Aaron Rodgers pass complete short left to Jermichael Finley for 9 yards (tackle by Antrel Rolle),3.340,4.840
4,2:00,1,10,ARI 11,44,45,"Aaron Rodgers pass complete short right to Spencer Havner for 11 yards, touchdown",4.840,7.000
4,,,,ARI 2,45,45,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,45,45,"Mason Crosby kicks off 63 yards, returned by LaRod Stephens-Howling for 14 yards (tackle by Brady Poppinga)",0.000,0.340
4,1:46,,,,45,45,Timeout #1 by Arizona Cardinals,0.000,0.340
4,1:46,1,10,ARI 21,45,45,Kurt Warner pass complete short right to Ben Patrick for 9 yards (tackle by Jarrett Bush and Clay Matthews),0.340,1.020
4,1:21,2,1,ARI 30,45,45,"Penalty on Lyle Sendlein: False Start, 4 yards (no play)",1.020,0.480
4,1:17,2,5,ARI 26,45,45,Kurt Warner pass complete deep middle to Steve Breaston for 24 yards (tackle by Jarrett Bush),0.480,2.260
4,0:57,1,10,,45,45,Kurt Warner pass complete short left to Larry Fitzgerald for 15 yards (tackle by Nick Collins),2.260,3.250
4,0:30,1,10,GNB 35,45,45,Kurt Warner pass complete short right to LaRod Stephens-Howling for 3 yards (tackle by Brandon Underwood),3.250,3.110
4,0:22,,,,45,45,Timeout #2 by Arizona Cardinals,0.000,3.110
4,0:22,2,7,GNB 32,45,45,Kurt Warner pass complete short middle to Early Doucet for 16 yards (tackle by Matt Giordano),3.110,4.510
4,0:14,,,,45,45,Timeout #3 by Arizona Cardinals,0.000,4.510
4,0:14,1,10,GNB 16,45,45,Neil Rackers 34 yard field goal no good,4.510,-0.540
4,0:09,1,10,GNB 24,45,45,Aaron Rodgers kneels for -1 yards,0.540,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,GNB,ARI,Detail,EPB,EPA
,,,,,,,"Packers won the coin toss, Packers to receive the overtime kickoff.",,
OT,,,,ARI 30,45,45,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
OT,15:00,1,10,GNB 20,45,45,Aaron Rodgers pass incomplete deep middle intended for Greg Jennings,0.280,-0.270
OT,14:53,2,10,GNB 20,45,45,"Aaron Rodgers pass complete short left to Ryan Grant for 14 yards (tackle by Bryant McFadden). Penalty on Daryn Colledge: Offensive Holding, 10 yards (no play)",-0.270,-1.510
OT,14:34,2,20,GNB 10,45,45,Aaron Rodgers pass complete short middle to James Jones for 14 yards (tackle by Chike Okeafor and Hamza Abdullah),-1.510,-0.430
OT,13:50,3,6,GNB 24,45,51,"Aaron Rodgers sacked by Michael Adams for -7 yards. Aaron Rodgers fumbles (forced by Michael Adams), recovered by Karlos Dansby at GNB-17 and returned for 17 yards, touchdown",-0.430,-6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
