Quarter,Time,Down,ToGo,Location,DAL,SEA,Detail,EPB,EPA
2,9:21,3,2,DAL 22,7,10,Tony Romo pass incomplete short middle intended for Dez Bryant (defended by Earl Thomas),-0.440,-1.900
2,9:15,4,2,DAL 22,7,10,"Chris Jones punts 44 yards, returned by Leon Washington for 7 yards (tackle by Danny McCray)",-1.900,-1.660
2,9:02,1,10,SEA 41,7,10,Marshawn Lynch right guard for 2 yards (tackle by Kenyon Coleman and Sean Lissemore),1.660,1.390
2,8:28,2,8,SEA 43,7,10,Marshawn Lynch right tackle for 7 yards (tackle by Sean Lissemore),1.390,1.620
2,7:51,3,1,,7,10,Michael Robinson up the middle for 4 yards (tackle by Marcus R. Spears and Tyrone Crawford),1.620,2.520
2,7:16,1,10,DAL 46,7,10,Russell Wilson pass complete deep left to Golden Tate for 20 yards,2.520,3.840
2,6:45,1,10,DAL 26,7,10,Russell Wilson pass complete short right to Anthony McCoy for 4 yards (tackle by Sean Lee),3.840,3.840
2,6:02,2,6,DAL 22,7,10,"Marshawn Lynch left tackle for 1 yard (tackle by DeMarcus Ware). Penalty on DeMarcus Ware: Defensive Offside (Declined), Penalty on J.R. Sweezy: Chop Block, 15 yards (no play)",3.840,1.810
2,5:40,2,21,DAL 37,7,10,Russell Wilson pass complete deep middle to Sidney Rice for 18 yards (tackle by Danny McCray),1.810,3.570
2,4:55,3,3,DAL 19,7,10,Russell Wilson pass complete short right to Zach Miller for 7 yards (tackle by Bruce Carter and Anthony Spencer),3.570,4.780
2,4:12,1,10,DAL 12,7,10,Marshawn Lynch left tackle for -2 yards (tackle by Bruce Carter),4.780,3.790
2,3:31,2,12,DAL 14,7,10,"Penalty on Breno Giacomini: False Start, 5 yards (no play)",3.790,3.220
2,3:08,2,17,DAL 19,7,10,Russell Wilson pass complete short left to Sidney Rice for 9 yards (tackle by Morris Claiborne),3.220,3.480
2,2:32,3,8,DAL 10,7,10,"Penalty on Russell Wilson: Delay of Game, 5 yards (no play)",3.480,3.000
2,2:12,3,13,DAL 15,7,10,Russell Wilson pass complete short right to Doug Baldwin for 8 yards (tackle by Brandon Carr),3.000,2.980
2,2:00,4,5,DAL 7,7,13,Steven Hauschka 25 yard field goal good,2.980,3.000
2,1:57,,,SEA 35,7,13,"Steven Hauschka kicks off 73 yards, returned by Felix Jones for 23 yards (tackle by Michael Robinson)",0.000,-0.220
2,1:52,1,10,DAL 15,7,13,Tony Romo pass complete short middle to DeMarco Murray for 15 yards (tackle by Marcus Trufant),-0.220,0.940
2,1:28,1,10,DAL 30,7,13,Tony Romo pass incomplete short left intended for Dez Bryant,0.940,0.390
2,1:23,2,10,DAL 30,7,13,Tony Romo pass incomplete short right intended for Jason Witten,0.390,-0.300
2,1:20,3,10,DAL 30,7,13,Tony Romo pass complete short right to Jason Witten for 23 yards (tackle by Richard Sherman),-0.300,2.460
2,1:13,1,10,SEA 47,7,13,Tony Romo pass incomplete (defended by Chris Clemons),2.460,0.000
2,1:10,,,,7,13,Timeout #1 by Seattle Seahawks,0.000,1.910
2,1:10,2,10,SEA 47,7,13,Tony Romo pass complete short right to Miles Austin for 7 yards (tackle by Richard Sherman),1.910,2.150
2,0:51,3,3,SEA 40,7,13,Tony Romo pass incomplete short middle intended for Miles Austin (defended by Chris Clemons),2.150,0.590
2,0:44,4,3,SEA 40,7,13,Chris Jones punts 31 yards,0.590,0.380
2,0:35,1,10,SEA 9,7,13,Leon Washington left tackle for 3 yards (tackle by Jason Hatcher and Sean Lee),-0.380,0.000
2,0:31,,,,7,13,Timeout #1 by Dallas Cowboys,0.000,-0.560
2,0:31,2,7,SEA 12,7,13,Marshawn Lynch right tackle for 5 yards (tackle by Sean Lee),-0.560,0.000
2,0:25,,,,7,13,Timeout #2 by Dallas Cowboys,0.000,-0.480
2,0:25,3,2,SEA 17,7,13,Marshawn Lynch up the middle for -2 yards (tackle by DeMarcus Ware),-0.480,0.000
2,0:20,,,,7,13,Timeout #3 by Dallas Cowboys,0.000,-2.440
2,0:18,4,4,SEA 15,7,13,"Jon Ryan punts 50 yards, muffed catch by Dez Bryant, recovered by Dez Bryant and returned for no gain",-2.440,-0.870
2,0:10,1,10,DAL 29,7,13,Tony Romo kneels for -1 yards,0.870,0.190
Quarter,Time,Down,ToGo,Location,DAL,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,7,13,"Dan Bailey kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,SEA 20,7,13,Marshawn Lynch right tackle for 16 yards (tackle by Gerald Sensabaugh),0.280,1.330
3,14:10,1,10,SEA 36,7,13,Marshawn Lynch left tackle for 3 yards (tackle by Anthony Spencer and Marcus R. Spears),1.330,1.200
3,13:32,2,7,SEA 39,7,13,Russell Wilson sacked by Anthony Spencer for -7 yards,1.200,-0.430
3,12:59,3,14,SEA 32,7,13,Russell Wilson pass incomplete short middle intended for Sidney Rice (defended by Anthony Spencer),-0.430,-1.240
3,12:53,4,14,SEA 32,7,13,"Jon Ryan punts 68 yards, touchback",-1.240,-0.280
3,12:44,1,10,DAL 20,7,13,DeMarco Murray up the middle for no gain (tackle by Alan Branch and K.J. Wright),0.280,-0.270
3,12:06,2,10,DAL 20,7,13,Tony Romo pass complete short left to Jason Witten for 11 yards (tackle by Brandon Browner),-0.270,1.000
3,11:24,1,10,DAL 31,7,13,Tony Romo pass incomplete deep middle intended for Miles Austin (defended by Richard Sherman),1.000,0.460
3,11:15,2,10,DAL 31,7,13,"Tony Romo pass complete short left to Dez Bryant for 1 yard (tackle by Brandon Browner). Dez Bryant fumbles (forced by Brandon Browner), recovered by Doug Free at DAL-33",0.460,0.040
3,10:28,3,8,DAL 33,7,13,Tony Romo pass complete short left to Dez Bryant for 5 yards (tackle by Kam Chancellor),0.040,-0.850
3,9:52,4,3,DAL 38,7,13,"Chris Jones punts 52 yards, out of bounds",-0.850,0.380
3,9:43,1,10,SEA 10,7,13,Marshawn Lynch left tackle for 2 yards (tackle by Bruce Carter and Marcus R. Spears),-0.380,-0.630
3,9:03,2,8,SEA 12,7,13,Russell Wilson pass complete short right to Golden Tate for 10 yards (tackle by Brandon Carr),-0.630,0.410
3,8:34,1,10,SEA 22,7,13,Russell Wilson left end for 8 yards (tackle by Bruce Carter),0.410,0.950
3,7:51,2,2,SEA 30,7,13,Robert Turbin left tackle for 6 yards (tackle by Sean Lee and Danny McCray),0.950,1.330
3,7:13,1,10,SEA 36,7,13,Robert Turbin up the middle for 3 yards (tackle by Sean Lissemore and Sean Lee),1.330,1.200
3,6:37,2,7,SEA 39,7,13,Marshawn Lynch right tackle for 36 yards (tackle by Gerald Sensabaugh and Danny McCray),1.200,3.910
3,5:48,1,10,DAL 25,7,13,Leon Washington right tackle for 3 yards (tackle by Sean Lissemore),3.910,3.770
3,5:12,2,7,DAL 22,7,19,"Russell Wilson pass complete deep right to Anthony McCoy for 22 yards, touchdown",3.770,7.000
3,5:12,,,DAL 2,7,20,Steven Hauschka kicks extra point good,0.000,0.000
3,5:05,,,SEA 35,7,20,"Steven Hauschka kicks off 73 yards, returned by Felix Jones for 29 yards (tackle by Earl Thomas)",0.000,0.340
3,4:59,1,10,DAL 21,7,20,Tony Romo pass complete short right to John Phillips for 7 yards (tackle by Richard Sherman),0.340,0.750
3,4:32,2,3,DAL 28,7,20,DeMarco Murray right end for 2 yards (tackle by Kam Chancellor),0.750,0.300
3,3:48,3,1,DAL 30,7,20,DeMarco Murray right tackle for 2 yards (tackle by Kam Chancellor and LeRoy Hill),0.300,1.070
3,3:14,1,10,DAL 32,7,20,DeMarco Murray left guard for 4 yards (tackle by Bobby Wagner),1.070,1.070
3,2:36,2,6,DAL 36,7,20,Tony Romo pass complete short left to Dez Bryant for 11 yards (tackle by Brandon Browner),1.070,2.060
3,1:57,1,10,DAL 47,7,20,Tony Romo pass complete short right to Felix Jones for -5 yards (tackle by K.J. Wright),2.060,0.840
3,1:22,2,15,DAL 42,7,20,"Penalty on Tyron Smith: False Start, 5 yards (no play)",0.840,0.170
3,0:54,2,20,DAL 37,7,20,Tony Romo pass incomplete short middle intended for Miles Austin (defended by K.J. Wright),0.170,-0.490
3,0:48,3,20,DAL 37,7,20,Tony Romo pass incomplete deep middle intended for Miles Austin,-0.490,-0.910
3,0:41,4,20,DAL 37,7,20,"Chris Jones punts 51 yards, out of bounds",-0.910,0.350
3,0:32,1,10,SEA 12,7,20,Marshawn Lynch up the middle for 5 yards (tackle by Jason Hatcher and Bruce Carter),-0.350,-0.230
Quarter,Time,Down,ToGo,Location,DAL,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,SEA 17,7,20,Russell Wilson pass complete short right to Anthony McCoy for 7 yards (tackle by Sean Lee),-0.230,0.540
4,14:17,1,10,SEA 24,7,20,Marshawn Lynch right tackle for 3 yards (tackle by Bruce Carter and DeMarcus Ware),0.540,0.400
4,13:35,2,7,SEA 27,7,20,"Penalty on Frank Omiyale: False Start, 5 yards (no play)",0.400,-0.270
4,13:18,2,12,SEA 22,7,20,"Russell Wilson for 14 yards. Penalty on Bruce Carter: Unnecessary Roughness, 15 yards",-0.270,2.320
4,12:49,1,10,DAL 49,7,20,Marshawn Lynch right tackle for 6 yards (tackle by Morris Claiborne and Dan Connor),2.320,2.590
4,12:09,2,4,DAL 43,7,20,Marshawn Lynch right end for 7 yards (tackle by Dan Connor and Danny McCray),2.590,3.180
4,11:25,1,10,DAL 36,7,20,Robert Turbin up the middle for 5 yards (tackle by Bruce Carter),3.180,3.310
4,10:42,2,5,DAL 31,7,20,Russell Wilson pass complete short left to Robert Turbin for 14 yards (tackle by Danny McCray),3.310,4.440
4,9:55,1,10,DAL 17,7,20,Marshawn Lynch right tackle for 1 yard (tackle by DeMarcus Ware),4.440,4.000
4,9:14,2,9,DAL 16,7,20,Marshawn Lynch left tackle for 5 yards (tackle by Sean Lissemore and Sean Lee),4.000,4.100
4,8:31,3,4,DAL 11,7,20,Russell Wilson pass complete short right to Golden Tate for 8 yards (tackle by Sean Lee),4.100,6.510
4,8:01,1,3,DAL 3,7,26,"Marshawn Lynch left tackle for 3 yards, touchdown",6.510,7.000
4,8:01,,,DAL 2,7,27,Steven Hauschka kicks extra point good,0.000,0.000
4,7:57,,,SEA 35,7,27,"Steven Hauschka kicks off 68 yards, returned by Felix Jones for 22 yards (tackle by Michael Robinson)",0.000,0.150
4,7:51,1,10,DAL 19,7,27,Tony Romo pass incomplete short right intended for Jason Witten,0.150,-0.390
4,7:46,2,10,DAL 19,7,27,Tony Romo sacked by Bruce Irvin and Jason Jones for -4 yards,-0.390,-1.760
4,7:18,3,14,DAL 15,7,27,Tony Romo pass incomplete deep left intended for Miles Austin,-1.760,-2.440
4,7:12,4,14,DAL 15,7,27,"Chris Jones punts 51 yards, fair catch by Leon Washington",-2.440,-1.200
4,7:04,1,10,SEA 34,7,27,Marshawn Lynch up the middle for 1 yard (tackle by Josh Brent and Sean Lee),1.200,0.000
4,6:58,,,,7,27,Timeout #1 by Dallas Cowboys,0.000,0.790
4,6:58,2,9,SEA 35,7,27,Marshawn Lynch right end for 3 yards (tackle by Dan Connor),0.790,0.000
4,6:46,,,,7,27,Timeout #2 by Dallas Cowboys,0.000,0.500
4,6:46,3,6,SEA 38,7,27,"Russell Wilson sacked by Anthony Spencer for -11 yards. Penalty on Anthony Spencer: Face Mask (15 Yards), 15 yards",0.500,1.730
4,6:22,1,10,SEA 42,7,27,Russell Wilson pass complete short right to Anthony McCoy for 5 yards (tackle by Sean Lee and Sean Lissemore),1.730,0.000
4,6:14,,,,7,27,Timeout #3 by Dallas Cowboys,0.000,1.860
4,6:14,2,5,SEA 47,7,27,Marshawn Lynch left guard for 4 yards (tackle by Marcus R. Spears and Anthony Spencer),1.860,1.690
4,5:29,3,1,DAL 49,7,27,Michael Robinson up the middle for 2 yards (tackle by Josh Brent and Sean Lee),1.690,2.460
4,4:43,1,10,DAL 47,7,27,Marshawn Lynch right tackle for 3 yards (tackle by Sean Lee and Marcus R. Spears),2.460,2.320
4,4:02,2,7,DAL 44,7,27,Marshawn Lynch left guard for 2 yards (tackle by Josh Brent and Bruce Carter),2.320,1.880
4,3:20,3,5,DAL 42,7,27,Russell Wilson pass incomplete short left intended for Leon Washington (defended by Victor Butler),1.880,0.460
4,3:16,4,5,DAL 42,7,27,"Penalty on DAL: Defensive 12 On-field, 4 yards (no play)",0.460,0.720
4,3:08,4,1,DAL 38,7,27,Russell Wilson up the middle for 2 yards (tackle by Sean Lissemore and DeMarcus Ware),0.720,3.180
4,2:27,1,10,DAL 36,7,27,Robert Turbin up the middle for 2 yards (tackle by Sean Lee and DeMarcus Ware),3.180,2.910
4,2:00,2,8,DAL 34,7,27,Robert Turbin left tackle for -1 yards (tackle by DeMarcus Ware and Sean Lee),2.910,2.080
4,1:19,3,9,DAL 35,7,27,Leon Washington up the middle for 5 yards (tackle by Sean Lissemore),2.080,1.460
4,0:43,4,4,DAL 30,7,27,Leon Washington left guard for no gain (tackle by Victor Butler and Sean Lissemore),1.460,-0.940
4,0:36,1,10,DAL 30,7,27,Tony Romo pass complete short middle to Felix Jones for 13 yards (tackle by Richard Sherman),0.940,1.800
4,0:13,1,10,DAL 43,7,27,Tony Romo pass complete short left to Miles Austin for 15 yards (tackle by Kam Chancellor),1.800,2.790
4,0:05,1,10,SEA 42,7,27,Tony Romo pass complete short right to Felix Jones for 23 yards (tackle by Kam Chancellor),2.790,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
