Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Roscoe Parrish,BUF,1,15,15.0,0,0,2,37,18.5,0,0
Terrence McGee,BUF,3,38,12.7,0,0,0,0,,0,0
Ryan Neufeld,BUF,1,0,0.0,0,0,0,0,,0,0
Dwayne Wright,BUF,1,0,0.0,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Rock Cartwright,WAS,5,134,26.8,0,0,0,0,,0,0
John Eubanks,WAS,1,0,0.0,0,0,0,0,,0,0
