Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,CLE 25,0,0,Baker Mayfield pass incomplete short middle intended for Odell Beckham (defended by Pernell McPhee),0.610,0.060
1,14:57,2,10,CLE 25,0,0,Nick Chubb left tackle for 4 yards (tackle by Matt Judon and Tony Jefferson),0.060,-0.100
1,14:15,3,6,CLE 29,0,0,Baker Mayfield sacked by Tyus Bowser for -5 yards,-0.100,-1.770
1,13:39,4,11,CLE 24,0,0,Jamie Gillan punts 41 yards out of bounds,-1.770,-1.270
1,13:32,1,10,BAL 35,0,0,Mark Ingram right tackle for 2 yards (tackle by Larry Ogunjobi),1.270,0.990
1,12:54,2,8,BAL 37,0,0,Lamar Jackson sacked by Olivier Vernon for -8 yards,0.990,-0.760
1,12:08,3,16,BAL 29,0,0,Mark Ingram left tackle for 8 yards (tackle by Joe Schobert and Eric Murray),-0.760,-0.910
1,11:34,4,8,BAL 37,0,0,"Sam Koch punts 47 yards, fair catch by Jarvis Landry at CLE-16",-0.910,0.140
1,11:21,1,10,CLE 16,0,0,Baker Mayfield pass complete short middle to Jarvis Landry for 16 yards (tackle by Earl Thomas),-0.140,1.070
1,10:44,1,10,CLE 32,0,0,Baker Mayfield pass incomplete deep left intended for Odell Beckham,1.070,0.530
1,10:39,2,10,CLE 32,0,0,Nick Chubb right tackle for 3 yards (tackle by Kenny Young and Patrick Onwuasor),0.530,0.230
1,10:00,3,7,CLE 35,0,0,Baker Mayfield pass complete short middle to Damion Ratley for 10 yards (tackle by Brandon Carr),0.230,1.930
1,9:21,1,10,CLE 45,0,0,Nick Chubb left end for -2 yards (tackle by Pernell McPhee),1.930,1.110
1,8:40,2,12,CLE 43,0,0,Nick Chubb right tackle for 4 yards (tackle by Earl Thomas and Chris Board),1.110,0.960
1,7:57,3,8,CLE 47,0,0,"Penalty on Eric Kush: False Start, 5 yards (no play)",0.960,0.300
1,7:29,3,13,CLE 42,0,0,"Baker Mayfield pass incomplete deep middle intended for Odell Beckham. Penalty on Marlon Humphrey: Illegal Contact, 5 yards (no play)",0.300,2.060
1,7:22,1,10,CLE 47,0,0,Baker Mayfield pass complete short middle to Nick Chubb for 10 yards (tackle by Earl Thomas),2.060,2.720
1,6:49,1,10,BAL 43,0,0,"Nick Chubb right end for 5 yards (tackle by Michael Pierce). Penalty on Damion Ratley: Illegal Blindside Block, 15 yards (no play)",2.720,1.730
1,6:16,1,25,CLE 42,0,0,Baker Mayfield pass complete short middle to Pharaoh Brown for 18 yards (tackle by Chuck Clark and Tony Jefferson),1.730,2.580
1,5:34,2,7,BAL 40,0,0,Baker Mayfield pass complete short left to Jarvis Landry for 5 yards (tackle by Earl Thomas),2.580,2.540
1,4:57,3,2,BAL 35,0,0,Baker Mayfield pass complete short right to Dontrell Hilliard for 19 yards (tackle by Kenny Young),2.540,4.510
1,4:19,1,10,BAL 16,0,0,Nick Chubb left tackle for 6 yards (tackle by Chuck Clark and Chris Board),4.510,4.970
1,3:40,2,4,BAL 10,0,0,Nick Chubb right guard for 1 yard (tackle by Matt Judon),4.970,4.390
1,2:57,3,3,BAL 9,6,0,"Baker Mayfield pass complete short left to Ricky Seals-Jones for 9 yards, touchdown",4.390,7.000
1,2:50,,,BAL 15,7,0,Austin Seibert kicks extra point good,0.000,0.000
1,2:50,,,CLE 35,7,0,"Austin Seibert kicks off 64 yards, returned by Justice Hill for 20 yards (tackle by Willie Harvey and Tavierre Thomas)",0.000,0.340
1,2:45,1,10,BAL 21,7,0,Lamar Jackson pass complete short left to Marquise Brown for 4 yards (tackle by T.J. Carrie),0.340,0.340
1,2:19,2,6,BAL 25,7,0,Lamar Jackson pass complete short left to Mark Andrews for 7 yards (tackle by T.J. Carrie),0.340,1.070
1,1:59,1,10,BAL 32,7,0,Lamar Jackson right end for 8 yards (tackle by Jermaine Whitehead),1.070,1.610
1,1:32,2,2,BAL 40,7,0,Lamar Jackson pass complete short middle to Willie Snead for 11 yards (tackle by Eric Murray),1.610,2.320
1,0:58,1,10,CLE 49,7,0,Gus Edwards left guard for 3 yards (tackle by Sheldon Richardson and Mack Wilson),2.320,2.190
1,0:22,2,7,CLE 46,7,0,Lamar Jackson pass incomplete short right intended for Mark Andrews,2.190,1.490
1,0:17,3,7,CLE 46,7,0,Lamar Jackson sacked by Damarious Randall for -7 yards,1.490,-0.260
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,14,BAL 47,7,0,"Sam Koch punts 43 yards, fair catch by Jarvis Landry at CLE-10",-0.260,0.380
2,14:53,1,10,CLE 10,7,0,Nick Chubb left guard for 4 yards (tackle by Michael Pierce and Kenny Young),-0.380,-0.460
2,14:10,2,6,CLE 14,7,0,Baker Mayfield pass complete short right to Jarvis Landry for 13 yards (tackle by Brandon Carr),-0.460,0.740
2,13:38,1,10,CLE 27,7,0,Nick Chubb right guard for -3 yards (tackle by Kenny Young),0.740,-0.210
2,12:57,2,13,CLE 24,7,0,Baker Mayfield pass complete short middle to Nick Chubb for no gain (tackle by Patrick Onwuasor),-0.210,-0.890
2,12:11,3,13,CLE 24,7,0,Baker Mayfield pass complete short right to Dontrell Hilliard for 8 yards (tackle by Anthony Levine),-0.890,-1.240
2,11:40,4,5,CLE 32,7,0,"Jamie Gillan punts 46 yards, returned by Cyrus Jones for 14 yards (tackle by Demetrius Harris)",-1.240,-1.330
2,11:32,1,10,BAL 36,7,0,Mark Ingram left guard for 9 yards (tackle by Joe Schobert),1.330,2.010
2,10:58,2,1,BAL 45,7,0,Gus Edwards up the middle for no gain (tackle by Joe Schobert),2.010,1.290
2,10:16,3,1,BAL 45,7,0,Lamar Jackson up the middle for 2 yards (tackle by Larry Ogunjobi and Joe Schobert),1.290,2.060
2,9:45,1,10,BAL 47,7,0,Lamar Jackson pass complete short middle to Marquise Brown for 3 yards (tackle by Jermaine Whitehead),2.060,1.920
2,9:17,2,7,BAL 50,7,0,Lamar Jackson pass complete short right to Mark Ingram for no gain (tackle by Jermaine Whitehead and Terrance Mitchell),1.920,1.220
2,8:32,3,7,BAL 50,7,0,Lamar Jackson pass incomplete deep left intended for Chris Moore,1.220,-0.060
2,8:26,4,7,BAL 50,7,0,"Sam Koch punts 41 yards, fair catch by Jarvis Landry at CLE-9",-0.060,0.380
2,8:19,1,10,CLE 9,7,0,Baker Mayfield pass complete short right to Nick Chubb for 8 yards (tackle by Patrick Onwuasor),-0.380,-0.020
2,7:50,2,2,CLE 17,7,0,Nick Chubb right guard for 10 yards (tackle by Earl Thomas and Tony Jefferson),-0.020,0.740
2,7:04,1,10,CLE 27,7,0,Baker Mayfield pass complete short middle to Jarvis Landry for 18 yards (tackle by DeShon Elliott),0.740,1.930
2,6:27,1,10,CLE 45,7,0,Odell Beckham pass incomplete deep right intended for Damion Ratley (defended by Tony Jefferson),1.930,1.380
2,6:17,2,10,CLE 45,7,0,Nick Chubb left end for 7 yards (tackle by Maurice Canady),1.380,1.620
2,5:42,3,3,BAL 48,7,0,Baker Mayfield pass short middle intended for Jarvis Landry is intercepted by Maurice Canady at BAL-39 and returned for 3 yards,1.620,-1.730
2,5:35,1,10,BAL 42,7,0,Lamar Jackson left end for 29 yards (tackle by Terrance Mitchell),1.730,3.640
2,4:47,1,10,CLE 29,7,0,Mark Ingram up the middle for 9 yards (tackle by Joe Schobert),3.640,4.320
2,4:18,2,1,CLE 20,7,0,Gus Edwards left guard for 4 yards (tackle by Mack Wilson and Joe Schobert),4.320,4.510
2,3:43,1,10,CLE 16,7,0,Justice Hill right guard for 5 yards (tackle by Sheldon Richardson),4.510,4.760
2,3:02,2,5,CLE 11,7,0,Mark Ingram up the middle for 5 yards (tackle by Damarious Randall and Joe Schobert),4.760,5.830
2,2:14,1,6,CLE 6,7,0,"Lamar Jackson aborted snap, recovered by Mark Ingram at CLE-9 (tackle by Joe Schobert)",5.830,4.380
2,2:00,2,9,CLE 9,7,6,"Lamar Jackson pass complete short middle to Miles Boykin for 9 yards, touchdown",4.380,7.000
2,1:55,,,CLE 15,7,7,Justin Tucker kicks extra point good,0.000,0.000
2,1:55,,,BAL 35,7,7,"Justin Tucker kicks off 64 yards, returned by Taywan Taylor for 12 yards (tackle by DeShon Elliott)",0.000,-0.320
2,1:51,1,10,CLE 13,7,7,Baker Mayfield pass incomplete short left intended for Jarvis Landry,-0.320,-0.770
2,1:46,2,10,CLE 13,7,7,Baker Mayfield pass complete short middle to Jarvis Landry for 65 yards (tackle by Tony Jefferson),-0.770,4.110
2,0:51,,,,,,Timeout #1 by Cleveland Browns,,
2,0:51,1,10,BAL 22,7,7,"Baker Mayfield pass incomplete deep right intended for Odell Beckham. Penalty on Marlon Humphrey: Defensive Holding, 5 yards (no play)",4.110,4.440
2,0:45,1,10,BAL 17,7,7,Baker Mayfield pass incomplete short middle intended for Odell Beckham (defended by Marlon Humphrey),4.440,3.850
2,0:40,2,10,BAL 17,7,7,Baker Mayfield pass incomplete short middle intended for Nick Chubb,3.850,3.070
2,0:36,3,10,BAL 17,7,7,Baker Mayfield pass complete short left to Jarvis Landry for 9 yards (tackle by Earl Thomas),3.070,2.990
2,0:30,4,1,BAL 8,7,7,Baker Mayfield up the middle for 1 yard (tackle by Michael Pierce),2.990,5.600
2,0:27,,,,,,Timeout #2 by Cleveland Browns,,
2,0:27,1,7,BAL 7,7,7,Baker Mayfield pass incomplete short middle intended for Dontrell Hilliard (defended by Chris Wormley),5.600,4.760
2,0:23,2,7,BAL 7,7,7,Baker Mayfield up the middle for 1 yard (tackle by Patrick Onwuasor),4.760,4.040
2,0:16,3,6,BAL 6,7,7,Baker Mayfield pass incomplete short middle intended for Damion Ratley (defended by Maurice Canady),4.040,2.990
2,0:11,4,6,BAL 6,10,7,Austin Seibert 24 yard field goal good,2.990,3.000
2,0:08,,,CLE 35,10,7,"Austin Seibert kicks off 65 yards, touchback.",0.000,0.610
2,0:08,1,10,BAL 25,10,7,Lamar Jackson kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,10,7,"Austin Seibert kicks off 64 yards, returned by Justice Hill for 14 yards (tackle by Sione Takitaki and Tavierre Thomas)",0.000,-0.220
3,14:52,1,10,BAL 15,10,7,Lamar Jackson pass complete deep left to Miles Boykin for 18 yards (tackle by T.J. Carrie),-0.220,1.140
3,14:22,1,10,BAL 33,10,7,"Mark Ingram left tackle for 2 yards (tackle by Mack Wilson). Penalty on Devaroe Lawrence: Defensive Holding, 5 yards",1.140,1.600
3,14:01,1,10,BAL 40,10,7,Lamar Jackson up the middle for 17 yards (tackle by T.J. Carrie),1.600,2.720
3,13:21,1,10,CLE 43,10,7,Mark Ingram right guard for 18 yards (tackle by Sheldon Richardson),2.720,3.910
3,12:43,1,10,CLE 25,10,7,Lamar Jackson left end for 1 yard (tackle by Eric Murray),3.910,3.630
3,12:03,2,8,CLE 23,10,7,Lamar Jackson sacked by Larry Ogunjobi for no gain,3.630,2.940
3,11:23,3,8,CLE 23,10,7,Lamar Jackson pass incomplete short right intended for Marquise Brown (defended by Mack Wilson),2.940,1.930
3,11:19,4,8,CLE 23,10,10,Justin Tucker 41 yard field goal good,1.930,3.000
3,11:15,,,BAL 35,10,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,11:15,1,10,CLE 25,10,10,Nick Chubb left guard for 2 yards (tackle by Michael Pierce),0.610,0.330
3,10:33,2,8,CLE 27,10,10,Baker Mayfield pass complete deep right to Ricky Seals-Jones for 59 yards (tackle by Earl Thomas),0.330,4.650
3,9:49,1,10,BAL 14,16,10,"Nick Chubb right guard for 14 yards, touchdown",4.650,7.000
3,9:41,,,BAL 15,17,10,Austin Seibert kicks extra point good,0.000,0.000
3,9:41,,,CLE 35,17,10,"Austin Seibert kicks off 65 yards, touchback.",0.000,0.610
3,9:41,1,10,BAL 25,17,10,Lamar Jackson pass complete short middle to Nick Boyle for 9 yards (tackle by Mack Wilson and Joe Schobert),0.610,1.280
3,9:11,2,1,BAL 34,17,10,Mark Ingram up the middle for 9 yards (tackle by Jermaine Whitehead and Joe Schobert),1.280,1.800
3,8:37,1,10,BAL 43,17,10,Mark Ingram right guard for 8 yards (tackle by Sheldon Richardson),1.800,2.330
3,8:05,2,2,CLE 49,17,10,Gus Edwards right guard for 4 yards (tackle by Joe Schobert),2.330,2.590
3,7:35,1,10,CLE 45,17,10,Lamar Jackson pass complete short left to Seth Roberts for 10 yards (tackle by Sheldon Richardson),2.590,3.250
3,6:53,1,10,CLE 35,17,10,Gus Edwards left guard for 3 yards (tackle by Joe Schobert),3.250,3.110
3,6:20,2,7,CLE 32,17,10,"Mark Ingram up the middle for 6 yards (tackle by Jermaine Whitehead and Joe Schobert). Mark Ingram fumbles (forced by Jermaine Whitehead), recovered by Chad Thomas at CLE-26 (tackle by Mark Ingram)",3.110,-0.670
3,6:11,1,10,CLE 26,17,10,Nick Chubb right tackle for 17 yards (tackle by Earl Thomas),0.670,1.800
3,5:32,1,10,CLE 43,17,10,Nick Chubb right guard for 5 yards (tackle by Patrick Onwuasor),1.800,1.930
3,4:54,2,5,CLE 48,17,10,Baker Mayfield pass incomplete short right intended for Odell Beckham (defended by Marlon Humphrey),1.930,1.220
3,4:47,3,5,CLE 48,17,10,Baker Mayfield pass complete short right to Ricky Seals-Jones for 14 yards (tackle by Anthony Levine),1.220,3.050
3,4:12,1,10,BAL 38,17,10,"Nick Chubb right end for 5 yards (tackle by Jaylon Ferguson). Penalty on Eric Kush: Offensive Holding, 10 yards (no play)",3.050,2.390
3,3:44,1,20,BAL 48,17,10,Baker Mayfield pass complete short middle to Dontrell Hilliard for 19 yards (tackle by Matt Judon). Penalty on Odell Beckham: Unnecessary Roughness (Offsetting) . Penalty on J.C. Tretter: Unnecessary Roughness (Offsetting) (no play),2.390,2.390
3,3:16,1,20,BAL 48,17,10,Dontrell Hilliard right tackle for 5 yards (tackle by Patrick Ricard),2.390,1.830
3,2:36,2,15,BAL 43,17,10,Baker Mayfield pass complete short middle to Jarvis Landry for 12 yards (tackle by Pernell McPhee),1.830,2.740
3,1:56,3,3,BAL 31,17,10,Baker Mayfield pass complete short middle to Jarvis Landry for 29 yards (tackle by DeShon Elliott),2.740,6.740
3,0:58,1,2,BAL 2,23,10,"Nick Chubb left tackle for 2 yards, touchdown",6.740,7.000
3,0:53,,,BAL 15,24,10,Austin Seibert kicks extra point good,0.000,0.000
3,0:53,,,CLE 35,24,10,"Austin Seibert kicks off 63 yards, returned by Chris Moore for 23 yards (tackle by D'Ernest Johnson)",0.000,0.610
3,0:47,1,10,BAL 25,24,10,Lamar Jackson pass complete short middle to Seth Roberts for 15 yards (tackle by T.J. Carrie),0.610,1.600
3,0:09,1,10,BAL 40,24,10,Lamar Jackson pass complete short right to Mark Andrews for 5 yards (tackle by Mack Wilson),1.600,1.730
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,BAL 45,24,10,Lamar Jackson pass incomplete short middle intended for Marquise Brown,1.730,1.030
4,14:56,3,5,BAL 45,24,10,Lamar Jackson right guard for 7 yards (tackle by Olivier Vernon),1.030,2.390
4,14:19,1,10,CLE 48,24,10,Mark Ingram up the middle for -3 yards (tackle by Devaroe Lawrence),2.390,1.440
4,13:43,2,13,BAL 49,24,10,Lamar Jackson pass complete short middle to Mark Andrews for 11 yards (tackle by Damarious Randall),1.440,2.210
4,13:05,3,2,CLE 40,24,10,Lamar Jackson right end for 2 yards (tackle by Sheldon Richardson),2.210,3.050
4,12:36,1,10,CLE 38,24,10,Lamar Jackson pass complete short right to Gus Edwards for 8 yards (tackle by Mack Wilson),3.050,3.590
4,12:05,2,2,CLE 30,24,10,Gus Edwards up the middle for 14 yards (tackle by Jermaine Whitehead),3.590,4.510
4,11:38,1,10,CLE 16,24,10,Lamar Jackson pass complete short middle to Justice Hill for 5 yards (tackle by Jermaine Whitehead),4.510,4.760
4,11:04,2,5,CLE 11,24,10,Lamar Jackson pass complete short right to Marquise Brown for 5 yards (tackle by Terrance Mitchell),4.760,5.830
4,10:35,1,6,CLE 6,24,10,Mark Ingram left guard for -2 yards (tackle by Larry Ogunjobi),5.830,4.570
4,10:00,2,8,CLE 8,24,10,Lamar Jackson pass incomplete short middle intended for Marquise Brown,4.570,3.580
4,9:55,3,8,CLE 8,24,16,"Lamar Jackson pass complete short middle to Mark Andrews for 8 yards, touchdown",3.580,7.000
4,9:51,,,CLE 2,24,16,"Penalty on Myles Garrett: Neutral Zone Infraction, 1 yard (no play)",1.000,1.000
4,9:51,,,CLE 1,24,18,"Two Point Attempt: Mark Ingram rushes, conversion succeeds.",1.000,1.000
4,9:51,,,BAL 35,24,18,"Justin Tucker kicks off 66 yards, returned by Taywan Taylor for 18 yards (tackle by Chris Moore and Chris Board)",0.000,-0.060
4,9:47,1,10,CLE 17,24,18,"Penalty on Demetrius Harris: False Start, 5 yards (no play)",-0.060,-0.510
4,9:47,1,15,CLE 12,30,18,"Nick Chubb right tackle for 88 yards, touchdown",-0.510,7.000
4,9:35,,,,,,Timeout #1 by Cleveland Browns,,
4,9:35,,,BAL 2,30,18,"Two Point Attempt: Baker Mayfield pass incomplete intended for Dontrell Hilliard, conversion fails",1.000,-1.000
4,9:35,,,CLE 35,30,18,"Austin Seibert kicks off 67 yards, returned by Chris Moore for 26 yards (tackle by Dontrell Hilliard)",0.000,0.540
4,9:30,1,10,BAL 24,30,18,Lamar Jackson pass incomplete short right,0.540,0.000
4,9:22,2,10,BAL 24,30,18,Lamar Jackson pass complete short left to Seth Roberts for 4 yards (tackle by T.J. Carrie),0.000,-0.160
4,8:53,3,6,BAL 28,30,18,Justice Hill right guard for 3 yards (tackle by Myles Garrett),-0.160,-1.310
4,8:19,4,3,BAL 31,30,18,Lamar Jackson pass incomplete short left intended for Mark Andrews,-1.310,-3.510
4,8:15,1,10,BAL 31,30,18,Nick Chubb for 29 yards (tackle by Patrick Ricard),3.510,3.370
4,7:31,2,7,BAL 28,30,18,Nick Chubb right guard for no gain,3.370,2.680
4,7:27,,,,,,Timeout #1 by Baltimore Ravens,,
4,7:27,3,7,BAL 28,30,18,Baker Mayfield pass complete short left to Odell Beckham for 3 yards (tackle by Matt Judon). Penalty on Damion Ratley: Offensive Holding (Declined),2.680,1.880
4,7:01,4,4,BAL 25,33,18,Austin Seibert 43 yard field goal good,1.880,3.000
4,6:56,,,CLE 35,33,18,"Austin Seibert kicks off 65 yards, touchback.",0.000,0.610
4,6:56,1,10,BAL 25,33,18,Lamar Jackson pass complete short right to Marquise Brown for 10 yards (tackle by Terrance Mitchell),0.610,1.270
4,6:41,1,10,BAL 35,33,18,Lamar Jackson pass complete short left to Justice Hill for 4 yards (tackle by Joe Schobert),1.270,1.260
4,6:26,2,6,BAL 39,33,18,Lamar Jackson pass complete short left to Seth Roberts for 7 yards (tackle by Eric Murray),1.260,1.990
4,6:02,1,10,BAL 46,33,18,Lamar Jackson pass deep middle intended for Mark Andrews is intercepted by Jermaine Whitehead at CLE-0 and returned for no gain,1.990,-0.280
4,5:52,1,10,CLE 20,33,18,Nick Chubb left tackle for -1 yards (tackle by Patrick Ricard),0.280,-0.460
4,5:48,,,,,,Timeout #2 by Baltimore Ravens,,
4,5:48,2,11,CLE 19,33,18,Nick Chubb right tackle for 1 yard,-0.460,-0.960
4,5:42,,,,,,Timeout #3 by Baltimore Ravens,,
4,5:42,3,10,CLE 20,33,18,Baker Mayfield pass incomplete deep right intended for Odell Beckham,-0.960,-2.030
4,5:36,4,10,CLE 20,33,18,"Jamie Gillan punts 40 yards, fair catch by Cyrus Jones at BAL-40",-2.030,-1.600
4,5:30,1,10,BAL 40,33,18,Lamar Jackson pass incomplete short right intended for Seth Roberts,1.600,1.050
4,5:27,2,10,BAL 40,33,18,Lamar Jackson pass short left intended for Mark Andrews is intercepted by Devaroe Lawrence at BAL-39 and returned for no gain,1.050,-2.980
4,5:21,1,10,BAL 39,33,18,Dontrell Hilliard right guard for 5 yards (tackle by Patrick Ricard),2.980,3.120
4,4:39,2,5,BAL 34,33,18,Dontrell Hilliard up the middle for 1 yard (tackle by Chris Wormley). Penalty on Damion Ratley: Illegal Shift (Declined),3.120,2.540
4,4:34,3,4,BAL 33,33,18,Baker Mayfield pass complete deep right to Odell Beckham for 17 yards (tackle by Marlon Humphrey),2.540,4.510
4,3:49,1,10,BAL 16,33,18,Dontrell Hilliard up the middle for 4 yards (tackle by Michael Pierce),4.510,4.570
4,3:03,2,6,BAL 12,33,18,Dontrell Hilliard up the middle for 11 yards (tackle by Tony Jefferson),4.570,6.970
4,2:17,1,1,BAL 1,39,18,"Dontrell Hilliard left guard for 1 yard, touchdown",6.970,7.000
4,2:14,,,BAL 15,40,18,Austin Seibert kicks extra point good,0.000,0.000
4,2:14,,,CLE 35,40,18,"Austin Seibert kicks off 62 yards, returned by Chris Moore for 18 yards (tackle by KhaDarel Hodge)",0.000,0.340
4,2:09,1,10,BAL 21,40,18,Lamar Jackson pass complete short left to Miles Boykin for 5 yards (tackle by T.J. Carrie),0.340,0.480
4,2:00,2,5,BAL 26,40,18,Lamar Jackson sacked by Joe Schobert for -10 yards,0.480,-1.780
4,1:37,3,15,BAL 16,40,18,Lamar Jackson pass complete short middle to Hayden Hurst for 10 yards (tackle by Mack Wilson and Joe Schobert),-1.780,-1.630
4,1:09,4,5,BAL 26,40,18,Lamar Jackson pass complete short middle to Hayden Hurst for 29 yards (tackle by Jermaine Whitehead),-1.630,2.590
4,0:47,1,10,CLE 45,40,18,"Lamar Jackson pass complete deep middle to Hayden Hurst for 27 yards (tackle by Joe Schobert). Penalty on Marquise Brown: Illegal Shift, 5 yards (no play)",2.590,2.260
4,0:40,1,15,BAL 50,40,24,"Lamar Jackson pass complete short left to Willie Snead for 50 yards, touchdown",2.260,7.000
4,0:30,,,CLE 15,40,25,Justin Tucker kicks extra point good,0.000,0.000
4,0:30,,,BAL 35,40,25,"Justin Tucker kicks off 55 yards, returned by D'Ernest Johnson for 13 yards (tackle by Tyus Bowser)",0.000,0.480
4,0:26,1,10,CLE 23,40,25,Baker Mayfield kneels for -1 yards,0.480,-0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
