Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
1,8:53,1,10,GNB 23,0,0,Ahman Green up the middle for 6 yards (tackle by Sheldon Brown),0.480,0.740
1,8:18,2,4,GNB 29,0,0,Brett Favre pass incomplete intended for Bubba Franks is intercepted by Brian Dawkins at PHI-34 and returned for 8 yards (tackle by William Henderson),0.740,-1.730
1,8:09,1,10,PHI 42,0,0,Donovan McNabb pass complete to Terrell Owens for 6 yards (tackle by Ahmad Carroll),1.730,2.000
1,7:36,2,4,PHI 48,0,0,Brian Westbrook right end for -1 yards (tackle by Cletidus Hunt and Kabeer Gbaja-Biamila),2.000,1.160
1,6:56,3,5,PHI 47,0,0,Donovan McNabb pass complete to Todd Pinkston for 12 yards (tackle by Bhawoh Jue),1.160,2.850
1,6:08,1,10,GNB 41,0,6,"Donovan McNabb pass complete to Terrell Owens for 41 yards, touchdown",2.850,7.000
1,,,,GNB 2,0,7,David Akers kicks extra point good,0.000,0.000
1,,,,PHI 30,0,7,"David Akers kicks off 61 yards, returned by Najeh Davenport for 16 yards (tackle by Keith Adams)",0.000,0.610
1,5:52,1,10,GNB 25,0,7,Brett Favre pass incomplete intended for Ben Steele,0.610,0.060
1,5:48,2,10,GNB 25,0,7,Ahman Green right tackle for 10 yards (tackle by Lito Sheppard),0.060,1.270
1,5:31,1,10,GNB 35,0,7,Brett Favre pass complete to Ahman Green for 4 yards (tackle by Mark Simoneau),1.270,1.260
1,4:56,2,6,GNB 39,0,7,Ahman Green left end for 4 yards (tackle by Derrick Burgess),1.260,1.090
1,4:17,3,2,GNB 43,0,7,Donald Driver left end for -1 yards (tackle by Sheldon Brown and Dhani Jones),1.090,-0.590
1,3:44,4,3,GNB 42,0,7,"Bryan Barker punts 51 yards, returned by Dexter Wynn for no gain. Dexter Wynn fumbles, recovered by Dexter Wynn at PHI-7",-0.590,0.380
1,3:34,1,10,PHI 7,0,7,Donovan McNabb pass complete to L.J. Smith for 5 yards (tackle by Hannibal Navies),-0.380,-0.420
1,2:57,2,5,PHI 12,0,7,Donovan McNabb pass complete to Josh Parry for 4 yards (tackle by Al Harris),-0.420,-0.370
1,2:30,3,1,PHI 16,0,7,Brian Westbrook right tackle for no gain (tackle by Na'il Diggs),-0.370,-2.390
1,1:50,4,1,PHI 16,0,7,"Dirk Johnson punts 45 yards, returned by Antonio Chatman for 11 yards (tackle by Dhani Jones)",-2.390,-2.260
1,1:38,1,10,PHI 50,0,7,Brett Favre pass complete to William Henderson for 4 yards (tackle by Jeremiah Trotter),2.260,2.250
1,1:04,2,6,PHI 46,0,7,Brett Favre pass incomplete intended for Javon Walker (defended by Sheldon Brown),2.250,1.550
1,0:57,3,6,PHI 46,0,7,Brett Favre pass complete to Antonio Chatman for 19 yards (tackle by Sheldon Brown). Penalty on Sheldon Brown: Illegal Contact (Declined),1.550,3.780
1,0:38,1,10,PHI 27,0,7,Brett Favre pass complete to Ahman Green for 17 yards (tackle by Darwin Walker),3.780,4.910
Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PHI 10,0,7,"Penalty on Nick Luchey: False Start, 5 yards (no play)",4.910,4.370
2,15:00,1,15,PHI 15,0,7,Brett Favre pass incomplete intended for Donald Driver is intercepted by Sheldon Brown at PHI-7,4.370,0.380
2,14:55,1,10,PHI 7,0,7,Donovan McNabb pass complete to Brian Westbrook for 9 yards (tackle by Mark Roman),-0.380,-0.020
2,14:15,2,1,PHI 16,0,7,Donovan McNabb pass complete to Terrell Owens for 9 yards (tackle by Al Harris),-0.020,0.610
2,13:49,1,10,PHI 25,0,7,Donovan McNabb pass complete to L.J. Smith for 20 yards (tackle by Nick Luchey),0.610,1.930
2,13:06,1,10,PHI 45,0,7,Brian Westbrook for 14 yards,1.930,2.850
2,12:37,1,10,GNB 41,0,7,Donovan McNabb pass complete to Dorsey Levens for 9 yards (tackle by Na'il Diggs),2.850,3.520
2,11:55,2,1,GNB 32,0,7,Donovan McNabb pass complete to Brian Westbrook for 18 yards (tackle by Nick Barnett),3.520,4.650
2,11:09,1,10,GNB 14,0,7,Donovan McNabb pass incomplete intended for Josh Parry,4.650,4.000
2,11:04,2,10,GNB 14,0,7,Donovan McNabb pass complete to Brian Westbrook for 5 yards (tackle by Nick Barnett),4.000,4.050
2,10:35,3,5,GNB 9,0,13,"Donovan McNabb pass complete to Brian Westbrook for 9 yards, touchdown",4.050,7.000
2,,,,GNB 2,0,14,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,0,14,"David Akers kicks off 70 yards, touchback",0.000,0.280
2,10:27,1,10,GNB 20,0,14,Ahman Green right end for 9 yards (tackle by Mark Simoneau),0.280,0.950
2,10:06,2,1,GNB 29,0,14,Ahman Green left guard for 2 yards (tackle by Sam Rayburn),0.950,1.000
2,9:32,1,10,GNB 31,0,14,Najeh Davenport right end for 7 yards (tackle by Lito Sheppard),1.000,1.410
2,8:57,2,3,GNB 38,0,14,Najeh Davenport left tackle for -2 yards (tackle by Michael Lewis),1.410,0.430
2,8:14,3,5,GNB 36,0,14,Brett Favre sacked by Corey Simon for -11 yards,0.430,-1.700
2,7:59,4,16,GNB 25,0,14,"Bryan Barker punts 43 yards, returned by Dexter Wynn for no gain",-1.700,-1.070
2,7:48,1,10,PHI 32,0,14,Donovan McNabb pass complete to Greg Lewis for 8 yards (tackle by Ahmad Carroll),1.070,1.610
2,7:03,2,2,PHI 40,0,14,Donovan McNabb pass incomplete intended for Terrell Owens (defended by Mark Roman),1.610,0.890
2,6:57,3,2,PHI 40,0,14,Donovan McNabb pass complete to Dorsey Levens for 5 yards (tackle by Hannibal Navies),0.890,1.930
2,6:20,1,10,PHI 45,0,14,"Donovan McNabb pass incomplete intended for Todd Pinkston. Penalty on Ahmad Carroll: Defensive Holding, 5 yards (no play)",1.930,2.260
2,6:14,1,10,PHI 50,0,14,Donovan McNabb pass incomplete intended for Todd Pinkston,2.260,1.710
2,6:11,2,10,PHI 50,0,14,Donovan McNabb pass complete to Terrell Owens for 9 yards (tackle by Al Harris),1.710,2.210
2,5:45,3,1,GNB 41,0,20,"Donovan McNabb pass complete to Brian Westbrook for 41 yards, touchdown",2.210,7.000
2,,,,GNB 2,0,21,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,0,21,"David Akers kicks off 67 yards, returned by Najeh Davenport for 21 yards (tackle by Ike Reese)",0.000,0.540
2,5:31,1,10,GNB 24,0,21,Brett Favre pass incomplete intended for Ben Steele (defended by Sheldon Brown),0.540,0.000
2,5:25,2,10,GNB 24,0,21,Ahman Green right end for 1 yard (tackle by Jeremiah Trotter),0.000,-0.560
2,4:43,3,9,GNB 25,0,21,Brett Favre pass incomplete intended for Tony Fisher,-0.560,-1.700
2,4:38,4,9,GNB 25,0,21,"Bryan Barker punts 44 yards, returned by Dexter Wynn for 17 yards (tackle by Ben Steele)",-1.700,-2.130
2,4:25,1,10,PHI 48,0,21,"Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Ahmad Carroll). Penalty on Ahmad Carroll: Defensive Pass Interference, 31 yards (no play)",2.130,4.170
2,4:19,1,10,GNB 21,0,21,Donovan McNabb pass incomplete intended for Josh Parry (defended by Nick Barnett). Penalty on PHI: Illegal Formation (Declined),4.170,3.630
2,4:15,2,10,GNB 21,0,21,"Donovan McNabb pass incomplete intended for Brian Westbrook. Penalty on Steve Sciullo: Offensive Holding (Offsetting), Penalty on Ahmad Carroll: Illegal Contact (Offsetting) (no play)",3.630,3.630
2,3:54,2,10,GNB 21,0,21,Donovan McNabb pass complete to Todd Pinkston for 15 yards (tackle by Nick Barnett),3.630,5.830
2,3:09,1,6,GNB 6,0,27,"Donovan McNabb pass complete to L.J. Smith for 6 yards, touchdown",5.830,7.000
2,,,,GNB 2,0,28,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,0,28,"David Akers kicks off 69 yards, returned by Najeh Davenport for 22 yards (tackle by Keith Adams)",0.000,0.480
2,2:58,1,10,GNB 23,0,28,Ahman Green right tackle for 2 yards (tackle by Sheldon Brown),0.480,0.200
2,2:27,2,8,GNB 25,0,28,Brett Favre pass incomplete intended for Ahman Green (defended by Dhani Jones),0.200,-0.490
2,2:22,3,8,GNB 25,0,28,Brett Favre sacked by Darwin Walker and Corey Simon for 0 yards,-0.490,-1.700
2,2:15,,,,0,28,Timeout #1 by Philadelphia Eagles,0.000,-1.700
2,2:15,4,8,GNB 25,0,28,"Bryan Barker punts 47 yards, returned by Dexter Wynn for 40 yards (tackle by Bryan Barker)",-1.700,-3.450
2,2:01,1,10,GNB 32,0,28,Donovan McNabb pass complete to Terrell Owens for 20 yards (tackle by Darren Sharper),3.450,4.780
2,1:52,1,10,GNB 12,0,28,--,4.780,4.780
2,1:52,1,10,GNB 12,0,34,"Donovan McNabb pass complete to Brian Westbrook for 12 yards, touchdown",4.780,7.000
2,,,,GNB 2,0,35,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,0,35,"David Akers kicks off 73 yards, touchback",0.000,0.280
2,1:48,1,10,GNB 20,0,35,Brett Favre pass incomplete intended for Antonio Chatman (defended by Brian Dawkins),0.280,-0.270
2,1:44,2,10,GNB 20,0,35,Brett Favre pass complete to Javon Walker for 14 yards (tackle by Lito Sheppard),-0.270,1.200
2,1:39,1,10,GNB 34,0,35,Brett Favre pass incomplete intended for Ahman Green,1.200,0.660
2,1:34,2,10,GNB 34,0,35,"Brett Favre pass incomplete intended for Ahman Green. Penalty on Sam Rayburn: Defensive Holding, 5 yards (no play)",0.660,1.530
2,1:30,1,10,GNB 39,0,35,Brett Favre pass complete to Donald Driver for 11 yards (tackle by Dexter Wynn),1.530,2.260
2,1:09,,,,0,35,Timeout #2 by Philadelphia Eagles,0.000,2.260
2,1:09,1,10,PHI 50,0,35,Brett Favre sacked by Darwin Walker and Corey Simon for -8 yards,2.260,0.630
2,0:43,2,18,GNB 42,0,35,Brett Favre pass incomplete intended for Tony Fisher,0.630,-0.030
2,0:35,3,18,GNB 42,0,35,Brett Favre pass complete to Robert Ferguson for 31 yards,-0.030,3.780
2,0:27,1,10,PHI 27,0,35,Brett Favre pass incomplete intended for Javon Walker (defended by Michael Lewis),3.780,3.230
2,0:23,,,,0,35,Timeout #1 by Green Bay Packers,0.000,3.230
2,0:23,2,10,PHI 27,0,35,"Brett Favre pass incomplete intended for Robert Ferguson. Penalty on Brian Dawkins: Illegal Contact, 5 yards (no play)",3.230,4.110
2,0:17,1,10,PHI 22,0,35,Brett Favre pass incomplete intended for Antonio Chatman,4.110,3.560
2,0:13,2,10,PHI 22,0,35,Brett Favre pass incomplete intended for Javon Walker (defended by Lito Sheppard),3.560,2.870
2,0:06,3,10,PHI 22,3,35,Ryan Longwell 40 yard field goal good,2.870,3.000
2,,,,GNB 30,3,35,"Ryan Longwell kicks off 42 yards, returned by Greg Lewis for 13 yards (tackle by Jason Horton)",0.000,0.940
Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,3,35,"Ryan Longwell kicks off 57 yards, returned by J.R. Reed for 13 yards (tackle by William Henderson)",0.000,0.670
3,14:56,1,10,PHI 26,3,35,Donovan McNabb pass complete to Freddie Mitchell for 30 yards (tackle by Mark Roman),0.670,2.650
3,14:14,1,10,GNB 44,3,35,Donovan McNabb pass complete to L.J. Smith for 11 yards (tackle by Al Harris),2.650,3.380
3,13:47,1,10,GNB 33,3,35,Donovan McNabb pass complete to Terrell Owens for 22 yards (tackle by Mark Roman),3.380,4.840
3,13:17,1,10,GNB 11,3,35,Donovan McNabb sacked by Grady Jackson for -5 yards,4.840,3.440
3,12:51,2,15,GNB 16,3,35,"Brian Westbrook up the middle for 7 yards (tackle by Darren Sharper and Cletidus Hunt). Penalty on Al Harris: Unnecessary Roughness, 5 yards",3.440,6.280
3,12:30,1,4,GNB 4,3,35,Donovan McNabb pass incomplete intended for Terrell Owens (defended by Mark Roman),6.280,5.340
3,12:26,2,4,GNB 4,3,35,Brian Westbrook up the middle for -1 yards (tackle by Nick Barnett),5.340,4.260
3,11:43,3,5,GNB 5,3,35,Donovan McNabb pass incomplete intended for Freddie Mitchell,4.260,3.010
3,11:43,4,5,GNB 5,3,38,David Akers 22 yard field goal good,3.010,3.000
3,,,,PHI 30,3,38,"David Akers kicks off 62 yards, returned by Robert Ferguson for 24 yards (tackle by J.R. Reed)",0.000,1.070
3,11:31,1,10,GNB 32,3,38,Brett Favre pass incomplete intended for Donald Driver (defended by Sheldon Brown),1.070,0.530
3,11:27,2,10,GNB 32,3,38,Ahman Green left end for -5 yards (tackle by Jeremiah Trotter),0.530,-0.820
3,10:50,3,15,GNB 27,3,38,Brett Favre pass complete to Javon Walker for 8 yards (tackle by Dexter Wynn),-0.820,-1.040
3,10:19,4,7,GNB 35,3,38,"Bryan Barker punts 47 yards, returned by Dexter Wynn for 1 yard (tackle by Michael Hawthorne)",-1.040,-0.150
3,10:08,1,10,PHI 19,3,38,"Donovan McNabb pass incomplete intended for Chad Lewis. Penalty on Hannibal Navies: Defensive Holding, 5 yards (no play)",0.150,0.540
3,10:03,1,10,PHI 24,3,38,Brian Westbrook left end for 10 yards (tackle by Mark Roman),0.540,1.200
3,9:38,1,10,PHI 34,3,38,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Ahmad Carroll),1.200,0.660
3,9:32,2,10,PHI 34,3,38,Donovan McNabb pass complete to Brian Westbrook for -4 yards (tackle by Nick Barnett),0.660,-0.560
3,8:51,,,,3,38,Timeout #1 by Philadelphia Eagles,0.000,-0.560
3,8:51,3,14,PHI 30,3,38,Donovan McNabb pass complete to Terrell Owens for 45 yards (tackle by Ahmad Carroll),-0.560,3.910
3,8:05,1,10,GNB 25,3,38,Brian Westbrook right end for -2 yards (tackle by Hannibal Navies),3.910,3.090
3,7:23,2,12,GNB 27,3,38,Donovan McNabb pass incomplete intended for Dorsey Levens,3.090,2.410
3,7:18,3,12,GNB 27,3,38,Donovan McNabb pass incomplete intended for Terrell Owens,2.410,1.670
3,7:13,4,12,GNB 27,3,41,David Akers 45 yard field goal good,1.670,3.000
3,,,,PHI 30,3,41,"David Akers kicks off 63 yards, returned by Robert Ferguson for 36 yards (tackle by Dexter Wynn)",0.000,1.800
3,7:00,1,10,GNB 43,3,41,Ahman Green right tackle for 4 yards (tackle by Sam Rayburn),1.800,1.790
3,6:25,2,6,GNB 47,3,41,Brett Favre pass incomplete intended for Javon Walker,1.790,1.090
3,6:25,3,6,GNB 47,3,41,"Penalty on Mark Tauscher: False Start, 5 yards (no play)",1.090,0.430
3,6:18,3,11,GNB 42,3,41,Brett Favre pass complete to Tony Fisher for 1 yard (tackle by Keith Adams),0.430,-0.520
3,5:47,4,10,GNB 43,3,41,"Bryan Barker punts 34 yards, fair catch by Dexter Wynn",-0.520,-0.480
3,5:39,1,10,PHI 23,3,41,Brian Westbrook left tackle for 1 yard (tackle by James Lee),0.480,0.070
3,4:59,2,9,PHI 24,3,41,Donovan McNabb pass incomplete intended for L.J. Smith (defended by Al Harris),0.070,-0.630
3,4:53,3,9,PHI 24,3,41,Donovan McNabb pass complete to Brian Westbrook for 50 yards (tackle by Mark Roman),-0.630,3.840
3,4:04,1,10,GNB 26,3,41,Dorsey Levens right guard for -1 yards (tackle by Nick Barnett),3.840,3.160
3,3:26,2,11,GNB 27,3,41,Donovan McNabb pass incomplete intended for Greg Lewis (defended by Michael Hawthorne),3.160,2.480
3,3:21,3,11,GNB 27,3,41,Donovan McNabb pass complete to Brian Westbrook for -2 yards (tackle by Nick Barnett),2.480,1.500
3,3:21,4,13,GNB 29,3,44,David Akers 47 yard field goal good,1.500,3.000
3,,,,PHI 30,3,44,"David Akers kicks off 67 yards, returned by Robert Ferguson for 14 yards (tackle by Quintin Mikell). Penalty on Vonta Leach: Illegal Block Above the Waist, 10 yards",0.000,-0.380
3,2:26,1,10,GNB 7,3,44,Brett Favre pass complete to Robert Ferguson for 13 yards (tackle by Sheldon Brown),-0.380,0.280
3,1:57,1,10,GNB 20,3,44,Ahman Green up the middle for 3 yards (tackle by Sam Rayburn),0.280,0.140
3,1:27,2,7,GNB 23,3,44,"Brett Favre pass complete to Ahman Green for -4 yards. Ahman Green fumbles, recovered by Ahman Green at GNB-19",0.140,-1.140
3,0:48,3,11,GNB 19,3,44,Brett Favre pass complete to Javon Walker for 6 yards (tackle by Lito Sheppard),-1.140,-1.700
3,0:27,4,5,GNB 25,3,44,"Bryan Barker punts 49 yards, fair catch by Dexter Wynn",-1.700,-0.670
3,0:17,1,10,PHI 26,3,44,Greg Lewis left end for 1 yard (tackle by Michael Hawthorne),0.670,0.270
Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,PHI 27,3,44,Dorsey Levens left tackle for 45 yards (tackle by Al Harris),0.270,3.710
4,14:25,1,10,GNB 28,3,44,Brian Westbrook right guard for 4 yards (tackle by Paris Lenon),3.710,3.710
4,13:46,2,6,GNB 24,3,44,"Brian Westbrook right tackle for 5 yards (tackle by Cletidus Hunt). Penalty on Cletidus Hunt: Face Mask (15 Yards), 10 yards",3.710,5.140
4,13:22,1,9,GNB 9,3,44,Donovan McNabb sacked by Aaron Kampman for -2 yards,5.140,4.020
4,12:50,2,11,GNB 11,3,44,Brian Westbrook left end for -2 yards (tackle by Aaron Kampman),4.020,3.060
4,12:08,3,13,GNB 13,3,44,Donovan McNabb pass complete to Terrell Owens for 9 yards (tackle by Michael Hawthorne),3.060,3.030
4,11:22,4,4,GNB 4,3,47,David Akers 22 yard field goal good,3.030,3.000
4,,,,PHI 30,3,47,"David Akers kicks off 64 yards, returned by Robert Ferguson for 25 yards (tackle by Quintin Mikell). Penalty on Dexter Wynn: Offside on Free Kick, 5 yards",0.000,1.330
4,11:06,1,10,GNB 36,3,47,Craig Nall pass complete to Javon Walker for 10 yards (tackle by Quintin Mikell),1.330,1.990
4,10:44,1,10,GNB 46,3,47,"Penalty on Roderick Hood: Illegal Contact, 47 yards, Penalty on Matt Ware: Defensive Pass Interference (Declined) (no play)",1.990,5.600
4,10:01,1,7,PHI 7,3,47,Najeh Davenport for -1 yards (tackle by Quintin Mikell),5.600,4.570
4,9:46,2,8,PHI 8,3,47,Craig Nall pass incomplete intended for Javon Walker,4.570,3.580
4,9:30,3,8,PHI 8,3,47,Craig Nall pass incomplete intended for Donald Driver (defended by Dexter Wynn),3.580,2.950
4,9:01,4,8,PHI 8,3,47,"Craig Nall pass incomplete intended for Bubba Franks. Penalty on Jamaal Green: Defensive Pass Interference, 7 yards (no play)",2.950,6.970
4,8:49,1,1,PHI 1,3,47,Penalty on PHI: Defensive 12 On-field (no play),6.970,6.970
4,8:33,1,1,PHI 1,3,47,Najeh Davenport up the middle for no gain (tackle by Sam Rayburn),6.970,5.910
4,8:26,2,1,PHI 1,9,47,"Craig Nall pass complete to William Henderson for 1 yard, touchdown",5.910,7.000
4,,,,PHI 2,10,47,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,GNB 30,10,47,"Ryan Longwell kicks off 64 yards, returned by J.R. Reed for 24 yards (tackle by Ben Steele). Penalty on Jason Short: Offensive Holding, 10 yards",0.000,0.280
4,8:18,1,10,PHI 20,10,47,Dorsey Levens left guard for 12 yards (tackle by Aaron Kampman),0.280,1.070
4,7:33,1,10,PHI 32,10,47,Koy Detmer pass incomplete intended for Josh Parry (defended by Aaron Kampman),1.070,0.530
4,7:27,2,10,PHI 32,10,47,Dorsey Levens left tackle for -4 yards (tackle by Aaron Kampman),0.530,-0.690
4,6:43,3,14,PHI 28,10,47,--,-0.690,-1.180
4,6:14,4,9,PHI 33,10,47,"Dirk Johnson punts 43 yards, fair catch by Antonio Chatman",-1.180,-0.540
4,6:05,1,10,GNB 24,10,47,"Craig Nall sacked by Darwin Walker for 0 yards. Craig Nall fumbles (forced by Darwin Walker), recovered by Mike Wahle at GNB-22",0.540,-0.270
4,6:05,2,12,GNB 22,10,47,Craig Nall pass complete to Tony Fisher for 9 yards (tackle by Ike Reese),-0.270,0.230
4,5:02,3,3,GNB 31,10,47,Craig Nall pass complete to Donald Driver for 6 yards (tackle by Roderick Hood),0.230,1.400
4,4:29,1,10,GNB 37,10,47,Craig Nall sacked by Dexter Wynn for -6 yards,1.400,0.050
4,4:00,2,16,GNB 31,10,47,Craig Nall pass incomplete intended for Donald Driver (defended by Sam Rayburn),0.050,-0.620
4,3:56,3,16,GNB 31,10,47,Craig Nall pass complete to Robert Ferguson for 24 yards (tackle by Quintin Mikell),-0.620,2.590
4,3:15,1,10,PHI 45,10,47,Craig Nall pass complete to Javon Walker for 12 yards,2.590,3.380
4,3:10,1,10,PHI 33,10,47,Craig Nall pass complete to Donald Driver for 16 yards (tackle by Roderick Hood),3.380,4.440
4,2:28,1,10,PHI 17,16,47,"Craig Nall pass complete to Javon Walker for 17 yards, touchdown",4.440,7.000
4,,,,PHI 2,17,47,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,GNB 30,17,47,"Ryan Longwell kicks off 51 yards, returned by J.R. Reed for 10 yards (tackle by Ben Steele)",0.000,0.870
4,2:17,1,10,PHI 29,17,47,Dorsey Levens right tackle for no gain (tackle by Kenny Peterson),0.870,0.330
4,2:00,2,10,PHI 29,17,47,Dorsey Levens left end for 6 yards (tackle by Nick Barnett),0.330,0.430
4,1:14,3,4,PHI 35,17,47,Koy Detmer pass incomplete intended for Josh Parry,0.430,-1.040
4,1:09,4,4,PHI 35,17,47,"Dirk Johnson punts 37 yards, fair catch by Antonio Chatman",-1.040,-0.810
4,1:00,1,10,GNB 28,17,47,Tony Fisher up the middle for 5 yards (tackle by Dexter Wynn),0.810,0.940
4,0:21,2,5,GNB 33,17,47,Tony Fisher left tackle for 5 yards (tackle by Sam Rayburn),0.940,1.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
