Quarter,Time,Down,ToGo,Location,CAR,JAX,Detail,EPB,EPA
1,4:36,1,10,CAR 43,3,0,Blake Bortles pass complete short middle to Bernard Pierce for 4 yards (tackle by Luke Kuechly),2.720,2.720
1,4:00,2,6,CAR 39,3,0,T.J. Yeldon right end for 11 yards (tackle by Kurt Coleman),2.720,3.710
1,3:24,1,10,CAR 28,3,0,Blake Bortles pass complete short left to Rashad Greene for 5 yards (tackle by Luke Kuechly),3.710,3.840
1,2:50,2,5,CAR 23,3,0,Blake Bortles pass complete short left to T.J. Yeldon for 6 yards (tackle by Charles Tillman),3.840,4.440
1,2:24,1,10,CAR 17,3,0,Blake Bortles left end for 11 yards (tackle by Roman Harper),4.440,4.440
1,1:48,1,10,CAR 17,3,0,Timeout #1 by Jacksonville Jaguars,4.440,5.830
1,1:48,1,6,CAR 6,3,0,Blake Bortles pass incomplete short right intended for Rashad Greene,5.830,4.950
1,1:44,2,6,CAR 6,3,0,T.J. Yeldon middle for 3 yards (tackle by Bene Benwikere),4.950,4.720
1,1:06,3,3,CAR 3,3,0,Blake Bortles pass incomplete short right intended for Allen Robinson,4.720,3.040
1,1:01,4,3,CAR 3,3,3,Jason Myers 22 yard field goal good,3.040,3.000
1,1:01,,,JAX 35,3,3,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
1,0:59,1,10,CAR 20,3,3,Jonathan Stewart left end for 6 yards (tackle by Sergio Brown),0.280,0.540
1,0:19,2,4,CAR 26,3,3,Cam Newton right end for 3 yards (tackle by Jared Odrick),0.540,0.230
Quarter,Time,Down,ToGo,Location,CAR,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,CAR 29,3,3,Cam Newton middle for no gain (tackle by Roy Miller),0.230,-1.440
,,,,,,,"CAR challenged the first down ruling, and the play was upheld.",,
2,14:12,4,1,CAR 29,3,3,"Brad Nortman punts 41 yards, fair catch by Rashad Greene. Penalty on Aaron Colvin: Illegal Block Above the Waist, 10 yards",-1.440,-0.280
2,14:06,1,10,JAX 20,3,3,Denard Robinson middle for 6 yards (tackle by Luke Kuechly),0.280,0.540
2,13:29,2,4,JAX 26,3,3,Blake Bortles pass incomplete deep left intended for Allen Robinson,0.540,-0.160
2,13:24,3,4,JAX 26,3,3,Blake Bortles pass complete short right to Allen Hurns for 7 yards (tackle by Bene Benwikere),-0.160,1.140
2,13:02,1,10,JAX 33,3,3,Blake Bortles pass complete deep middle to Allen Robinson for 27 yards (tackle by Charles Tillman),1.140,2.920
2,12:24,1,10,CAR 40,3,3,Blake Bortles pass complete short left to Corey Grant for 5 yards (tackle by Charles Tillman),2.920,3.050
2,11:45,2,5,CAR 35,3,3,Denard Robinson right end for 4 yards (tackle by Luke Kuechly),3.050,2.870
2,11:22,3,1,CAR 31,3,3,Blake Bortles middle for 1 yard (tackle by Kyle Love),2.870,3.580
2,10:45,1,10,CAR 30,3,3,Blake Bortles pass complete short left to Allen Hurns for 15 yards (tackle by Thomas Davis),3.580,4.580
2,10:01,1,10,CAR 15,3,3,Blake Bortles sacked by Luke Kuechly for -5 yards,4.580,3.350
2,9:25,2,15,CAR 20,3,3,"Blake Bortles pass complete short right to Allen Hurns for 3 yards (tackle by Josh Norman). Allen Hurns fumbles (forced by Josh Norman), recovered by Josh Norman at CAR-17 (tackle by Zane Beadles)",3.350,0.060
2,9:13,1,10,CAR 17,3,3,Cam Newton pass complete short left to Jonathan Stewart for 6 yards (tackle by Dan Skuta),-0.060,0.350
2,8:55,2,4,CAR 23,3,3,Cam Newton pass complete short left to Devin Funchess for 9 yards (tackle by Aaron Colvin),0.350,1.070
2,8:22,1,10,CAR 32,3,3,Cam Newton pass incomplete short left intended for Greg Olsen is intercepted by Paul Posluszny at CAR-43 and returned for 19 yards,1.070,-3.970
2,8:11,1,10,CAR 24,3,3,T.J. Yeldon right end for -2 yards (tackle by Kawann Short),3.970,3.160
2,7:34,2,12,CAR 26,3,3,Blake Bortles pass incomplete deep left intended for Nic Jacobs,3.160,2.480
2,7:29,3,12,CAR 26,3,3,Blake Bortles pass incomplete deep middle intended for Rashad Greene,2.480,1.740
2,7:24,4,12,CAR 26,3,3,Jason Myers 44 yard field goal no good,1.740,-1.200
2,7:19,1,10,CAR 34,3,3,Cam Newton left end for 4 yards (tackle by Dan Skuta),1.200,1.200
2,6:40,2,6,CAR 38,3,3,"Cam Newton pass incomplete deep left intended for Ted Ginn. Penalty on Aaron Colvin: Defensive Holding, 5 yards (no play)",1.200,1.800
2,6:35,1,10,CAR 43,3,3,Cam Newton pass complete short right to Ted Ginn for 17 yards,1.800,2.920
2,6:10,1,10,JAX 40,3,3,Cam Newton pass incomplete deep right intended for Jerricho Cotchery,2.920,2.370
2,6:04,2,10,JAX 40,3,3,Jonathan Stewart middle for 7 yards (tackle by Jonathan Cyprien and Telvin Smith),2.370,2.610
2,5:21,3,3,JAX 33,3,3,Cam Newton pass complete short left to Jonathan Stewart for 4 yards (tackle by Jonathan Cyprien),2.610,2.610
2,4:47,3,3,JAX 33,3,3,Timeout #2 by Carolina Panthers,2.610,3.640
2,4:47,1,10,JAX 29,3,3,Cam Newton pass complete short right to Fozzy Whittaker for 5 yards (tackle by Paul Posluszny),3.640,3.780
2,4:10,2,5,JAX 24,3,3,Cam Newton pass complete short left to Corey Brown for 6 yards (tackle by Dwayne Gratz),3.780,4.370
2,3:45,1,10,JAX 18,3,3,Fozzy Whittaker right end for no gain (tackle by Tyson Alualu),4.370,3.800
2,3:07,2,10,JAX 18,3,3,Cam Newton pass complete short right to Mike Tolbert for 6 yards (tackle by Aaron Colvin and Paul Posluszny),3.800,4.030
2,2:25,3,4,JAX 12,3,3,Cam Newton middle for 3 yards (tackle by Ryan Davis),4.030,2.980
2,2:00,4,1,JAX 9,3,3,Cam Newton middle for 2 yards (tackle by Dan Skuta),2.980,2.980
2,1:56,4,1,JAX 9,3,3,Timeout #2 by Jacksonville Jaguars,2.980,5.600
2,1:56,1,7,JAX 7,9,3,"Cam Newton pass complete short middle to Jerricho Cotchery for 7 yards, touchdown",5.600,7.000
2,1:56,,,JAX 7,10,3,Graham Gano kicks extra point good,0.000,0.000
2,1:56,,,CAR 35,10,3,"Graham Gano kicks off 70 yards, returned by Corey Grant for 40 yards (tackle by Tre Boston)",0.000,-1.270
2,1:46,1,10,JAX 35,10,3,Blake Bortles pass complete short left to Rashad Greene for 6 yards (tackle by Luke Kuechly),1.270,1.530
2,1:26,2,4,JAX 41,10,3,Blake Bortles pass complete short left to Rashad Greene for 6 yards (tackle by Bene Benwikere),1.530,2.060
2,1:08,1,10,JAX 47,10,3,Blake Bortles pass complete short middle to T.J. Yeldon for 7 yards (tackle by Luke Kuechly),2.060,2.060
2,0:57,1,10,JAX 47,10,3,Timeout #3 by Carolina Panthers,2.060,2.460
2,0:57,2,3,CAR 46,10,3,Blake Bortles pass complete short middle to Rashad Greene for 6 yards (tackle by A.J. Klein),2.460,2.920
2,0:38,1,10,CAR 40,10,3,Blake Bortles right end for 12 yards (tackle by Thomas Davis),2.920,3.710
2,0:33,1,10,CAR 28,10,3,Blake Bortles pass complete short middle to T.J. Yeldon for 3 yards (tackle by Thomas Davis),3.710,3.710
2,0:26,1,10,CAR 28,10,3,Timeout #3 by Jacksonville Jaguars,3.710,3.570
2,0:26,2,7,CAR 25,10,3,Blake Bortles pass complete deep right to Allen Hurns for 24 yards,3.570,6.970
2,0:21,1,1,CAR 1,10,3,Blake Bortles pass incomplete short right intended for Allen Robinson (defended by Josh Norman),6.970,5.910
2,0:18,2,1,CAR 1,10,9,"Blake Bortles pass complete short left to Rashad Greene for 1 yard, touchdown",5.910,7.000
2,0:18,,,CAR 1,10,9,Jason Myers kicks extra point no good,0.000,-1.000
2,0:18,,,JAX 35,10,9,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
2,0:14,1,10,CAR 20,10,9,Cam Newton kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,CAR,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,10,9,"Jason Myers kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CAR 20,10,9,Jonathan Stewart middle for 2 yards (tackle by Paul Posluszny),0.280,0.000
3,14:30,2,8,CAR 22,10,9,Cam Newton pass incomplete short left intended for Ted Ginn,0.000,-0.690
3,14:23,3,8,CAR 22,10,9,Cam Newton pass complete short middle to Ted Ginn for 37 yards (tackle by Davon House),-0.690,2.850
3,13:35,1,10,JAX 41,10,9,Jonathan Stewart right end for 4 yards (tackle by Dan Skuta),2.850,2.850
3,12:50,2,6,JAX 37,10,9,Cam Newton left end for -5 yards (tackle by Telvin Smith),2.850,1.490
3,12:08,3,11,JAX 42,10,9,Cam Newton sacked by Dan Skuta for -6 yards,1.490,0.070
3,11:23,4,17,JAX 48,10,9,"Brad Nortman punts 48 yards, touchback",0.070,-0.280
3,11:15,1,10,JAX 20,10,9,T.J. Yeldon right end for 6 yards (tackle by A.J. Klein),0.280,0.540
3,10:42,2,4,JAX 26,10,9,T.J. Yeldon middle for -1 yards (tackle by A.J. Klein),0.540,-0.300
3,10:03,3,5,JAX 25,10,9,Blake Bortles pass complete short middle to Allen Hurns for 11 yards (tackle by Josh Norman),-0.300,1.330
3,9:25,1,10,JAX 36,10,9,"Blake Bortles left end for 12 yards (tackle by Dwan Edwards). Penalty on Luke Joeckel: Offensive Holding, 10 yards (no play)",1.330,0.670
3,9:08,1,20,JAX 26,16,9,"Blake Bortles pass incomplete short right intended for T.J. Yeldon is intercepted by Josh Norman at JAX-30 and returned for 30 yards, touchdown",0.670,-7.000
3,9:01,,,JAX 26,17,9,Graham Gano kicks extra point good,0.000,0.000
3,9:01,,,CAR 35,17,9,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,9:01,1,10,JAX 20,17,9,Denard Robinson middle for 5 yards (tackle by A.J. Klein),0.280,0.410
3,8:28,2,5,JAX 25,17,9,Blake Bortles pass complete short right to Denard Robinson for 15 yards (tackle by Josh Norman),0.410,1.600
3,8:03,1,10,JAX 40,17,9,Denard Robinson middle for 2 yards (tackle by Kurt Coleman),1.600,1.320
3,7:26,2,8,JAX 42,17,9,Denard Robinson middle for 2 yards (tackle by A.J. Klein),1.320,0.890
3,6:47,3,6,JAX 44,17,9,Blake Bortles pass incomplete deep left intended for Allen Hurns,0.890,-0.460
3,6:42,4,6,JAX 44,17,9,"Bryan Anger punts 37 yards, fair catch by Ted Ginn",-0.460,-0.150
3,6:34,1,10,CAR 19,17,9,Jonathan Stewart left end for 2 yards (tackle by Tyson Alualu),0.150,-0.060
3,6:06,2,8,CAR 21,17,9,Cam Newton pass incomplete short left intended for Ted Ginn (defended by Chris Clemons),-0.060,-0.810
3,6:02,3,8,CAR 21,17,9,Cam Newton pass complete deep right to Jerricho Cotchery for 24 yards (tackle by Telvin Smith),-0.810,1.930
3,5:21,1,10,CAR 45,17,9,Jonathan Stewart middle for 2 yards (tackle by Chris Smith),1.930,1.650
3,4:43,2,8,CAR 47,17,9,"Cam Newton pass complete short right to Greg Olsen for 13 yards (tackle by Paul Posluszny). Penalty on Ryan Kalil: Ineligible Downfield Pass, 5 yards (no play)",1.650,0.980
3,4:18,2,13,CAR 42,17,9,Cam Newton right end for 2 yards (tackle by Michael Bennett and Telvin Smith),0.980,0.560
3,3:31,3,11,CAR 44,17,9,Cam Newton pass complete short right to Fozzy Whittaker for -2 yards (tackle by Telvin Smith),0.560,-0.590
3,2:54,4,13,CAR 42,17,9,"Brad Nortman punts 56 yards, returned by Rashad Greene for 9 yards (tackle by Mario Addison)",-0.590,0.370
3,2:40,1,10,JAX 11,17,9,Blake Bortles sacked by Charles Johnson for -1 yards. Penalty on Sam Young: Offensive Holding (Declined),-0.370,-0.850
3,2:29,2,11,JAX 10,17,9,T.J. Yeldon middle for 1 yard (tackle by Charles Johnson),-0.850,-1.420
3,1:51,3,10,JAX 11,17,9,Blake Bortles sacked by Mario Addison for -1 yards,-1.420,-2.490
3,1:14,4,11,JAX 10,17,9,"Bryan Anger punts 45 yards, returned by Ted Ginn for no gain",-2.490,-1.930
3,1:04,1,10,CAR 45,17,9,Jonathan Stewart middle for 2 yards (tackle by Dan Skuta),1.930,1.650
3,0:20,2,8,CAR 47,17,9,Cam Newton pass complete short left to Jerricho Cotchery for 4 yards (tackle by Demetrius McCray),1.650,1.490
Quarter,Time,Down,ToGo,Location,CAR,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,JAX 49,17,9,Cam Newton pass incomplete short middle intended for Mike Tolbert,1.490,0.000
4,14:57,4,4,JAX 49,17,9,"Brad Nortman punts 34 yards, fair catch by Rashad Greene",0.000,0.220
4,14:49,1,10,JAX 15,17,9,Blake Bortles pass complete short right to Rashad Greene for no gain,-0.220,-0.710
4,14:16,2,10,JAX 15,17,9,Blake Bortles pass complete short right to Denard Robinson for 11 yards (tackle by Wes Horton),-0.710,0.670
4,13:41,1,10,JAX 26,17,9,Blake Bortles pass incomplete short right intended for Allen Robinson,0.670,0.130
4,13:37,2,10,JAX 26,17,9,T.J. Yeldon middle for 12 yards (tackle by Kurt Coleman),0.130,1.470
4,12:52,1,10,JAX 38,17,9,Blake Bortles pass complete short left to Rashad Greene for 4 yards (tackle by Bene Benwikere),1.470,1.460
4,12:17,2,6,JAX 42,17,9,T.J. Yeldon left end for -1 yards (tackle by Thomas Davis),1.460,0.630
4,11:38,3,7,JAX 41,17,9,Blake Bortles sacked by Thomas Davis for -2 yards,0.630,-0.780
4,10:59,4,9,JAX 39,17,9,"Bryan Anger punts 56 yards, returned by Ted Ginn for 15 yards (tackle by Dan Skuta). Penalty on Teddy Williams: Illegal Block Above the Waist, 7 yards",-0.780,0.380
4,10:48,1,10,CAR 7,17,9,Cam Newton pass incomplete short right intended for Corey Brown (defended by Chris Smith),-0.380,-0.780
4,10:44,2,10,CAR 7,17,9,Jonathan Stewart middle for no gain (tackle by Jonathan Cyprien),-0.780,-0.780
4,9:53,2,10,CAR 7,17,9,Timeout #1 by Jacksonville Jaguars,-0.780,-1.420
4,9:53,3,10,CAR 7,17,9,Cam Newton pass complete short right to Jerricho Cotchery for 10 yards (tackle by Davon House),-1.420,-0.060
4,9:18,1,10,CAR 17,17,9,Jonathan Stewart middle for 2 yards (tackle by Chris Smith),-0.060,-0.250
4,8:42,2,8,CAR 19,17,9,Cam Newton pass incomplete short right intended for Greg Olsen (defended by Davon House),-0.250,-1.000
4,8:17,3,8,CAR 19,17,9,Cam Newton middle for 10 yards (tackle by Jared Odrick),-1.000,0.870
4,7:55,1,10,CAR 29,17,9,Fozzy Whittaker middle for 2 yards (tackle by Jonathan Cyprien),0.870,0.600
4,7:17,2,8,CAR 31,17,9,Cam Newton pass complete short left to Jonathan Stewart for 6 yards (tackle by Dwayne Gratz),0.600,0.600
4,6:32,2,8,CAR 31,17,9,Timeout #1 by Carolina Panthers,0.600,0.700
4,6:32,3,2,CAR 37,17,9,Mike Tolbert middle for 12 yards (tackle by Sergio Brown),0.700,2.190
4,5:52,1,10,CAR 49,17,9,Cam Newton pass complete short left to Jonathan Stewart for 9 yards (tackle by Paul Posluszny),2.190,2.860
4,5:08,2,1,JAX 42,17,9,Cam Newton left end for 4 yards (tackle by Telvin Smith),2.860,3.050
4,4:25,1,10,JAX 38,17,9,Jonathan Stewart right end for no gain (tackle by Paul Posluszny),3.050,2.510
4,3:38,2,10,JAX 38,17,9,Cam Newton left end for 1 yard (tackle by Chris Smith),2.510,1.950
4,2:56,3,9,JAX 37,17,9,Cam Newton middle for 8 yards (tackle by Telvin Smith),1.950,1.950
4,2:46,3,9,JAX 37,17,9,Timeout #2 by Jacksonville Jaguars,1.950,1.620
4,2:46,4,1,JAX 29,20,9,Graham Gano 47 yard field goal good,1.620,3.000
4,2:46,,,CAR 35,20,9,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
4,2:41,1,10,JAX 20,20,9,Blake Bortles pass incomplete short middle intended for Clay Harbor is intercepted by Thomas Davis at JAX-20 and returned for 1 yard,0.280,-4.310
4,2:32,1,10,JAX 19,20,9,Jonathan Stewart left end for 2 yards (tackle by Jared Odrick),4.310,4.310
4,2:27,1,10,JAX 19,20,9,Timeout #3 by Jacksonville Jaguars,4.310,4.030
4,2:26,2,8,JAX 17,20,9,Jonathan Stewart middle for -2 yards (tackle by Telvin Smith),4.030,3.030
4,2:00,3,10,JAX 19,20,9,Jonathan Stewart left end for -6 yards (tackle by Chris Smith),3.030,3.030
4,1:14,3,10,JAX 19,20,9,Timeout #2 by Carolina Panthers,3.030,1.800
4,1:14,4,16,JAX 25,20,9,"Graham Gano 43 yard field goal no good, blocked by Chris Clemons",1.800,-1.070
4,1:09,1,10,JAX 32,20,9,Blake Bortles pass incomplete deep right intended for Allen Hurns,1.070,0.530
4,1:05,2,10,JAX 32,20,9,Blake Bortles pass incomplete deep middle intended for Rashad Greene,0.530,-0.160
4,0:59,3,10,JAX 32,20,9,Blake Bortles pass incomplete short left intended for Rashad Greene (defended by Bene Benwikere),-0.160,-1.240
4,0:54,4,10,JAX 32,20,9,Blake Bortles pass complete short left to Bryan Walters for 13 yards (tackle by A.J. Klein),-1.240,1.930
4,0:38,1,10,JAX 45,20,9,Blake Bortles spiked the ball,1.930,1.380
4,0:38,2,10,JAX 45,20,9,Blake Bortles pass incomplete short right intended for Bernard Pierce,1.380,0.700
4,0:33,3,10,JAX 45,20,9,Blake Bortles sacked by Mario Addison for -5 yards,0.700,-0.720
4,0:13,4,15,JAX 40,20,9,Blake Bortles pass complete short left to Bryan Walters for 4 yards (tackle by Bene Benwikere),-0.720,-2.650
4,0:06,1,10,JAX 44,20,9,Cam Newton kneels for -1 yards,2.650,1.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
