Quarter,Time,Down,ToGo,Location,DET,TAM,Detail,EPB,EPA
1,5:18,2,12,DET 30,0,0,Drew Stanton pass complete short middle to Calvin Johnson for 20 yards (tackle by Sean Jones),0.260,2.260
1,4:42,1,10,,0,0,Stefan Logan right end for 13 yards (tackle by Corey Lynch),2.260,3.120
1,4:07,1,10,TAM 37,0,0,Maurice Morris middle for 8 yards (tackle by Adam Hayward),3.120,3.650
1,3:34,2,2,TAM 29,0,0,Maurice Morris left end for 3 yards (tackle by Al Woods),3.650,3.840
1,2:55,1,10,TAM 26,0,0,Drew Stanton pass complete short left to Calvin Johnson for 16 yards (tackle by Ronde Barber and Corey Lynch),3.840,4.910
1,2:14,1,10,TAM 10,6,0,"Drew Stanton pass complete short right to Nate Burleson for 10 yards, touchdown",4.910,7.000
1,,,,TAM 2,7,0,Dave Rayner kicks extra point good,0.000,0.000
1,,,,DET 30,7,0,"Dave Rayner kicks off 53 yards, returned by Micheal Spurlock for 23 yards (tackle by Jerome Felton)",0.000,1.600
1,1:58,1,10,TAM 40,7,0,"Josh Freeman pass incomplete short middle intended for Kellen Winslow. Penalty on Kellen Winslow: Offensive Pass Interfere, 10 yards (no play)",1.600,0.940
1,1:53,1,20,TAM 30,7,0,LeGarrette Blount left tackle for no gain (tackle by Julian Peterson),0.940,-0.300
1,1:10,2,20,TAM 30,7,0,Josh Freeman pass complete short middle to Mike Williams for 12 yards (tackle by DeAndre Levy),-0.300,0.630
1,0:32,3,8,TAM 42,7,0,"Penalty on Derek Hardman: False Start, 5 yards (no play)",0.630,-0.030
1,0:11,3,13,TAM 37,7,0,Josh Freeman pass complete short right to Cadillac Williams for 18 yards (tackle by Louis Delmas),-0.030,2.590
Quarter,Time,Down,ToGo,Location,DET,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 45,7,0,Josh Freeman pass incomplete deep middle intended for Mike Williams,2.590,2.040
2,14:55,2,10,DET 45,7,0,Cadillac Williams left end for 9 yards (tackle by DeAndre Levy),2.040,2.540
2,14:55,3,1,DET 36,7,0,"Penalty on Josh Freeman: Delay of Game, 5 yards (no play)",2.540,1.880
2,14:06,3,6,DET 41,7,0,Cadillac Williams middle for 4 yards (tackle by Louis Delmas),1.880,0.790
2,13:23,4,2,DET 37,7,0,Josh Freeman pass complete short right to Arrelious Benn for 13 yards (tackle by DeAndre Levy and Bobby Carpenter),0.790,3.970
2,12:36,1,10,DET 24,7,6,"Josh Freeman pass complete deep left to Mike Williams for 24 yards, touchdown",3.970,7.000
2,,,,DET 2,7,7,Connor Barth kicks extra point good,0.000,0.000
2,,,,TAM 30,7,7,"Connor Barth kicks off 46 yards, returned by Andre Fluellen for 4 yards (tackle by Dekoda Watson)",0.000,0.810
2,12:24,1,10,DET 28,7,7,Jahvid Best right tackle for 3 yards (tackle by Barrett Ruud),0.810,0.670
2,11:46,2,7,DET 31,7,7,Drew Stanton pass complete short middle to Brandon Pettigrew for 12 yards (tackle by Barrett Ruud and Geno Hayes),0.670,1.800
2,11:01,1,10,DET 43,7,7,Stefan Logan left end for 1 yard (tackle by Ronde Barber and Corey Lynch),1.800,1.390
2,10:20,2,9,DET 44,7,7,"Drew Stanton pass complete short right to Tony Scheffler for 5 yards (tackle by Corey Lynch). Penalty on Brandon Pettigrew: Offensive Pass Interfere, 10 yards (no play)",1.390,0.040
2,9:54,2,19,DET 34,7,7,Stefan Logan middle for -2 yards (tackle by Geno Hayes),0.040,-0.890
2,9:11,3,21,DET 32,7,7,Drew Stanton middle for 15 yards (tackle by Ronde Barber and Dekoda Watson),-0.890,-0.260
2,8:35,4,6,DET 47,7,7,"Nick Harris punts 30 yards, fair catch by Micheal Spurlock",-0.260,-0.480
2,8:26,1,10,TAM 23,7,7,LeGarrette Blount left tackle for 2 yards (tackle by DeAndre Levy and Turk McBride),0.480,0.200
2,7:47,2,8,TAM 25,7,7,Josh Freeman pass complete short right to Arrelious Benn for 11 yards (tackle by Chris Houston),0.200,1.330
2,7:15,1,10,TAM 36,7,7,Josh Freeman pass complete short left to Earnest Graham for 4 yards (tackle by Julian Peterson),1.330,1.330
2,6:35,2,6,TAM 40,7,7,LeGarrette Blount left guard for 7 yards (tackle by C.C. Brown),1.330,2.060
2,5:49,1,10,TAM 47,7,7,"LeGarrette Blount right guard for 2 yards (tackle by John Wendling). Penalty on Ryan Purvis: Offensive Holding, 10 yards",2.060,1.530
2,5:21,1,18,TAM 39,7,7,Josh Freeman left end for 8 yards (tackle by John Wendling),1.530,1.520
2,4:32,2,10,TAM 47,7,7,Josh Freeman pass complete short right to Earnest Graham for 14 yards (tackle by DeAndre Levy),1.520,2.980
2,3:53,1,10,DET 39,7,13,"LeGarrette Blount left guard for 39 yards, touchdown",2.980,7.000
2,,,,DET 2,7,14,Connor Barth kicks extra point good,0.000,0.000
2,,,,TAM 30,7,14,"Connor Barth kicks off 71 yards, returned by Stefan Logan for 17 yards (tackle by Arrelious Benn)",0.000,-0.140
2,3:37,1,10,DET 16,7,14,Drew Stanton pass complete short right to Brandon Pettigrew for 13 yards (tackle by Ronde Barber and Barrett Ruud),-0.140,0.870
2,3:09,1,10,DET 29,7,14,Drew Stanton pass complete short left to Nate Burleson for 11 yards (tackle by Barrett Ruud),0.870,1.600
2,2:34,1,10,DET 40,7,14,Drew Stanton pass complete short left to Calvin Johnson for 30 yards (tackle by E.J. Biggers),1.600,3.580
2,2:07,1,10,TAM 30,7,14,Drew Stanton pass incomplete short middle intended for Brandon Pettigrew,3.580,3.030
2,1:59,2,10,TAM 30,7,14,Drew Stanton pass incomplete short right intended for Calvin Johnson (defended by Michael Bennett),3.030,2.340
2,1:54,3,10,TAM 30,7,14,Drew Stanton pass complete short right to Calvin Johnson for 17 yards (tackle by Corey Lynch),2.340,4.710
2,1:21,1,10,TAM 13,7,14,"Maurice Morris right end for no gain (tackle by E.J. Biggers and Tim Crowder). Penalty on Corey Hilliard: Offensive Holding, 10 yards (no play)",4.710,4.040
2,1:16,1,20,TAM 23,7,14,Drew Stanton pass incomplete deep left intended for Bryant Johnson,4.040,2.810
2,1:10,2,20,TAM 23,7,14,Drew Stanton pass incomplete short left intended for Nate Burleson,2.810,2.150
2,1:05,3,20,TAM 23,7,14,Drew Stanton pass incomplete,2.150,1.930
2,1:00,4,20,TAM 23,10,14,Dave Rayner 41 yard field goal good,1.930,3.000
2,,,,DET 30,10,14,"Dave Rayner kicks off 55 yards, returned by Micheal Spurlock for 11 yards (tackle by Ashlee Palmer)",0.000,0.670
2,0:49,1,10,TAM 26,10,14,Cadillac Williams left tackle for 9 yards (tackle by Nathan Vasher and John Wendling),0.670,1.350
2,0:43,,,,10,14,Timeout #1 by Tampa Bay Buccaneers,0.000,1.350
2,0:43,2,1,TAM 35,10,14,Josh Freeman pass incomplete short left intended for Cadillac Williams,1.350,0.630
2,0:36,3,1,TAM 35,10,14,Cadillac Williams middle for 10 yards (tackle by DeAndre Levy and Lawrence Jackson),0.630,1.930
2,0:30,,,,10,14,Timeout #2 by Tampa Bay Buccaneers,0.000,1.930
2,0:30,1,10,TAM 45,10,14,Josh Freeman pass incomplete short right intended for Sammie Stroughter,1.930,1.380
2,0:25,2,10,TAM 45,10,14,Josh Freeman pass complete short middle to Kellen Winslow for 8 yards (tackle by Eric King),1.380,1.750
2,0:12,,,,10,14,Timeout #3 by Tampa Bay Buccaneers,0.000,0.000
2,0:12,,,,10,14,Timeout #1 by Detroit Lions,0.000,1.750
2,0:12,3,2,DET 47,10,14,Josh Freeman pass incomplete short right intended for Mike Williams,1.750,0.130
2,0:07,4,2,DET 47,10,14,Josh Freeman pass complete short right to Kellen Winslow for 14 yards (tackle by Chris Houston),0.130,1.530
Quarter,Time,Down,ToGo,Location,DET,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,10,14,"Connor Barth kicks off 36 yards, returned by Turk McBride for 8 yards (tackle by Dekoda Watson)",0.000,1.730
3,14:55,1,10,DET 42,10,14,Maurice Morris left end for 3 yards (tackle by Tim Crowder and Frank Okam),1.730,1.590
3,14:21,2,7,DET 45,10,14,Drew Stanton pass complete short right to Tony Scheffler for 2 yards (tackle by E.J. Biggers),1.590,1.160
3,13:41,3,5,DET 47,10,14,Drew Stanton pass complete short left to Calvin Johnson for 7 yards (tackle by Ronde Barber),1.160,2.520
3,13:10,1,10,TAM 46,10,14,Nate Burleson left end for 25 yards (tackle by Alex Magee),2.520,4.170
3,12:21,1,10,TAM 21,10,14,Drew Stanton pass complete short right to Nate Burleson for 7 yards (tackle by Sean Jones),4.170,4.740
3,11:46,2,3,TAM 14,10,14,Drew Stanton pass complete short left to Nate Burleson for no gain,4.740,4.020
3,11:06,3,3,TAM 14,10,14,Drew Stanton pass complete short middle to Tony Scheffler for 4 yards (tackle by Barrett Ruud),4.020,4.910
3,10:29,1,10,TAM 10,10,14,Stefan Logan pass incomplete short right intended for Tony Scheffler,4.910,4.190
3,10:22,2,10,TAM 10,16,14,"Maurice Morris left guard for 10 yards, touchdown",4.190,7.000
3,,,,TAM 2,17,14,Dave Rayner kicks extra point good,0.000,0.000
3,,,,DET 30,17,14,"Dave Rayner kicks off 66 yards, returned by Sammie Stroughter for 25 yards (tackle by John Wendling)",0.000,0.870
3,10:10,1,10,TAM 29,17,14,Josh Freeman pass complete short right to Mike Williams for 13 yards (tackle by John Wendling),0.870,1.730
3,9:33,1,10,TAM 42,17,14,LeGarrette Blount left guard for 4 yards (tackle by DeAndre Levy and Turk McBride),1.730,1.730
3,8:52,2,6,TAM 46,17,14,Josh Freeman pass complete short middle to John Gilmore for 9 yards (tackle by DeAndre Levy),1.730,2.590
3,8:07,1,10,DET 45,17,14,LeGarrette Blount left tackle for 6 yards (tackle by John Wendling and Nathan Vasher),2.590,2.850
3,7:27,2,4,DET 39,17,14,"Josh Freeman pass complete short middle to Mike Williams for 4 yards (tackle by Bobby Carpenter). Penalty on Ted Larsen: Offensive Holding, 10 yards (no play)",2.850,1.500
3,6:54,2,14,DET 49,17,14,Josh Freeman sacked by Sammie Lee Hill for -8 yards,1.500,-0.230
3,6:14,3,22,TAM 43,17,14,Josh Freeman pass complete short middle to Mike Williams for 8 yards (tackle by Julian Peterson),-0.230,0.000
3,5:35,4,14,DET 49,17,14,"Robert Malone punts 49 yards, touchback",0.000,-0.280
3,5:21,1,10,DET 20,17,14,Jahvid Best left end for no gain (tackle by Ronde Barber),0.280,-0.270
3,4:46,2,10,DET 20,17,14,Drew Stanton pass incomplete short left intended for Jahvid Best,-0.270,-0.960
3,4:40,3,10,DET 20,17,14,Drew Stanton pass complete short left to Calvin Johnson for 11 yards (tackle by Adam Hayward),-0.960,1.000
3,4:05,1,10,DET 31,17,14,Maurice Morris left guard for 4 yards (tackle by Sean Jones and Al Woods),1.000,1.000
3,3:26,2,6,DET 35,17,14,Maurice Morris middle for 7 yards (tackle by Barrett Ruud),1.000,1.730
3,2:53,1,10,DET 42,17,14,Drew Stanton pass incomplete short right intended for Maurice Morris,1.730,1.190
3,2:46,2,10,DET 42,17,14,Maurice Morris middle for 1 yard (tackle by Al Woods),1.190,0.630
3,2:07,3,9,DET 43,17,14,"Penalty on Corey Hilliard: False Start, 5 yards (no play)",0.630,-0.030
3,1:48,3,14,DET 38,17,14,Drew Stanton middle for 9 yards (tackle by Dekoda Watson and Barrett Ruud),-0.030,-0.260
3,1:09,4,5,DET 47,17,14,"Nick Harris punts 41 yards, returned by Micheal Spurlock for 9 yards (tackle by Caleb Campbell)",-0.260,-0.340
3,0:56,1,10,TAM 21,17,14,Josh Freeman pass complete short left to Earnest Graham for 3 yards (tackle by Julian Peterson),0.340,0.210
3,0:18,2,7,TAM 24,17,14,LeGarrette Blount right guard for 2 yards (tackle by DeAndre Levy and Julian Peterson),0.210,-0.230
Quarter,Time,Down,ToGo,Location,DET,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,TAM 26,17,14,"Josh Freeman pass incomplete deep left intended for Mike Williams. Penalty on Nathan Vasher: Defensive Pass Interfere, 16 yards (no play)",-0.230,1.730
4,14:55,1,10,TAM 42,17,14,Josh Freeman pass complete short left to Ryan Purvis for no gain,1.730,1.190
4,14:55,2,10,TAM 42,17,14,"Penalty on TAM: Illegal Substitution, 5 yards (no play)",1.190,0.510
4,14:20,2,15,TAM 37,17,14,Josh Freeman for 14 yards (tackle by Julian Peterson),0.510,1.690
4,13:42,3,1,DET 49,17,14,Josh Freeman middle for 3 yards (tackle by Lawrence Jackson),1.690,2.520
4,13:01,1,10,DET 46,17,14,Josh Freeman sacked by Lawrence Jackson for -14 yards,2.520,0.090
4,12:25,2,24,TAM 40,17,14,Josh Freeman pass complete short left to Mike Williams for 26 yards (tackle by C.C. Brown),0.090,3.310
4,11:50,1,10,DET 34,17,14,"Penalty on Ted Larsen: False Start, 5 yards (no play)",3.310,2.980
4,11:32,1,15,DET 39,17,14,Josh Freeman pass incomplete short right intended for Kellen Winslow (defended by Bobby Carpenter),2.980,2.090
4,11:27,2,15,DET 39,17,14,LeGarrette Blount for 27 yards,2.090,4.780
4,10:50,1,10,DET 12,17,14,Josh Freeman pass incomplete short left intended for Mike Williams (defended by Chris Houston),4.780,4.100
4,10:44,2,10,DET 12,17,14,"Josh Freeman pass complete short left to Arrelious Benn for 10 yards (tackle by Chris Houston). Penalty on Chris Houston: Face Mask (15 Yards), 1 yards",4.100,6.970
4,10:35,,,,17,14,Timeout #1 by Tampa Bay Buccaneers,0.000,6.970
4,10:35,1,1,DET 1,17,14,Josh Freeman middle for no gain (tackle by Turk McBride and Corey Williams),6.970,5.910
4,9:56,2,1,DET 1,17,14,Earnest Graham left tackle for -1 yards (tackle by Sammie Lee Hill and Turk McBride),5.910,4.950
4,9:12,3,2,DET 2,17,14,"Josh Freeman pass complete short right to Kellen Winslow for 2 yards. Penalty on Kellen Winslow: Offensive Pass Interfere, 10 yards (no play)",4.950,3.100
4,9:02,3,12,DET 12,17,14,Josh Freeman pass incomplete short left intended for Mike Williams (defended by Nathan Vasher),3.100,2.630
4,8:56,4,12,DET 12,17,17,Connor Barth 30 yard field goal good,2.630,3.000
4,,,,TAM 30,17,17,"Connor Barth kicks off 65 yards, returned by Stefan Logan for 15 yards (tackle by Elbert Mack). Penalty on Turk McBride: Offensive Holding, 10 yards, Penalty on Will Heller: Offensive Holding (Declined)",0.000,-0.380
4,8:46,1,10,DET 10,17,17,Maurice Morris right guard for 10 yards (tackle by Corey Lynch),-0.380,0.280
4,8:10,1,10,DET 20,17,17,Maurice Morris right end for 15 yards (tackle by Corey Lynch),0.280,1.270
4,7:24,1,10,DET 35,17,17,Jahvid Best right end for -3 yards (tackle by Geno Hayes),1.270,0.320
4,6:45,2,13,DET 32,17,17,Drew Stanton pass incomplete short left intended for Nate Burleson,0.320,-0.360
4,6:37,3,13,DET 32,17,17,Drew Stanton pass complete short right to Maurice Morris for 9 yards (tackle by Stylez G. White),-0.360,-0.650
4,6:01,4,4,DET 41,17,17,"Nick Harris punts 44 yards, returned by Micheal Spurlock for 20 yards (tackle by Caleb Campbell)",-0.650,-1.270
4,5:48,1,10,TAM 35,17,17,Josh Freeman pass incomplete deep right intended for Arrelious Benn,1.270,0.720
4,5:30,2,10,TAM 35,17,17,LeGarrette Blount middle for no gain (tackle by Ndamukong Suh and John Wendling),0.720,0.040
4,4:57,3,10,TAM 35,17,17,Josh Freeman pass complete deep right to Micheal Spurlock for 19 yards (tackle by Chris Houston),0.040,2.520
4,4:57,1,10,DET 46,17,17,"Penalty on Jeremy Trueblood: False Start, 5 yards (no play)",2.520,2.190
4,4:10,1,15,TAM 49,17,17,Josh Freeman pass complete short middle to Kellen Winslow for 9 yards (tackle by Julian Peterson and Eric King),2.190,2.520
4,3:32,2,6,DET 42,17,17,Josh Freeman pass complete short left to Mike Williams for 13 yards (tackle by Chris Houston),2.520,3.640
4,3:22,1,10,DET 29,17,17,LeGarrette Blount middle for 6 yards (tackle by Sammie Lee Hill),3.640,3.910
4,2:37,2,4,DET 23,17,17,LeGarrette Blount left guard for 3 yards (tackle by Andre Fluellen),3.910,3.600
4,2:00,3,1,DET 20,17,17,"Penalty on Corey Williams: Defensive Offside, 5 yards (no play)",3.600,4.580
4,2:00,1,10,DET 15,17,17,Cadillac Williams right guard for 1 yard (tackle by DeAndre Levy),4.580,4.110
4,1:55,,,,17,17,Timeout #1 by Detroit Lions,0.000,4.110
4,1:55,2,9,DET 14,17,17,Cadillac Williams left end for 2 yards (tackle by DeAndre Levy and Turk McBride),4.110,3.580
4,1:50,,,,17,17,Timeout #2 by Detroit Lions,0.000,3.580
4,1:50,3,7,DET 12,17,17,Josh Freeman middle for 4 yards (tackle by Ndamukong Suh),3.580,2.980
4,1:44,,,,17,17,Timeout #3 by Detroit Lions,0.000,2.980
4,1:44,4,3,DET 8,17,20,Connor Barth 26 yard field goal good,2.980,3.000
4,,,,TAM 30,17,20,"Connor Barth kicks off 67 yards, returned by Stefan Logan for 29 yards (tackle by E.J. Biggers)",0.000,1.070
4,1:32,1,10,DET 32,17,20,Drew Stanton pass incomplete short left intended for Bryant Johnson,1.070,0.530
4,1:27,2,10,DET 32,17,20,Drew Stanton pass complete short middle to Bryant Johnson for 19 yards (tackle by Myron Lewis),0.530,2.320
4,1:01,1,10,TAM 49,17,20,Drew Stanton pass complete short right to Calvin Johnson for 4 yards (tackle by E.J. Biggers),2.320,2.320
4,0:41,2,6,TAM 45,17,20,Drew Stanton pass complete deep right to Calvin Johnson for 23 yards,2.320,4.110
4,0:34,1,10,TAM 22,17,20,Drew Stanton pass incomplete short left intended for Bryant Johnson,4.110,3.560
4,0:28,2,10,TAM 22,17,20,Drew Stanton pass incomplete deep left intended for Bryant Johnson,3.560,2.870
4,0:22,3,10,TAM 22,17,20,Drew Stanton pass complete short middle to Tony Scheffler for 12 yards (tackle by Geno Hayes),2.870,4.910
4,0:08,1,10,TAM 10,17,20,Drew Stanton spiked the ball,4.910,4.190
4,0:07,2,10,TAM 10,17,20,Drew Stanton pass incomplete short left intended for Calvin Johnson (defended by Myron Lewis),4.190,3.130
4,0:02,3,10,TAM 10,20,20,Dave Rayner 28 yard field goal good,3.130,3.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,DET,TAM,Detail,EPB,EPA
,,,,,,,"Lions won the coin toss, Lions to receive the overtime kickoff.",,
OT,,,,TAM 30,20,20,"Connor Barth kicks off 67 yards, returned by Stefan Logan for 18 yards (tackle by Arrelious Benn)",0.000,0.340
OT,14:53,1,10,DET 21,20,20,Maurice Morris middle for 26 yards (tackle by E.J. Biggers),0.340,2.060
OT,14:16,1,10,DET 47,20,20,Jahvid Best middle for 14 yards (tackle by Corey Lynch),2.060,2.980
OT,13:39,1,10,TAM 39,20,20,Jahvid Best right guard for no gain (tackle by Roy Miller and Michael Bennett),2.980,2.440
OT,12:59,2,10,TAM 39,20,20,Drew Stanton pass complete short right to Maurice Morris for 2 yards (tackle by Frank Okam),2.440,2.020
OT,12:19,3,8,TAM 37,20,20,Drew Stanton pass complete short right to Calvin Johnson for 12 yards,2.020,3.910
OT,11:59,,,,20,20,Timeout #1 by Tampa Bay Buccaneers,0.000,3.910
OT,11:59,1,10,TAM 25,20,20,Maurice Morris left guard for 6 yards (tackle by Corey Lynch),3.910,4.200
OT,11:19,2,4,TAM 19,20,20,Maurice Morris right guard for 2 yards (tackle by Stylez G. White and Sean Jones),4.200,3.850
OT,10:40,3,2,TAM 17,20,20,Maurice Morris middle for 1 yard (tackle by Frank Okam),3.850,2.530
OT,9:56,,,,20,20,Timeout #1 by Detroit Lions,0.000,2.530
OT,9:55,4,1,TAM 16,23,20,Dave Rayner 34 yard field goal good,2.530,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
