Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss, Patriots to receive the opening kickoff.",,
1,15:00,,,DEN 30,0,0,"Jason Elam kicks off 62 yards, returned by Patrick Pass for 17 yards (tackle by Keith Burns)",0.000,0.610
1,14:55,1,10,NWE 25,0,0,Tom Brady pass complete to Troy Brown for 4 yards (tackle by Kenoy Kennedy and John Mobley),0.610,0.600
1,14:22,2,6,NWE 29,0,0,Antowain Smith middle for 1 yard (tackle by Chester McGlockton and Al Wilson),0.600,0.040
1,13:45,3,5,NWE 30,0,0,Tom Brady sacked by Ian Gold for -3 yards,0.040,-1.570
1,13:24,4,8,NWE 27,0,0,"Ken Walter punts 21 yards, out of bounds",-1.570,-2.390
1,13:18,1,10,NWE 48,0,0,Brian Griese pass complete to Rod Smith for 21 yards (tackle by Victor Green),2.390,3.780
1,12:40,1,10,NWE 27,0,0,Clinton Portis right tackle for 1 yard (tackle by Willie McGinest and Tedy Bruschi),3.780,3.370
1,12:05,2,9,NWE 26,0,0,Brian Griese pass incomplete intended for Shannon Sharpe,3.370,2.680
1,12:01,3,9,NWE 26,0,0,Brian Griese pass complete to Shannon Sharpe for 11 yards (tackle by Mike Vrabel),2.680,4.580
1,11:27,1,10,NWE 15,0,0,Clinton Portis left guard for 8 yards (tackle by Tebucky Jones and Lawyer Milloy),4.580,5.410
1,10:50,2,2,NWE 7,0,0,Clinton Portis right guard for 6 yards (tackle by Otis Smith and Lawyer Milloy),5.410,6.970
1,10:13,1,1,NWE 1,6,0,"Clinton Portis middle for 1 yard, touchdown",6.970,7.000
1,10:13,,,NWE 1,7,0,Jason Elam kicks extra point good,0.000,0.000
1,10:13,,,DEN 30,7,0,"Jason Elam kicks off 60 yards, returned by Deion Branch for 16 yards (tackle by Reuben Droughns). Deion Branch fumbles, recovered by Deion Branch at NWE-26",0.000,0.670
1,10:02,1,10,NWE 26,7,0,Antowain Smith right guard for 5 yards (tackle by Izell Reese and Trevor Pryce),0.670,0.810
1,9:28,2,5,NWE 31,7,0,Troy Brown left end for -5 yards (tackle by Denard Walker),0.810,-0.560
1,8:59,3,10,NWE 26,7,0,Tom Brady sacked by Bertrand Berry for -2 yards,-0.560,-1.770
1,8:36,4,12,NWE 24,7,0,"Ken Walter punts 40 yards, muffed catch by Deltha O'Neal, recovered by Kelly Herndon and returned for no gain",-1.770,-1.660
1,8:25,1,10,DEN 41,7,0,Brian Griese pass incomplete intended for Rod Smith is intercepted by Ty Law at NWE-15,1.660,0.220
1,8:15,1,10,NWE 15,7,0,Tom Brady pass complete to Troy Brown for 15 yards (tackle by John Mobley and Ian Gold),-0.220,0.940
1,7:45,1,10,NWE 30,7,0,Tom Brady pass complete to Christian Fauria for 9 yards (tackle by Al Wilson and Ian Gold),0.940,1.610
1,7:02,2,1,NWE 39,7,0,Antowain Smith right guard for no gain (tackle by Trevor Pryce and Reggie Hayward),1.610,0.890
1,6:34,3,1,NWE 39,7,0,Tom Brady middle for 1 yard (tackle by John Mobley and Chester McGlockton),0.890,1.600
1,5:46,1,10,NWE 40,7,0,Antowain Smith left end for no gain (tackle by Al Wilson and Kenoy Kennedy),1.600,1.050
1,5:07,2,10,NWE 40,7,0,Tom Brady pass incomplete intended for David Patten,1.050,0.370
1,5:03,3,10,NWE 40,7,0,Tom Brady pass incomplete intended for Antowain Smith,0.370,-0.720
1,4:58,4,10,NWE 40,7,0,"Ken Walter punts 32 yards, returned by Deltha O'Neal for no gain",-0.720,-0.810
1,4:51,1,10,DEN 28,7,0,Brian Griese pass complete to Rod Smith for 7 yards (tackle by Ted Johnson and Ty Law),0.810,1.210
1,4:16,2,3,DEN 35,7,0,Clinton Portis right guard for no gain (tackle by Bobby Hamilton),1.210,0.500
1,3:37,3,3,DEN 35,7,0,Brian Griese pass complete to Rod Smith for 7 yards (tackle by Ty Law),0.500,1.730
1,2:58,1,10,DEN 42,7,0,"Clinton Portis left tackle for 1 yard (tackle by Roman Phifer and Rick Lyle). Penalty on Bobby Hamilton: Encroachment, 5 yards (no play)",1.730,2.460
1,2:37,1,5,DEN 47,7,0,Clinton Portis right end for 8 yards (tackle by Lawyer Milloy and Richard Seymour),2.460,2.590
1,1:56,1,10,NWE 45,7,0,Clinton Portis for 11 yards,2.590,3.310
1,1:25,1,10,NWE 34,7,0,Ashley Lelie left end for 4 yards (tackle by Roman Phifer),3.310,3.310
1,0:59,2,6,NWE 30,7,0,Mike Anderson middle for 2 yards (tackle by Lawyer Milloy and Bobby Hamilton),3.310,2.870
1,0:16,3,4,NWE 28,7,0,Brian Griese pass complete to Ed McCaffrey for 20 yards (tackle by Tebucky Jones),2.870,5.370
Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,8,NWE 8,13,0,"Brian Griese pass complete to Shannon Sharpe for 8 yards, touchdown",5.370,7.000
2,15:00,,,NWE 8,14,0,Jason Elam kicks extra point good,0.000,0.000
2,15:00,,,DEN 30,14,0,"Jason Elam kicks off 58 yards, returned by Deion Branch for 27 yards (tackle by Willie Middlebrooks)",0.000,1.530
2,14:50,1,10,NWE 39,14,0,Tom Brady pass complete to David Givens for 5 yards (tackle by John Mobley),1.530,1.660
2,14:18,2,5,NWE 44,14,0,Tom Brady middle for 4 yards (tackle by Keith Washington),1.660,1.490
2,13:46,3,1,NWE 48,14,0,Marc Edwards middle for 2 yards (tackle by Trevor Pryce),1.490,2.260
2,12:57,1,10,,14,0,Antowain Smith left guard for 4 yards (tackle by Tyrone Poole and John Mobley),2.260,2.250
2,12:28,2,6,DEN 46,14,0,Tom Brady pass incomplete intended for David Patten (defended by Tyrone Poole),2.250,1.550
2,12:25,3,6,DEN 46,14,0,Tom Brady pass incomplete intended for Troy Brown,1.550,0.200
2,12:20,4,6,DEN 46,14,0,"Ken Walter punts 46 yards, touchback",0.200,-0.280
2,12:09,1,10,DEN 20,14,0,Clinton Portis middle for 3 yards (tackle by Rick Lyle and Ted Johnson),0.280,0.140
2,11:37,2,7,DEN 23,14,0,Mike Anderson middle for 6 yards (tackle by Rick Lyle and Ted Johnson),0.140,0.230
2,10:57,3,1,DEN 29,14,0,Mike Anderson left guard for 1 yard (tackle by Lawyer Milloy and Roman Phifer),0.230,0.940
2,10:19,1,10,DEN 30,14,0,"Brian Griese pass complete to Rod Smith for 8 yards (tackle by Victor Green). Rod Smith fumbles (forced by Victor Green), recovered by Ty Law at DEN-42 (tackle by Ed McCaffrey)",0.940,-2.790
,,,,,,,"DEN challenged the ruling, and the play was upheld.",,
2,10:10,1,10,DEN 42,14,0,Tom Brady pass complete to Christian Fauria for 6 yards (tackle by John Mobley),2.790,3.050
2,9:39,2,4,DEN 36,14,0,Antowain Smith left tackle for 9 yards (tackle by Denard Walker and Izell Reese),3.050,3.780
2,9:09,1,10,DEN 27,14,0,Marc Edwards middle for 4 yards (tackle by John Mobley and Ian Gold),3.780,3.770
2,8:41,2,6,DEN 23,14,0,Tom Brady pass complete to Marc Edwards for 8 yards (tackle by Denard Walker and John Mobley),3.770,4.580
2,7:59,1,10,DEN 15,14,0,Antowain Smith middle for 12 yards (tackle by Kenoy Kennedy and Tyrone Poole),4.580,6.510
2,7:20,1,3,DEN 3,14,6,"Antowain Smith right guard for 3 yards, touchdown",6.510,7.000
2,7:20,,,DEN 3,14,7,Adam Vinatieri kicks extra point good,0.000,0.000
2,7:20,,,NWE 30,14,7,"Adam Vinatieri kicks off 62 yards, returned by Scottie Montgomery for 22 yards (tackle by Victor Green)",0.000,0.940
2,7:10,1,10,DEN 30,14,7,"Brian Griese pass incomplete intended for Shannon Sharpe. Penalty on Tebucky Jones: Defensive Pass Interference, 24 yards (no play)",0.940,2.520
2,7:04,1,10,NWE 46,14,7,Clinton Portis left tackle for 2 yards (tackle by Steve Martin and Roman Phifer),2.520,2.250
2,6:28,2,8,NWE 44,14,7,Clinton Portis left tackle for 4 yards (tackle by Steve Martin and Ted Johnson),2.250,2.080
2,5:51,3,4,NWE 40,14,7,Brian Griese pass complete to Ed McCaffrey for 15 yards,2.080,3.910
2,5:19,1,10,NWE 25,14,7,Mike Anderson left guard for 6 yards (tackle by Ted Johnson and Anthony Pleasant),3.910,4.200
2,4:40,2,4,NWE 19,14,7,Scottie Montgomery right tackle for no gain (tackle by Willie McGinest),4.200,3.490
2,4:09,2,4,NWE 19,,,Timeout #2 by Denver Broncos,4.200,3.490
2,4:09,3,4,NWE 19,14,7,Brian Griese pass complete to Ed McCaffrey for 14 yards (tackle by Terrell Buckley),3.490,6.060
2,3:30,1,5,NWE 5,14,7,Clinton Portis right tackle for 1 yard (tackle by Willie McGinest),6.060,5.340
2,2:49,2,4,NWE 4,20,7,"Clinton Portis middle for 4 yards, touchdown",5.340,7.000
2,2:49,,,NWE 4,21,7,Jason Elam kicks extra point good,0.000,0.000
2,2:49,,,DEN 30,21,7,"Jason Elam kicks off 56 yards, returned by Deion Branch for 17 yards (tackle by Donnie Spragan)",0.000,1.000
2,2:40,1,10,NWE 31,21,7,Tom Brady pass incomplete intended for Troy Brown,1.000,0.460
2,2:33,2,10,NWE 31,21,7,Kevin Faulk right guard for 5 yards (tackle by Tyrone Poole and John Mobley),0.460,0.430
2,2:00,3,5,NWE 36,21,7,Tom Brady pass complete to Marc Edwards for 8 yards (tackle by John Mobley and Al Wilson),0.430,1.860
2,1:36,1,10,NWE 44,21,7,Tom Brady pass complete to Troy Brown for 4 yards (tackle by Al Wilson),1.860,1.860
2,1:16,2,6,NWE 48,21,7,Tom Brady pass incomplete intended for David Patten,1.860,1.160
