Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
2,1:10,3,6,NWE 48,21,7,Tom Brady sacked by Bertrand Berry for 0 yards,1.160,-0.190
2,0:22,4,6,NWE 48,21,7,Ken Walter punts 47 yards,-0.190,0.380
2,0:09,1,10,DEN 5,21,7,Brian Griese middle for 1 yard (tackle by Bobby Hamilton),-0.380,-0.710
Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,21,7,"Adam Vinatieri kicks off 68 yards, returned by Scottie Montgomery for 32 yards (tackle by Tebucky Jones)",0.000,1.200
3,14:50,1,10,DEN 34,21,7,Clinton Portis middle for 7 yards (tackle by Tedy Bruschi),1.200,1.600
3,14:05,2,3,DEN 41,21,7,Brian Griese pass complete to Ed McCaffrey for 18 yards (tackle by Tebucky Jones),1.600,2.850
3,13:40,1,10,NWE 41,21,7,Mike Anderson for 2 yards (tackle by Richard Seymour),2.850,2.580
3,12:54,1,10,NWE 41,,,Timeout #1 by Denver Broncos,2.850,2.580
3,12:54,2,8,NWE 39,21,7,"Penalty on Richard Seymour: Encroachment, 5 yards (no play)",2.580,3.250
3,12:33,2,3,NWE 34,21,7,Brian Griese pass complete to Ed McCaffrey for 3 yards (tackle by Tebucky Jones),3.250,3.510
3,12:12,1,10,NWE 31,21,7,Clinton Portis right end for 3 yards (tackle by Richard Seymour and Tedy Bruschi),3.510,3.370
3,11:49,2,7,NWE 28,21,7,Brian Griese sacked by Willie McGinest for -7 yards,3.370,1.750
3,10:49,3,14,NWE 35,21,7,Brian Griese pass complete to Rod Smith for 5 yards (tackle by Roman Phifer and Victor Green),1.750,1.410
3,10:22,4,9,NWE 30,21,7,Jason Elam 48 yard field goal no good,1.410,-1.470
3,10:17,1,10,NWE 38,21,7,Antowain Smith left tackle for 3 yards (tackle by Lional Dalton),1.470,1.330
3,9:47,2,7,NWE 41,21,7,"Tom Brady pass complete to Antowain Smith for 10 yards (tackle by Denard Walker and John Mobley). Penalty on Joe Andruzzi: Personal Foul, 15 yards",1.330,1.330
3,9:22,1,10,NWE 36,21,7,Tom Brady pass complete to Kevin Faulk for 17 yards (tackle by Denard Walker),1.330,2.460
3,9:22,1,10,DEN 47,21,7,"Tom Brady pass complete to Marc Edwards for no gain. Penalty on Mike Compton: Tripping, 9 yards (no play)",2.460,1.860
3,8:23,1,19,NWE 44,21,7,"Tom Brady pass incomplete intended for David Patten is intercepted by Deltha O'Neal at DEN-4. Penalty on Denard Walker: Defensive Pass Interference, 46 yards (no play)",1.860,4.910
3,8:15,1,10,DEN 10,21,7,Antowain Smith middle for 2 yards (tackle by Keith Washington and John Mobley),4.910,4.570
3,7:39,2,8,DEN 8,21,7,Tom Brady pass incomplete intended for David Patten,4.570,3.580
3,7:33,3,8,DEN 8,21,7,Tom Brady pass incomplete intended for Marc Edwards (defended by Al Wilson),3.580,2.950
3,7:29,4,8,DEN 8,21,10,Adam Vinatieri 26 yard field goal good,2.950,3.000
3,7:29,,,NWE 30,21,10,"Adam Vinatieri kicks off 60 yards, returned by Scottie Montgomery for 22 yards (tackle by Terrell Buckley)",0.000,1.070
3,7:18,1,10,DEN 32,21,10,Clinton Portis middle for 4 yards (tackle by Tedy Bruschi and Bobby Hamilton),1.070,1.070
3,6:41,2,6,DEN 36,21,10,Clinton Portis right tackle for 2 yards (tackle by Otis Smith and Tedy Bruschi),1.070,0.630
3,6:00,3,4,DEN 38,21,10,Brian Griese pass complete to Rod Smith for -1 yards (tackle by Victor Green),0.630,-0.910
3,5:41,4,5,DEN 37,21,10,"Penalty on Lenny Walls: False Start, 5 yards (no play)",-0.910,-1.240
3,5:25,4,10,DEN 32,21,10,Tom Rouen punts 26 yards,-1.240,-1.730
3,5:14,1,10,NWE 42,21,10,Antowain Smith left tackle for 12 yards (tackle by Ian Gold and Denard Walker),1.730,2.520
3,4:28,1,10,DEN 46,21,10,Tom Brady pass incomplete intended for David Patten,2.520,1.980
3,4:28,2,10,DEN 46,21,10,Antowain Smith right end for 2 yards (tackle by Al Wilson and Deltha O'Neal),1.980,1.550
3,3:39,3,8,DEN 44,21,10,Tom Brady pass incomplete intended for Christian Fauria,1.550,0.330
3,3:29,4,8,DEN 44,21,10,"Ken Walter punts 44 yards, touchback",0.330,-0.280
3,3:19,1,10,DEN 20,21,10,Brian Griese pass incomplete intended for Rod Smith,0.280,-0.270
3,3:16,2,10,DEN 20,21,10,Brian Griese pass complete to Ed McCaffrey for 6 yards (tackle by Tebucky Jones),-0.270,-0.160
3,2:37,3,4,DEN 26,21,10,Clinton Portis middle for 3 yards (tackle by Anthony Pleasant and Willie McGinest),-0.160,-1.440
3,1:54,4,1,DEN 29,21,10,"Tom Rouen punts 46 yards, returned by Deion Branch for 40 yards (tackle by Tom Rouen)",-1.440,-3.250
3,1:42,1,10,DEN 35,21,10,Tom Brady pass complete to Troy Brown for 10 yards (tackle by Kenoy Kennedy),3.250,3.910
3,1:18,1,10,DEN 25,21,10,Antowain Smith middle for 5 yards (tackle by Kenoy Kennedy),3.910,4.040
3,0:44,2,5,DEN 20,21,10,Tom Brady pass complete to Troy Brown for 12 yards (tackle by Ian Gold and Al Wilson),4.040,5.370
Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,8,DEN 8,21,16,"Tom Brady pass complete to Christian Fauria for 8 yards, touchdown",5.370,7.000
4,14:55,1,8,DEN 8,,,Timeout #2 by Denver Broncos,5.370,5.370
4,14:55,1,,DEN 8,21,16,"Two Point Attempt: Tom Brady pass incomplete intended for David Patten, conversion fails",1.000,-1.000
4,14:55,,,NWE 30,21,16,"Adam Vinatieri kicks off 64 yards, returned by Scottie Montgomery for 26 yards (tackle by Victor Green)",0.000,1.070
4,14:51,1,10,DEN 32,21,16,Brian Griese pass complete to Ed McCaffrey for 19 yards (tackle by Victor Green),1.070,2.320
4,14:14,1,10,NWE 49,21,16,Brian Griese pass complete to Ed McCaffrey for 21 yards (tackle by Victor Green),2.320,3.710
4,13:33,1,10,NWE 28,21,16,Clinton Portis right guard for 9 yards (tackle by Otis Smith),3.710,4.420
4,12:55,2,1,NWE 19,21,16,Clinton Portis right tackle for 4 yards (tackle by Mike Vrabel and Lawyer Milloy),4.420,4.580
4,12:17,1,10,NWE 15,21,16,Brian Griese pass incomplete intended for Rod Smith,4.580,3.950
4,12:11,2,10,NWE 15,21,16,Brian Griese pass complete to Rod Smith for 7 yards (tackle by Victor Green and Ty Law),3.950,4.450
4,11:28,3,3,NWE 8,21,16,Clinton Portis left guard for 3 yards (tackle by Tebucky Jones and Rick Lyle),4.450,6.060
4,10:59,1,5,NWE 5,21,16,Mike Anderson right guard for 4 yards (tackle by Ted Johnson and Victor Green),6.060,5.910
4,10:28,1,5,NWE 5,,,Timeout #1 by New England Patriots,6.060,5.910
4,10:28,2,1,NWE 1,21,16,Brian Griese pass incomplete intended for Shannon Sharpe,5.910,5.170
4,10:22,3,1,NWE 1,21,16,Mike Anderson left tackle for no gain (tackle by Tedy Bruschi),5.170,3.550
4,9:48,4,1,NWE 1,24,16,Jason Elam 19 yard field goal good,3.550,3.000
4,9:48,,,DEN 30,24,16,"Jason Elam kicks off 59 yards, returned by Kevin Faulk for 21 yards (tackle by Keith Burns)",0.000,1.070
4,9:38,1,10,NWE 32,24,16,Tom Brady pass incomplete intended for Marc Edwards,1.070,0.530
4,9:33,2,10,NWE 32,24,16,Tom Brady pass incomplete intended for Deion Branch,0.530,-0.160
4,9:29,3,10,NWE 32,24,16,Tom Brady sacked by Al Wilson for -8 yards,-0.160,-1.770
4,9:11,4,18,NWE 24,24,16,"Ken Walter punts 37 yards, returned by Deltha O'Neal for 1 yard (tackle by Antwan Harris). Penalty on Antwan Harris: Face Mask (15 Yards), 15 yards",-1.770,-2.590
4,9:03,1,10,NWE 45,24,16,Clinton Portis left end for 8 yards (tackle by Roman Phifer),2.590,3.120
4,8:37,2,2,NWE 37,24,16,Clinton Portis middle for 6 yards (tackle by Tebucky Jones and Lawyer Milloy),3.120,3.510
4,7:54,1,10,NWE 31,24,16,Reuben Droughns left guard for no gain (tackle by Jarvis Green and Tebucky Jones),3.510,2.970
4,7:10,2,10,NWE 31,24,16,Clinton Portis middle for 4 yards (tackle by Mike Vrabel and Willie McGinest),2.970,2.810
4,6:27,3,6,NWE 27,24,16,"Brian Griese pass incomplete intended for Ed McCaffrey is intercepted by Lawyer Milloy at NWE-0. Penalty on Ty Law: Illegal Contact, 5 yards (no play)",2.810,4.110
4,6:21,1,10,NWE 22,24,16,Brian Griese sacked by Tedy Bruschi for -7 yards,4.110,2.620
4,5:51,2,17,NWE 29,24,16,Clinton Portis right tackle for 9 yards (tackle by Lawyer Milloy),2.620,3.140
4,4:58,3,8,NWE 20,24,16,Clinton Portis middle for -1 yards (tackle by Richard Seymour and Willie McGinest),3.140,2.060
4,4:25,4,9,NWE 21,24,16,Jason Elam 39 yard field goal no good,2.060,-0.870
4,4:21,1,10,NWE 29,24,16,Tom Brady pass complete to Troy Brown for 6 yards (tackle by Ian Gold and Montae Reagor),0.870,1.140
4,3:48,2,4,NWE 35,24,16,Tom Brady pass complete to Troy Brown for 8 yards (tackle by Al Wilson),1.140,1.800
4,3:11,1,10,NWE 43,24,16,Tom Brady pass incomplete intended for Antowain Smith,1.800,1.250
4,3:08,2,10,NWE 43,24,16,"Penalty on Joe Andruzzi: False Start, 5 yards (no play)",1.250,0.580
4,3:08,2,15,NWE 38,24,16,Tom Brady sacked by Trevor Pryce for -7 yards,0.580,-1.020
4,2:39,3,22,NWE 31,24,16,Tom Brady pass incomplete intended for Deion Branch,-1.020,-1.310
4,2:28,4,22,NWE 31,24,16,"Ken Walter punts 43 yards, fair catch by Deltha O'Neal",-1.310,-0.670
4,2:21,1,10,DEN 26,24,16,Clinton Portis right guard for 1 yard (tackle by Willie McGinest and Roman Phifer),0.670,0.270
4,2:16,1,10,DEN 26,,,Timeout #2 by New England Patriots,0.670,0.270
4,2:16,2,9,DEN 27,24,16,Rod Smith left end for 1 yard (tackle by Victor Green and Rick Lyle),0.270,-0.300
4,2:00,3,8,DEN 28,24,16,Brian Griese pass complete to Ashley Lelie for 40 yards (tackle by Otis Smith),-0.300,3.450
4,1:09,3,8,DEN 28,,,Timeout #3 by Denver Broncos,-0.300,3.450
4,1:08,1,10,NWE 32,24,16,Brian Griese kneels for -1 yards,3.450,2.770
4,0:27,2,11,NWE 33,24,16,Brian Griese kneels for -1 yards,2.770,1.950
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
