Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
2,7:54,2,10,KAN 13,14,12,"Philip Rivers pass complete short left to Austin Ekeler for 13 yards, touchdown, touchdown",4.050,7.000
2,7:47,,,KAN 2,14,12,"Two Point Attempt: Philip Rivers pass incomplete intended for Mike Williams, conversion fails",0.000,-1.000
2,7:47,,,LAC 35,14,12,"Caleb Sturgis kicks off 65 yards, touchback.",0.000,0.610
2,7:47,1,10,KAN 25,14,12,Kareem Hunt left guard for 3 yards (tackle by Kyle Emanuel),0.610,0.470
2,7:08,2,7,KAN 28,14,12,Patrick Mahomes right end for 8 yards (tackle by Isaac Rochell),0.470,1.330
2,6:31,1,10,KAN 36,14,12,Kareem Hunt up the middle for 3 yards (tackle by Jahleel Addae and Isaac Rochell),1.330,1.200
2,5:53,2,7,KAN 39,14,12,Kareem Hunt left end for 6 yards (tackle by Kyzir White),1.200,1.290
2,5:10,,,,,,Timeout #1 by Kansas City Chiefs,,
2,5:10,3,1,KAN 45,14,12,Spencer Ware up the middle for 1 yard (tackle by Kyzir White),1.290,1.990
2,4:29,1,10,KAN 46,14,12,Patrick Mahomes pass complete short middle to Tyreek Hill for 5 yards (tackle by Desmond King),1.990,2.130
2,3:53,2,5,LAC 49,14,12,Kareem Hunt right end for 13 yards (tackle by Derwin James),2.130,3.180
2,3:19,1,10,LAC 36,14,12,Damien Williams right end for no gain (tackle by Justin Jones and Melvin Ingram),3.180,2.640
2,2:45,2,10,LAC 36,14,12,Patrick Mahomes pass incomplete short left intended for Sammy Watkins (defended by Damion Square),2.640,1.950
2,2:42,3,10,LAC 36,14,12,Patrick Mahomes pass complete short left to Spencer Ware for 8 yards,1.950,1.700
2,2:04,4,2,LAC 28,17,12,Harrison Butker 46 yard field goal good,1.700,3.000
2,2:00,,,KAN 35,17,12,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,2:00,1,10,LAC 25,17,12,Melvin Gordon up the middle for 5 yards (tackle by Chris Jones),0.610,0.740
2,1:27,2,5,LAC 30,17,12,"Philip Rivers pass complete short left to Travis Benjamin for 1 yard (tackle by Terrance Smith). Penalty on Tyrell Williams: Illegal Block Above the Waist, 10 yards",0.740,-0.480
2,1:15,2,14,LAC 21,17,12,Philip Rivers pass incomplete deep middle intended for Travis Benjamin,-0.480,-1.150
2,1:09,3,14,LAC 21,17,12,Philip Rivers pass incomplete short right,-1.150,-1.960
2,1:06,4,14,LAC 21,17,12,"Drew Kaser punts 63 yards, returned by Tyreek Hill for 4 yards. Penalty on Marcus Kemp: Illegal Block Above the Waist, 10 yards",-1.960,0.380
2,0:51,1,10,KAN 10,17,12,Spencer Ware right tackle for 27 yards (tackle by Desmond King and Adrian Phillips),-0.380,1.400
2,0:38,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:38,1,10,KAN 37,17,12,"Penalty on Chris Landrum: Neutral Zone Infraction, 5 yards (no play)",1.400,2.130
2,0:38,1,5,KAN 42,17,12,Patrick Mahomes pass complete deep left to Tyreek Hill for 20 yards (tackle by Jahleel Addae),2.130,3.050
2,0:20,1,10,LAC 38,17,12,"Patrick Mahomes pass complete short middle (tackle by Jahleel Addae). Penalty on Cameron Erving: Offensive Holding, 10 yards (no play)",3.050,2.390
2,0:13,1,20,LAC 48,17,12,"Patrick Mahomes pass complete short middle to Damien Williams for no gain. Penalty on Cameron Erving: Offensive Holding, 10 yards (no play)",2.390,1.160
2,0:02,2,20,LAC 48,17,12,Patrick Mahomes pass incomplete deep middle intended for Travis Kelce (defended by Desmond King),1.160,0.500
Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAC 35,17,12,"Caleb Sturgis kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,KAN 25,17,12,Patrick Mahomes pass complete short middle to Tyreek Hill for 21 yards,0.610,1.990
3,14:26,1,10,KAN 46,17,12,Kareem Hunt right end for 7 yards (tackle by Denzel Perryman and Derwin James),1.990,2.400
3,13:46,2,3,LAC 47,17,12,Kareem Hunt up the middle for 5 yards (tackle by Kyzir White and Jahleel Addae),2.400,2.790
3,13:04,1,10,LAC 42,17,12,Patrick Mahomes pass incomplete short right intended for Travis Kelce,2.790,2.240
3,12:59,2,10,LAC 42,17,12,Patrick Mahomes up the middle for 7 yards (tackle by Casey Hayward),2.240,2.480
3,12:16,3,3,LAC 35,17,12,"Penalty on Melvin Ingram: Defensive Offside, 5 yards (no play)",2.480,3.580
3,11:57,1,10,LAC 30,17,12,Kareem Hunt up the middle for 3 yards (tackle by Justin Jones and Denzel Perryman),3.580,3.440
3,11:21,2,7,LAC 27,17,12,Tyreek Hill left end for 7 yards,3.440,4.240
3,10:42,1,10,LAC 20,17,12,Patrick Mahomes pass incomplete short left intended for Travis Kelce (defended by Trevor Williams),4.240,3.690
3,10:38,2,10,LAC 20,17,12,Patrick Mahomes pass complete deep middle to Sammy Watkins for 16 yards (tackle by Trevor Williams),3.690,6.280
3,9:55,1,4,LAC 4,17,12,"Patrick Mahomes up the middle for 2 yards (tackle by Justin Jones and Kyzir White). Penalty on Justin Jones: Face Mask (15 Yards), 1 yard",6.280,6.970
3,9:29,1,1,LAC 1,23,12,"Patrick Mahomes pass complete short middle to De'Anthony Thomas for 1 yard, touchdown",6.970,7.000
3,9:25,,,LAC 15,24,12,Harrison Butker kicks extra point good,0.000,0.000
3,9:25,,,KAN 35,24,12,"Harrison Butker kicks off 69 yards, returned by JJ Jones for 13 yards (tackle by Marcus Kemp and Armani Watts)",0.000,-0.380
3,9:18,1,10,LAC 9,24,12,Philip Rivers pass complete short left to Melvin Gordon for 11 yards (tackle by Eric Murray and Anthony Hitchens),-0.380,0.280
3,8:38,1,10,LAC 20,24,12,Philip Rivers pass complete short left to Melvin Gordon for 20 yards (tackle by Ron Parker),0.280,1.600
3,7:53,1,10,LAC 40,24,12,Austin Ekeler left tackle for 7 yards (tackle by Steven Nelson and Xavier Williams),1.600,2.000
3,7:13,2,3,LAC 47,24,12,Philip Rivers pass complete short right to Keenan Allen for 16 yards (tackle by Steven Nelson),2.000,3.120
3,6:34,1,10,KAN 37,24,12,Melvin Gordon left tackle for no gain (tackle by Dee Ford),3.120,2.570
3,5:49,2,10,KAN 37,24,12,"Philip Rivers pass incomplete short left intended for Virgil Green. Penalty on Eric Murray: Defensive Holding, 5 yards (no play)",2.570,3.450
3,5:44,1,10,KAN 32,24,12,Melvin Gordon up the middle for -2 yards (tackle by Chris Jones),3.450,2.630
3,5:04,2,12,KAN 34,24,12,Melvin Gordon right end for 8 yards (tackle by Ron Parker),2.630,3.010
3,4:21,3,4,KAN 26,24,12,Philip Rivers pass short left intended for Tyrell Williams is intercepted by Ron Parker at KC-14 and returned for no gain,3.010,0.280
3,4:16,1,10,KAN 14,24,12,Kareem Hunt right guard for no gain (tackle by Denzel Perryman),-0.280,-0.750
3,3:39,2,10,KAN 14,24,12,Tyreek Hill left end for -3 yards (tackle by Desmond King),-0.750,-1.770
3,2:54,3,13,KAN 11,24,12,Patrick Mahomes pass complete deep right to Tyreek Hill for 34 yards (tackle by Desmond King),-1.770,1.930
3,2:10,1,10,KAN 45,24,12,Kareem Hunt right end for 4 yards (tackle by Damion Square),1.930,1.920
3,1:30,2,6,KAN 49,24,12,Patrick Mahomes pass complete short left to Chris Conley for 15 yards (tackle by Trevor Williams),1.920,3.180
3,0:55,1,10,LAC 36,30,12,"Patrick Mahomes pass complete deep left to Anthony Sherman for 36 yards, touchdown",3.180,7.000
3,0:48,,,LAC 15,31,12,Harrison Butker kicks extra point good,0.000,0.000
3,0:48,,,KAN 35,31,12,"Harrison Butker kicks off 70 yards, returned by JJ Jones for 23 yards. Penalty on Kyle Emanuel: Offensive Holding, 9 yards",0.000,-0.380
3,0:42,1,10,LAC 9,31,12,Philip Rivers pass complete short left to Keenan Allen for 20 yards (tackle by Eric Murray and Steven Nelson),-0.380,0.870
3,0:15,1,10,LAC 29,31,12,Philip Rivers pass complete short left to Keenan Allen for 5 yards (tackle by Steven Nelson),0.870,1.000
Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,LAC 34,31,12,Philip Rivers pass incomplete short left intended for Melvin Gordon,1.000,0.300
4,14:57,3,5,LAC 34,31,12,Philip Rivers pass complete deep middle to Mike Williams for 25 yards (tackle by Eric Murray and Anthony Hitchens),0.300,2.850
4,14:18,1,10,KAN 41,31,12,Philip Rivers pass complete short left to Virgil Green for 6 yards (tackle by Reggie Ragland and Anthony Hitchens),2.850,3.120
4,13:34,2,4,KAN 35,31,12,Philip Rivers pass complete short right to Mike Williams for 7 yards (tackle by Reggie Ragland and Kendall Fuller),3.120,3.710
4,13:01,1,10,KAN 28,31,12,Philip Rivers pass incomplete deep right intended for Keenan Allen,3.710,3.170
4,12:53,2,10,KAN 28,31,12,Philip Rivers pass complete short right to Melvin Gordon for 8 yards (tackle by Dee Ford),3.170,3.530
4,12:09,3,2,KAN 20,31,18,"Philip Rivers pass complete deep right to Keenan Allen for 20 yards, touchdown",3.530,7.000
4,12:04,,,KAN 2,31,20,"Two Point Attempt: Philip Rivers pass complete to Antonio Gates, conversion succeeds",0.000,1.000
4,12:04,,,LAC 35,31,20,"Caleb Sturgis kicks off 68 yards, returned by De'Anthony Thomas for 26 yards (tackle by Adrian Phillips)",0.000,0.480
4,11:58,1,10,KAN 23,31,20,Kareem Hunt up the middle for 4 yards (tackle by Casey Hayward),0.480,0.470
4,11:20,2,6,KAN 27,31,20,Kareem Hunt left guard for no gain (tackle by Isaac Rochell),0.470,-0.230
4,10:41,3,6,KAN 27,31,20,Patrick Mahomes pass incomplete short right,-0.230,-1.570
4,10:35,4,6,KAN 27,31,20,"Dustin Colquitt punts 67 yards, muffed catch by JJ Jones, recovered by JJ Jones at LAC-6, returned by JJ Jones for -4 yards (tackle by De'Anthony Thomas). JJ Jones fumbles (forced by De'Anthony Thomas), recovered by James Winchester at LAC-2",-1.570,6.740
4,10:22,1,2,LAC 2,31,20,Patrick Mahomes right end for 1 yard (tackle by Casey Hayward),6.740,5.910
4,9:52,2,1,LAC 1,31,20,Patrick Mahomes pass incomplete short right intended for Kareem Hunt,5.910,5.170
4,9:47,3,1,LAC 1,37,20,"Patrick Mahomes pass complete short middle to Tyreek Hill for 1 yard, touchdown",5.170,7.000
4,9:42,,,LAC 15,38,20,Harrison Butker kicks extra point good,0.000,0.000
4,9:42,,,KAN 35,38,20,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,9:42,1,10,LAC 25,38,20,"Penalty on Sam Tevi: False Start, 5 yards (no play)",0.610,0.280
4,9:42,1,15,LAC 20,38,20,"Philip Rivers up the middle for no gain (tackle by Chris Jones). Penalty on Mike Pouncey: Offensive Holding, 10 yards (no play)",0.280,-0.950
4,9:11,1,25,LAC 10,38,20,Melvin Gordon up the middle for 6 yards (tackle by Chris Jones and Terrance Smith),-0.950,-1.290
4,8:36,2,19,LAC 16,38,20,Philip Rivers pass complete deep left to Mike Williams for 23 yards (tackle by Eric Murray),-1.290,1.530
4,8:07,1,10,LAC 39,38,20,Philip Rivers pass complete short middle to Antonio Gates for 9 yards (tackle by Eric Murray),1.530,2.200
4,7:42,2,1,LAC 48,38,20,Philip Rivers pass complete short middle to Antonio Gates for 7 yards (tackle by Anthony Hitchens),2.200,2.590
4,7:13,1,10,KAN 45,38,20,Austin Ekeler up the middle for 10 yards (tackle by Ron Parker and Tanoh Kpassagnon),2.590,3.250
4,6:36,1,10,KAN 35,38,20,Philip Rivers pass incomplete short middle intended for Melvin Gordon,3.250,2.700
4,6:32,2,10,KAN 35,38,20,Philip Rivers pass complete short left to Keenan Allen for 8 yards (tackle by Tanoh Kpassagnon),2.700,3.070
4,5:56,3,2,KAN 27,38,20,Philip Rivers pass incomplete short left intended for Melvin Gordon,3.070,1.800
4,5:52,4,2,KAN 27,38,20,Philip Rivers pass complete short right to Keenan Allen for 23 yards (tackle by Kendall Fuller),1.800,6.280
4,5:08,1,4,KAN 4,38,26,"Philip Rivers pass complete short right to Tyrell Williams for 4 yards, touchdown",6.280,7.000
4,5:01,,,KAN 2,38,28,"Two Point Attempt: Melvin Gordon rushes, conversion succeeds.",0.000,1.000
4,5:01,,,LAC 35,38,28,"Caleb Sturgis kicks off 47 yards, returned by De'Anthony Thomas for 7 yards (tackle by Kyzir White and Jatavis Brown)",0.000,0.610
4,4:54,1,10,KAN 25,38,28,Kareem Hunt right end for -1 yards (tackle by Darius Philon and Denzel Perryman),0.610,-0.070
4,4:09,2,11,KAN 24,38,28,Patrick Mahomes pass complete short left to Sammy Watkins for 1 yard (tackle by Desmond King),-0.070,-0.620
4,3:25,3,10,KAN 25,38,28,Patrick Mahomes pass incomplete short right,-0.620,-1.700
4,3:18,4,10,KAN 25,38,28,"Dustin Colquitt punts 60 yards, returned by Travis Benjamin for -1 yards (tackle by Marcus Kemp)",-1.700,0.280
4,3:05,1,10,LAC 14,38,28,Philip Rivers pass incomplete deep right intended for Travis Benjamin (defended by Ron Parker),-0.280,-0.750
4,2:56,2,10,LAC 14,38,28,Philip Rivers pass complete short middle to Melvin Gordon for 16 yards (tackle by Anthony Hitchens),-0.750,0.940
4,2:29,1,10,LAC 30,38,28,Philip Rivers pass complete short middle to Melvin Gordon for 13 yards (tackle by Kendall Fuller and Terrance Smith),0.940,1.800
4,2:03,1,10,LAC 43,38,28,Philip Rivers pass complete short middle to Austin Ekeler for 17 yards (tackle by Anthony Hitchens),1.800,2.920
4,1:57,1,10,KAN 40,38,28,Philip Rivers pass complete short left to Mike Williams for 12 yards,2.920,3.710
4,1:51,1,10,KAN 28,38,28,Philip Rivers pass incomplete deep middle intended for Travis Benjamin,3.710,3.170
4,1:45,2,10,KAN 28,38,28,Philip Rivers pass incomplete deep right intended for Keenan Allen (defended by Orlando Scandrick),3.170,2.480
4,1:40,3,10,KAN 28,38,28,Philip Rivers pass complete short right to Melvin Gordon for -2 yards (tackle by Anthony Hitchens),2.480,1.410
4,1:11,4,12,KAN 30,38,28,Caleb Sturgis 48 yard field goal no good,1.410,-1.470
4,1:06,1,10,KAN 38,38,28,Kareem Hunt up the middle for 4 yards (tackle by Kyle Emanuel),1.470,1.460
4,1:00,,,,,,Timeout #1 by Los Angeles Chargers,,
4,1:00,2,6,KAN 42,38,28,Kareem Hunt right end for -2 yards (tackle by Chris Landrum and Kyle Emanuel),1.460,0.500
4,0:53,,,,,,Timeout #2 by Los Angeles Chargers,,
4,0:53,3,8,KAN 40,38,28,Kareem Hunt up the middle for -4 yards (tackle by Kyle Emanuel),0.500,-0.980
4,0:50,,,,,,Timeout #3 by Los Angeles Chargers,,
4,0:50,4,12,KAN 36,38,28,Dustin Colquitt punts 44 yards,-0.980,-0.280
4,0:36,1,10,LAC 20,38,28,Philip Rivers pass incomplete deep left intended for Mike Williams (defended by Steven Nelson),0.280,-0.270
4,0:31,2,10,LAC 20,38,28,Philip Rivers pass complete short middle to Mike Williams for 14 yards (tackle by Terrance Smith),-0.270,1.200
4,0:10,1,10,LAC 34,38,28,Philip Rivers pass incomplete deep right intended for Antonio Gates,1.200,0.660
4,0:07,2,10,LAC 34,38,28,Philip Rivers pass complete short middle to Austin Ekeler for 18 yards (tackle by Anthony Hitchens and Terrance Smith),0.660,2.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
