Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyler Conklin,NYJ,5,4,67,0,2,29,7.3,38,9.5,7.4,0,,0,0.0,0,118.7
Michael Carter,NYJ,3,3,14,0,,-3,-1.0,17,5.7,-1.0,1,3.0,0,0.0,0,86.1
Breece Hall,NYJ,3,3,17,0,1,-5,-1.7,22,7.3,-1.7,0,,0,0.0,0,90.3
Allen Lazard,NYJ,4,3,33,0,3,26,8.7,7,2.3,9.3,0,,1,25.0,0,99.0
Garrett Wilson,NYJ,7,3,54,0,3,43,14.3,11,3.7,15.3,1,3.0,1,14.3,1,30.4
C.J. Uzomah,NYJ,2,2,12,0,1,2,1.0,10,5.0,1.0,0,,0,0.0,0,91.7
Jeremy Ruckert,NYJ,1,1,2,0,,-1,-1.0,3,3.0,-1.0,0,,0,0.0,0,79.2
Randall Cobb,NYJ,1,0,0,0,,0,,0,,7.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jerry Jeudy,DEN,7,6,50,0,3,33,5.5,17,2.8,9.3,1,6.0,0,0.0,0,96.4
Samaje Perine,DEN,5,4,73,0,3,0,0.0,73,18.3,0.6,1,4.0,0,0.0,0,118.7
Adam Trautman,DEN,5,4,26,1,2,17,4.3,9,2.3,7.4,0,,0,0.0,0,127.9
Jaleel McLaughlin,DEN,4,3,21,1,1,-10,-3.3,31,10.3,-1.3,1,3.0,0,0.0,0,126.0
Brandon Johnson,DEN,1,1,9,0,,-1,-1.0,10,10.0,-1.0,0,,0,0.0,0,104.2
Marvin Mims,DEN,1,1,4,0,,-4,-4.0,8,8.0,-4.0,1,1.0,0,0.0,0,83.3
Courtland Sutton,DEN,3,1,13,0,1,13,13.0,0,0.0,13.3,0,,0,0.0,0,47.9
Nate Adkins,DEN,1,0,0,0,,0,,0,,-3.0,0,,1,100.0,0,39.6
