#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,STL 20,4,3:10,20,Punt
2,1,8:12,STL 15,5,2:38,8,Punt
3,1,3:45,STL 41,3,1:40,59,Touchdown
4,1,0:05,STL 28,8,3:58,23,Punt
5,2,10:14,STL 43,3,2:07,7,Punt
6,2,6:27,BAL 42,3,0:58,1,Punt
7,3,11:09,STL 28,3,1:09,4,Punt
8,3,9:37,STL 40,2,0:36,2,Fumble
9,3,7:35,BAL 49,3,1:21,49,Touchdown
10,3,4:21,STL 13,5,2:56,12,Punt
11,4,15:00,STL 30,2,0:35,12,Fumble
12,4,11:11,STL 20,4,2:10,12,Punt
13,4,5:12,STL 20,9,3:31,46,Missed FG
14,4,1:13,STL 41,3,0:19,0,Fumble
