Quarter,Time,Down,ToGo,Location,SEA,CHI,Detail,EPB,EPA
2,9:30,3,7,SEA 39,7,14,Matt Hasselbeck pass incomplete short right intended for Darrell Jackson (defended by Charles Tillman),0.500,-0.780
2,9:24,4,7,SEA 39,7,14,"Ryan Plackemeier punts 40 yards, muffed catch by Devin Hester, recovered by Devin Hester and returned for no gain",-0.780,-0.040
2,9:15,1,10,CHI 18,7,14,Cedric Benson right end for 9 yards (tackle by Jordan Babineaux and Julian Peterson),0.040,0.820
2,8:34,2,1,CHI 27,7,14,Cedric Benson right guard for 3 yards (tackle by Grant Wistrom and Chartric Darby),0.820,0.940
2,7:59,1,10,CHI 30,7,14,Rex Grossman pass incomplete short right intended for Jason McKie,0.940,0.390
2,7:54,2,10,CHI 30,7,14,Rex Grossman pass complete short left to Mark Bradley for 5 yards (tackle by Kelly Jennings and Julian Peterson),0.390,0.370
2,7:22,3,5,CHI 35,7,14,Rex Grossman pass incomplete deep middle intended for Bernard Berrian,0.370,-1.040
2,7:18,4,5,CHI 35,7,14,"Brad Maynard punts 45 yards, returned by Nate Burleson for 2 yards (tackle by Brendon Ayanbadejo)",-1.040,-0.410
2,7:08,1,10,SEA 22,7,14,Maurice Morris left end for 5 yards (tackle by Alfonso Boone),0.410,0.540
2,6:35,2,5,SEA 27,7,14,Matt Hasselbeck pass complete short right to Darrell Jackson for 3 yards (tackle by Charles Tillman),0.540,0.230
2,5:55,3,2,SEA 30,7,14,Matt Hasselbeck pass incomplete short left intended for Darrell Jackson,0.230,-1.370
2,5:51,4,2,SEA 30,7,14,"Ryan Plackemeier punts 34 yards, muffed catch by Devin Hester, recovered by Devin Hester and returned for no gain",-1.370,-1.730
2,5:42,1,10,CHI 42,7,14,Thomas Jones right guard for 1 yard (tackle by Grant Wistrom and Bryce Fisher),1.730,1.320
2,5:07,2,9,CHI 43,7,14,Rex Grossman pass complete short right to Jason McKie for 2 yards (tackle by LeRoy Hill),1.320,0.890
2,4:27,3,7,CHI 45,7,14,"Rex Grossman sacked by Julian Peterson for -17 yards. Rex Grossman fumbles (forced by Julian Peterson), recovered by Chartric Darby at CHI-26 (tackle by Ruben Brown)",0.890,-3.840
2,4:19,1,10,CHI 26,7,14,Shaun Alexander left tackle for 13 yards (tackle by Lance Briggs),3.840,4.710
2,3:43,1,10,CHI 13,7,14,Matt Hasselbeck pass incomplete short right intended for Bobby Engram,4.710,4.050
2,3:38,2,10,CHI 13,7,14,Shaun Alexander left guard for 7 yards (tackle by Ricky Manning),4.050,4.560
2,2:57,3,3,CHI 6,7,14,Shaun Alexander left guard for 2 yards (tackle by Danieal Manning),4.560,3.040
2,2:34,4,1,CHI 4,13,14,"Shaun Alexander right guard for 4 yards, touchdown",3.040,7.000
2,,,,CHI 2,14,14,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,14,14,"Josh Brown kicks off 47 yards, returned by Gabe Reid for 20 yards (tackle by Niko Koutouvides)",0.000,1.800
2,2:23,1,10,CHI 43,14,14,Thomas Jones right tackle for 2 yards (tackle by Lofa Tatupu and Rocky Bernard),1.800,1.520
2,2:00,2,8,CHI 45,14,14,Rex Grossman pass complete deep left to Muhsin Muhammad for 21 yards (tackle by Michael Boulware and Kelly Jennings),1.520,3.310
2,1:39,1,10,SEA 34,14,14,Rex Grossman pass complete short left to Rashied Davis for 18 yards (tackle by Lofa Tatupu),3.310,4.510
2,1:26,,,,14,14,Timeout #1 by Chicago Bears,0.000,4.510
2,1:26,1,10,SEA 16,14,14,Rex Grossman pass incomplete deep left intended for Bernard Berrian,4.510,3.900
2,1:20,2,10,SEA 16,14,14,Rex Grossman pass incomplete short middle intended for Thomas Jones (defended by Julian Peterson),3.900,3.080
2,1:15,3,10,SEA 16,14,14,Rex Grossman pass complete short left to Muhsin Muhammad for 9 yards (tackle by LeRoy Hill),3.080,3.010
2,0:52,,,,14,14,Timeout #2 by Chicago Bears,0.000,0.000
2,0:52,,,,14,14,Timeout #1 by Seattle Seahawks,0.000,3.010
2,0:52,4,1,SEA 7,14,20,"Thomas Jones right tackle for 7 yards, touchdown",3.010,7.000
2,,,,SEA 2,14,21,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 30,14,21,"Robbie Gould kicks off 67 yards, returned by Nate Burleson for 26 yards (tackle by Danieal Manning)",0.000,0.870
2,0:41,1,10,SEA 29,14,21,Matt Hasselbeck sacked by Alex Brown for -1 yards,0.870,0.190
2,0:09,2,11,SEA 28,14,21,Maurice Morris left tackle for 6 yards (tackle by Tank Johnson and Adewale Ogunleye),0.190,0.300
Quarter,Time,Down,ToGo,Location,SEA,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,14,21,"Robbie Gould kicks off 67 yards, returned by Nate Burleson for 26 yards (tackle by Ricky Manning)",0.000,0.870
3,14:55,1,10,SEA 29,14,21,Matt Hasselbeck pass complete short right to Bobby Engram for 8 yards (tackle by Charles Tillman),0.870,1.410
3,14:22,2,2,SEA 37,14,21,Shaun Alexander right guard for 4 yards (tackle by Chris Harris),1.410,1.660
3,13:46,1,10,SEA 41,14,21,Matt Hasselbeck pass complete short left to Bobby Engram for 16 yards (tackle by Nathan Vasher),1.660,2.720
3,13:11,1,10,CHI 43,14,21,Matt Hasselbeck pass complete short middle to Bobby Engram for 8 yards (tackle by Charles Tillman),2.720,3.260
3,12:35,2,2,CHI 35,14,21,Shaun Alexander left guard for 5 yards (tackle by Alex Brown),3.260,3.580
3,12:02,1,10,CHI 30,14,21,Shaun Alexander left tackle for 1 yard (tackle by Ian Scott and Charles Tillman),3.580,3.170
3,11:25,2,9,CHI 29,14,21,Matt Hasselbeck left guard for 8 yards (tackle by Hunter Hillenmeyer),3.170,3.530
3,10:40,3,1,CHI 21,14,21,Shaun Alexander right end for -1 yards (tackle by Lance Briggs),3.530,2.120
3,10:01,4,2,CHI 22,17,21,Josh Brown 40 yard field goal good,2.120,3.000
3,,,,SEA 30,17,21,"Josh Brown kicks off 54 yards, returned by Devin Hester for 15 yards (tackle by Kevin Bentley)",0.000,1.000
3,9:52,1,10,CHI 31,17,21,Thomas Jones right guard for 2 yards (tackle by Jordan Babineaux),1.000,0.730
3,9:16,2,8,CHI 33,17,21,"Rex Grossman pass incomplete short right intended for Muhsin Muhammad. Penalty on Jordan Babineaux: Defensive Pass Interfere, 1 yards (no play)",0.730,1.200
3,9:14,1,10,CHI 34,17,21,Rex Grossman sacked by Grant Wistrom for -6 yards,1.200,-0.150
3,8:40,2,16,CHI 28,17,21,Thomas Jones right guard for 1 yard (tackle by Chartric Darby),-0.150,-0.690
3,8:01,3,15,CHI 29,17,21,Rex Grossman sacked by Rocky Bernard for -6 yards,-0.690,-1.830
3,7:30,4,21,CHI 23,17,21,"Brad Maynard punts 43 yards, returned by Nate Burleson for no gain. Penalty on Dante Wesley: Interference with Opport, 15 yards",-1.830,-2.190
3,7:22,1,10,SEA 49,17,21,"Penalty on Mack Strong: False Start, 5 yards (no play)",2.190,1.860
3,7:22,1,15,SEA 44,17,21,Shaun Alexander left end for no gain (tackle by Mark Anderson),1.860,0.970
3,6:58,2,15,SEA 44,17,21,Matt Hasselbeck pass complete short right to Deion Branch for 11 yards (tackle by Charles Tillman and Brian Urlacher),0.970,1.750
3,6:15,3,4,CHI 45,17,21,Matt Hasselbeck pass complete deep right to Deion Branch for 22 yards (tackle by Charles Tillman),1.750,4.040
3,5:52,1,10,CHI 23,17,21,Shaun Alexander left guard for 10 yards (tackle by Chris Harris and Danieal Manning),4.040,4.710
3,5:12,1,10,CHI 13,17,21,Matt Hasselbeck pass incomplete short right intended for Jerramy Stevens (defended by Hunter Hillenmeyer),4.710,4.050
3,5:07,2,10,CHI 13,17,21,Matt Hasselbeck pass incomplete short left intended for Jerramy Stevens,4.050,3.120
3,5:03,3,10,CHI 13,23,21,"Shaun Alexander left guard for 13 yards, touchdown",3.120,7.000
3,,,,CHI 2,24,21,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,24,21,"Josh Brown kicks off 50 yards, returned by Devin Hester for 18 yards (tackle by Marquis Cooper)",0.000,1.470
3,4:53,1,10,CHI 38,24,21,Rex Grossman pass complete short middle to Desmond Clark for 13 yards (tackle by LeRoy Hill),1.470,2.320
3,4:27,1,10,SEA 49,24,21,"Penalty on CHI: Illegal Substitution, 5 yards (no play)",2.320,1.990
3,4:16,1,15,CHI 46,24,21,Rex Grossman pass complete deep right to Bernard Berrian for 21 yards (tackle by Kelly Jennings),1.990,3.380
3,3:37,1,10,SEA 33,24,21,"Rex Grossman pass incomplete deep left intended for Muhsin Muhammad. Penalty on Kelly Jennings: Illegal Contact, 5 yards (no play)",3.380,3.710
3,3:31,1,10,SEA 28,24,21,Thomas Jones left end for 4 yards (tackle by Russell Davis),3.710,3.710
3,2:53,2,6,SEA 24,24,21,Rex Grossman pass complete short middle to Bernard Berrian for 6 yards (tackle by Julian Peterson),3.710,4.370
3,2:11,1,10,SEA 18,24,21,Thomas Jones left guard for 1 yard (tackle by Michael Boulware),4.370,3.940
3,1:28,2,9,SEA 17,24,21,Rex Grossman pass complete short left to Gabe Reid for 5 yards (tackle by Bryce Fisher and Jordan Babineaux),3.940,4.030
3,0:43,3,4,SEA 12,24,21,Rex Grossman pass complete short right to Rashied Davis for -1 yards (tackle by Michael Boulware),4.030,2.620
3,0:04,4,5,SEA 13,24,21,"Penalty on LeRoy Hill: Defensive Delay of Game, 5 yards (no play)",2.620,5.370
Quarter,Time,Down,ToGo,Location,SEA,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,8,SEA 8,24,21,Thomas Jones right tackle for no gain (tackle by Michael Boulware and Grant Wistrom),5.370,4.570
4,14:27,2,8,SEA 8,24,21,"Penalty on Bernard Berrian: False Start, 5 yards (no play)",4.570,3.720
4,14:09,2,13,SEA 13,24,21,Rex Grossman pass complete short right to Thomas Jones for 3 yards (tackle by Jordan Babineaux),3.720,3.130
4,13:40,3,10,SEA 10,24,21,Rex Grossman pass incomplete short right intended for Muhsin Muhammad is intercepted by Pete Hunter at SEA-5 and returned for 16 yards,3.130,-0.340
4,13:31,1,10,SEA 21,24,21,Matt Hasselbeck pass incomplete deep right intended for Bobby Engram is intercepted by Ricky Manning at SEA-38 and returned for 6 yards,0.340,-3.450
4,13:19,1,10,SEA 32,24,21,Cedric Benson left end for 1 yard (tackle by Rocky Bernard),3.450,3.040
4,12:42,2,9,SEA 31,24,21,Rex Grossman pass incomplete deep right intended for Bernard Berrian,3.040,2.340
4,12:37,3,9,SEA 31,24,21,Rex Grossman pass incomplete deep left intended for Bernard Berrian,2.340,1.320
4,12:32,4,9,SEA 31,24,21,"Penalty on Brad Maynard: Delay of Game, 5 yards (no play)",1.320,0.880
4,12:32,4,14,SEA 36,24,21,Brad Maynard punts 29 yards,0.880,0.380
4,12:26,1,10,SEA 7,24,21,Shaun Alexander left tackle for -1 yards (tackle by Hunter Hillenmeyer),-0.380,-0.850
4,11:45,2,11,SEA 6,24,21,Matt Hasselbeck pass complete short right to Jerramy Stevens for 10 yards (tackle by Lance Briggs and Charles Tillman),-0.850,-0.370
4,11:07,3,1,SEA 16,24,21,Matt Hasselbeck sacked by Adewale Ogunleye for -6 yards,-0.370,-2.490
4,10:33,4,7,SEA 10,24,21,"Ryan Plackemeier punts 52 yards, muffed catch by Devin Hester, recovered by Devin Hester and returned for 66 yards. Penalty on Ricky Manning: Illegal Block Above the , 10 yards",-2.490,-0.870
4,10:15,1,10,CHI 29,24,21,Rex Grossman pass complete short left to Cedric Benson for 9 yards (tackle by Kelly Jennings),0.870,1.540
4,9:38,2,1,CHI 38,24,21,Rex Grossman pass complete short middle to Cedric Benson for 11 yards (tackle by LeRoy Hill),1.540,2.190
4,9:03,1,10,CHI 49,24,21,Rex Grossman pass incomplete short middle intended for Cedric Benson,2.190,1.650
4,8:58,2,10,CHI 49,24,21,Cedric Benson left guard for 8 yards (tackle by LeRoy Hill and Ken Hamlin),1.650,2.010
4,8:20,3,2,SEA 43,24,21,Thomas Jones right end for 9 yards (tackle by Lofa Tatupu),2.010,3.310
4,7:34,1,10,SEA 34,24,21,Cedric Benson right tackle for 4 yards (tackle by Grant Wistrom),3.310,3.310
4,6:54,2,6,SEA 30,24,21,Rex Grossman pass complete short left to Cedric Benson for 4 yards (tackle by Grant Wistrom),3.310,3.140
4,6:20,3,2,SEA 26,24,21,Cedric Benson left guard for 2 yards (tackle by Lofa Tatupu),3.140,3.970
4,5:46,1,10,SEA 24,24,21,Cedric Benson left tackle for no gain (tackle by Grant Wistrom),3.970,3.430
4,5:08,2,10,SEA 24,24,21,Rex Grossman pass incomplete short right intended for Jason McKie,3.430,2.740
4,5:04,3,10,SEA 24,24,21,Thomas Jones left tackle for 1 yard (tackle by Chartric Darby and Bryce Fisher),2.740,1.930
4,4:28,4,9,SEA 23,24,24,Robbie Gould 41 yard field goal good,1.930,3.000
4,,,,CHI 30,24,24,"Robbie Gould kicks off 52 yards, returned by Nate Burleson for 19 yards (tackle by Danieal Manning)",0.000,1.400
4,4:16,1,10,SEA 37,24,24,Shaun Alexander right guard for 10 yards (tackle by Nathan Vasher and Chris Harris),1.400,2.060
4,3:42,1,10,SEA 47,24,24,Shaun Alexander right guard for -1 yards (tackle by Brian Urlacher),2.060,1.380
4,3:05,2,11,SEA 46,24,24,Matt Hasselbeck pass complete short right to Deion Branch for 10 yards (tackle by Charles Tillman),1.380,2.020
4,2:26,3,1,CHI 44,24,24,Shaun Alexander right tackle for no gain (tackle by Chris Harris and Lance Briggs),2.020,0.330
4,2:00,4,1,CHI 44,24,24,Shaun Alexander left guard for -2 yards (tackle by Lance Briggs),0.330,-1.990
4,1:59,1,10,CHI 46,24,24,Rex Grossman pass incomplete short right intended for Muhsin Muhammad (defended by Bryce Fisher),1.990,1.450
4,1:56,2,10,CHI 46,24,24,Rex Grossman pass complete short right to Thomas Jones for 3 yards (tackle by Pete Hunter),1.450,1.160
4,1:49,3,7,CHI 49,24,24,Rex Grossman pass incomplete short right intended for Muhsin Muhammad (defended by Rocky Bernard),1.160,-0.130
4,1:46,4,7,CHI 49,24,24,"Brad Maynard punts 51 yards, touchback",-0.130,-0.280
4,1:38,1,10,SEA 20,24,24,Matt Hasselbeck pass incomplete deep left intended for Deion Branch,0.280,-0.270
4,1:32,2,10,SEA 20,24,24,Shaun Alexander right guard for 13 yards (tackle by Chris Harris),-0.270,1.140
4,1:24,,,,24,24,Timeout #1 by Seattle Seahawks,0.000,1.140
4,1:24,1,10,SEA 33,24,24,Shaun Alexander left guard for 11 yards (tackle by Danieal Manning and Ricky Manning),1.140,1.860
4,1:00,1,10,SEA 44,24,24,Shaun Alexander right tackle for 1 yard (tackle by Adewale Ogunleye),1.860,1.450
4,0:54,,,,24,24,Timeout #2 by Seattle Seahawks,0.000,1.450
4,0:54,2,9,SEA 45,24,24,Matt Hasselbeck pass complete short left to Jerramy Stevens for 8 yards (tackle by Brian Urlacher),1.450,1.820
4,0:46,3,1,CHI 47,24,24,Shaun Alexander right tackle for 2 yards (tackle by Chris Harris),1.820,2.590
4,0:30,1,10,CHI 45,24,24,Matt Hasselbeck spiked the ball,2.590,2.040
4,0:30,2,10,CHI 45,24,24,Matt Hasselbeck pass incomplete deep right intended for Deion Branch,2.040,1.360
4,0:24,3,10,CHI 45,24,24,Matt Hasselbeck sacked by Tank Johnson for -9 yards,1.360,-0.320
4,0:02,,,,24,24,Timeout #1 by Chicago Bears,0.000,-0.320
4,0:02,4,19,SEA 46,24,24,Matt Hasselbeck pass incomplete deep right intended for Nate Burleson,-0.320,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SEA,CHI,Detail,EPB,EPA
,,,,,,,"Seahawks won the coin toss, Seahawks to receive the overtime kickoff.",,
OT,,,,CHI 30,24,24,"Robbie Gould kicks off 65 yards, returned by Nate Burleson for 25 yards (tackle by Ricky Manning)",0.000,0.940
OT,14:55,1,10,SEA 30,24,24,Shaun Alexander right guard for 10 yards (tackle by Danieal Manning),0.940,1.600
OT,14:19,1,10,SEA 40,24,24,Maurice Morris left tackle for -2 yards (tackle by Alex Brown),1.600,0.780
OT,13:44,2,12,SEA 38,24,24,Matt Hasselbeck pass complete short middle to Will Heller for 10 yards (tackle by Lance Briggs and Brian Urlacher),0.780,1.420
OT,13:06,3,2,SEA 48,24,24,Matt Hasselbeck pass incomplete deep right intended for Jerramy Stevens,1.420,-0.190
OT,12:57,4,2,SEA 48,24,24,Ryan Plackemeier punts 18 yards,-0.190,-1.200
OT,12:51,1,10,CHI 34,24,24,Cedric Benson right guard for no gain (tackle by Rocky Bernard),1.200,0.660
OT,12:15,2,10,CHI 34,24,24,Rex Grossman pass incomplete short right intended for Desmond Clark,0.660,-0.030
OT,12:10,3,10,CHI 34,24,24,Rex Grossman pass complete deep right to Rashied Davis for 30 yards (tackle by Ken Hamlin),-0.030,3.180
OT,11:30,1,10,SEA 36,24,24,Cedric Benson left end for 1 yard (tackle by Lofa Tatupu),3.180,2.770
OT,10:55,2,9,SEA 35,24,24,Cedric Benson left guard for 3 yards (tackle by Bryce Fisher),2.770,2.480
OT,10:14,3,6,SEA 32,24,24,Rex Grossman pass incomplete short right intended for Rashied Davis,2.480,1.250
OT,10:07,4,6,SEA 32,24,27,Robbie Gould 49 yard field goal good,1.250,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
