Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Talanoa Hufanga,SFO,1,4,2,50.0%,21,10.5,5.3,1,65.6,7.3,19,2,1,0,0,0.0,0,11,1,8.3%
Dre Greenlaw,SFO,0,2,2,100.0%,14,7.0,7.0,0,95.8,-2.5,-5,19,0,0,0,0.0,0,5,1,16.7%
Javon Kinlaw,SFO,0,1,1,100.0%,5,5.0,5.0,0,87.5,-3.0,-3,8,0,1,0,0.0,1,0,0,
Azeez Al-Shaair,SFO,0,3,1,33.3%,3,3.0,1.0,0,42.4,10.0,1,2,0,0,0,0.0,0,5,0,0.0%
Samuel Womack,SFO,0,2,1,50.0%,22,22.0,11.0,0,89.6,11.0,22,0,2,0,0,0.0,0,0,0,
Emmanuel Moseley,SFO,0,1,1,100.0%,8,8.0,8.0,0,100.0,0.0,0,8,0,0,0,0.0,0,2,2,50.0%
Nick Bosa,SFO,0,0,0,,,,,,,,,,0,1,1,1.0,3,5,0,0.0%
Arik Armstead,SFO,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
Fred Warner,SFO,0,1,0,0.0%,,,0.0,,39.6,0.0,,,0,1,0,0.0,1,6,0,0.0%
Samson Ebukam,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,1,33.3%
Tashaun Gipson,SFO,0,2,0,0.0%,,,0.0,,39.6,17.0,,,0,0,0,0.0,0,3,0,0.0%
Charvarius Ward,SFO,0,3,0,0.0%,,,0.0,,39.6,20.0,,,0,0,0,0.0,0,2,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Kyler Gordon,CHI,0,7,5,71.4%,70,14.0,10.0,0,103.3,7.4,44,26,1,0,0,0.0,0,6,0,0.0%
Kindle Vildor,CHI,0,5,4,80.0%,59,14.8,11.8,0,115.8,10.2,44,15,0,0,0,0.0,0,5,0,0.0%
Roquan Smith,CHI,0,7,3,42.9%,27,9.0,3.9,0,53.9,13.1,23,4,0,0,0,0.5,1,9,0,0.0%
Jaylon Johnson,CHI,0,4,2,50.0%,28,14.0,7.0,0,72.9,6.5,20,8,0,0,0,0.0,0,4,0,0.0%
Nicholas Morrow,CHI,0,3,2,66.7%,17,8.5,5.7,0,81.2,9.0,17,0,0,0,0,0.0,0,6,0,0.0%
Al-Quadin Muhammad,CHI,0,1,1,100.0%,6,6.0,6.0,0,91.7,-2.0,-2,8,0,2,0,0.0,2,1,1,50.0%
Jaquan Brisker,CHI,0,7,1,14.3%,2,2.0,0.3,0,39.6,9.7,-4,6,0,0,0,0.0,0,4,2,33.3%
Dominique Robinson,CHI,0,0,0,,,,,,,,,,0,1,0,1.5,3,7,0,0.0%
Trevis Gipson,CHI,0,0,0,,,,,,,,,,0,1,1,0.0,2,3,0,0.0%
Justin Jones,CHI,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
Eddie Jackson,CHI,1,3,0,0.0%,,,0.0,,0.0,12.3,,,0,0,0,0.0,0,4,2,33.3%
Robert Quinn,CHI,0,1,0,0.0%,,,0.0,,39.6,-4.0,,,0,0,0,0.0,0,2,0,0.0%
