Quarter,Time,Down,ToGo,Location,TEN,LAR,Detail,EPB,EPA
2,13:13,2,11,LAR 3,0,3,Matthew Stafford pass complete short left to Tyler Higbee for 7 yards (tackle by Chris Jackson),,
2,12:36,3,4,LAR 10,0,3,Matthew Stafford pass short middle is intercepted by David Long at LA-8 and returned for 6 yards (tackle by Austin Corbett),,
2,12:25,1,2,LAR 2,6,3,"Ryan Tannehill pass complete short left to Geoff Swaim for 2 yards, touchdown",,
2,12:21,,,LAR 15,7,3,Randy Bullock kicks extra point good,,
2,12:21,,,TEN 35,7,3,"Randy Bullock kicks off 59 yards, returned by Buddy Howell for 15 yards (tackle by Monty Rice)",,
2,12:16,1,10,LAR 21,13,3,"Matthew Stafford pass short right intended for Robert Woods is intercepted by Kevin Byard at LA-24 and returned for 24 yards, touchdown",,
2,12:10,,,LAR 15,14,3,Randy Bullock kicks extra point good,,
2,12:10,,,TEN 35,14,3,"Randy Bullock kicks off 65 yards, touchback.. Penalty on Jamir Jones: Low Block, 12 yards (accepted)",,
2,12:10,1,10,LAR 13,14,3,Darrell Henderson right tackle for 11 yards (tackle by Jayon Brown),,
2,11:29,1,10,LAR 24,14,3,Darrell Henderson right tackle for 4 yards (tackle by Jayon Brown),,
2,11:09,2,6,LAR 28,14,3,Matthew Stafford pass complete short right to Darrell Henderson for 1 yard (tackle by David Long),,
2,10:27,3,5,LAR 29,14,3,Matthew Stafford sacked by Jeffery Simmons for -10 yards,,
2,9:58,4,15,LAR 19,14,3,"Johnny Hekker punts 45 yards, fair catch by Chester Rogers at TEN-36",,
2,9:49,1,10,TEN 36,14,3,Ryan Tannehill pass complete short left to Julio Jones for 10 yards (tackle by Robert Rochell),,
2,9:09,1,10,TEN 46,14,3,D'Onta Foreman left end for 8 yards (tackle by Robert Rochell),,
2,8:32,2,2,LAR 46,14,3,Marcus Johnson right end for -7 yards (tackle by Jalen Ramsey),,
2,7:47,3,9,TEN 47,14,3,"Penalty on Terrell Lewis: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
2,7:31,3,4,LAR 48,14,3,Ryan Tannehill pass complete short middle to Nick Westbrook-Ikhine for 14 yards (tackle by Taylor Rapp),,
2,6:55,1,10,LAR 34,14,3,Jeremy McNichols up the middle for no gain (tackle by A'Shawn Robinson),,
2,6:15,2,10,LAR 34,14,3,"Ryan Tannehill pass complete short right to A.J. Brown for 1 yard (tackle by Jordan Fuller and Ernest Jones). Penalty on Donte Deayon: Face Mask (15 Yards), 15 yards (accepted)",,
2,5:41,1,10,LAR 18,14,3,Adrian Peterson right end for 1 yard (tackle by Leonard Floyd),,
2,5:02,2,9,LAR 17,14,3,Ryan Tannehill pass incomplete short middle intended for Chester Rogers (defended by Troy Reeder),,
2,4:56,3,9,LAR 17,14,3,Ryan Tannehill pass complete short right to Julio Jones for 8 yards (tackle by Jordan Fuller),,
2,4:24,4,1,LAR 9,14,3,Ryan Tannehill up the middle for 2 yards (tackle by Troy Reeder),,
2,3:46,1,7,LAR 7,14,3,D'Onta Foreman right tackle for 4 yards (tackle by Jordan Fuller),,
2,3:05,2,3,LAR 3,14,3,Adrian Peterson up the middle for 2 yards (tackle by Terrell Lewis and Jordan Fuller),,
2,2:21,3,1,LAR 1,14,3,Ryan Tannehill pass incomplete short right intended for A.J. Brown,,
2,2:15,,,,,,Timeout #1 by Los Angeles Rams,,
2,2:15,4,1,LAR 1,20,3,"Ryan Tannehill right end for 1 yard, touchdown",,
2,2:10,,,LAR 15,21,3,Randy Bullock kicks extra point good,,
2,2:10,,,TEN 35,21,3,"Randy Bullock kicks off 64 yards, returned by Buddy Howell for 19 yards (tackle by Monty Rice and Dane Cruikshank)",,
2,2:04,1,10,LAR 20,21,3,Matthew Stafford pass complete short middle to Tyler Higbee for 10 yards (tackle by David Long),,
2,1:59,1,10,LAR 30,21,3,Matthew Stafford sacked by Jeffery Simmons for -9 yards,,
2,1:35,2,19,LAR 21,21,3,Matthew Stafford pass complete short left to Cooper Kupp for 6 yards (tackle by Amani Hooker and Chris Jackson),,
2,1:29,,,,,,Timeout #1 by Tennessee Titans,,
2,1:29,3,13,LAR 27,21,3,Matthew Stafford pass incomplete short left intended for Robert Woods (defended by Denico Autry),,
2,1:24,4,13,LAR 27,21,3,Johnny Hekker punts 45 yards downed by Ben Skowronek,,
2,1:14,1,10,TEN 28,21,3,Ryan Tannehill sacked by and Leonard Floyd for -5 yards and Ogbonnia Okoronkwo for -5 yards,,
2,1:08,,,,,,Timeout #2 by Los Angeles Rams,,
2,1:08,2,15,TEN 23,21,3,Jeremy McNichols left end for 14 yards (tackle by Darious Williams),,
2,1:02,3,1,TEN 37,21,3,"Ryan Tannehill pass complete short middle to A.J. Brown for 3 yards (tackle by Donte Deayon). Penalty on A.J. Brown: Taunting / Offense, 15 yards (offset) . Penalty on Jalen Ramsey: Taunting / Defense, 15 yards (offset)",,
2,0:55,1,10,TEN 40,21,3,Ryan Tannehill pass complete short right to Jeremy McNichols for 5 yards (tackle by Ernest Jones),,
2,0:49,,,,,,Timeout #2 by Tennessee Titans,,
2,0:49,2,5,TEN 45,21,3,Ryan Tannehill sacked by and Leonard Floyd for -6 yards and Greg Gaines for -6 yards,,
2,0:06,3,11,TEN 39,21,3,Ryan Tannehill pass complete short right to Jeremy McNichols for 9 yards (tackle by Ernest Jones),,
Quarter,Time,Down,ToGo,Location,TEN,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,21,3,"Matt Gay kicks off 65 yards, touchback.",,
3,15:00,1,10,TEN 25,21,3,D'Onta Foreman right end for 2 yards (tackle by Ernest Jones),,
3,14:38,2,8,TEN 27,21,3,Ryan Tannehill pass complete short left to Geoff Swaim for 9 yards (tackle by Taylor Rapp),,
3,14:08,1,10,TEN 36,21,3,D'Onta Foreman up the middle for 11 yards (tackle by A'Shawn Robinson),,
3,13:28,1,10,TEN 47,21,3,Ryan Tannehill pass incomplete short left intended for A.J. Brown (defended by Jordan Fuller),,
3,13:21,2,10,TEN 47,21,3,Jeremy McNichols right end for 6 yards (tackle by Jalen Ramsey),,
3,12:41,3,4,LAR 47,21,3,Ryan Tannehill pass incomplete short middle intended for A.J. Brown,,
3,12:38,4,4,LAR 47,21,3,"Brett Kern punts 35 yards, fair catch by Cooper Kupp at LA-12",,
3,12:30,1,10,LAR 12,21,3,Matthew Stafford pass complete short left to Robert Woods for 18 yards (tackle by Chris Jackson),,
3,12:06,1,10,LAR 30,21,3,"Matthew Stafford pass incomplete short right. Penalty on Rob Havenstein: Offensive Holding, 10 yards (accepted) (no play)",,
3,11:59,1,20,LAR 20,21,3,Robert Woods left tackle for 6 yards (tackle by Harold Landry),,
3,11:37,2,14,LAR 26,21,3,Matthew Stafford pass complete short right to Van Jefferson for 20 yards (tackle by Jayon Brown),,
3,10:57,1,10,LAR 46,21,3,Darrell Henderson up the middle for no gain (tackle by Naquan Jones),,
3,10:38,2,10,LAR 46,21,3,Matthew Stafford pass incomplete deep middle intended for Van Jefferson (defended by Amani Hooker) (no play),,
3,10:31,2,5,TEN 49,21,3,Darrell Henderson up the middle for 4 yards (tackle by Amani Hooker),,
3,9:49,3,1,TEN 45,21,3,Matthew Stafford pass complete short right to Tyler Higbee for 26 yards (tackle by Amani Hooker and Chris Jackson),,
3,9:06,1,10,TEN 19,21,3,Matthew Stafford pass complete short left to Van Jefferson for 15 yards (tackle by Amani Hooker and Elijah Molden),,
3,8:36,1,4,TEN 4,21,3,Matthew Stafford pass incomplete short left intended for Van Jefferson,,
3,8:32,2,4,TEN 4,21,3,Matthew Stafford pass incomplete short middle intended for Van Jefferson,,
3,8:25,3,4,TEN 4,21,3,"Matthew Stafford pass complete short left to Tyler Higbee for no gain, touchdown Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned. Matthew Stafford pass incomplete short left intended for Tyler Higbee. Penalty on Tyler Higbee: Illegal Touch Pass (accepted)",,
3,8:18,4,4,TEN 4,21,6,Matt Gay 22 yard field goal good,,
3,8:15,,,LAR 35,21,6,"Matt Gay kicks off 70 yards, returned by Marcus Johnson for 25 yards (tackle by Antoine Brooks)",,
3,8:10,1,10,TEN 20,21,6,Adrian Peterson left guard for 3 yards (tackle by Aaron Donald and A'Shawn Robinson),,
3,7:30,2,7,TEN 23,21,6,Ryan Tannehill pass complete short right to Julio Jones for 4 yards (tackle by Jordan Fuller),,
3,6:45,3,3,TEN 27,21,6,"Penalty on Anthony Firkser: False Start, 5 yards (accepted) (no play)",,
3,6:25,3,8,TEN 22,21,6,Ryan Tannehill pass complete short left to A.J. Brown for 7 yards (tackle by Donte Deayon),,
3,5:41,4,1,TEN 29,21,6,"Brett Kern punts 42 yards, fair catch by Cooper Kupp at LA-29",,
3,5:34,1,10,LAR 29,21,6,Matthew Stafford pass complete short middle to Robert Woods for 6 yards (tackle by Elijah Molden),,
3,4:55,2,4,LAR 35,21,6,Darrell Henderson left tackle for 3 yards (tackle by Harold Landry and Jackrabbit Jenkins),,
3,4:10,3,1,LAR 38,21,6,Matthew Stafford pass complete short left to Cooper Kupp for 17 yards (tackle by Elijah Molden),,
3,3:42,1,10,TEN 45,21,6,Matthew Stafford pass incomplete short right intended for Tyler Higbee,,
3,3:37,2,10,TEN 45,21,6,Matthew Stafford pass complete short right to Van Jefferson for 6 yards (tackle by Olasunkanmi Adeniyi),,
3,3:15,3,4,TEN 39,21,6,Matthew Stafford pass complete short right to Sony Michel for 3 yards (tackle by Amani Hooker),,
3,2:35,4,1,TEN 36,21,6,Sony Michel up the middle for 2 yards (tackle by Amani Hooker and Teair Tart),,
3,1:57,1,10,TEN 34,21,6,Matthew Stafford pass complete short middle to Cooper Kupp for 4 yards (tackle by Jayon Brown),,
3,1:13,2,6,TEN 30,21,6,Sony Michel left tackle for no gain (tackle by Chris Jackson and Jeffery Simmons),,
3,0:44,3,6,TEN 30,21,6,Matthew Stafford sacked by and Denico Autry for -6 yards and Harold Landry for -6 yards,,
Quarter,Time,Down,ToGo,Location,TEN,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,12,TEN 36,21,9,Matt Gay 54 yard field goal good,,
4,14:55,,,LAR 35,21,9,"Matt Gay kicks off 67 yards, returned by Marcus Johnson for 25 yards (tackle by Jamir Jones)",,
4,14:50,1,10,TEN 23,21,9,D'Onta Foreman left tackle for 4 yards (tackle by Terrell Lewis),,
4,14:10,2,6,TEN 27,21,9,Ryan Tannehill pass complete short left to Geoff Swaim for 11 yards (tackle by Leonard Floyd),,
4,13:25,1,10,TEN 38,21,9,"Ryan Tannehill sacked by Aaron Donald for -7 yards. Penalty on Bobby Hart: Offensive Holding, 10 yards (declined)",,
4,12:58,2,17,TEN 31,21,9,Ryan Tannehill pass complete short right to Geoff Swaim for 7 yards (tackle by Troy Reeder),,
4,12:16,3,10,TEN 38,21,9,Ryan Tannehill pass complete short right to Julio Jones for 13 yards (tackle by Darious Williams),,
4,11:36,1,10,LAR 49,21,9,Jeremy McNichols right guard for 2 yards (tackle by A'Shawn Robinson),,
4,10:56,2,8,LAR 47,21,9,"Penalty on Bobby Hart: False Start, 5 yards (accepted) (no play)",,
4,10:56,2,13,TEN 48,21,9,Ryan Tannehill pass incomplete short left intended for A.J. Brown,,
4,10:50,3,13,TEN 48,21,9,Ryan Tannehill pass incomplete short right,,
4,10:44,4,13,TEN 48,21,9,"Brett Kern punts 42 yards, returned by J.J. Koski for 7 yards (tackle by Olasunkanmi Adeniyi)",,
4,10:35,1,10,LAR 17,21,9,Matthew Stafford pass complete short left to Cooper Kupp for 9 yards (tackle by Jayon Brown),,
4,9:54,2,1,LAR 26,21,9,Matthew Stafford pass incomplete deep left intended for Van Jefferson,,
4,9:47,3,1,LAR 26,21,9,"Darrell Henderson left guard for no gain (tackle by Elijah Molden). Penalty on Andrew Whitworth: Offensive Holding, 10 yards (accepted) (no play)",,
4,9:18,3,11,LAR 16,21,9,Matthew Stafford pass complete short right to Robert Woods for 22 yards (tackle by Chris Jones),,
4,8:48,1,10,LAR 38,21,9,Matthew Stafford pass complete short right to Robert Woods for 13 yards (tackle by Elijah Molden),,
4,8:22,1,10,TEN 49,21,9,Matthew Stafford pass incomplete deep right intended for Tyler Higbee (defended by David Long),,
4,8:17,2,10,TEN 49,21,9,Matthew Stafford pass complete short right to Cooper Kupp for 7 yards (tackle by Harold Landry),,
4,7:29,3,3,TEN 42,21,9,Matthew Stafford pass complete short right to Darrell Henderson for 2 yards (tackle by Amani Hooker),,
4,6:44,4,1,TEN 40,21,9,Matthew Stafford pass incomplete short left intended for Van Jefferson,,
4,6:39,1,10,TEN 41,21,9,Adrian Peterson left end for 1 yard (tackle by Taylor Rapp),,
4,5:53,2,9,TEN 42,21,9,Adrian Peterson up the middle for 6 yards (tackle by Marquise Copeland),,
4,5:07,3,3,TEN 48,21,9,"Ryan Tannehill pass incomplete short right. Penalty on Aaron Donald: Roughing the Passer, 15 yards (accepted) (no play)",,
4,5:01,1,10,LAR 37,21,9,Adrian Peterson up the middle for no gain (tackle by Greg Gaines),,
4,4:15,2,10,LAR 37,21,9,"Ryan Tannehill pass complete short right to MyCole Pruitt for no gain (tackle by A'Shawn Robinson and Ernest Jones). Penalty on Ogbonnia Okoronkwo: Roughing the Passer, 15 yards (accepted) (no play)",,
4,4:06,1,10,LAR 22,21,9,Ryan Tannehill pass complete short middle to A.J. Brown for 16 yards (tackle by Jalen Ramsey),,
4,3:19,1,6,LAR 6,21,9,Jeremy McNichols up the middle for 3 yards (tackle by Greg Gaines),,
4,3:12,,,,,,Timeout #1 by Los Angeles Rams,,
4,3:12,2,3,LAR 3,21,9,Jeremy McNichols right tackle for 2 yards (tackle by Aaron Donald and Jordan Fuller),,
4,3:06,,,,,,Timeout #2 by Los Angeles Rams,,
4,3:06,3,1,LAR 1,27,9,"Adrian Peterson left tackle for 1 yard, touchdown",,
4,3:00,,,LAR 15,28,9,Randy Bullock kicks extra point good,,
4,3:00,,,TEN 35,28,9,"Randy Bullock kicks off 65 yards, touchback.",,
4,3:00,1,10,LAR 25,28,9,Matthew Stafford pass complete short left to Cooper Kupp for 13 yards (tackle by Amani Hooker),,
4,2:54,1,10,LAR 38,28,9,Matthew Stafford pass complete short right to Tyler Higbee for 3 yards (tackle by Jackrabbit Jenkins),,
4,2:34,2,7,LAR 41,28,9,Matthew Stafford pass complete short middle to Robert Woods for 16 yards (tackle by Amani Hooker),,
4,2:12,1,10,TEN 43,28,9,Matthew Stafford pass complete short right to Tyler Higbee for 5 yards,,
4,2:07,2,5,TEN 38,28,9,Matthew Stafford pass complete short right to Cooper Kupp for 9 yards (tackle by Elijah Molden),,
4,2:00,1,10,TEN 29,28,9,Sony Michel up the middle for 8 yards (tackle by David Long and Elijah Molden),,
4,1:42,,,,,,Timeout #1 by Tennessee Titans,,
4,1:42,2,2,TEN 21,28,9,Matthew Stafford pass complete short left to Cooper Kupp for 6 yards (tackle by Amani Hooker),,
4,1:36,1,10,TEN 15,28,9,Matthew Stafford pass incomplete short middle intended for Cooper Kupp,,
4,1:32,2,10,TEN 15,28,9,Matthew Stafford pass incomplete short right intended for Sony Michel,,
4,1:28,3,10,TEN 15,28,9,Matthew Stafford pass complete short right to Robert Woods for 9 yards,,
4,1:22,,,,,,Timeout #2 by Tennessee Titans,,
4,1:22,4,1,TEN 6,28,9,Sony Michel right tackle for 4 yards (tackle by Amani Hooker),,
4,1:03,1,2,TEN 2,28,9,Sony Michel up the middle for no gain (tackle by Teair Tart and Nick Dzubnar),,
4,0:43,2,2,TEN 2,28,9,Matthew Stafford pass incomplete short right intended for Tyler Higbee (defended by Jackrabbit Jenkins),,
4,0:37,3,2,TEN 2,28,9,"Penalty on Rob Havenstein: False Start, 5 yards (accepted) (no play)",,
4,0:37,3,7,TEN 7,28,9,"Matthew Stafford pass incomplete short middle intended for Robert Woods. Penalty on Jackrabbit Jenkins: Illegal Contact, 4 yards (accepted) (no play)",,
4,0:31,1,3,TEN 3,28,15,"Matthew Stafford pass complete short middle to Sony Michel for 3 yards, touchdown. Penalty on Jackrabbit Jenkins: Defensive Holding, 5 yards (declined)",,
4,0:24,,,TEN 15,28,16,Matt Gay kicks extra point good,,
4,0:24,,,LAR 35,28,16,"Matt Gay kicks onside 14 yards, out of bounds",,
4,0:23,1,10,LAR 49,28,16,Logan Woodside kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
