Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Adrian Peterson,TEN,10,21,1,1,6,0.6,15,1.5,0,
Jeremy McNichols,TEN,7,24,0,,16,2.3,8,1.1,0,
D'Onta Foreman,TEN,5,29,0,1,9,1.8,20,4.0,1,5.0
Ryan Tannehill,TEN,2,3,1,2,2,1.0,1,0.5,0,
Marcus Johnson,TEN,1,-7,0,,-7,-7.0,0,0.0,0,
Logan Woodside,TEN,1,-1,0,,-1,-1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Darrell Henderson,LAR,11,55,0,2,23,2.1,32,2.9,0,
Sony Michel,LAR,7,20,0,2,11,1.6,9,1.3,0,
Matthew Stafford,LAR,2,13,0,1,11,5.5,2,1.0,0,
Robert Woods,LAR,1,6,0,0,3,3.0,3,3.0,0,
