Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Panthers won the coin toss, Buccaneers to receive the opening kickoff.",,
1,15:00,,,CAR 30,0,0,"John Kasay kicks off 69 yards, returned by Aaron Stecker for 22 yards (tackle by Ricky Manning)",0.000,0.480
1,14:54,1,10,TAM 23,0,0,Brad Johnson pass complete to Joe Jurevicius for 5 yards (tackle by Terry Cousin),0.480,0.610
1,14:26,2,5,TAM 28,0,0,Brad Johnson pass complete to Keyshawn Johnson for 4 yards (tackle by Greg Favors),0.610,0.430
1,13:44,3,1,TAM 32,0,0,Michael Pittman up the middle for 3 yards (tackle by Reggie Howard),0.430,1.270
1,13:05,1,10,TAM 35,0,0,Michael Pittman up the middle for 9 yards (tackle by Terry Cousin),1.270,1.940
1,12:25,2,1,TAM 44,0,0,Thomas Jones left guard for -1 yards (tackle by Greg Favors and Mike Rucker),1.940,1.090
1,11:39,3,2,TAM 43,0,0,Brad Johnson pass complete to Keyshawn Johnson for 10 yards (tackle by Reggie Howard),1.090,2.460
1,10:58,1,10,CAR 47,0,0,Brad Johnson pass complete to Joe Jurevicius for 13 yards (tackle by Terry Cousin),2.460,3.310
1,10:14,1,10,CAR 34,0,0,Brad Johnson sacked by Shane Burton and Al Wallace for -2 yards,3.310,2.500
1,9:34,2,12,CAR 36,0,0,Brad Johnson pass complete to Keyshawn Johnson for no gain,2.500,1.820
1,8:53,3,12,CAR 36,0,0,Brad Johnson pass incomplete intended for Todd Yoder,1.820,0.880
1,8:45,4,12,CAR 36,0,0,"Tom Tupa punts 36 yards, touchback",0.880,-0.280
1,8:35,1,10,CAR 20,0,0,Jake Delhomme pass incomplete intended for Steve Smith (defended by Brian Kelly),0.280,-0.270
1,8:28,2,10,CAR 20,0,0,Stephen Davis up the middle for 17 yards (tackle by Dwight Smith),-0.270,1.400
1,7:51,1,10,CAR 37,0,0,Stephen Davis left end for 2 yards (tackle by Derrick Brooks),1.400,1.130
1,7:08,2,8,CAR 39,0,0,Stephen Davis left guard for 10 yards (tackle by Nate Webster and John Lynch),1.130,2.190
1,6:30,1,10,CAR 49,0,0,DeShaun Foster right end for 1 yard (tackle by Brian Kelly),2.190,1.780
1,5:47,2,9,TAM 50,0,0,Jake Delhomme pass complete to Steve Smith for 2 yards (tackle by Brian Kelly),1.780,1.360
1,5:06,3,7,TAM 48,0,0,"Penalty on Jordan Gross: False Start, 5 yards (no play)",1.360,0.700
1,4:49,3,12,CAR 47,0,0,Jake Delhomme pass complete to Muhsin Muhammad for 22 yards (tackle by Derrick Brooks),0.700,3.510
1,4:08,1,10,TAM 31,0,0,Stephen Davis left guard for 20 yards (tackle by Dwight Smith and Ronde Barber),3.510,4.840
1,3:28,1,10,TAM 11,0,0,Stephen Davis right guard for 1 yard (tackle by John Lynch),4.840,4.320
1,2:47,2,9,TAM 10,0,0,Jake Delhomme pass complete to Kris Mangum for no gain,4.320,3.300
1,2:17,3,9,TAM 10,0,0,Jake Delhomme pass incomplete intended for Jermaine Wiggins (defended by Dwight Smith),3.300,2.760
1,2:11,4,9,TAM 10,3,0,John Kasay 28 yard field goal good,2.760,3.000
1,,,,CAR 30,3,0,"John Kasay kicks off 68 yards, returned by Thomas Jones for 18 yards (tackle by Colin Branch)",0.000,0.280
1,1:58,1,10,TAM 20,3,0,Michael Pittman for -2 yards (tackle by Kris Jenkins),0.280,-0.630
1,1:33,2,12,TAM 18,3,0,Brad Johnson pass complete to Keenan McCardell for 6 yards (tackle by Greg Favors),-0.630,-0.430
1,1:09,3,6,TAM 24,3,0,Brad Johnson pass complete to Keyshawn Johnson for 13 yards (tackle by Deon Grant),-0.430,1.400
1,0:28,1,10,TAM 37,3,0,"Brad Johnson pass complete to Ken Dilger for 11 yards (tackle by Mike Minter). Penalty on Cosey Coleman: Offensive Holding, 10 yards (no play)",1.400,0.740
1,0:05,1,20,TAM 27,3,0,"Thomas Jones left guard for 4 yards (tackle by Brian L. Allen). Penalty on Joe Jurevicius: Illegal Block Above the Waist, 10 yards",0.740,0.340
Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,26,TAM 21,3,0,Brad Johnson pass complete to Joe Jurevicius for 2 yards (tackle by Reggie Howard),0.340,-1.030
2,14:26,2,24,TAM 23,3,0,Brad Johnson pass incomplete intended for Keyshawn Johnson,-1.030,-1.680
2,14:22,3,24,TAM 23,3,0,Brad Johnson pass complete to Ken Dilger for 13 yards (tackle by Ricky Manning),-1.680,-0.980
2,14:07,4,11,TAM 36,3,0,"Tom Tupa punts 49 yards, fair catch by Steve Smith",-0.980,0.220
2,13:58,1,10,CAR 15,3,0,Stephen Davis left guard for 9 yards (tackle by Simeon Rice),-0.220,0.620
2,13:21,2,1,CAR 24,3,0,Jake Delhomme pass incomplete intended for Steve Smith,0.620,-0.270
2,13:10,3,1,CAR 24,3,0,Stephen Davis up the middle for no gain (tackle by Warren Sapp and John Lynch),-0.270,-1.770
2,12:31,4,1,CAR 24,3,0,"Todd Sauerbrun punts 51 yards, returned by Karl Williams for 1 yard (tackle by Rod Smart)",-1.770,-0.670
2,12:19,1,10,TAM 26,3,0,"Penalty on Kenyatta Walker: Face Mask (15 Yards), 13 yards (no play)",0.670,-0.670
2,11:53,1,23,TAM 13,3,0,Brad Johnson pass complete to Ken Dilger for 13 yards (tackle by Brian L. Allen),-0.670,0.130
