#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:11,JAX 27,6,2:02,27,Touchdown
2,1,8:52,DEN 5,12,6:08,95,Touchdown
3,2,13:18,DEN 20,3,1:01,1,Punt
4,2,10:18,DEN 9,5,2:15,31,Fumble
5,2,5:43,DEN 20,3,1:13,7,Punt
6,2,1:14,DEN 42,3,0:38,3,Interception
7,2,0:36,DEN 20,2,0:36,1,End of Half
8,3,15:00,DEN 20,8,2:44,80,Touchdown
9,3,7:43,DEN 20,8,3:41,80,Touchdown
10,3,2:08,DEN 40,8,3:16,54,Fumble
11,4,11:28,JAX 41,5,2:19,41,Touchdown
12,4,3:54,DEN 11,6,2:05,13,Punt
13,4,0:47,DEN 45,2,0:47,-2,End of Game
