#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,JAX 20,4,0:49,7,Downs
2,1,12:09,JAX 20,6,3:17,32,Punt
3,1,2:44,JAX 20,10,4:26,48,Field Goal
4,2,12:17,JAX 35,3,1:59,8,Punt
5,2,8:03,DEN 40,8,2:20,28,Field Goal
6,2,4:30,JAX 30,9,3:16,28,Downs
7,3,12:16,JAX 20,9,4:33,80,Touchdown
8,3,4:02,JAX 20,3,1:54,-13,Punt
9,4,13:52,JAX 6,5,2:24,32,Interception
10,4,9:09,JAX 20,12,5:15,69,Downs
11,4,1:49,JAX 36,4,1:02,14,Interception
