Quarter,Time,Down,ToGo,Location,JAX,DEN,Detail,EPB,EPA
1,1:17,3,20,JAX 10,0,14,Chad Henne pass complete deep right to Mike Brown for 19 yards (tackle by Mike Adams and Champ Bailey),-2.590,-1.440
1,1:01,4,1,JAX 29,0,14,"Chad Henne up the middle for 2 yards (tackle by Derek Wolfe). Penalty on Derek Wolfe: Defensive Offside, 6 yards (no play)",-1.440,1.270
1,0:42,1,10,JAX 35,0,14,Maurice Jones-Drew up the middle for 1 yard (tackle by Nate Irving),1.270,0.860
1,0:02,2,9,JAX 36,0,14,Maurice Jones-Drew up the middle for 9 yards (tackle by Chris Harris),0.860,1.930
Quarter,Time,Down,ToGo,Location,JAX,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,JAX 45,0,14,Chad Henne pass complete short left to Justin Blackmon for 18 yards (tackle by Kayvon Webster),1.930,3.120
2,14:33,1,10,DEN 37,0,14,Maurice Jones-Drew right tackle for 5 yards (tackle by Champ Bailey),3.120,3.250
2,13:59,2,5,DEN 32,0,14,Chad Henne pass incomplete short right intended for Will Ta'ufo'ou,3.250,2.540
2,13:54,3,5,DEN 32,0,14,Justin Forsett left end for no gain (tackle by Kayvon Webster and Chris Harris),2.540,1.260
2,13:24,4,5,DEN 32,3,14,Josh Scobee 50 yard field goal good,1.260,3.000
2,13:24,,,JAX 35,3,14,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
2,13:18,1,10,DEN 20,3,14,Peyton Manning pass incomplete short left intended for Knowshon Moreno,0.280,-0.270
2,13:14,2,10,DEN 20,3,14,Knowshon Moreno right tackle for 1 yard (tackle by Paul Posluszny),-0.270,-0.820
2,12:35,3,9,DEN 21,3,14,Peyton Manning pass incomplete deep right intended for Julius Thomas,-0.820,-1.960
2,12:30,4,9,DEN 21,3,14,Britton Colquitt punts 44 yards,-1.960,-1.270
2,12:17,1,10,JAX 35,3,14,Chad Henne pass complete short left to Justin Blackmon for 5 yards (tackle by Dominique Rodgers-Cromartie),1.270,1.400
2,11:43,2,5,JAX 40,3,14,Maurice Jones-Drew right tackle for 4 yards (tackle by Chris Harris),1.400,1.220
2,11:03,3,1,JAX 44,3,14,Maurice Jones-Drew right tackle for -1 yards (tackle by Derek Wolfe),1.220,-0.520
2,10:29,4,2,JAX 43,3,14,"Bryan Anger punts 48 yards, fair catch by Trindon Holliday",-0.520,0.380
2,10:18,1,10,DEN 9,3,14,Knowshon Moreno up the middle for 1 yard (tackle by Paul Posluszny),-0.380,-0.710
2,10:00,2,9,DEN 10,3,14,"Peyton Manning pass complete short left to Demaryius Thomas for 5 yards (tackle by Paul Posluszny). Penalty on Demaryius Thomas: Offensive Pass Interference, 5 yards (no play)",-0.710,-1.070
2,9:31,2,14,DEN 5,3,14,Peyton Manning pass complete short right to Wes Welker for 4 yards (tackle by Mike Harris),-1.070,-1.420
2,8:53,3,10,DEN 9,3,14,Peyton Manning pass complete deep right to Wes Welker for 26 yards,-1.420,1.270
2,8:34,1,10,DEN 35,3,14,Peyton Manning pass complete short left to Demaryius Thomas for 5 yards (tackle by Paul Posluszny),1.270,1.400
2,8:08,2,5,DEN 40,3,14,"Peyton Manning for no gain. Peyton Manning fumbles, recovered by Sen'Derrick Marks at DEN-40 (tackle by Chris Clark)",1.400,-2.920
2,8:03,1,10,DEN 40,3,14,Chad Henne pass complete short left to Mike Brown for 14 yards (tackle by Chris Harris),2.920,3.840
2,7:39,1,10,DEN 26,3,14,Maurice Jones-Drew left tackle for 3 yards (tackle by Kevin Vickerson),3.840,3.700
2,7:16,2,7,DEN 23,3,14,Chad Henne pass complete short right to Justin Blackmon for 8 yards (tackle by Champ Bailey),3.700,4.580
2,6:58,1,10,DEN 15,3,14,Chad Henne pass complete short left to Mike Brown for 11 yards (tackle by Rahim Moore),4.580,6.280
2,6:38,1,4,DEN 4,3,14,Chad Henne pass incomplete short right intended for Justin Blackmon (defended by Malik Jackson),6.280,5.340
2,6:34,2,4,DEN 4,3,14,"Penalty on Chad Henne: Delay of Game, 5 yards (no play)",5.340,4.380
2,6:34,2,9,DEN 9,3,14,Maurice Jones-Drew left end for -3 yards (tackle by Dominique Rodgers-Cromartie),4.380,3.100
2,5:53,3,12,DEN 12,3,14,Chad Henne pass incomplete short middle intended for Ace Sanders (defended by Kevin Vickerson),3.100,2.630
2,5:48,4,12,DEN 12,6,14,Josh Scobee 30 yard field goal good,2.630,3.000
2,5:48,,,JAX 35,6,14,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
2,5:43,1,10,DEN 20,6,14,Knowshon Moreno left end for 4 yards (tackle by Paul Posluszny),0.280,0.270
2,5:24,2,6,DEN 24,6,14,Peyton Manning pass incomplete short middle intended for Wes Welker,0.270,-0.430
2,5:19,3,6,DEN 24,6,14,Peyton Manning pass complete short left to Knowshon Moreno for 3 yards (tackle by Will Blackmon),-0.430,-1.570
2,4:44,4,3,DEN 27,6,14,"Britton Colquitt punts 48 yards, returned by Ace Sanders for 5 yards (tackle by Danny Trevathan)",-1.570,-0.940
2,4:30,1,10,JAX 30,6,14,Chad Henne pass incomplete deep left intended for Stephen Williams,0.940,0.390
2,4:25,2,10,JAX 30,6,14,Chad Henne pass complete short left to Justin Blackmon for 15 yards (tackle by Paris Lenon),0.390,1.930
2,3:57,1,10,JAX 45,6,14,Maurice Jones-Drew left tackle for 2 yards (tackle by Danny Trevathan and Malik Jackson),1.930,1.650
2,3:17,2,8,JAX 47,6,14,Maurice Jones-Drew up the middle for 3 yards (tackle by Derek Wolfe and Danny Trevathan),1.650,1.650
2,2:34,2,8,JAX 47,6,14,Timeout #2 by Denver Broncos,1.650,1.360
2,2:34,3,5,,6,14,"Chad Henne pass complete short left to Justin Forsett for 14 yards (tackle by Duke Ihenacho). Justin Forsett fumbles (forced by Duke Ihenacho), recovered by Justin Forsett at DEN-36",1.360,3.180
2,2:34,1,10,DEN 36,6,14,Chad Henne pass complete short right to Justin Blackmon for 7 yards (tackle by Chris Harris),3.180,3.580
2,1:57,2,3,DEN 29,6,14,Maurice Jones-Drew right tackle for 1 yard (tackle by Terrance Knighton and Malik Jackson),3.580,3.010
2,1:24,3,2,DEN 28,6,14,Chad Henne pass incomplete deep right intended for Justin Blackmon,3.010,1.700
2,1:18,4,2,DEN 28,6,14,"Bryan Anger for no gain. Carson Tinker fumbles, recovered by Carson Tinker at JAX-DEN",1.700,-1.730
2,1:14,1,10,DEN 42,6,14,Peyton Manning pass complete short right to Julius Thomas for 3 yards (tackle by Geno Hayes),1.730,1.590
2,0:53,2,7,DEN 45,6,14,Peyton Manning pass incomplete short middle intended for Eric Decker,1.590,0.890
2,0:48,3,7,DEN 45,12,14,"Peyton Manning pass incomplete short left intended for Wes Welker is intercepted by Paul Posluszny at JAX-41 and returned for 59 yards, touchdown",0.890,-7.000
2,0:36,,,,12,14,"Two Point Attempt: Chad Henne pass incomplete intended for Justin Blackmon, conversion fails",0.000,-1.000
2,0:36,,,JAX 35,12,14,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
2,0:36,1,10,DEN 20,12,14,Peyton Manning pass incomplete short right intended for Julius Thomas (defended by Geno Hayes),0.280,-0.270
2,0:31,2,10,DEN 20,12,14,Peyton Manning pass complete short left to Wes Welker for 1 yard (tackle by Andre Branch),-0.270,-0.820
Quarter,Time,Down,ToGo,Location,JAX,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,12,14,"Josh Scobee kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,DEN 20,12,14,Peyton Manning pass complete deep left to Eric Decker for 23 yards (tackle by Jonathan Cyprien),0.280,1.800
3,14:36,1,10,DEN 43,12,14,Knowshon Moreno left tackle for 11 yards (tackle by Geno Hayes and Josh Evans),1.800,2.520
3,14:10,1,10,JAX 46,12,14,"Peyton Manning pass incomplete deep middle intended for Demaryius Thomas. Penalty on Josh Evans: Defensive Pass Interference, 25 yards (no play)",2.520,4.170
3,14:04,1,10,JAX 21,12,14,"Ronnie Hillman right tackle for 9 yards (tackle by Jonathan Cyprien). Ronnie Hillman fumbles (forced by Jonathan Cyprien), recovered by Eric Decker at JAX-12",4.170,5.160
3,13:21,2,1,JAX 12,12,14,Peyton Manning pass complete short right to Wes Welker for 7 yards (tackle by Mike Harris),5.160,6.060
3,12:50,1,5,JAX 5,12,14,Peyton Manning pass incomplete short middle intended for Demaryius Thomas,6.060,5.150
3,12:45,2,5,JAX 5,12,14,"Knowshon Moreno up the middle for 3 yards (tackle by Josh Evans). Penalty on Josh Evans: Unsportsmanlike Conduct, 1 yards",5.150,6.970
3,12:27,1,1,JAX 1,12,14,Peyton Manning pass incomplete short right intended for Julius Thomas (defended by Chris Prosinski),6.970,5.910
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
3,12:21,2,1,JAX 1,12,14,Peyton Manning pass incomplete short right intended for Julius Thomas (defended by Jonathan Cyprien). Penalty on Jonathan Cyprien: Defensive Pass Interference (no play),5.910,6.970
3,12:18,1,1,JAX 1,12,20,"Knowshon Moreno up the middle for 1 yard, touchdown",6.970,7.000
3,12:18,,,JAX 2,12,21,Matt Prater kicks extra point good,0.000,0.000
3,12:18,,,DEN 35,12,21,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
3,12:16,1,10,JAX 20,12,21,Chad Henne pass complete short left to Justin Blackmon for 20 yards (tackle by Duke Ihenacho),0.280,1.600
3,11:41,1,10,JAX 40,12,21,Chad Henne pass incomplete deep right intended for Justin Blackmon (defended by Champ Bailey),1.600,1.050
3,11:34,2,10,JAX 40,12,21,Maurice Jones-Drew right tackle for 28 yards (tackle by Rahim Moore),1.050,3.450
3,10:48,1,10,DEN 32,12,21,Maurice Jones-Drew up the middle for no gain (tackle by Malik Jackson),3.450,2.900
3,10:07,2,10,DEN 32,12,21,Chad Henne pass complete short right to Justin Blackmon for 12 yards (tackle by Champ Bailey),2.900,4.240
3,9:34,1,10,DEN 20,12,21,Maurice Jones-Drew right guard for no gain (tackle by Kevin Vickerson and Shaun Phillips),4.240,3.690
3,8:53,2,10,DEN 20,12,21,Chad Henne pass incomplete short right intended for Mike Brown (defended by Champ Bailey),3.690,3.010
3,8:33,3,10,DEN 20,12,21,Chad Henne pass complete short right to Justin Blackmon for 15 yards (tackle by Champ Bailey),3.010,6.060
3,7:49,1,5,DEN 5,18,21,"Maurice Jones-Drew up the middle for 5 yards, touchdown",6.060,7.000
3,7:49,,,DEN 2,19,21,Josh Scobee kicks extra point good,0.000,0.000
3,7:49,,,JAX 35,19,21,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
3,7:43,1,10,DEN 20,19,21,Knowshon Moreno left end for 1 yard (tackle by Roy Miller),0.280,-0.130
3,7:14,2,9,DEN 21,19,21,Peyton Manning pass complete deep right to Demaryius Thomas for 42 yards (tackle by Will Blackmon),-0.130,3.120
3,6:36,1,10,JAX 37,19,21,Peyton Manning pass incomplete deep left intended for Eric Decker,3.120,2.570
3,6:31,2,10,JAX 37,19,21,Ronnie Hillman left end for 11 yards (tackle by Josh Evans),2.570,3.840
3,5:59,1,10,JAX 26,19,21,Peyton Manning pass complete short right to Ronnie Hillman for 11 yards (tackle by Will Blackmon),3.840,4.580
3,5:22,1,10,JAX 15,19,21,Ronnie Hillman right tackle for 2 yards (tackle by Geno Hayes),4.580,4.280
3,4:52,2,8,JAX 13,19,21,Peyton Manning pass complete short middle to Julius Thomas for 5 yards (tackle by Mike Harris),4.280,4.450
3,4:07,3,3,JAX 8,19,27,"Knowshon Moreno left guard for 8 yards, touchdown",4.450,7.000
3,4:07,,,JAX 2,19,28,Matt Prater kicks extra point good,0.000,0.000
3,4:07,,,DEN 35,19,28,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
3,4:02,1,10,JAX 20,19,28,Chad Henne sacked by Malik Jackson for -7 yards,0.280,-1.280
3,3:30,2,17,JAX 13,19,28,Maurice Jones-Drew up the middle for -1 yards (tackle by Malik Jackson),-1.280,-2.360
3,2:48,3,18,JAX 12,19,28,Chad Henne sacked by Malik Jackson for -5 yards,-2.360,-2.490
3,2:19,4,23,JAX 7,19,28,"Bryan Anger punts 44 yards, returned by Trindon Holliday for 1 yard (tackle by Chris Prosinski). Penalty on Steven Johnson: Offensive Holding, 10 yards",-2.490,-1.600
3,2:08,1,10,DEN 40,19,28,Peyton Manning pass incomplete short left intended for Knowshon Moreno,1.600,1.050
3,2:02,2,10,DEN 40,19,28,Peyton Manning pass complete short right to Joel Dreessen for 4 yards (tackle by Geno Hayes),1.050,0.890
3,1:31,3,6,DEN 44,19,28,Peyton Manning pass complete short left to Knowshon Moreno for 4 yards (tackle by Mike Harris),0.890,-0.190
3,0:50,4,2,DEN 48,19,28,David Bruton left end for 35 yards (tackle by Denard Robinson),-0.190,4.440
3,0:02,1,10,JAX 17,19,28,Ronnie Hillman up the middle for -2 yards (tackle by Jason Babin),4.440,3.600
Quarter,Time,Down,ToGo,Location,JAX,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,JAX 19,19,28,Peyton Manning pass complete short left to Eric Decker for 4 yards (tackle by Alan Ball),3.600,3.340
4,14:27,3,8,JAX 15,19,28,Peyton Manning pass complete short left to Julius Thomas for 11 yards (tackle by Alan Ball),3.340,6.280
4,13:57,1,4,JAX 4,19,28,"Peyton Manning for no gain. Peyton Manning fumbles, recovered by Mike Harris at JAX-6 (tackle by Wes Welker)",6.280,0.380
4,13:52,1,10,JAX 6,19,28,Chad Henne pass complete short right to Mike Brown for 5 yards (tackle by Nate Irving),-0.380,-0.420
4,13:16,2,5,JAX 11,19,28,Maurice Jones-Drew up the middle for 3 yards (tackle by Nate Irving),-0.420,-0.480
4,12:38,3,2,JAX 14,19,28,Chad Henne pass complete deep left to Justin Blackmon for 19 yards (tackle by Rahim Moore),-0.480,1.140
4,12:05,1,10,JAX 33,19,28,Maurice Jones-Drew left end for 5 yards (tackle by Danny Trevathan),1.140,1.270
4,11:37,2,5,JAX 38,19,28,Chad Henne pass incomplete short left intended for Justin Blackmon is intercepted by Kayvon Webster at DEN-49 and returned for 10 yards (tackle by Will Rackley),1.270,-2.850
4,11:28,1,10,JAX 41,19,28,Peyton Manning pass complete short left to Wes Welker for 5 yards (tackle by Andre Branch),2.850,2.980
4,11:03,2,5,JAX 36,19,28,Peyton Manning pass complete deep right to Demaryius Thomas for 31 yards (tackle by Will Blackmon),2.980,6.060
4,10:25,1,5,JAX 5,19,28,Knowshon Moreno up the middle for 2 yards (tackle by Andre Branch),6.060,5.530
4,9:51,2,3,JAX 3,19,28,Knowshon Moreno up the middle for no gain (tackle by Mike Harris),5.530,4.720
4,9:13,3,3,JAX 3,19,34,"Knowshon Moreno up the middle for 3 yards, touchdown",4.720,7.000
4,9:13,,,JAX 2,19,35,Matt Prater kicks extra point good,0.000,0.000
4,9:13,,,DEN 35,19,35,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
4,9:09,1,10,JAX 20,19,35,Chad Henne pass complete short left to Maurice Jones-Drew for 4 yards (tackle by Dominique Rodgers-Cromartie and Danny Trevathan),0.280,0.270
4,8:36,2,6,JAX 24,19,35,Chad Henne pass complete short right to Will Ta'ufo'ou for 5 yards (tackle by Chris Harris),0.270,0.230
4,8:12,3,1,JAX 29,19,35,Chad Henne up the middle for 1 yard (tackle by Danny Trevathan),0.230,0.940
4,7:33,1,10,JAX 30,19,35,Chad Henne pass incomplete short left intended for Will Ta'ufo'ou (defended by Nate Irving),0.940,0.390
4,7:28,2,10,JAX 30,19,35,Chad Henne pass complete short left to Justin Blackmon for 19 yards (tackle by Chris Harris),0.390,2.190
4,7:04,1,10,JAX 49,19,35,Chad Henne pass complete short right to Clay Harbor for 23 yards (tackle by Duke Ihenacho),2.190,3.710
4,6:38,1,10,DEN 28,19,35,Maurice Jones-Drew right tackle for 4 yards (tackle by Mitch Unrein),3.710,3.710
4,6:00,2,6,DEN 24,19,35,Chad Henne pass complete short left to Clay Harbor for 6 yards (tackle by Chris Harris),3.710,4.370
4,5:21,1,10,DEN 18,19,35,Chad Henne pass complete short left to Maurice Jones-Drew for -1 yards (tackle by Kayvon Webster),4.370,3.670
4,4:49,2,11,DEN 19,19,35,"Penalty on Austin Pasztor: False Start, 5 yards (no play)",3.670,3.020
4,4:47,2,16,DEN 24,19,35,Chad Henne pass complete short middle to Justin Blackmon for 13 yards (tackle by Chris Harris),3.020,4.260
4,4:06,3,3,DEN 11,19,35,Chad Henne pass incomplete short right intended for Justin Blackmon (defended by Champ Bailey),4.260,2.800
4,4:01,4,3,DEN 11,19,35,Chad Henne pass incomplete short middle intended for Justin Blackmon (defended by Mike Adams),2.800,0.370
4,3:54,1,10,DEN 11,19,35,Peyton Manning pass complete short right to Eric Decker for 4 yards (tackle by Russell Allen),-0.370,-0.430
4,3:13,2,6,DEN 15,19,35,Knowshon Moreno left tackle for no gain (tackle by Paul Posluszny),-0.430,-0.430
4,3:07,2,6,DEN 15,19,35,Timeout #1 by Jacksonville Jaguars,-0.430,-0.950
4,3:07,3,6,DEN 15,19,35,Peyton Manning pass complete short middle to Knowshon Moreno for 9 yards (tackle by Paul Posluszny),-0.950,0.540
4,2:24,1,10,DEN 24,19,35,Peyton Manning left end for -5 yards (tackle by Sen'Derrick Marks),0.540,0.540
4,2:20,1,10,DEN 24,19,35,Timeout #2 by Jacksonville Jaguars,0.540,-0.740
4,2:20,2,15,DEN 19,19,35,Peyton Manning pass incomplete short right intended for Montee Ball,-0.740,-1.430
4,2:16,3,15,DEN 19,19,35,Peyton Manning pass complete short middle to Ronnie Hillman for 5 yards (tackle by Alan Ball),-1.430,-1.770
4,2:00,4,10,DEN 24,19,35,"Britton Colquitt punts 37 yards, returned by Ace Sanders for -3 yards (tackle by Virgil Green)",-1.770,-1.330
4,1:49,1,10,JAX 36,19,35,Chad Henne pass complete short right to Justin Forsett for 1 yard (tackle by Duke Ihenacho),1.330,0.930
4,1:25,2,9,JAX 37,19,35,Chad Henne pass complete short left to Justin Blackmon for 10 yards (tackle by Rahim Moore),0.930,2.060
4,1:04,1,10,JAX 47,19,35,Chad Henne pass complete short right to Justin Forsett for 3 yards (tackle by Chris Harris),2.060,2.060
4,0:54,1,10,JAX 47,19,35,Timeout #3 by Jacksonville Jaguars,2.060,1.920
4,0:54,2,7,,19,35,Chad Henne pass incomplete short middle intended for Ace Sanders is intercepted by Danny Trevathan at DEN-45,1.920,-1.930
4,0:47,1,10,DEN 45,19,35,Peyton Manning kneels for -1 yards,1.930,1.250
4,0:37,2,11,DEN 44,19,35,Peyton Manning kneels for -1 yards,1.250,0.430
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
