Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Dan Feeney,G,68,100%,0,0%,6,19%
Sam Tevi,T,68,100%,0,0%,6,19%
Michael Schofield,G,68,100%,0,0%,6,19%
Mike Pouncey,C,68,100%,0,0%,0,0%
Philip Rivers,QB,68,100%,0,0%,0,0%
Keenan Allen,WR,57,84%,0,0%,0,0%
Tyrell Williams,WR,55,81%,0,0%,0,0%
Virgil Green,TE,50,74%,0,0%,6,19%
Melvin Gordon,RB,49,72%,0,0%,0,0%
Mike Williams,WR,46,68%,0,0%,0,0%
Trenton Scott,G,35,51%,0,0%,6,19%
Russell Okung,T,33,49%,0,0%,0,0%
Austin Ekeler,RB,23,34%,0,0%,21,66%
Antonio Gates,TE,23,34%,0,0%,0,0%
Sean Culkin,TE,13,19%,0,0%,12,38%
Derek Watt,FB,11,16%,0,0%,0,0%
Geremy Davis,WR,8,12%,0,0%,6,19%
Travis Benjamin,WR,5,7%,0,0%,0,0%
Jahleel Addae,SS,0,0%,60,100%,5,16%
Jatavis Brown,LB,0,0%,59,98%,9,28%
Trevor Williams,CB,0,0%,59,98%,5,16%
Derwin James,FS,0,0%,59,98%,0,0%
Casey Hayward,CB,0,0%,59,98%,0,0%
Melvin Ingram,DE,0,0%,58,97%,0,0%
Denzel Perryman,LB,0,0%,47,78%,0,0%
Darius Philon,DT,0,0%,45,75%,5,16%
Brandon Mebane,NT,0,0%,37,62%,0,0%
Damion Square,NT,0,0%,35,58%,5,16%
Kyle Emanuel,LB,0,0%,31,52%,15,47%
Isaac Rochell,DE,0,0%,27,45%,17,53%
Desmond King,CB,0,0%,26,43%,15,47%
Justin Jones,DT,0,0%,16,27%,5,16%
Chris Landrum,DE,0,0%,15,25%,0,0%
Adrian Phillips,SS,0,0%,14,23%,26,81%
Uchenna Nwosu,LB,0,0%,12,20%,26,81%
Rayshawn Jenkins,FS,0,0%,1,2%,26,81%
Nick Dzubnar,LB,0,0%,0,0%,21,66%
Michael Davis,CB,0,0%,0,0%,20,62%
Brandon Facyson,CB,0,0%,0,0%,17,53%
Emmanuel Ellerbee,LB,0,0%,0,0%,17,53%
Caleb Sturgis,K,0,0%,0,0%,12,38%
Justin Jackson,RB,0,0%,0,0%,11,34%
Mike Windt,LS,0,0%,0,0%,10,31%
Drew Kaser,P,0,0%,0,0%,10,31%
Scott Quessenberry,C,0,0%,0,0%,6,19%
