Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
T.J. Hockenson,DET,7,4,68,0,3,20,5.0,48,12.0,5.6,1,4.0,1,14.3,0,90.2
Marvin Jones,DET,6,4,51,0,3,44,11.0,7,1.8,11.0,1,4.0,1,16.7,0,93.1
Jamal Agnew,DET,6,3,10,0,,1,0.3,9,3.0,9.5,0,,1,16.7,0,56.2
Marvin Hall,DET,3,3,16,0,,9,3.0,7,2.3,3.0,0,,0,0.0,0,88.9
Kerryon Johnson,DET,5,2,21,0,2,1,0.5,20,10.0,-0.8,0,,0,0.0,0,52.9
Quintez Cephus,DET,2,1,9,0,1,9,9.0,0,0.0,5.5,0,,0,0.0,0,62.5
Jesse James,DET,2,1,3,0,,1,1.0,2,2.0,7.0,0,,0,0.0,0,56.2
Adrian Peterson,DET,1,0,0,0,,0,,0,,0.0,0,,1,100.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Curtis Samuel,CAR,10,8,70,1,4,32,4.0,38,4.8,6.3,1,8.0,1,10.0,0,129.2
Robbie Chosen,CAR,9,7,46,0,2,17,2.4,29,4.1,3.2,0,,0,0.0,0,88.0
D.J. Moore,CAR,11,7,127,0,5,89,12.7,38,5.4,11.8,1,7.0,0,0.0,2,63.6
Mike Davis,CAR,2,2,15,0,1,-3,-1.5,18,9.0,-1.5,0,,0,0.0,0,97.9
Alex Armah,CAR,1,0,0,0,,0,,0,,2.0,0,,1,100.0,0,39.6
Chris Manhertz,CAR,1,0,0,0,,0,,0,,8.0,0,,1,100.0,0,39.6
P.J. Walker,CAR,1,0,0,0,0,0,,0,,6.0,0,,0,0.0,0,39.6
