Quarter,Time,Down,ToGo,Location,DET,CAR,Detail,EPB,EPA
2,11:20,1,10,CAR 10,0,7,"Rodney Smith up the middle for -1 yards (tackle by Reggie Ragland). Rodney Smith fumbles (forced by Reggie Ragland), recovered by Dennis Daley at CAR-9",-0.380,-0.850
2,10:39,2,11,CAR 9,0,7,Phillip Walker pass incomplete short left intended for Curtis Samuel (defended by Everson Griffen),-0.850,-1.540
2,10:35,3,11,CAR 9,0,7,Phillip Walker pass complete short left to Curtis Samuel for 4 yards (tackle by Jayron Kearse),-1.540,-2.490
2,9:50,4,7,CAR 13,0,7,"Joseph Charlton punts 53 yards, fair catch by Jamal Agnew at DET-34",-2.490,-1.200
2,9:42,1,10,DET 34,0,7,Matthew Stafford up the middle for 6 yards (tackle by Shaq Thompson),1.200,1.470
2,9:04,2,4,DET 40,0,7,Matthew Stafford pass complete short right to Quintez Cephus for 9 yards (tackle by Juston Burris),1.470,2.190
2,8:31,1,10,DET 49,0,7,Adrian Peterson right tackle for 4 yards (tackle by Jermaine Carter and Austin Larkin),2.190,2.190
2,7:50,2,6,CAR 47,0,7,Adrian Peterson right end for no gain (tackle by Tre Boston),2.190,1.490
2,7:12,3,6,CAR 47,0,7,Matthew Stafford pass incomplete short left intended for T.J. Hockenson,1.490,0.130
2,7:06,4,6,CAR 47,0,7,"Jack Fox punts 37 yards, fair catch by Pharoh Cooper at CAR-10",0.130,0.380
2,6:59,1,10,CAR 10,0,7,Phillip Walker pass complete short middle to Robby Anderson for 6 yards (tackle by Jamie Collins),-0.380,-0.230
2,6:22,2,4,CAR 16,0,7,Mike Davis right tackle for 5 yards (tackle by Jamie Collins and Desmond Trufant),-0.230,0.340
2,5:54,1,10,CAR 21,0,7,Phillip Walker sacked by John Penisini for no gain,0.340,-0.200
2,5:22,2,10,CAR 21,0,7,Phillip Walker pass complete short right to Curtis Samuel for 3 yards (tackle by Amani Oruwariye),-0.200,-0.490
2,4:35,3,7,CAR 24,0,7,Phillip Walker pass incomplete deep right intended for Curtis Samuel,-0.490,-1.770
2,4:29,4,7,CAR 24,0,7,"Joseph Charlton punts 53 yards, returned by Jamal Agnew for 12 yards (tackle by Jermaine Carter and J.J. Jansen)",-1.770,-1.270
2,4:16,1,10,DET 35,0,7,Adrian Peterson left tackle for 2 yards (tackle by Yetur Gross-Matos and Juston Burris),1.270,0.990
2,3:38,2,8,DET 37,0,7,Matthew Stafford pass complete short middle to T.J. Hockenson for 11 yards (tackle by Shaq Thompson and Jeremy Chinn),0.990,2.130
2,2:53,1,10,DET 48,0,7,Matthew Stafford pass incomplete short left intended for Jesse James,2.130,1.580
2,2:47,2,10,DET 48,0,7,Kerryon Johnson left tackle for 8 yards (tackle by Tre Boston),1.580,1.950
2,2:07,3,2,CAR 44,0,7,Kerryon Johnson right end for -1 yards (tackle by Juston Burris),1.950,0.270
2,2:00,4,3,CAR 45,0,7,"Jack Fox punts 33 yards, fair catch by Pharoh Cooper at CAR-12",0.270,0.350
2,1:53,1,10,CAR 12,0,7,Phillip Walker pass complete short middle to D.J. Moore for 8 yards (tackle by Jayron Kearse),-0.350,0.290
2,1:26,2,2,CAR 20,0,7,"Penalty on Trenton Scott: False Start, 5 yards (no play)",0.290,-0.500
2,1:14,2,7,CAR 15,0,7,Phillip Walker pass complete short left to Mike Davis for 7 yards (tackle by Jamie Collins and Tracy Walker),-0.500,0.410
2,0:45,1,10,CAR 22,0,7,Phillip Walker pass incomplete short left intended for Robby Anderson (defended by Desmond Trufant),0.410,-0.130
2,0:40,2,10,CAR 22,0,7,Phillip Walker pass complete short right to Curtis Samuel for 15 yards (tackle by Justin Coleman),-0.130,1.400
2,0:34,1,10,CAR 37,0,7,Phillip Walker pass incomplete short middle intended for Robby Anderson,1.400,0.860
2,0:30,2,10,CAR 37,0,7,"Phillip Walker up the middle for 12 yards (tackle by Desmond Trufant). Penalty on Michael Schofield: Illegal Use of Hands, 10 yards (no play)",0.860,-0.490
2,0:22,,,,,,Timeout #2 by Carolina Panthers,,
2,0:22,2,20,CAR 27,0,7,Phillip Walker pass incomplete deep left intended for D.J. Moore,-0.490,-1.150
2,0:17,3,20,CAR 27,0,7,Phillip Walker pass complete short right to Robby Anderson for 7 yards (tackle by Jamie Collins),-1.150,-1.110
2,0:12,,,,,,Timeout #1 by Detroit Lions,,
2,0:12,4,13,CAR 34,0,7,"Joseph Charlton punts 40 yards, returned by Jamal Agnew for 4 yards (tackle by Trenton Cannon)",-1.110,-0.940
2,0:05,1,10,DET 30,0,7,Matthew Stafford kneels for -1 yards,0.940,0.260
Quarter,Time,Down,ToGo,Location,DET,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,0,7,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DET 25,0,7,Matthew Stafford pass complete short left to Marvin Hall for 5 yards (tackle by Rasul Douglas and Tre Boston),0.610,0.740
3,14:23,2,5,DET 30,0,7,Matthew Stafford pass incomplete short right intended for T.J. Hockenson (defended by Juston Burris),0.740,0.040
3,14:18,3,5,DET 30,0,7,Matthew Stafford pass incomplete short right intended for Marvin Jones,0.040,-1.370
3,14:16,4,5,DET 30,0,7,"Jack Fox punts 43 yards, returned by Pharoh Cooper for 7 yards (tackle by Mike Ford)",-1.370,-1.200
3,14:07,1,10,CAR 34,0,7,Curtis Samuel left tackle for 4 yards (tackle by John Penisini),1.200,1.200
3,13:29,2,6,CAR 38,0,7,Phillip Walker pass complete short left to Robby Anderson for 18 yards (tackle by Jayron Kearse),1.200,2.650
3,12:42,1,10,DET 44,0,7,Phillip Walker pass complete deep right to D.J. Moore for 20 yards (tackle by Duron Harmon),2.650,3.970
3,11:57,1,10,DET 24,0,7,D.J. Moore pass incomplete short right intended for Phillip Walker,3.970,3.430
3,11:51,2,10,DET 24,0,7,Mike Davis left tackle for 7 yards (tackle by Amani Oruwariye and Will Harris),3.430,3.750
3,11:06,3,3,DET 17,0,13,"Phillip Walker pass complete deep right to Curtis Samuel for 17 yards, touchdown, touchdown",3.750,7.000
3,10:58,,,DET 15,0,14,Joey Slye kicks extra point good,0.000,0.000
3,10:58,,,CAR 35,0,14,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,10:58,1,10,DET 25,0,14,Matthew Stafford pass complete short right to Jamal Agnew for 1 yard (tackle by Juston Burris),0.610,0.200
3,10:25,2,9,DET 26,0,14,Matthew Stafford pass complete short left to Jamal Agnew for 4 yards (tackle by Marquis Haynes),0.200,0.040
3,9:43,3,5,DET 30,0,14,Matthew Stafford pass complete deep left to T.J. Hockenson for 19 yards (tackle by Juston Burris),0.040,2.190
3,9:18,1,10,DET 49,0,14,"Matthew Stafford pass complete deep left to Marvin Jones for 51 yards Penalty on DET: Illegal Formation, 5 yards (no play)",2.190,1.860
3,9:09,1,15,DET 44,0,14,Matthew Stafford pass complete short left to Marvin Hall for 5 yards (tackle by Myles Hartsfield and Jermaine Carter),1.860,1.650
3,8:27,2,10,DET 49,0,14,Matthew Stafford pass incomplete deep left intended for Jamal Agnew (defended by Juston Burris),1.650,0.960
3,8:20,3,10,DET 49,0,14,Matthew Stafford sacked by and Brian Burns for -6 yards and Efe Obada for -6 yards,0.960,-0.520
3,7:42,4,16,DET 43,0,14,"Jack Fox punts 46 yards, returned by Pharoh Cooper for 14 yards (tackle by Christian Jones and C.J. Moore)",-0.520,-0.610
3,7:32,1,10,CAR 25,0,14,Phillip Walker pass complete short right to Robby Anderson for -3 yards (tackle by Jeff Okudah),0.610,-0.340
3,6:51,2,13,CAR 22,0,14,Phillip Walker pass complete short left to D.J. Moore for 11 yards (tackle by Jeff Okudah and Will Harris),-0.340,0.430
3,6:20,3,2,CAR 33,0,14,Phillip Walker pass complete short left to D.J. Moore for 12 yards (tackle by Duron Harmon),0.430,1.930
3,5:36,1,10,CAR 45,0,14,Mike Davis left end for 3 yards (tackle by Jahlani Tavai and Romeo Okwara),1.930,1.790
3,4:56,2,7,CAR 48,0,14,Phillip Walker pass complete short left to D.J. Moore for 10 yards (tackle by Jeff Okudah),1.790,2.790
3,4:18,1,10,DET 42,0,14,"Phillip Walker aborted snap, recovered by Phillip Walker at DET-43 and returned for -1 yards",2.790,2.110
3,3:37,2,11,DET 43,0,14,Phillip Walker pass complete short left to Robby Anderson for -2 yards (tackle by Jahlani Tavai and Desmond Trufant),2.110,1.160
3,2:52,3,13,DET 45,0,14,Phillip Walker pass complete short left to Curtis Samuel for 7 yards (tackle by Tracy Walker),1.160,0.720
3,2:04,4,6,DET 38,0,17,Joey Slye 56 yard field goal good,0.720,3.000
3,1:59,,,CAR 35,0,17,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,1:59,1,10,DET 25,0,17,"Kerryon Johnson left end for 1 yard (tackle by Rasul Douglas). Penalty on Derrick Brown: Illegal Use of Hands, 5 yards",0.610,1.000
3,1:44,1,10,DET 31,0,17,Kerryon Johnson left end for 4 yards (tackle by Tre Boston and Brian Burns),1.000,1.000
3,1:19,2,6,DET 35,0,17,Matthew Stafford pass complete short left to Jamal Agnew for 5 yards (tackle by Tre Boston),1.000,0.960
3,0:43,3,1,DET 40,0,17,Matthew Stafford pass complete short right to T.J. Hockenson for 35 yards (tackle by Tre Boston),0.960,3.910
3,0:16,1,10,CAR 25,0,17,Matthew Stafford right tackle for no gain (tackle by Tre Boston),3.910,3.360
Quarter,Time,Down,ToGo,Location,DET,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,CAR 25,0,17,Matthew Stafford pass incomplete short right intended for Jamal Agnew,3.360,2.680
4,14:57,3,10,CAR 25,0,17,Matthew Stafford sacked by and Brian Burns for -8 yards and Zach Kerr for -8 yards,2.680,1.150
4,14:13,4,18,CAR 33,0,17,Matt Prater 51 yard field goal no good,1.150,-1.660
4,14:08,1,10,CAR 41,0,17,Mike Davis left tackle for 4 yards (tackle by Amani Oruwariye),1.660,1.660
4,13:29,2,6,CAR 45,0,17,Phillip Walker pass complete short right to Robby Anderson for 11 yards (tackle by Desmond Trufant),1.660,2.650
4,12:56,1,10,DET 44,0,17,D.J. Moore left end for 21 yards (tackle by Jarrad Davis),2.650,4.040
4,12:10,1,10,DET 23,0,17,Rodney Smith up the middle for 9 yards (tackle by Jamie Collins),4.040,4.950
4,11:32,2,1,DET 14,0,17,Mike Davis up the middle for 5 yards (tackle by Christian Jones),4.950,5.140
4,10:45,1,9,DET 9,0,17,"Penalty on CAR: Delay of Game, 5 yards (no play)",5.140,4.440
4,10:44,1,14,DET 14,0,17,Mike Davis right tackle for 3 yards (tackle by Christian Jones and Danny Shelton),4.440,4.020
4,10:02,2,11,DET 11,0,17,Mike Davis up the middle for 4 yards (tackle by Nick Williams and John Penisini),4.020,3.810
4,9:16,3,7,DET 7,0,17,Phillip Walker pass short right intended for D.J. Moore is intercepted by Desmond Trufant at DET-0 and returned for no gain,3.810,-0.280
4,9:10,1,10,DET 20,0,17,Matthew Stafford pass incomplete short middle intended for Kerryon Johnson,0.280,-0.270
4,9:06,2,10,DET 20,0,17,Matthew Stafford pass incomplete short right,-0.270,-0.960
4,9:00,3,10,DET 20,0,17,Matthew Stafford pass complete short right to Marvin Jones for 8 yards (tackle by Stantley Thomas-Oliver),-0.960,-1.500
4,8:16,4,2,DET 28,0,17,Matthew Stafford pass complete short middle to Marvin Jones for 4 yards (tackle by Shaq Thompson),-1.500,1.070
4,7:51,1,10,DET 32,0,17,Matthew Stafford sacked by Brian Burns for -7 yards,1.070,-0.420
4,7:07,2,17,DET 25,0,17,Matthew Stafford sacked by and Zach Kerr for -3 yards and Yetur Gross-Matos for -3 yards,-0.420,-1.480
4,6:27,3,20,DET 22,0,17,Matthew Stafford pass incomplete short right intended for Kerryon Johnson,-1.480,-1.900
4,6:22,4,20,DET 22,0,17,Matthew Stafford pass incomplete deep left intended for Marvin Jones (defended by Corn Elder),-1.900,-4.110
4,6:17,1,10,DET 22,0,17,Mike Davis up the middle for 3 yards (tackle by Jayron Kearse),4.110,3.970
4,6:12,,,,,,Timeout #1 by Detroit Lions,,
4,6:12,2,7,DET 19,0,17,Mike Davis up the middle for no gain (tackle by Danny Shelton),3.970,3.260
4,5:26,,,,,,Timeout #1 by Carolina Panthers,,
4,5:26,3,7,DET 19,0,17,"Mike Davis left end for 3 yards (tackle by Jarrad Davis). Penalty on Trenton Scott: Offensive Holding, 10 yards",3.260,2.350
4,5:11,3,14,DET 26,0,17,Rodney Smith left end for 2 yards (tackle by Jeff Okudah),2.350,1.870
4,5:05,,,,,,Timeout #2 by Detroit Lions,,
4,5:05,4,12,DET 24,0,17,"Joey Slye yard field goal no good. Penalty on Justin Coleman: Running Into the Kicker, 5 yards (no play)",1.870,2.180
4,5:00,4,7,DET 19,0,20,Joey Slye 37 yard field goal good,2.180,3.000
4,4:57,,,CAR 35,0,20,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,4:57,1,10,DET 25,0,20,Matthew Stafford pass complete short middle to Kerryon Johnson for 14 yards (tackle by Brian Burns),0.610,1.530
4,4:29,1,10,DET 39,0,20,Matthew Stafford pass complete short right to Marvin Jones for 18 yards (tackle by Troy Pride),1.530,2.720
4,4:09,1,10,CAR 43,0,20,Matthew Stafford pass complete short right to Jesse James for 3 yards (tackle by Troy Pride),2.720,2.580
4,3:45,2,7,CAR 40,0,20,Matthew Stafford sacked by Efe Obada for -9 yards,2.580,0.700
4,3:02,3,16,CAR 49,0,20,Matthew Stafford pass complete short right to T.J. Hockenson for 3 yards (tackle by Juston Burris),0.700,0.200
4,2:55,,,,,,Timeout #3 by Detroit Lions,,
4,2:55,4,13,CAR 46,0,20,Matthew Stafford pass incomplete short middle intended for Jamal Agnew (defended by Shaq Thompson),0.200,-1.990
4,2:51,1,10,CAR 46,0,20,Mike Davis up the middle for 3 yards (tackle by Jarrad Davis and Nick Williams),1.990,1.860
4,2:07,2,7,CAR 49,0,20,Mike Davis right guard for 2 yards (tackle by Jayron Kearse and Jarrad Davis),1.860,1.420
4,2:00,3,5,DET 49,0,20,Phillip Walker pass incomplete short left intended for Chris Manhertz,1.420,0.000
4,1:55,4,5,DET 49,0,20,"Penalty on Romeo Okwara: Encroachment, 4 yards (no play)",0.000,0.270
4,1:55,4,1,DET 45,0,20,"Penalty on Nick Williams: Encroachment, 6 yards (no play)",0.270,2.980
4,1:55,1,10,DET 39,0,20,Phillip Walker kneels for -2 yards,2.980,2.170
4,1:14,2,12,DET 41,0,20,Phillip Walker kneels for -1 yards,2.170,1.360
4,0:35,3,13,DET 42,0,20,Phillip Walker kneels for -1 yards,1.360,0.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
