Quarter,Time,Tm,Detail,DET,CAR
1.0,2:21,Panthers,Mike Davis 1 yard rush (Joey Slye kick),0,7
3.0,10:58,Panthers,Curtis Samuel 17 yard pass from P.J. Walker (Joey Slye kick),0,14
,1:59,Panthers,Joey Slye 56 yard field goal,0,17
4.0,4:57,Panthers,Joey Slye 37 yard field goal,0,20
