Quarter,Time,Tm,Detail,PHI,DAL
1.0,4:56,Eagles,Duce Staley 5 yard rush (David Akers kick),7,0
2.0,7:25,Eagles,Todd Pinkston 14 yard pass from A.J. Feeley (David Akers kick),14,0
,0:04,Eagles,David Akers 32 yard field goal,17,0
4.0,14:52,Cowboys,Billy Cundiff 42 yard field goal,17,3
,12:13,Eagles,Shawn Barber 80 yard interception return (David Akers kick),24,3
,10:40,Eagles,David Akers 39 yard field goal,27,3
