Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
2,11:51,4,8,DAL 32,7,0,"Filip Filipovic punts 41 yards, returned by Brian Mitchell for no gain",-1.240,-0.740
2,11:48,1,10,PHI 27,7,0,A.J. Feeley pass incomplete intended for Todd Pinkston,0.740,0.200
2,11:44,2,10,PHI 27,7,0,Dorsey Levens right tackle for -1 yards (tackle by Dat Nguyen),0.200,-0.620
2,11:02,3,11,PHI 26,7,0,Brian Westbrook middle for 18 yards (tackle by Tony Dixon and Dat Nguyen),-0.620,1.860
2,10:21,1,10,PHI 44,7,0,A.J. Feeley pass complete to Todd Pinkston for 28 yards (tackle by Mario Edwards),1.860,3.710
2,9:42,1,10,DAL 28,7,0,Duce Staley left guard for 2 yards (tackle by La'Roi Glover),3.710,3.440
2,9:06,2,8,DAL 26,7,0,"Penalty on A.J. Feeley: False Start, 5 yards (no play)",3.440,2.760
2,8:50,2,13,DAL 31,7,0,A.J. Feeley pass complete to Freddie Mitchell for 12 yards (tackle by Pete Hunter),2.760,3.720
2,8:09,3,1,DAL 19,7,0,Duce Staley right guard for 5 yards (tackle by Greg Ellis),3.720,4.650
2,7:30,1,10,DAL 14,13,0,"A.J. Feeley pass complete to Todd Pinkston for 14 yards, touchdown",4.650,7.000
2,7:30,,,DAL 14,14,0,David Akers kicks extra point good,0.000,0.000
2,7:30,,,PHI 30,14,0,"David Akers kicks off 65 yards, returned by Woodrow Dantzler for 22 yards (tackle by Dameane Douglas)",0.000,0.740
2,7:19,1,10,DAL 27,14,0,Chad Hutchinson pass incomplete intended for Joey Galloway (defended by Brian Dawkins),0.740,0.200
2,7:14,2,10,DAL 27,14,0,Chad Hutchinson pass complete to Tony McGee for 6 yards (tackle by Bobby Taylor),0.200,0.300
2,6:38,3,4,DAL 33,14,0,Chad Hutchinson pass incomplete intended for Darnay Scott,0.300,-1.180
2,6:32,4,4,DAL 33,14,0,"Filip Filipovic punts 39 yards, fair catch by Brian Mitchell. Penalty on Keith Adams: Offensive Holding, 10 yards",-1.180,-0.040
2,6:25,1,10,PHI 18,14,0,Duce Staley left guard for -1 yards (tackle by Michael Myers),0.040,-0.650
2,5:49,2,11,PHI 17,14,0,A.J. Feeley pass incomplete intended for Todd Pinkston (defended by Pete Hunter),-0.650,-1.340
2,5:46,3,11,PHI 17,14,0,A.J. Feeley pass complete to Chad Lewis for 9 yards (tackle by Dat Nguyen),-1.340,-1.630
2,5:10,4,2,PHI 26,14,0,"Lee Johnson punts 16 yards, out of bounds. Penalty on Robert Thomas: Offensive Holding, 10 yards",-1.630,-2.130
2,5:03,1,10,DAL 48,14,0,Chad Hutchinson pass incomplete intended for Joey Galloway (defended by Troy Vincent),2.130,1.580
2,4:59,2,10,DAL 48,14,0,Emmitt Smith middle for no gain (tackle by Corey Simon),1.580,0.890
2,4:27,3,10,DAL 48,14,0,Chad Hutchinson sacked by N.D. Kalu for 0 yards,0.890,-0.190
2,4:22,4,10,DAL 48,14,0,Filip Filipovic punts 50 yards,-0.190,0.380
2,4:08,1,10,PHI 2,14,0,Duce Staley middle for 3 yards (tackle by La'Roi Glover and Dexter Coakley),-0.380,-0.560
2,3:29,2,7,PHI 5,14,0,Duce Staley left guard for 5 yards (tackle by Kevin Hardy),-0.560,-0.480
2,2:46,3,2,PHI 10,14,0,Duce Staley right tackle for 7 yards (tackle by Pete Hunter),-0.480,-0.060
2,2:00,1,10,PHI 17,14,0,A.J. Feeley pass complete to Duce Staley for 16 yards (tackle by Roy Williams),-0.060,1.140
2,1:23,1,10,PHI 33,14,0,A.J. Feeley pass complete to Antonio Freeman for 9 yards (tackle by Roy Williams),1.140,1.810
2,1:19,1,10,PHI 33,,,Timeout #1 by Philadelphia Eagles,1.140,1.810
2,1:19,2,1,PHI 42,14,0,Duce Staley middle for 4 yards (tackle by La'Roi Glover),1.810,1.990
2,0:49,1,10,PHI 46,14,0,A.J. Feeley pass complete to Duce Staley for 7 yards (tackle by Roy Williams),1.990,2.400
2,0:41,1,10,PHI 46,,,Timeout #2 by Philadelphia Eagles,1.990,2.400
2,0:41,2,3,DAL 47,14,0,A.J. Feeley pass complete to Antonio Freeman for 41 yards (tackle by Lynn Scott),2.400,5.830
2,0:16,1,6,DAL 6,14,0,A.J. Feeley pass incomplete,5.830,4.950
2,0:14,2,6,DAL 6,14,0,A.J. Feeley pass incomplete intended for Todd Pinkston (defended by Pete Hunter),4.950,4.040
2,0:10,3,6,DAL 6,14,0,A.J. Feeley sacked by Tony Dixon for -8 yards,4.040,2.510
2,0:08,3,6,DAL 6,,,Timeout #3 by Philadelphia Eagles,4.040,2.510
2,0:08,4,14,DAL 14,17,0,David Akers 32 yard field goal good,2.510,3.000
2,0:08,,,PHI 30,17,0,"David Akers kicks off 39 yards, returned by Woodrow Dantzler for 5 yards (tackle by Jeff Thomason)",0.000,0.940
Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,17,0,"David Akers kicks off 61 yards, returned by Woodrow Dantzler for 22 yards (tackle by Brian Westbrook)",0.000,1.000
3,14:56,1,10,DAL 31,17,0,Emmitt Smith right tackle for -1 yards (tackle by Brandon Whiting and Troy Vincent),1.000,0.320
3,14:27,2,11,DAL 30,17,0,Chad Hutchinson left end for 8 yards (tackle by Bobby Taylor),0.320,0.700
3,13:48,3,3,DAL 38,17,0,"Penalty on Michael Wiley: False Start, 5 yards (no play)",0.700,0.040
3,13:29,3,8,DAL 33,17,0,"Chad Hutchinson sacked by Brian Dawkins for -9 yards. Chad Hutchinson fumbles (forced by Brian Dawkins), recovered by Corey Simon at DAL-27. Penalty on Hugh Douglas: Unsportsmanlike Conduct, 15 yards",0.040,-2.790
3,13:19,1,10,DAL 42,17,0,A.J. Feeley pass complete to Chad Lewis for 20 yards (tackle by Dat Nguyen and Roy Williams),2.790,4.110
3,12:45,1,10,DAL 22,17,0,A.J. Feeley pass complete to Todd Pinkston for 13 yards (tackle by Dwayne Goodrich),4.110,5.140
3,12:03,1,9,DAL 9,17,0,A.J. Feeley pass incomplete intended for Freddie Mitchell,5.140,4.380
3,12:00,2,9,DAL 9,17,0,A.J. Feeley pass complete to Freddie Mitchell for 5 yards (tackle by Pete Hunter),4.380,4.490
3,11:32,3,4,DAL 4,17,0,A.J. Feeley pass incomplete is intercepted by Roy Williams at DAL--2,4.490,-0.280
3,11:25,1,10,DAL 20,17,0,Chad Hutchinson pass complete to Darnay Scott for 14 yards (tackle by Levon Kirkland),0.280,1.200
3,10:51,1,10,DAL 34,17,0,Emmitt Smith right end for 2 yards (tackle by Michael Lewis),1.200,0.930
3,10:27,2,8,DAL 36,17,0,Chad Hutchinson pass incomplete intended for James Whalen,0.930,0.230
3,10:23,3,8,DAL 36,17,0,"Penalty on Andre Gurode: False Start, 5 yards (no play)",0.230,-0.430
3,10:23,3,13,DAL 31,17,0,Chad Hutchinson right end for 10 yards (tackle by Shawn Barber),-0.430,-0.650
3,9:59,4,3,DAL 41,17,0,"Penalty on N.D. Kalu: Running Into the Kicker, 5 yards (no play)",-0.650,1.990
3,9:48,1,10,DAL 46,17,0,"Chad Hutchinson pass complete to Tony McGee for 4 yards (tackle by Michael Lewis). Penalty on Javier Collins: Offensive Holding, 10 yards (no play)",1.990,1.330
3,9:24,1,20,DAL 36,17,0,Chad Hutchinson sacked by Darwin Walker for -10 yards,1.330,-1.250
3,8:52,2,30,DAL 26,17,0,Chad Hutchinson pass complete to James Whalen for 7 yards (tackle by Shawn Barber),-1.250,-0.960
3,8:06,3,23,DAL 33,17,0,Chad Hutchinson pass complete to Darnay Scott for 11 yards (tackle by Ike Reese),-0.960,-0.460
3,7:26,4,12,DAL 44,17,0,Filip Filipovic punts 33 yards,-0.460,-0.480
3,7:18,1,10,PHI 23,17,0,James Thrash right end for -1 yards (tackle by Kevin Hardy),0.480,-0.200
3,6:38,2,11,PHI 22,17,0,"Penalty on Tra Thomas: False Start, 5 yards (no play)",-0.200,-1.010
3,6:14,2,16,PHI 17,17,0,A.J. Feeley pass complete to Brian Westbrook for -1 yards (tackle by Pete Hunter),-1.010,-1.960
3,5:32,3,17,PHI 16,17,0,Brian Westbrook left guard for 11 yards (tackle by Dat Nguyen),-1.960,-1.570
3,5:02,4,6,PHI 27,17,0,"Lee Johnson punts 53 yards, returned by Joey Galloway for 71 yards (tackle by Dameane Douglas)",-1.570,-5.140
3,4:42,1,9,PHI 9,17,0,Emmitt Smith right end for 6 yards (tackle by Brian Dawkins and Paul Grasmanis),5.140,5.530
3,4:07,2,3,PHI 3,17,0,Chad Hutchinson right end for 1 yard (tackle by Carlos Emmons),5.530,4.950
3,3:21,3,2,PHI 2,17,0,Chad Hutchinson pass incomplete,4.950,3.250
3,3:12,4,2,PHI 2,17,0,Chad Hutchinson pass incomplete intended for Joey Galloway,3.250,0.380
3,3:12,1,10,PHI 2,17,0,"Duce Staley right guard for no gain (tackle by Brandon Noble and Pete Hunter). Penalty on Tra Thomas: Unnecessary Roughness, 1 yards",-0.380,-0.850
3,2:47,2,11,PHI 1,17,0,A.J. Feeley pass incomplete intended for Todd Pinkston,-0.850,-1.540
3,2:43,3,11,PHI 1,17,0,Duce Staley middle for 5 yards (tackle by Greg Ellis),-1.540,-2.490
3,2:09,4,6,PHI 6,17,0,"Lee Johnson punts 32 yards. Penalty on Keith Davis: Personal Foul (Offsetting), Penalty on Dameane Douglas: Personal Foul (Offsetting)",-2.490,-3.050
3,1:58,1,10,PHI 38,17,0,Chad Hutchinson pass complete to Tony McGee for 14 yards (tackle by Bobby Taylor),3.050,3.970
3,1:14,1,10,PHI 24,17,0,Emmitt Smith right end for 5 yards (tackle by Troy Vincent),3.970,4.120
3,0:27,2,5,PHI 19,17,0,Chad Hutchinson sacked by Carlos Emmons for -5 yards,4.120,2.740
Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,10,PHI 24,17,0,Chad Hutchinson pass incomplete intended for Michael Wiley,2.740,1.870
4,14:57,4,10,PHI 24,17,3,Billy Cundiff 42 yard field goal good,1.870,3.000
4,14:57,,,DAL 30,17,3,"Billy Cundiff kicks onside 16 yards, recovered by Cecil Martin",0.000,-2.520
4,14:51,1,10,DAL 46,17,3,Duce Staley middle for -2 yards (tackle by Peppi Zellner),2.520,1.710
4,14:12,2,12,DAL 48,17,3,Duce Staley middle for 3 yards (tackle by Dat Nguyen),1.710,1.420
4,13:31,3,9,DAL 45,17,3,A.J. Feeley pass incomplete intended for Antonio Freeman is intercepted by Pete Hunter at DAL-34 and returned for 16 yards,1.420,-2.260
4,13:23,1,10,PHI 50,17,3,"Emmitt Smith left tackle for 1 yard (tackle by Levon Kirkland). Penalty on Hugh Douglas: Defensive Offside, 5 yards (no play)",2.260,2.990
4,13:08,1,5,PHI 45,17,3,Chad Hutchinson pass complete to Antonio Bryant for 24 yards (tackle by Michael Lewis),2.990,4.170
4,12:26,1,10,PHI 21,23,3,"Chad Hutchinson pass incomplete intended for Emmitt Smith is intercepted by Shawn Barber at PHI-20 and returned for 80 yards, touchdown",4.170,-7.000
4,12:13,,,DAL 21,24,3,David Akers kicks extra point good,0.000,0.000
4,12:13,,,PHI 30,24,3,"David Akers kicks off 65 yards, returned by Woodrow Dantzler for 23 yards (tackle by Keith Adams). Woodrow Dantzler fumbles (forced by Keith Adams), recovered by Dameane Douglas at DAL-30",0.000,-3.580
4,12:05,1,10,DAL 30,24,3,A.J. Feeley middle for 4 yards (tackle by Colston Weatherington),3.580,3.570
4,11:31,2,6,DAL 26,24,3,A.J. Feeley pass complete to Todd Pinkston for no gain,3.570,2.870
4,10:59,3,6,DAL 26,24,3,A.J. Feeley pass complete to Dorsey Levens for 5 yards (tackle by Roy Williams),2.870,2.210
4,10:52,4,1,DAL 21,27,3,David Akers 39 yard field goal good,2.210,3.000
4,10:52,,,PHI 30,27,3,"David Akers kicks off 61 yards, returned by Woodrow Dantzler for 17 yards (tackle by Sheldon Brown). Woodrow Dantzler fumbles, recovered by Louis Mackey at DAL-25",0.000,0.610
4,10:34,1,10,DAL 25,27,3,"Troy Hambrick right tackle for 1 yard (tackle by Hugh Douglas). Penalty on Darwin Walker: Defensive Offside, 5 yards (no play)",0.610,1.340
4,10:14,1,5,DAL 30,27,3,Chad Hutchinson middle for 9 yards (tackle by Brian Dawkins),1.340,1.530
4,9:44,1,10,DAL 39,27,3,Chad Hutchinson pass complete to Antonio Bryant for 5 yards (tackle by Levon Kirkland),1.530,1.660
4,9:06,2,5,DAL 44,27,3,Chad Hutchinson sacked by Brandon Whiting for -12 yards,1.660,-0.630
4,8:29,2,5,DAL 44,,,Timeout #1 by Dallas Cowboys,1.660,-0.630
4,8:29,3,17,DAL 32,27,3,"Chad Hutchinson sacked by N.D. Kalu for -10 yards. Chad Hutchinson fumbles (forced by N.D. Kalu), recovered by Javier Collins at DAL-21",-0.630,-1.960
4,8:08,4,28,DAL 21,27,3,"Filip Filipovic punts 33 yards, fair catch by Brian Mitchell. Penalty on James Whalen: Unsportsmanlike Conduct, 15 yards",-1.960,-2.980
4,8:00,1,10,DAL 39,27,3,Duce Staley middle for no gain (tackle by Lynn Scott),2.980,2.440
4,7:21,2,10,DAL 39,27,3,A.J. Feeley pass incomplete intended for Freddie Mitchell,2.440,1.750
4,7:15,3,10,DAL 39,27,3,A.J. Feeley pass incomplete intended for Freddie Mitchell,1.750,0.660
4,7:11,4,10,DAL 39,27,3,"Lee Johnson punts 39 yards, touchback",0.660,-0.280
4,6:56,1,10,DAL 20,27,3,"Troy Hambrick left end for 1 yard (tackle by Brian Dawkins). Penalty on Tyson Walter: Offensive Holding, 10 yards",0.280,-0.680
4,6:40,1,19,DAL 11,27,3,Troy Hambrick right end for no gain (tackle by Carlos Emmons and Lito Sheppard),-0.680,-1.440
4,6:01,2,19,DAL 11,27,3,Chad Hutchinson pass complete to James Whalen for 7 yards (tackle by Lito Sheppard),-1.440,-1.330
4,5:30,3,12,DAL 18,27,3,Chad Hutchinson pass complete to James Whalen for 10 yards (tackle by Ike Reese),-1.330,-1.500
4,4:49,4,2,DAL 28,27,3,"Filip Filipovic punts 48 yards, returned by Brian Mitchell for 13 yards (tackle by James Whalen). Penalty on Keith Adams: Offensive Holding, 10 yards",-1.500,-0.740
4,4:38,1,10,PHI 27,27,3,Brian Westbrook right tackle for 4 yards (tackle by Lynn Scott),0.740,0.740
4,3:57,2,6,PHI 31,27,3,Brian Westbrook right tackle for no gain (tackle by Peppi Zellner),0.740,0.040
4,3:13,3,6,PHI 31,27,3,Brian Westbrook right end for 8 yards (tackle by Kevin Hardy),0.040,1.530
4,2:29,1,10,PHI 39,27,3,Brian Westbrook middle for 2 yards (tackle by Michael Myers),1.530,1.260
4,2:00,2,8,PHI 41,27,3,Brian Westbrook middle for 2 yards (tackle by Dat Nguyen),1.260,0.830
4,1:14,3,6,PHI 43,27,3,Brian Westbrook left end for 10 yards (tackle by Dexter Coakley),0.830,2.460
4,0:41,1,10,DAL 47,27,3,A.J. Feeley for -2 yards,2.460,1.640
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
