Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,7,2,"Rob Bironas kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,PIT 20,7,2,Ben Roethlisberger pass complete short left to LaRod Stephens-Howling for 4 yards (tackle by Bernard Pollard),0.280,0.270
3,14:36,2,6,PIT 24,7,2,LaRod Stephens-Howling left guard for 4 yards (tackle by Derrick Morgan),0.270,0.100
3,13:56,3,2,PIT 28,7,2,Ben Roethlisberger pass incomplete short left intended for LaRod Stephens-Howling,0.100,-1.500
3,13:52,4,2,PIT 28,7,2,"Zoltan Mesko punts 41 yards, fair catch by Darius Reynaud",-1.500,-1.000
3,13:45,1,10,TEN 31,7,2,Chris Johnson left tackle for 4 yards (tackle by Ike Taylor and Lawrence Timmons),1.000,1.000
3,13:14,2,6,TEN 35,7,2,Chris Johnson right guard for no gain (tackle by LaMarr Woodley),1.000,0.300
3,12:36,3,6,TEN 35,7,2,Jake Locker pass incomplete short right intended for Nate Washington (defended by William Gay). Penalty on Chris Johnson: Chop Block (Declined),0.300,-1.040
3,12:31,4,6,TEN 35,7,2,"Brett Kern punts 48 yards, fair catch by Antonio Brown. Penalty on Shamarko Thomas: Offensive Holding, 8 yards",-1.040,0.380
3,12:24,1,10,PIT 9,7,2,LaRod Stephens-Howling right guard for 4 yards (tackle by Jurrell Casey and Sammie Lee Hill),-0.380,-0.480
3,11:46,2,6,PIT 13,7,2,LaRod Stephens-Howling up the middle for 3 yards (tackle by Bernard Pollard),-0.480,-0.600
3,11:02,3,3,PIT 16,7,2,Ben Roethlisberger sacked by Zach Brown for -8 yards,-0.600,-2.490
3,10:33,4,11,PIT 8,7,2,"Zoltan Mesko punts 47 yards, returned by Darius Reynaud for 10 yards (tackle by Robert Golden)",-2.490,-2.590
3,10:21,1,10,PIT 45,7,2,Jake Locker pass incomplete deep right intended for Delanie Walker,2.590,2.040
3,10:14,2,10,PIT 45,7,2,"Chris Johnson left guard for 1 yard (tackle by Larry Foote and Ryan Clark). Penalty on Kenny Britt: Offensive Holding, 10 yards",2.040,0.830
3,9:52,2,19,TEN 46,7,2,Chris Johnson up the middle for 4 yards (tackle by Jason Worilds and Brett Keisel),0.830,0.700
3,9:07,3,15,TEN 50,7,2,"Jake Locker pass complete deep middle to Delanie Walker for 25 yards. Delanie Walker fumbles, recovered by Delanie Walker at PIT-25",0.700,3.910
3,8:12,1,10,PIT 25,7,2,Jake Locker up the middle for -3 yards (tackle by Troy Polamalu),3.910,2.960
3,7:59,2,13,PIT 28,7,2,Chris Johnson right tackle for no gain (tackle by Steve McLendon),2.960,2.280
3,7:17,3,13,PIT 28,7,2,Jake Locker pass complete short left to Nate Washington for 14 yards (tackle by Ike Taylor),2.280,4.650
3,6:38,1,10,PIT 14,7,2,Chris Johnson left guard for 1 yard (tackle by Jason Worilds and Ryan Clark),4.650,4.160
3,6:00,2,9,PIT 13,7,2,Chris Johnson left guard for 1 yard (tackle by Evander Hood and Larry Foote),4.160,3.430
3,5:15,3,8,PIT 12,7,2,Jake Locker pass complete short right to Kendall Wright for 4 yards (tackle by Shamarko Thomas),3.430,2.980
3,4:33,4,4,PIT 8,10,2,Rob Bironas 26 yard field goal good,2.980,3.000
3,4:33,,,TEN 35,10,2,"Rob Bironas kicks off 67 yards, returned by LaRod Stephens-Howling for 25 yards (tackle by Patrick Bailey)",0.000,-0.480
3,4:23,1,10,PIT 23,10,2,Ben Roethlisberger pass complete short right to LaRod Stephens-Howling for 7 yards (tackle by Zach Brown),0.480,0.880
3,3:41,2,3,PIT 30,10,2,Ben Roethlisberger pass incomplete short left intended for Emmanuel Sanders,0.880,0.170
3,3:35,3,3,PIT 30,10,2,Ben Roethlisberger pass incomplete short middle intended for Jerricho Cotchery,0.170,-1.370
3,3:31,4,3,PIT 30,10,2,"Zoltan Mesko punts 42 yards, out of bounds",-1.370,-0.810
3,3:23,1,10,TEN 28,10,2,Jackie Battle up the middle for no gain (tackle by Evander Hood),0.810,0.260
3,2:38,2,10,TEN 28,10,2,Jake Locker left end for 5 yards,0.260,0.230
3,1:51,3,5,TEN 33,10,2,Jake Locker pass complete short middle to Nate Washington for 9 yards (tackle by Ike Taylor),0.230,1.730
3,1:10,1,10,TEN 42,10,2,Jackie Battle right guard for 5 yards (tackle by Cameron Heyward and Al Woods),1.730,1.860
3,0:34,2,5,TEN 47,10,2,Jackie Battle right guard for 8 yards (tackle by William Gay),1.860,2.590
Quarter,Time,Down,ToGo,Location,TEN,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 45,10,2,Jake Locker pass incomplete deep right intended for Nate Washington,2.590,2.040
4,14:53,2,10,PIT 45,10,2,"Penalty on Jackie Battle: False Start, 5 yards (no play)",2.040,1.370
4,14:52,2,15,,10,2,Jake Locker pass incomplete short right intended for Craig Stevens,1.370,0.700
4,14:47,3,15,,10,2,Jake Locker pass incomplete deep right intended for Damian Williams,0.700,-0.060
4,14:43,4,15,,10,2,"Brett Kern punts 34 yards, fair catch by Antonio Brown",-0.060,0.140
4,14:35,1,10,PIT 16,10,2,Isaac Redman up the middle for 8 yards (tackle by Zach Brown and Moise Fokou),-0.140,0.550
4,14:02,2,2,PIT 24,10,2,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 20 yards (tackle by Coty Sensabaugh and Michael Griffin),0.550,1.860
4,13:20,1,10,PIT 44,10,2,Ben Roethlisberger pass incomplete deep right intended for Jerricho Cotchery (defended by Coty Sensabaugh),1.860,1.320
4,13:15,2,10,PIT 44,10,2,Isaac Redman up the middle for 5 yards (tackle by Derrick Morgan and Moise Fokou),1.320,1.290
4,12:35,3,5,PIT 49,10,2,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown (defended by Jason McCourty),1.290,-0.130
4,12:30,4,5,PIT 49,10,2,"Zoltan Mesko punts 43 yards, returned by Darius Reynaud for 4 yards (tackle by Robert Golden)",-0.130,0.350
4,12:20,1,10,TEN 12,10,2,Chris Johnson right guard for -1 yards (tackle by Jarvis Jones and Larry Foote),-0.350,-0.850
4,11:42,2,11,TEN 11,10,2,Jake Locker pass complete short right to Nate Washington for 10 yards (tackle by William Gay),-0.850,-0.370
4,11:04,3,1,TEN 21,10,2,Jackie Battle up the middle for 2 yards (tackle by Lawrence Timmons and Steve McLendon),-0.370,0.480
4,10:26,1,10,TEN 23,10,2,Jake Locker pass complete short left to Nate Washington for 13 yards (tackle by Ryan Clark),0.480,1.330
4,9:57,1,10,TEN 36,10,2,Chris Johnson right end for 11 yards (tackle by Ryan Clark and Larry Foote),1.330,2.060
4,9:18,1,10,TEN 47,10,2,Chris Johnson right tackle for 3 yards (tackle by Brett Keisel and Ryan Clark),2.060,1.920
4,8:48,2,7,TEN 50,10,2,Chris Johnson up the middle for 8 yards (tackle by Troy Polamalu),1.920,2.790
4,8:08,1,10,PIT 42,10,2,"Jake Locker pass incomplete deep left intended for Delanie Walker. Penalty on Ryan Clark: Defensive Pass Interference, 24 yards (no play)",2.790,4.370
4,8:01,1,10,PIT 18,10,2,"Chris Johnson right guard for -2 yards (tackle by LaMarr Woodley and Troy Polamalu). Penalty on David Stewart: Unnecessary Roughness, 15 yards",4.370,1.530
4,7:38,2,27,PIT 35,10,2,Jackie Battle right guard for 2 yards (tackle by Ryan Clark),1.530,1.160
4,6:59,3,25,PIT 33,10,2,Jake Locker pass complete short left to Kendall Wright for 7 yards (tackle by Kion Wilson),1.160,1.740
4,6:06,4,18,PIT 26,13,2,Rob Bironas 44 yard field goal good,1.740,3.000
4,6:06,,,TEN 35,13,2,"Rob Bironas kicks off 70 yards, returned by Markus Wheaton for 12 yards (tackle by George Wilson)",0.000,0.380
4,5:57,1,10,PIT 7,13,2,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 6 yards (tackle by Alterraun Verner),-0.380,-0.340
4,5:41,2,4,PIT 13,13,2,Ben Roethlisberger pass incomplete deep right intended for Emmanuel Sanders,-0.340,-0.720
4,5:35,3,4,PIT 13,13,2,Ben Roethlisberger sacked by Jurrell Casey for -8 yards,-0.720,-2.490
4,5:07,4,12,PIT 5,13,2,"Zoltan Mesko punts 39 yards, returned by Darius Reynaud for 27 yards (tackle by Chris Carter)",-2.490,-4.440
4,4:53,1,10,PIT 17,13,2,Chris Johnson right tackle for 2 yards (tackle by Kion Wilson),4.440,4.440
4,4:47,1,10,PIT 17,13,2,Timeout #1 by Pittsburgh Steelers,4.440,4.150
4,4:47,2,8,PIT 15,13,2,Chris Johnson right tackle for 1 yard (tackle by Ryan Clark and Steve McLendon),4.150,4.150
4,4:41,2,8,PIT 15,13,2,Timeout #2 by Pittsburgh Steelers,4.150,3.500
4,4:41,3,7,PIT 14,13,2,Chris Johnson up the middle for 5 yards (tackle by Brett Keisel),3.500,2.950
4,3:57,4,2,PIT 9,16,2,Rob Bironas 27 yard field goal good,2.950,3.000
4,3:57,,,TEN 35,16,2,"Rob Bironas kicks off 65 yards, returned by Markus Wheaton for 25 yards (tackle by George Wilson)",0.000,-0.610
4,3:48,1,10,PIT 25,16,2,"Ben Roethlisberger pass complete deep middle to Antonio Brown for 22 yards (tackle by Michael Griffin). Penalty on Akeem Ayers: Face Mask (15 Yards), 15 yards",0.610,3.050
4,3:37,1,10,TEN 38,16,2,Ben Roethlisberger pass complete short right to Jerricho Cotchery for 11 yards (tackle by Coty Sensabaugh),3.050,3.780
4,3:04,1,10,TEN 27,16,2,Ben Roethlisberger pass complete short middle to Emmanuel Sanders for 10 yards (tackle by Jason McCourty),3.780,4.440
4,2:34,1,10,TEN 17,16,2,Ben Roethlisberger pass complete short right to Emmanuel Sanders for 6 yards (tackle by Zach Brown),4.440,4.890
4,2:09,2,4,TEN 11,16,2,Ben Roethlisberger pass complete short right to Isaac Redman for 7 yards (tackle by Bernard Pollard),4.890,4.890
4,2:02,2,4,TEN 11,16,2,Timeout #3 by Pittsburgh Steelers,4.890,6.280
4,2:02,1,4,TEN 4,16,2,Ben Roethlisberger pass incomplete short left intended for Jerricho Cotchery (defended by Alterraun Verner),6.280,5.340
4,1:59,2,4,TEN 4,16,2,Ben Roethlisberger pass incomplete short middle intended for Isaac Redman (defended by Zach Brown),5.340,4.490
4,1:55,3,4,TEN 4,16,2,Ben Roethlisberger pass complete short left to Isaac Redman for no gain,4.490,3.030
4,1:26,4,4,TEN 4,16,8,"Ben Roethlisberger pass complete short middle to Jerricho Cotchery for 4 yards, touchdown",3.030,7.000
4,1:26,,,TEN 2,16,9,Shaun Suisham kicks extra point good,0.000,0.000
4,1:26,,,PIT 35,16,9,"Shaun Suisham kicks onside 10 yards, recovered by George Wilson",0.000,-2.590
4,1:22,1,10,PIT 45,16,9,Jake Locker kneels for -1 yards,2.590,1.910
4,0:40,2,11,PIT 46,16,9,Jake Locker kneels for -3 yards,1.910,0.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
