Quarter,Time,Down,ToGo,Location,LAC,CIN,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,LAC,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,2,CIN 39,0,7,Tyrod Taylor left tackle for -1 yards (tackle by Sam Hubbard),0.660,-1.600
2,14:57,1,10,CIN 40,0,7,Joe Mixon right guard for 6 yards (tackle by Linval Joseph),1.600,1.860
2,14:22,2,4,CIN 46,0,7,Joe Mixon up the middle for 1 yard (tackle by Justin Jones and Nick Vigil),1.860,1.290
2,13:36,3,3,CIN 47,0,7,Joe Burrow pass complete short right to Giovani Bernard for 6 yards (tackle by Casey Hayward),1.290,2.460
2,13:13,1,10,LAC 47,0,7,Joe Burrow sacked by Uchenna Nwosu for -3 yards,2.460,1.510
2,12:36,2,13,CIN 50,0,7,"Penalty on Bobby Hart: False Start, 5 yards (no play)",1.510,0.830
2,12:19,2,18,CIN 45,0,7,Joe Mixon up the middle for 7 yards (tackle by Damion Square),0.830,1.090
2,12:00,,,,,,Timeout #1 by Cincinnati Bengals,,
2,12:00,3,11,LAC 48,0,7,Joe Burrow sacked by Joey Bosa for -3 yards,1.090,-0.130
2,11:27,4,14,CIN 49,0,7,"Kevin Huber punts 51 yards, touchback.",-0.130,-0.280
2,11:18,1,10,LAC 20,0,7,Austin Ekeler left end for 13 yards (tackle by Germaine Pratt and Vonn Bell),0.280,1.140
2,10:53,1,10,LAC 33,0,7,Tyrod Taylor pass incomplete short right,1.140,0.590
2,10:48,2,10,LAC 33,0,7,Tyrod Taylor pass complete short left to Hunter Henry for 7 yards (tackle by Carlos Dunlap),0.590,0.830
2,10:02,3,3,LAC 40,0,7,Tyrod Taylor up the middle for 4 yards (tackle by Akeem Davis-Gaither),0.830,1.860
2,9:25,1,10,LAC 44,0,7,Austin Ekeler right end for 1 yard (tackle by Josh Bynes),1.860,1.450
2,8:41,2,9,LAC 45,0,7,Tyrod Taylor pass incomplete short middle intended for Virgil Green,1.450,0.760
2,8:38,3,9,LAC 45,0,7,"Tyrod Taylor pass complete deep right to Mike Williams for 37 yards (tackle by Jessie Bates). Penalty on Jessie Bates: Unnecessary Roughness, 9 yards",0.760,5.140
2,8:15,1,9,CIN 9,0,7,"Tyrod Taylor pass incomplete short right intended for Hunter Henry. Penalty on Jalen Guyton: Offensive Pass Interference, 10 yards (no play)",5.140,4.230
2,8:11,1,19,CIN 19,0,7,Tyrod Taylor pass incomplete deep right intended for Keenan Allen,4.230,3.070
2,8:05,2,19,CIN 19,0,7,Austin Ekeler left tackle for 13 yards (tackle by Vonn Bell),3.070,4.040
2,7:18,3,6,CIN 6,0,7,Tyrod Taylor pass incomplete short left intended for Hunter Henry,4.040,2.990
2,7:14,4,6,CIN 6,3,7,Michael Badgley 24 yard field goal good,2.990,3.000
2,7:10,,,LAC 35,3,7,"Ty Long kicks off 67 yards, returned by Brandon Wilson for 44 yards (tackle by Ty Long)",0.000,1.730
2,7:03,1,10,CIN 42,3,7,Joe Mixon right tackle for 6 yards (tackle by Denzel Perryman and Kyzir White),1.730,2.000
2,6:32,2,4,CIN 48,3,7,Joe Mixon up the middle for -2 yards (tackle by Kyzir White),2.000,1.030
2,5:52,3,6,CIN 46,3,7,Joe Burrow up the middle for 4 yards (tackle by Joey Bosa),1.030,-0.060
2,5:04,4,2,CIN 50,3,7,"Penalty on CIN: Delay of Game, 5 yards (no play)",-0.060,-0.390
2,5:02,4,7,CIN 45,3,7,"Kevin Huber punts 55 yards, touchback.",-0.390,-0.280
2,4:53,1,10,LAC 20,3,7,Tyrod Taylor pass complete short left to Hunter Henry for 22 yards (tackle by Vonn Bell),0.280,1.730
2,4:29,1,10,LAC 42,3,7,Austin Ekeler right guard for 3 yards (tackle by Germaine Pratt),1.730,1.590
2,3:50,2,7,LAC 45,3,7,Austin Ekeler up the middle for no gain (tackle by Josh Bynes and Sam Hubbard),1.590,0.890
2,3:11,3,7,LAC 45,3,7,"Tyrod Taylor pass incomplete deep right intended for Mike Williams. Penalty on Darius Phillips: Defensive Holding, 5 yards (no play)",0.890,2.260
2,3:06,1,10,LAC 50,3,7,Joshua Kelley left guard for no gain (tackle by Germaine Pratt and D.J. Reader),2.260,1.710
2,2:32,2,10,LAC 50,3,7,Joshua Kelley up the middle for 7 yards (tackle by Germaine Pratt and Josh Bynes),1.710,1.950
2,2:00,3,3,CIN 43,3,7,Austin Ekeler up the middle for 2 yards (tackle by D.J. Reader and Carlos Dunlap),1.950,0.530
2,1:20,4,1,CIN 41,3,7,Tyrod Taylor up the middle for no gain (tackle by Sam Hubbard),0.530,-1.660
2,1:11,1,10,CIN 41,3,7,"Penalty on C.J. Uzomah: False Start, 5 yards (no play)",1.660,1.330
2,1:11,1,15,CIN 36,3,7,Joe Burrow pass complete short right to Giovani Bernard for 1 yard (tackle by Nick Vigil and Linval Joseph),1.330,0.580
2,0:49,2,14,CIN 37,3,7,Joe Burrow pass complete short right to C.J. Uzomah for 5 yards (tackle by Casey Hayward),0.580,0.560
2,0:43,3,9,CIN 42,3,7,Joe Burrow pass incomplete short right intended for A.J. Green,0.560,-0.590
2,0:40,4,9,CIN 42,3,7,"Kevin Huber punts 44 yards, fair catch by Desmond King at LAC-14",-0.590,0.280
2,0:33,1,10,LAC 14,3,7,Austin Ekeler up the middle for 6 yards (tackle by D.J. Reader),-0.280,0.150
2,0:28,,,,,,Timeout #1 by Los Angeles Chargers,,
2,0:28,2,4,LAC 20,3,7,Tyrod Taylor pass complete short left to Mike Williams for 10 yards,0.150,0.940
2,0:23,1,10,LAC 30,3,7,Tyrod Taylor pass complete deep left to Hunter Henry for 33 yards (tackle by Jessie Bates),0.940,3.120
2,0:15,1,10,CIN 37,3,7,Austin Ekeler right guard for 7 yards (tackle by Carl Lawson),3.120,3.520
2,0:10,,,,,,Timeout #2 by Los Angeles Chargers,,
2,0:10,,,,,,Timeout #2 by Cincinnati Bengals,,
2,0:10,2,3,CIN 30,3,7,Austin Ekeler right tackle for 5 yards (tackle by Akeem Davis-Gaither),3.520,3.910
2,0:03,,,,,,Timeout #3 by Los Angeles Chargers,,
2,0:03,1,10,CIN 25,6,7,Michael Badgley 43 yard field goal good,3.910,3.000
Quarter,Time,Down,ToGo,Location,LAC,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,6,7,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LAC 25,6,7,Austin Ekeler right guard for 3 yards (tackle by Mike Daniels),0.610,0.470
3,14:28,2,7,LAC 28,6,7,Austin Ekeler left end for 6 yards (tackle by Germaine Pratt and Sam Hubbard),0.470,0.560
3,13:49,3,1,LAC 34,6,7,Joshua Kelley right guard for 26 yards (tackle by Jessie Bates),0.560,2.920
3,13:13,1,10,CIN 40,6,7,Joshua Kelley right guard for 1 yard (tackle by Carl Lawson),2.920,2.510
3,12:36,2,9,CIN 39,6,7,Tyrod Taylor pass incomplete deep right intended for Keenan Allen,2.510,1.820
3,12:29,,,,,,Timeout #1 by Los Angeles Chargers,,
3,12:29,3,9,CIN 39,6,7,Tyrod Taylor pass complete short left to Mike Williams for 7 yards (tackle by William Jackson),1.820,1.300
3,11:43,4,2,CIN 32,6,7,Michael Badgley 50 yard field goal no good,1.300,-1.600
3,11:40,1,10,CIN 40,6,7,Joe Mixon right tackle for 14 yards (tackle by Casey Hayward),1.600,2.520
3,11:13,1,10,LAC 46,6,7,Joe Mixon right guard for 2 yards (tackle by Linval Joseph),2.520,2.250
3,10:40,2,8,LAC 44,6,7,Joe Burrow pass complete short right to A.J. Green for 9 yards (tackle by Nick Vigil),2.250,3.250
3,10:11,1,10,LAC 35,6,7,Joe Burrow pass incomplete deep right intended for John Ross,3.250,2.700
3,10:06,2,10,LAC 35,6,7,Joe Burrow pass complete short right to Giovani Bernard for 4 yards (tackle by Melvin Ingram),2.700,2.540
3,9:22,3,6,LAC 31,6,7,Joe Burrow pass incomplete deep middle intended for A.J. Green,2.540,1.340
3,9:17,4,6,LAC 31,6,10,Randy Bullock 50 yard field goal good,1.340,3.000
3,9:12,,,CIN 35,6,10,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,9:12,1,10,LAC 25,6,10,Tyrod Taylor sacked by Josh Bynes for no gain,0.610,0.060
3,8:38,2,10,LAC 25,6,10,Austin Ekeler right tackle for 2 yards (tackle by D.J. Reader and Khalid Kareem),0.060,-0.360
3,7:59,3,8,LAC 27,6,10,Tyrod Taylor pass incomplete deep right intended for Mike Williams (defended by Jessie Bates),-0.360,-1.570
3,7:53,4,8,LAC 27,6,10,"Ty Long punts 63 yards, returned by Alex Erickson for 22 yards (tackle by Desmond King)",-1.570,-1.070
3,7:40,1,10,CIN 32,6,10,Joe Mixon up the middle for 1 yard (tackle by Joey Bosa),1.070,0.660
3,7:03,2,9,CIN 33,6,10,Joe Mixon left tackle for -1 yards (tackle by Joey Bosa and Chris Harris),0.660,-0.160
3,6:25,3,10,CIN 32,6,10,Joe Burrow pass complete short left to Tyler Boyd for 11 yards (tackle by Kenneth Murray),-0.160,1.800
3,5:42,1,10,CIN 43,6,10,Joe Mixon right end for 5 yards (tackle by Casey Hayward),1.800,1.930
3,5:06,2,5,CIN 48,6,10,Joe Mixon left guard for 4 yards (tackle by Isaac Rochell),1.930,1.750
3,4:38,3,1,LAC 48,6,10,Joe Burrow up the middle for 1 yard (tackle by Kenneth Murray),1.750,2.460
3,3:49,1,10,LAC 47,6,10,Joe Burrow pass complete short left to A.J. Green for 14 yards (tackle by Chris Harris),2.460,3.380
3,3:05,1,10,LAC 33,6,10,Joe Mixon left guard for 3 yards (tackle by Joey Bosa),3.380,3.240
3,2:21,2,7,LAC 30,6,10,Joe Mixon up the middle for 5 yards (tackle by Linval Joseph and Kenneth Murray),3.240,3.200
3,1:41,,,,,,Timeout #1 by Cincinnati Bengals,,
3,1:41,3,2,LAC 25,6,10,Joe Burrow pass incomplete deep right intended for A.J. Green (defended by Casey Hayward),3.200,1.930
3,1:36,4,2,LAC 25,6,13,Randy Bullock 43 yard field goal good,1.930,3.000
3,1:32,,,CIN 35,6,13,"Randy Bullock kicks off 66 yards, returned by Joe Reed for 46 yards (tackle by Darius Phillips and Samaje Perine)",0.000,1.930
3,1:24,1,10,LAC 45,6,13,Tyrod Taylor pass complete short left to Austin Ekeler for 3 yards (tackle by Germaine Pratt),1.930,1.790
3,1:09,2,7,LAC 48,6,13,Austin Ekeler right guard for 3 yards (tackle by Sam Hubbard),1.790,1.490
3,0:26,3,4,CIN 49,6,13,Tyrod Taylor pass complete short right to Jalen Guyton for 16 yards (tackle by Akeem Davis-Gaither),1.490,3.380
3,0:10,1,10,CIN 33,6,13,Joshua Kelley up the middle for 4 yards (tackle by Vonn Bell),3.380,3.380
Quarter,Time,Down,ToGo,Location,LAC,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,CIN 29,6,13,Joshua Kelley left tackle for 2 yards (tackle by Vonn Bell),3.380,2.940
4,14:29,3,4,CIN 27,6,13,Tyrod Taylor pass complete short middle to Keenan Allen for 6 yards (tackle by Logan Wilson),2.940,4.170
4,14:04,1,10,CIN 21,6,13,Joshua Kelley up the middle for 4 yards (tackle by Jessie Bates),4.170,4.200
4,13:33,2,6,CIN 17,6,13,Austin Ekeler left tackle for 8 yards (tackle by Germaine Pratt),4.200,5.140
4,13:01,1,9,CIN 9,6,13,Austin Ekeler left guard for 4 yards (tackle by Vonn Bell and Carl Lawson),5.140,5.150
4,12:27,2,5,CIN 5,12,13,"Joshua Kelley left guard for 5 yards, touchdown",5.150,7.000
4,12:23,,,CIN 15,13,13,Michael Badgley kicks extra point good,0.000,0.000
4,12:23,,,LAC 35,13,13,"Ty Long kicks off 65 yards, touchback.",0.000,0.610
4,12:23,1,10,CIN 25,13,13,Joe Burrow pass incomplete short left intended for Tyler Boyd,0.610,0.060
4,12:20,2,10,CIN 25,13,13,"Joe Mixon right tackle for -1 yards (tackle by Denzel Perryman). Joe Mixon fumbles (forced by Denzel Perryman), recovered by Nick Vigil at CIN-24 (tackle by Joe Mixon)",0.060,-3.970
4,12:14,1,10,CIN 24,13,13,Austin Ekeler left tackle for 2 yards (tackle by Vonn Bell),3.970,3.700
4,11:35,2,8,CIN 22,13,13,Tyrod Taylor pass complete short left to Keenan Allen for 8 yards (tackle by Vonn Bell and William Jackson),3.700,4.650
4,11:03,1,10,CIN 14,13,13,Joshua Kelley left guard for 8 yards (tackle by Germaine Pratt and Sam Hubbard),4.650,5.470
4,10:25,2,2,CIN 6,13,13,Joshua Kelley up the middle for 4 yards (tackle by Andrew Brown and Sam Hubbard),5.470,6.740
4,9:43,1,2,CIN 2,13,13,Joshua Kelley left tackle for -1 yards (tackle by Josh Bynes),6.740,5.530
4,9:07,,,,,,Timeout #2 by Cincinnati Bengals,,
4,9:07,2,3,CIN 3,13,13,Tyrod Taylor pass incomplete short left intended for Mike Williams (defended by William Jackson),5.530,4.720
4,9:03,3,3,CIN 3,13,13,Tyrod Taylor pass incomplete short left intended for Hunter Henry (defended by Jessie Bates),4.720,3.040
4,8:59,4,3,CIN 3,16,13,Michael Badgley 22 yard field goal good,3.040,3.000
4,8:56,,,LAC 35,16,13,"Ty Long kicks off 65 yards, touchback.",0.000,0.610
4,8:56,1,10,CIN 25,16,13,Joe Burrow right end for 5 yards (tackle by Desmond King),0.610,0.740
4,8:23,2,5,CIN 30,16,13,Joe Mixon up the middle for 7 yards (tackle by Chris Harris),0.740,1.400
4,7:46,1,10,CIN 37,16,13,Joe Burrow up the middle for 4 yards (tackle by Justin Jones),1.400,1.400
4,7:08,2,6,CIN 41,16,13,Joe Burrow up the middle for 2 yards (tackle by Denzel Perryman and Damion Square),1.400,0.960
4,6:22,,,,,,Timeout #3 by Cincinnati Bengals,,
4,6:22,3,4,CIN 43,16,13,Joe Burrow pass complete short middle to C.J. Uzomah for 15 yards (tackle by Casey Hayward),0.960,2.790
4,5:46,1,10,LAC 42,16,13,Joe Burrow pass complete short left to C.J. Uzomah for 19 yards (tackle by Michael Davis),2.790,4.040
4,5:19,1,10,LAC 23,16,13,Joe Burrow pass short left intended for Giovani Bernard is intercepted by Melvin Ingram at LAC-24 and returned for no gain. Penalty on Trey Hopkins: Ineligible Downfield Pass (Declined),4.040,-0.540
4,5:13,1,10,LAC 24,16,13,Austin Ekeler left guard for -1 yards (tackle by Josh Bynes and Christian Covington),0.540,-0.140
4,4:40,2,11,LAC 23,16,13,Tyrod Taylor pass complete short right to Keenan Allen for 1 yard (tackle by Jessie Bates). Penalty on Jessie Bates: Lowering the Head to Initiate Contact (Offsetting) Penalty on LAC: Lowering the Head to Initiate Contact (Offsetting) (no play),-0.140,-0.140
4,4:34,2,11,LAC 23,16,13,Tyrod Taylor pass complete short middle to Virgil Green for 10 yards (tackle by Josh Bynes and Germaine Pratt),-0.140,0.500
4,3:59,3,1,LAC 33,16,13,Joshua Kelley right guard for no gain (tackle by Mike Daniels and Christian Covington),0.500,-1.180
4,3:17,4,1,LAC 33,16,13,Ty Long punts 49 yards out of bounds,-1.180,-0.040
4,3:08,1,10,CIN 18,16,13,Joe Burrow up the middle for 7 yards (tackle by Melvin Ingram),0.040,0.550
4,2:48,2,3,CIN 25,16,13,Joe Burrow pass complete short middle to Tyler Boyd for 4 yards (tackle by Kenneth Murray),0.550,0.870
4,2:18,1,10,CIN 29,16,13,Joe Burrow pass complete short right to Tyler Boyd for 8 yards (tackle by Casey Hayward),0.870,1.410
4,2:12,2,2,CIN 37,16,13,Joe Burrow pass complete short middle to John Ross for 15 yards (tackle by Casey Hayward),1.410,2.390
4,2:00,1,10,LAC 48,16,13,"Penalty on John Ross: False Start, 5 yards (no play)",2.390,2.060
4,2:00,1,15,CIN 47,16,13,Giovani Bernard up the middle for 7 yards (tackle by Uchenna Nwosu and Kenneth Murray),2.060,2.120
4,1:40,2,8,LAC 46,16,13,Joe Burrow pass incomplete short right intended for John Ross,2.120,1.420
4,1:36,3,8,LAC 46,16,13,Joe Burrow pass complete short left to Tyler Boyd for 10 yards (tackle by Rayshawn Jenkins),1.420,3.180
4,1:17,1,10,LAC 36,16,13,Joe Burrow pass incomplete deep right intended for A.J. Green,3.180,2.640
4,1:10,2,10,LAC 36,16,13,Joe Burrow pass complete short right to Mike Thomas for 12 yards (tackle by Uchenna Nwosu),2.640,3.970
4,0:49,1,10,LAC 24,16,13,Joe Burrow pass complete short right to Mike Thomas for 5 yards (tackle by Casey Hayward),3.970,4.120
4,0:32,2,5,LAC 19,16,13,Joe Burrow pass complete short right to C.J. Uzomah for 6 yards (tackle by Nick Vigil),4.120,4.710
4,0:19,1,10,LAC 13,16,13,Joe Burrow spiked the ball,4.710,4.050
4,0:18,,,,,,Timeout #2 by Los Angeles Chargers,,
4,0:18,2,10,LAC 13,16,13,Joe Burrow pass complete short right to Giovani Bernard for 10 yards (tackle by Casey Hayward),4.050,6.510
4,0:12,1,3,LAC 3,16,13,"Joe Burrow pass complete short right to A.J. Green for 3 yards. Penalty on A.J. Green: Offensive Pass Interference, 10 yards (no play)",6.510,4.530
4,0:07,1,13,LAC 13,16,13,Randy Bullock 31 yard field goal no good,4.530,-0.340
4,0:02,1,10,LAC 21,16,13,Tyrod Taylor kneels for -1 yards,0.340,-0.340
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
