Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
1,,,,OAK 2,7,7,Lawrence Tynes kicks extra point good,0.000,0.000
1,,,,KAN 30,7,7,"Lawrence Tynes kicks off 64 yards, returned by Doug Gabriel for 32 yards (tackle by William Bartee)",0.000,1.470
1,2:09,1,10,OAK 38,7,7,Kerry Collins pass complete to Amos Zereoue for 12 yards (tackle by Scott Fujita),1.470,2.260
1,1:30,1,10,KAN 50,7,7,Amos Zereoue right end for 1 yard (tackle by John Browning),2.260,1.850
1,0:48,2,9,KAN 49,7,7,Kerry Collins pass complete to Jerry Porter for 3 yards (tackle by Scott Fujita),1.850,1.550
1,0:08,3,6,KAN 46,7,7,Kerry Collins pass complete to Jerry Porter for 6 yards (tackle by Dexter McCleon),1.550,2.920
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 40,7,7,Zack Crockett up the middle for 4 yards (tackle by Lional Dalton),2.920,2.910
2,14:28,2,6,KAN 36,7,7,Justin Fargas left end for 7 yards (tackle by Kawika Mitchell and Shaunard Harts),2.910,3.640
2,13:48,1,10,KAN 29,7,7,Zack Crockett up the middle for 4 yards (tackle by Kawika Mitchell and Scott Fujita),3.640,3.640
2,13:12,2,6,KAN 25,7,7,Kerry Collins pass complete to Teyo Johnson for 13 yards (tackle by Greg Wesley),3.640,4.780
2,12:29,1,10,KAN 12,7,7,"Kerry Collins pass incomplete intended for Zack Crockett. Penalty on Lional Dalton: Defensive Offside, 5 yards (no play)",4.780,5.930
2,12:24,1,5,KAN 7,7,7,Zack Crockett up the middle for 4 yards (tackle by Jared Allen),5.930,5.790
2,11:45,2,1,KAN 3,13,7,"Zack Crockett up the middle for 3 yards, touchdown",5.790,7.000
2,,,,KAN 2,14,7,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,14,7,"Sebastian Janikowski kicks off 48 yards, returned by Dante Hall for 29 yards. Penalty on Chris Hetherington: Offside on Free Kick, 5 yards",,
2,11:34,1,10,OAK 44,14,7,Trent Green pass complete to Larry Johnson for 13 yards (tackle by Grant Irons),2.650,3.510
2,10:50,1,10,OAK 31,14,7,Tony Richardson up the middle for 5 yards (tackle by Tommy Kelly),3.510,3.640
2,10:09,2,5,OAK 26,14,7,Trent Green pass complete to Tony Gonzalez for 7 yards (tackle by Tyler Brayton),3.640,4.310
2,9:30,1,10,OAK 19,14,7,Tony Richardson up the middle for 3 yards (tackle by Danny Clark and Marques Anderson),4.310,4.180
2,8:52,2,7,OAK 16,14,7,Trent Green pass incomplete intended for Eddie Kennison,4.180,3.410
2,8:47,3,7,OAK 16,14,7,Trent Green pass complete to Dante Hall for 10 yards (tackle by Nnamdi Asomugha),3.410,5.830
2,8:08,1,6,OAK 6,14,7,Larry Johnson right end for -4 yards (tackle by Denard Walker),5.830,4.190
2,7:28,2,10,OAK 10,14,7,Trent Green pass complete to Tony Gonzalez for 8 yards (tackle by Ray Buchanan),4.190,4.950
2,6:47,3,2,OAK 2,14,13,"Trent Green pass complete to Tony Gonzalez for 2 yards, touchdown",4.950,7.000
2,,,,OAK 2,14,14,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,14,14,"Lawrence Tynes kicks off 52 yards, returned by Chris Hetherington for 23 yards (tackle by Benny Sapp)",0.000,1.660
2,6:38,1,10,OAK 41,14,14,Kerry Collins pass incomplete,1.660,1.120
2,6:31,2,10,OAK 41,14,14,Kerry Collins pass incomplete intended for Alvis Whitted,1.120,0.430
2,6:26,3,10,OAK 41,14,14,"Penalty on Barry Sims: False Start, 5 yards (no play)",0.430,-0.230
2,6:26,3,15,OAK 36,14,14,Kerry Collins pass complete to J.R. Redmond for 11 yards (tackle by Kawika Mitchell),-0.230,-0.260
2,5:45,4,4,OAK 47,14,14,Shane Lechler punts 41 yards,-0.260,0.350
2,5:32,1,10,KAN 12,14,14,Trent Green pass complete to Tony Richardson for 7 yards (tackle by Grant Irons),-0.350,0.100
2,4:50,2,3,KAN 19,14,14,Trent Green pass incomplete intended for Dante Hall,0.100,-0.600
2,4:46,3,3,KAN 19,14,14,Trent Green pass complete to Dante Hall for 4 yards (tackle by Napoleon Harris),-0.600,0.480
2,4:05,1,10,KAN 23,14,14,Trent Green pass incomplete intended for Chris Horn,0.480,-0.070
2,3:59,2,10,KAN 23,14,14,Trent Green pass complete to Tony Gonzalez for 12 yards (tackle by Ray Buchanan),-0.070,1.270
2,3:16,1,10,KAN 35,14,14,Trent Green pass incomplete intended for Eddie Kennison,1.270,0.720
2,3:10,,,,14,14,Timeout #1 by Oakland Raiders,0.000,0.720
2,3:10,2,10,KAN 35,14,14,"Larry Johnson up the middle for 2 yards (tackle by Terdell Sands). Penalty on Terdell Sands: Face Mask (15 Yards), 15 yards",0.720,2.390
2,2:47,1,10,OAK 48,14,14,Trent Green pass complete to Tony Gonzalez for 11 yards (tackle by Ray Buchanan),2.390,3.120
2,2:08,1,10,OAK 37,14,14,Trent Green pass complete to Chris Horn for 11 yards (tackle by Tim Johnson),3.120,3.840
2,2:00,1,10,OAK 26,14,20,"Trent Green pass complete to Tony Gonzalez for 26 yards, touchdown",3.840,7.000
2,,,,OAK 2,14,21,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,14,21,"Lawrence Tynes kicks off 63 yards, returned by Doug Gabriel for 24 yards (tackle by Quinton Caver)",0.000,1.000
2,1:48,1,10,OAK 31,14,21,"Kerry Collins pass complete to Doug Jolley for 7 yards (tackle by Eric Warfield). Penalty on Dexter McCleon: Defensive Holding, 5 yards (no play)",1.000,1.330
2,1:41,1,10,OAK 36,14,21,J.R. Redmond up the middle for 9 yards (tackle by Monty Beisel). Penalty on Ryan Sims: Defensive Offside (Declined),1.330,2.010
2,1:36,2,1,OAK 45,14,21,Kerry Collins pass complete to J.R. Redmond for 8 yards (tackle by Benny Sapp),2.010,2.460
2,1:15,1,10,KAN 47,14,21,Kerry Collins pass complete to J.R. Redmond for 4 yards (tackle by Eric Warfield),2.460,2.450
2,1:07,,,,14,21,Timeout #2 by Oakland Raiders,0.000,2.450
2,1:07,2,6,KAN 43,14,21,Kerry Collins pass complete to Doug Gabriel for 11 yards (tackle by Kawika Mitchell),2.450,3.450
2,0:42,1,10,KAN 32,14,21,Kerry Collins pass incomplete intended for Doug Jolley,3.450,2.900
2,0:38,2,10,KAN 32,14,21,Kerry Collins pass incomplete,2.900,2.210
2,0:30,3,10,KAN 32,20,21,"Kerry Collins pass complete to Alvis Whitted for 32 yards, touchdown",2.210,7.000
2,,,,KAN 2,21,21,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,21,21,"Sebastian Janikowski kicks off 53 yards, returned by Dante Hall for 20 yards (tackle by Keyon Nash)",0.000,1.400
2,0:19,1,10,KAN 37,21,21,Trent Green pass complete to Larry Johnson for 14 yards,1.400,2.320
2,0:10,1,10,OAK 49,21,21,Trent Green pass complete to Tony Gonzalez for 17 yards (tackle by Jarrod Cooper),2.320,3.450
2,0:04,,,,21,21,Timeout #2 by Kansas City Chiefs,0.000,3.450
2,0:04,1,10,OAK 32,21,21,Lawrence Tynes 50 yard field goal no good,3.450,1.530
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,21,21,"Lawrence Tynes kicks off 54 yards, returned by Doug Gabriel for 17 yards (tackle by Fred Jones)",0.000,1.140
3,14:54,1,10,OAK 33,21,21,Justin Fargas right tackle for 8 yards (tackle by Scott Fujita),1.140,1.670
3,14:13,2,2,OAK 41,21,21,Zack Crockett up the middle for 6 yards (tackle by Scott Fujita),1.670,2.060
3,13:36,1,10,OAK 47,21,21,Kerry Collins pass complete to Amos Zereoue for 8 yards (tackle by Scott Fujita),2.060,2.600
3,13:08,2,2,KAN 45,21,21,"Kerry Collins pass incomplete intended for Jerry Porter. Penalty on Robert Gallery: Offensive Holding, 10 yards, Penalty on Jake Grove: Offensive Holding (Declined) (no play)",2.600,1.250
3,13:01,2,12,OAK 45,21,21,"Justin Fargas right end for 6 yards (tackle by John Browning). Penalty on Adam Treu: Unnecessary Roughness, 15 yards (no play)",1.250,-0.780
3,12:39,2,27,OAK 30,21,21,Kerry Collins pass complete to Amos Zereoue for 12 yards (tackle by Shaunard Harts),-0.780,0.170
3,11:48,3,15,OAK 42,21,21,Kerry Collins pass incomplete intended for Jerry Porter (defended by Kawika Mitchell),0.170,-0.590
3,11:40,4,15,OAK 42,21,21,"Shane Lechler punts 58 yards, touchback",-0.590,-0.280
3,11:32,1,10,KAN 20,21,21,Larry Johnson left end for 3 yards (tackle by Bobby Hamilton and Tyler Brayton),0.280,0.140
3,10:53,2,7,KAN 23,21,21,Trent Green pass complete to Eddie Kennison for 14 yards (tackle by Denard Walker),0.140,1.400
3,10:21,1,10,KAN 37,21,21,Larry Johnson left end for 4 yards (tackle by Tyler Brayton),1.400,1.400
3,9:42,2,6,KAN 41,21,21,Trent Green pass incomplete intended for Eddie Kennison,1.400,0.700
3,9:33,3,6,KAN 41,21,21,Trent Green pass complete to Tony Gonzalez for 5 yards (tackle by David Terrell),0.700,-0.320
3,9:07,4,1,KAN 46,21,21,Larry Johnson up the middle for no gain (tackle by Marques Anderson),-0.320,-2.520
3,8:58,1,10,KAN 46,21,21,Zack Crockett up the middle for no gain (tackle by Kawika Mitchell),2.520,1.980
3,8:21,2,10,KAN 46,21,21,Amos Zereoue up the middle for 6 yards (tackle by Greg Wesley),1.980,2.080
3,7:44,3,4,KAN 40,21,21,Kerry Collins pass incomplete intended for Doug Jolley,2.080,0.590
3,7:39,4,4,KAN 40,21,21,"Shane Lechler punts 31 yards, fair catch by Dante Hall",0.590,0.380
3,7:31,1,10,KAN 9,21,21,Trent Green pass complete to Chris Horn for 14 yards (tackle by Napoleon Harris),-0.380,0.480
3,6:56,1,10,KAN 23,21,21,Trent Green pass complete to Larry Johnson for 1 yard (tackle by Nnamdi Asomugha),0.480,0.070
3,6:19,2,9,KAN 24,21,21,Trent Green sacked by Bobby Hamilton and Nnamdi Asomugha for -9 yards,0.070,-2.150
3,5:47,3,18,KAN 15,21,21,Larry Johnson right tackle for 16 yards (tackle by Jarrod Cooper and David Terrell),-2.150,-1.310
3,5:15,4,2,KAN 31,21,21,"Nick Murphy punts 32 yards, muffed catch by Doug Gabriel, recovered by Rich Scanlon and returned for no gain. Penalty on Benny Sapp: Player Out of Bounds on Punt, 5 yards (no play)",-1.310,-1.630
3,5:09,4,7,KAN 26,21,21,"Nick Murphy punts 53 yards, returned by Doug Gabriel for 7 yards (tackle by Gary Stills)",-1.630,-0.810
3,4:58,1,10,OAK 28,21,21,Kerry Collins pass incomplete,0.810,0.260
3,4:51,2,10,OAK 28,21,21,Kerry Collins pass complete to Justin Fargas for -4 yards (tackle by Kawika Mitchell),0.260,-0.960
3,4:07,3,14,OAK 24,21,21,Kerry Collins pass complete to Jerry Porter for 43 yards (tackle by Eric Warfield),-0.960,3.380
3,3:27,1,10,KAN 33,21,21,Amos Zereoue right tackle for 6 yards (tackle by Lional Dalton and Monty Beisel),3.380,3.650
3,2:49,2,4,KAN 27,21,21,Justin Fargas up the middle for 7 yards (tackle by Gary Stills),3.650,4.240
3,2:10,1,10,KAN 20,21,21,"Kerry Collins pass incomplete intended for Doug Gabriel. Penalty on Teyo Johnson: Illegal Shift, 5 yards (no play)",4.240,3.910
3,2:02,1,15,KAN 25,21,21,Justin Fargas right tackle for 5 yards (tackle by Eric Hicks),3.910,3.690
3,1:23,2,10,KAN 20,21,21,Kerry Collins sacked by Monty Beisel for -9 yards,3.690,1.820
3,0:51,3,19,KAN 29,21,21,J.R. Redmond up the middle for 7 yards (tackle by Kawika Mitchell),1.820,1.990
3,0:10,4,12,KAN 22,24,21,Sebastian Janikowski 40 yard field goal good,1.990,3.000
3,,,,OAK 30,24,21,"Sebastian Janikowski kicks off 67 yards, returned by Dante Hall for 20 yards",,
3,0:03,1,10,KAN 23,24,21,Trent Green pass complete to Larry Johnson for 15 yards (tackle by Nnamdi Asomugha),0.480,1.470
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 38,24,21,Trent Green pass complete to Eddie Kennison for 8 yards (tackle by Danny Clark),1.470,2.000
4,14:05,2,2,KAN 46,24,21,Larry Johnson right tackle for 4 yards (tackle by Napoleon Harris),2.000,2.260
4,13:28,1,10,KAN 50,24,21,Trent Green sacked by Grant Irons for -2 yards,2.260,1.440
4,12:59,2,12,KAN 48,24,21,Trent Green pass incomplete intended for Jason Dunn. Penalty on Brian Waters: Ineligible Downfield Pass (Declined),1.440,0.760
4,12:50,3,12,KAN 48,24,21,Trent Green sacked by Warren Sapp for -6 yards,0.760,-0.590
4,12:30,4,18,KAN 42,24,21,"Nick Murphy punts 58 yards, touchback",-0.590,-0.280
4,12:22,1,10,OAK 20,24,21,Kerry Collins pass incomplete intended for Jerry Porter,0.280,-0.270
4,12:16,2,10,OAK 20,24,21,Justin Fargas up the middle for 5 yards (tackle by Monty Beisel),-0.270,-0.300
4,11:40,3,5,OAK 25,24,21,Kerry Collins pass incomplete intended for Alvis Whitted,-0.300,-1.700
4,11:36,4,5,OAK 25,24,21,"Shane Lechler punts 43 yards, returned by Dante Hall for no gain. Penalty on Stuart Schweigert: Ineligible Downfield Kick, 5 yards (no play)",-1.700,-2.030
4,11:26,4,10,OAK 20,24,21,"Shane Lechler punts 46 yards, returned by Dante Hall for 1 yard (tackle by Tim Johnson)",-2.030,-1.270
4,11:14,1,10,KAN 35,24,21,Larry Johnson left end for 5 yards (tackle by Warren Sapp and Ted Washington),1.270,1.400
4,10:41,2,5,KAN 40,24,21,Trent Green pass complete to Eddie Kennison for 21 yards (tackle by Ray Buchanan),1.400,2.980
4,9:58,1,10,OAK 39,24,21,Larry Johnson up the middle for 4 yards (tackle by Tommy Kelly),2.980,2.980
4,9:23,2,6,OAK 35,24,21,Trent Green pass complete to Samie Parker for 8 yards (tackle by Brock Williams),2.980,3.780
4,8:48,1,10,OAK 27,24,21,Larry Johnson up the middle for -1 yards (tackle by Tommy Kelly and Tim Johnson),3.780,3.100
4,8:14,2,11,OAK 28,24,21,Trent Green pass complete to Chris Horn for 12 yards (tackle by Denard Walker),3.100,4.510
4,7:33,1,10,OAK 16,24,21,Trent Green pass incomplete intended for Tony Richardson,4.510,3.900
4,7:27,2,10,OAK 16,24,21,Larry Johnson up the middle for -2 yards (tackle by Jarrod Cooper),3.900,2.940
4,6:45,3,12,OAK 18,24,21,Trent Green pass complete to Samie Parker for 14 yards (tackle by Brock Williams),2.940,6.280
4,6:17,1,4,OAK 4,24,27,"Larry Johnson up the middle for 4 yards, touchdown",6.280,7.000
4,,,,OAK 2,24,28,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,24,28,"Lawrence Tynes kicks off 69 yards, returned by Doug Gabriel for 29 yards (tackle by William Bartee)",0.000,0.940
4,6:05,1,10,OAK 30,24,28,"Kerry Collins pass incomplete intended for Jerry Porter. Penalty on Eric Warfield: Defensive Holding, 5 yards (no play)",0.940,1.270
4,5:59,1,10,OAK 35,24,28,Kerry Collins pass complete to Teyo Johnson for 14 yards (tackle by Shaunard Harts),1.270,2.190
4,5:32,1,10,OAK 49,24,28,Kerry Collins pass incomplete intended for Doug Gabriel (defended by Dexter McCleon),2.190,1.650
4,5:27,2,10,OAK 49,24,28,"Kerry Collins pass incomplete intended for Doug Gabriel. Penalty on Dexter McCleon: Defensive Pass Interference, 22 yards (no play)",1.650,3.640
4,5:22,1,10,KAN 29,24,28,Justin Fargas left end for 6 yards (tackle by John Browning),3.640,3.910
4,4:44,2,4,KAN 23,24,28,"Amos Zereoue left end for 15 yards (tackle by Dexter McCleon). Penalty on Jake Grove: Offensive Holding, 10 yards (no play)",3.910,2.560
4,4:38,2,14,KAN 33,24,28,Kerry Collins pass complete to Amos Zereoue for 6 yards (tackle by Lional Dalton),2.560,2.680
4,3:58,3,8,KAN 27,24,28,Kerry Collins pass incomplete intended for Jerry Porter,2.680,1.670
4,3:53,4,8,KAN 27,27,28,Sebastian Janikowski 45 yard field goal good,1.670,3.000
4,,,,OAK 30,27,28,"Sebastian Janikowski kicks off 69 yards, returned by Dante Hall for 25 yards (tackle by Justin Fargas)",0.000,0.670
4,3:42,1,10,KAN 26,27,28,Larry Johnson left end for 1 yard (tackle by Marques Anderson),0.670,0.270
4,3:03,2,9,KAN 27,27,28,Trent Green pass complete to Jason Dunn for 13 yards (tackle by Napoleon Harris),0.270,1.600
4,2:21,1,10,KAN 40,27,28,Larry Johnson right tackle for 2 yards (tackle by Bobby Hamilton),1.600,1.320
4,2:15,,,,27,28,Timeout #1 by Oakland Raiders,0.000,1.320
4,2:15,2,8,KAN 42,27,28,Trent Green pass complete to Eddie Kennison for 14 yards (tackle by Denard Walker),1.320,2.650
4,2:00,1,10,OAK 44,27,28,Trent Green pass incomplete intended for Chris Horn,2.650,2.110
4,1:55,2,10,OAK 44,27,28,Larry Johnson left end for 6 yards (tackle by Ted Washington),2.110,2.210
4,1:48,,,,27,28,Timeout #2 by Oakland Raiders,0.000,2.210
4,1:48,3,4,OAK 38,27,28,"Trent Green sacked by Ted Washington for -7 yards. Trent Green fumbles (forced by Ted Washington), recovered by Warren Sapp at OAK-43",2.210,-1.800
4,1:42,1,10,OAK 43,27,28,Kerry Collins pass incomplete intended for Jerry Porter,1.800,1.250
4,1:36,2,10,OAK 43,27,28,Kerry Collins pass complete to Doug Jolley for 8 yards (tackle by Eric Warfield),1.250,1.620
4,1:28,3,2,KAN 49,27,28,Kerry Collins pass complete to Teyo Johnson for 25 yards (tackle by Scott Fujita). Penalty on Lional Dalton: Illegal Use of Hands (Declined),1.620,3.970
4,1:20,1,10,KAN 24,27,28,Zack Crockett up the middle for -1 yards (tackle by Ryan Sims),3.970,3.300
4,1:15,,,,27,28,Timeout #1 by Kansas City Chiefs,0.000,3.300
4,1:15,2,11,KAN 25,27,28,Zack Crockett up the middle for 3 yards (tackle by Eric Hicks),3.300,3.010
4,1:11,,,,27,28,Timeout #2 by Kansas City Chiefs,0.000,3.010
4,1:11,3,8,KAN 22,27,28,"Penalty on Barry Sims: False Start, 5 yards (no play)",3.010,2.350
4,1:11,3,13,KAN 27,27,28,"Penalty on Doug Jolley: False Start, 5 yards (no play)",2.350,1.690
4,1:11,3,18,KAN 32,27,28,Zack Crockett up the middle for 4 yards (tackle by Scott Fujita),1.690,1.590
4,1:07,,,,27,28,Timeout #3 by Kansas City Chiefs,0.000,1.590
4,1:07,4,14,KAN 28,30,28,Sebastian Janikowski 46 yard field goal good,1.590,3.000
4,,,,OAK 30,30,28,"Sebastian Janikowski kicks off 55 yards, returned by Dante Hall for 49 yards (tackle by Sebastian Janikowski)",0.000,3.180
4,0:54,1,10,OAK 36,30,28,Trent Green pass complete to Chris Horn for 6 yards (tackle by Ray Buchanan),3.180,3.450
4,0:49,2,4,OAK 30,30,28,Trent Green pass complete to Tony Gonzalez for 7 yards (tackle by Nnamdi Asomugha),3.450,4.040
4,0:45,1,10,OAK 23,30,28,Larry Johnson up the middle for 3 yards (tackle by Grant Irons),4.040,3.900
4,0:38,2,7,OAK 20,30,28,Trent Green spiked the ball,3.900,3.200
4,0:29,3,7,OAK 20,30,28,Trent Green pass incomplete intended for Samie Parker,3.200,2.120
4,0:26,4,7,OAK 20,30,31,Lawrence Tynes 38 yard field goal good,2.120,3.000
4,,,,KAN 30,30,31,"Lawrence Tynes kicks off 68 yards, returned by Doug Gabriel for 21 yards (tackle by Fred Jones)",0.000,0.480
4,0:16,1,10,OAK 23,30,31,Kerry Collins pass incomplete intended for Alvis Whitted,0.480,-0.070
4,0:11,2,10,OAK 23,30,31,Kerry Collins pass incomplete intended for Jerry Porter (defended by Benny Sapp),-0.070,-0.760
4,0:11,3,10,OAK 23,30,31,Kerry Collins pass incomplete is intercepted by Benny Sapp at OAK-23,-0.760,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
