Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
1,1:04,,,,,,Timeout #1 by Tennessee Titans,0.000,0.000
1,1:04,,,BAL 15,3,10,Ryan Succop kicks extra point good,0.000,0.000
1,1:04,,,TEN 35,3,10,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
1,1:04,1,10,BAL 25,3,10,Alex Collins right end for 2 yards (tackle by Wesley Woodyard),0.610,0.330
1,0:24,2,8,BAL 27,3,10,Joe Flacco sacked by Jurrell Casey for -5 yards,0.330,-1.020
Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,13,BAL 22,3,10,Joe Flacco pass complete short middle to Jeremy Maclin for 19 yards (tackle by Logan Ryan),-1.020,1.660
2,14:21,1,10,BAL 41,3,10,Alex Collins left end for 1 yard (tackle by Austin Johnson),1.660,1.260
2,13:41,2,9,BAL 42,3,10,Joe Flacco pass complete short middle to Jeremy Maclin for 15 yards (tackle by Da'Norris Searcy),1.260,2.720
2,13:03,1,10,TEN 43,3,10,Joe Flacco pass complete short left to Breshad Perriman for 6 yards (tackle by Logan Ryan),2.720,2.990
2,12:25,2,4,TEN 37,3,10,Javorius Allen middle for 2 yards (tackle by DaQuan Jones),2.990,2.540
2,11:43,3,2,TEN 35,3,10,Javorius Allen middle for no gain (tackle by Jurrell Casey),2.540,0.000
2,11:05,,,,,,Timeout #1 by Baltimore Ravens,0.000,-0.990
2,11:05,4,2,TEN 35,3,10,Javorius Allen right end for 2 yards (tackle by Jurrell Casey and Wesley Woodyard),0.990,3.380
,,,,,,,"BAL challenged the short of the line to gain ruling, and the original play was overturned.",,
2,10:43,1,10,TEN 33,3,10,Joe Flacco pass complete short right to Maxx Williams for 2 yards (tackle by Logan Ryan),3.380,3.110
2,10:10,2,8,TEN 31,3,10,Joe Flacco pass incomplete short right intended for Breshad Perriman,3.110,2.410
2,10:05,3,8,TEN 31,3,10,Joe Flacco pass incomplete short right intended for Breshad Perriman. Penalty on Javorius Allen: Illegal Use of Hands (Declined),2.410,1.320
2,10:01,4,8,TEN 31,6,10,Justin Tucker 49 yard field goal good,1.320,3.000
2,9:56,,,BAL 35,6,10,"Justin Tucker kicks off 50 yards, returned by Adoree' Jackson for 4 yards (tackle by Chris Moore)",0.000,-0.150
2,9:53,1,10,TEN 19,6,10,Marcus Mariota pass complete short middle to DeMarco Murray for 5 yards (tackle by Za'Darius Smith),0.150,0.340
2,9:23,2,5,TEN 24,6,10,Marcus Mariota pass complete short left to Eric Decker for 9 yards (tackle by Tony Jefferson),0.340,1.140
2,8:52,1,10,TEN 33,6,10,Marcus Mariota pass complete short left to Corey Davis for 5 yards (tackle by Willie Henry),1.140,1.270
2,8:02,2,5,TEN 38,6,10,Marcus Mariota pass incomplete deep left intended for Corey Davis,1.270,0.560
2,7:57,3,5,TEN 38,6,10,Marcus Mariota pass incomplete short right intended for Corey Davis (defended by Marlon Humphrey),0.560,-0.850
2,7:51,4,5,TEN 38,6,10,Brett Kern punts 56 yards,-0.850,0.380
2,7:40,1,10,BAL 6,6,10,Alex Collins middle for 4 yards (tackle by Kevin Byard),-0.380,-0.490
2,7:04,2,6,BAL 10,6,10,Alex Collins left tackle for 4 yards (tackle by DaQuan Jones),-0.490,-0.480
2,6:25,3,2,BAL 14,6,10,Alex Collins left tackle for -1 yards (tackle by Brian Orakpo and Wesley Woodyard),-0.480,-2.490
2,5:46,4,3,BAL 13,6,10,"Sam Koch punts 56 yards, returned by Adoree' Jackson for no gain. Penalty on Tyus Bowser: Illegal Formation, 4 yards (no play)",-2.490,-2.490
2,5:37,4,7,BAL 9,6,10,"Sam Koch punts 17 yards, out of bounds",-2.490,-3.840
2,5:34,1,10,BAL 26,6,10,Derrick Henry right tackle for 10 yards (tackle by Patrick Onwuasor),3.840,4.510
2,4:54,1,10,BAL 16,6,10,Derrick Henry left end for 5 yards (tackle by C.J. Mosley),4.510,4.760
2,4:08,2,5,BAL 11,6,10,Marcus Mariota pass incomplete short left intended for Jonnu Smith,4.760,3.940
2,4:03,3,5,BAL 11,6,10,"Marcus Mariota pass incomplete short left intended for Corey Davis. Penalty on Za'Darius Smith: Unnecessary Roughness, 6 yards",3.940,6.060
2,3:56,1,5,BAL 5,6,10,Derrick Henry left guard for 3 yards (tackle by Brandon Williams),6.060,0.000
2,3:11,,,,,,Timeout #2 by Tennessee Titans,0.000,-5.720
2,3:11,2,2,BAL 2,6,10,Marcus Mariota pass complete short right to Eric Decker for 1 yard (tackle by Tony Jefferson),5.720,5.170
2,2:27,3,1,BAL 1,6,16,"Derrick Henry left tackle for 1 yard, touchdown. Penalty on Taylor Lewan: Unnecessary Roughness, 15 yards",5.170,7.000
2,2:24,,,BAL 15,6,16,Ryan Succop kicks extra point no good,0.000,-1.000
2,2:24,,,TEN 20,6,16,"Ryan Succop kicks off 76 yards, muffed catch by Bobby Rainey, recovered by Bobby Rainey and returned for no gain",0.000,-0.480
2,2:17,1,10,BAL 23,6,16,Joe Flacco pass complete short middle to Jeremy Maclin for 10 yards (tackle by Kevin Byard),0.480,1.140
2,2:00,1,10,BAL 33,6,16,Joe Flacco pass complete short right to Ben Watson for 4 yards (tackle by LeShaun Sims),1.140,1.130
2,1:39,2,6,BAL 37,6,16,Joe Flacco pass complete short right to Mike Wallace for 8 yards (tackle by Adoree' Jackson),1.130,1.930
2,1:34,1,10,BAL 45,6,16,Joe Flacco pass incomplete short middle intended for Javorius Allen,1.930,1.380
2,1:28,2,10,BAL 45,6,16,"Penalty on Ben Watson: False Start, 5 yards (no play)",1.380,0.710
2,1:28,2,15,BAL 40,6,16,Joe Flacco pass complete short middle to Jeremy Maclin for 4 yards (tackle by Wesley Woodyard),0.710,0.560
2,1:06,3,11,BAL 44,6,16,Joe Flacco sacked by Karl Klug and Derrick Morgan for -4 yards,0.560,0.000
2,1:00,,,,,,Timeout #3 by Tennessee Titans,0.000,0.720
2,1:00,4,15,BAL 40,6,16,"Sam Koch punts 50 yards, returned by Adoree' Jackson for 9 yards (tackle by Steven Johnson)",-0.720,-0.150
2,0:47,1,10,TEN 19,6,16,Marcus Mariota pass complete short right to Rishard Matthews for 10 yards (tackle by Brandon Carr),0.150,0.870
2,0:27,1,10,TEN 29,6,16,Marcus Mariota sacked by Terrell Suggs for -8 yards,0.870,-0.750
Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,6,16,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,BAL 25,6,16,Joe Flacco pass complete short right to Maxx Williams for 10 yards (tackle by Derrick Morgan),0.610,1.270
3,14:36,1,10,BAL 35,6,16,Joe Flacco pass incomplete deep right intended for Ben Watson is intercepted by Kevin Byard at TEN-39,1.270,-1.530
3,14:29,1,10,TEN 39,6,16,Marcus Mariota sacked by C.J. Mosley and Carl Davis for -14 yards,1.530,-0.900
3,13:46,2,24,TEN 25,6,16,Marcus Mariota pass complete short middle to Delanie Walker for 15 yards (tackle by Eric Weddle),-0.900,0.430
3,13:24,3,9,TEN 40,6,16,Marcus Mariota pass incomplete short right intended for Rishard Matthews,0.430,-0.720
3,13:18,4,9,TEN 40,6,16,"Brett Kern punts 53 yards, returned by Bobby Rainey for 9 yards (tackle by LeShaun Sims)",-0.720,0.140
3,13:08,1,10,BAL 16,6,16,Alex Collins right tackle for no gain (tackle by Jurrell Casey),-0.140,-0.660
3,12:31,2,10,BAL 16,6,16,Joe Flacco pass complete short middle to Mike Wallace for 6 yards (tackle by LeShaun Sims),-0.660,-0.570
3,11:51,3,4,BAL 22,6,16,"Joe Flacco pass incomplete. Penalty on Joe Flacco: Intentional Grounding, 14 yards",-0.570,-2.490
3,11:44,4,18,BAL 8,6,16,"Sam Koch punts 61 yards, returned by Adoree' Jackson for 13 yards (tackle by Patrick Onwuasor)",-2.490,-1.860
3,11:30,1,10,TEN 44,6,16,DeMarco Murray middle for 2 yards (tackle by Brandon Williams),1.860,1.590
3,10:58,2,8,TEN 46,6,16,DeMarco Murray middle for 4 yards (tackle by Patrick Onwuasor),1.590,1.420
3,10:13,3,4,,6,16,Marcus Mariota pass incomplete deep right intended for Eric Decker,1.420,-0.060
3,10:07,4,4,,6,16,"Brett Kern punts 41 yards, fair catch by Lardarius Webb",-0.060,0.380
3,9:59,1,10,BAL 9,6,16,Alex Collins middle for 1 yard (tackle by Karl Klug),-0.380,-0.710
3,9:20,2,9,BAL 10,6,16,Joe Flacco pass complete short right to Javorius Allen for 10 yards (tackle by Wesley Woodyard),-0.710,0.280
3,8:47,1,10,BAL 20,6,16,Joe Flacco pass complete short left to Maxx Williams for 17 yards (tackle by Logan Ryan and Johnathan Cyprien),0.280,1.400
3,8:17,1,10,BAL 37,6,16,Javorius Allen middle for 7 yards (tackle by Wesley Woodyard),1.400,1.800
3,7:47,2,3,BAL 44,6,16,Joe Flacco pass incomplete short right intended for Ben Watson (defended by Wesley Woodyard),1.800,1.090
3,7:43,3,3,BAL 44,6,16,Joe Flacco pass complete short right to Bobby Rainey for -1 yards (tackle by Wesley Woodyard). Penalty on James Hurst: Offensive Holding (Declined),1.090,-0.520
3,7:19,4,4,BAL 43,6,16,"Penalty on Anthony Levine: False Start, 5 yards (no play)",-0.520,-0.850
3,7:09,4,9,BAL 38,6,16,"Sam Koch punts 52 yards, fair catch by Adoree' Jackson",-0.850,0.380
3,6:59,1,10,TEN 10,6,16,DeMarco Murray left tackle for -1 yards (tackle by C.J. Mosley),-0.380,-0.850
3,6:20,2,11,TEN 9,6,16,Marcus Mariota pass complete short middle to Delanie Walker for 10 yards (tackle by C.J. Mosley),-0.850,-0.370
3,5:36,3,1,TEN 19,6,16,Derrick Henry middle for no gain (tackle by Patrick Onwuasor and Tony Jefferson),-0.370,-2.140
3,4:53,4,1,TEN 19,6,16,"Brett Kern punts 53 yards, returned by Bobby Rainey for 13 yards (tackle by Tye Smith)",-2.140,-1.660
3,4:43,1,10,BAL 41,6,16,Joe Flacco pass complete short right to Mike Wallace for 4 yards (tackle by Adoree' Jackson),1.660,1.660
3,4:04,2,6,BAL 45,6,16,Joe Flacco pass complete short right to Jeremy Maclin for 11 yards (tackle by Adoree' Jackson),1.660,2.650
3,3:24,1,10,TEN 44,6,16,Alex Collins middle for 2 yards (tackle by Wesley Woodyard and Brian Orakpo),2.650,2.380
3,2:44,2,8,TEN 42,6,16,Joe Flacco pass complete short right to Ben Watson for -1 yards (tackle by Wesley Woodyard and Adoree' Jackson),2.380,1.550
3,2:01,3,9,TEN 43,6,16,Joe Flacco pass complete deep middle to Jeremy Maclin for 17 yards (tackle by Kevin Byard),1.550,3.840
3,1:26,1,10,TEN 26,6,16,Joe Flacco pass incomplete short left intended for Jeremy Maclin,3.840,3.300
3,1:22,2,10,TEN 26,6,16,Javorius Allen middle for 5 yards (tackle by Wesley Woodyard),3.300,0.000
3,0:38,,,,,,Timeout #1 by Baltimore Ravens,0.000,-3.270
3,0:38,3,5,TEN 21,6,16,Joe Flacco pass complete short left to Javorius Allen for 4 yards (tackle by Jayon Brown),3.270,2.460
Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,TEN 17,6,16,Javorius Allen middle for no gain (tackle by Wesley Woodyard),2.460,0.060
4,14:55,1,10,TEN 17,6,16,DeMarco Murray left end for -3 yards (tackle by Za'Darius Smith),-0.060,-0.970
4,14:08,2,13,TEN 14,6,16,Marcus Mariota pass complete short right to Delanie Walker for 20 yards (tackle by Brandon Carr and Patrick Onwuasor),-0.970,1.200
4,13:24,1,10,TEN 34,6,16,Derrick Henry left tackle for 5 yards (tackle by Jimmy Smith and C.J. Mosley),1.200,1.330
4,12:45,2,5,TEN 39,6,16,DeMarco Murray middle for 1 yard (tackle by Patrick Onwuasor and Willie Henry),1.330,0.760
4,12:03,3,4,TEN 40,6,16,Marcus Mariota pass incomplete deep right intended for Rishard Matthews is intercepted by Eric Weddle at BAL-36 and returned for 22 yards,0.760,-2.790
4,11:51,1,10,TEN 42,6,16,Joe Flacco pass incomplete short right intended for Chris Moore,2.790,2.240
4,11:47,2,10,TEN 42,6,16,Joe Flacco pass complete deep left to Ben Watson for 16 yards (tackle by Johnathan Cyprien),2.240,3.840
4,11:05,1,10,TEN 26,6,16,Alex Collins right guard for 14 yards (tackle by Logan Ryan),3.840,4.780
4,10:22,1,10,TEN 12,6,16,Joe Flacco middle for 7 yards (tackle by Derrick Morgan),4.780,5.410
4,9:44,2,3,TEN 5,6,16,Alex Collins middle for 2 yards (tackle by Erik Walden),5.410,5.060
4,9:01,3,1,TEN 3,12,16,"Joe Flacco pass complete short right to Javorius Allen for 3 yards, touchdown",5.060,7.000
4,8:56,,,TEN 15,13,16,Justin Tucker kicks extra point good,0.000,0.000
4,8:56,,,BAL 35,13,16,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
4,8:56,1,10,TEN 25,13,16,Marcus Mariota pass incomplete short left intended for Rishard Matthews (defended by Jimmy Smith),0.610,0.060
4,8:51,2,10,TEN 25,13,16,DeMarco Murray middle for 7 yards (tackle by Brandon Williams),0.060,0.300
4,8:05,3,3,TEN 32,13,16,Marcus Mariota pass complete short right to Derrick Henry for 6 yards (tackle by C.J. Mosley),0.300,1.470
4,7:25,1,10,TEN 38,13,16,Derrick Henry right guard for 2 yards (tackle by Matt Judon and Patrick Onwuasor),1.470,1.190
4,6:45,2,8,TEN 40,13,16,Marcus Mariota pass complete deep middle to Delanie Walker for 25 yards (tackle by Tony Jefferson),1.190,3.250
4,5:59,1,10,BAL 35,13,16,Marcus Mariota pass complete short left to DeMarco Murray for 17 yards (tackle by Eric Weddle),3.250,4.370
4,5:29,1,10,BAL 18,13,16,Marcus Mariota pass complete short middle to Derrick Henry for 4 yards (tackle by Matt Judon),4.370,4.430
4,4:47,2,6,BAL 14,13,16,DeMarco Murray right tackle for 3 yards (tackle by Willie Henry and Tony Jefferson),4.430,4.260
4,4:04,3,3,BAL 11,13,22,"Marcus Mariota pass complete short left to Eric Decker for 11 yards, touchdown",4.260,7.000
4,3:58,,,BAL 15,13,23,Ryan Succop kicks extra point good,0.000,0.000
4,3:58,,,TEN 35,13,23,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
4,3:57,1,10,BAL 25,13,23,Joe Flacco pass incomplete deep right intended for Mike Wallace (defended by Adoree' Jackson),0.610,0.060
4,3:52,2,10,BAL 25,13,23,Joe Flacco pass complete short middle to Javorius Allen for 9 yards (tackle by Kevin Byard),0.060,0.560
4,3:29,3,1,BAL 34,13,23,Javorius Allen middle for 5 yards (tackle by Wesley Woodyard and Erik Walden),0.560,1.530
4,3:05,1,10,BAL 39,13,23,"Joe Flacco pass incomplete deep right intended for Chris Moore. Joe Flacco fumbles, recovered by Joe Flacco at BAL-32",1.530,0.990
4,2:57,2,10,BAL 39,13,23,Joe Flacco pass complete short left to Breshad Perriman for 14 yards (tackle by LeShaun Sims),0.990,2.460
4,2:51,1,10,TEN 47,13,23,Joe Flacco pass incomplete deep right intended for Chris Moore,2.460,1.910
4,2:45,2,10,TEN 47,13,23,Joe Flacco pass complete short middle to Jeremy Maclin for 7 yards (tackle by Logan Ryan and Brian Orakpo),1.910,2.150
4,2:19,3,3,TEN 40,13,23,Joe Flacco pass incomplete short right intended for Bobby Rainey,2.150,0.590
4,2:16,4,3,TEN 40,13,23,Joe Flacco pass complete short right to Ben Watson for 6 yards (tackle by Jayon Brown),0.590,3.310
4,2:00,1,10,TEN 34,13,23,Joe Flacco pass complete short right to Javorius Allen for 5 yards (tackle by Adoree' Jackson and Jayon Brown),3.310,3.450
4,1:32,2,5,TEN 29,13,23,Joe Flacco pass complete short middle to Javorius Allen for 9 yards (tackle by Jayon Brown),3.450,4.240
4,1:13,1,10,TEN 20,13,23,Joe Flacco pass incomplete deep right intended for Mike Wallace (defended by Kevin Byard),4.240,3.690
4,1:08,2,10,TEN 20,13,23,Joe Flacco pass complete short middle to Jeremy Maclin for 15 yards (tackle by Wesley Woodyard). Penalty on Adoree' Jackson: Defensive Holding (Declined),3.690,6.060
4,1:01,1,5,TEN 5,13,23,Joe Flacco pass incomplete short right intended for Bobby Rainey,6.060,5.150
4,0:56,2,5,TEN 5,13,23,Joe Flacco pass complete short right to Javorius Allen for 4 yards (tackle by Jayon Brown),5.150,0.000
4,0:51,,,,,,Timeout #1 by Tennessee Titans,0.000,-5.170
4,0:51,3,1,TEN 1,19,23,"Joe Flacco pass complete short left to Mike Wallace for 1 yard, touchdown",5.170,7.000
4,0:46,,,TEN 15,20,23,Justin Tucker kicks extra point good,0.000,0.000
4,0:46,,,BAL 35,20,23,"Justin Tucker kicks off 6 yards. Penalty on Justin Tucker: Short Free Kick, 5 yards",0.000,-3.180
4,0:45,1,10,BAL 36,20,23,Marcus Mariota kneels for no gain,3.180,2.640
4,0:45,2,10,BAL 36,20,23,Marcus Mariota kneels for -1 yards,2.640,1.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
