Quarter,Time,Tm,Detail,GNB,DET
1.0,7:03,Packers,Greg Jennings 75 yard pass from Brett Favre (Dave Rayner kick),7,0
,3:51,Lions,Shawn Bryson 37 yard pass from Jon Kitna (Jason Hanson kick),7,7
,2:05,Packers,Marquand Manuel 29 yard interception return (Dave Rayner kick),14,7
,0:00,Lions,Roy Williams 42 yard pass from Jon Kitna (Jason Hanson kick),14,14
2.0,7:51,Packers,Dave Rayner 24 yard field goal,17,14
3.0,6:44,Packers,Donald Driver 5 yard pass from Brett Favre (Dave Rayner kick),24,14
,3:24,Lions,Kevin Jones 5 yard rush (Jason Hanson kick),24,21
4.0,12:19,Packers,Ahman Green 10 yard pass from Brett Favre (Dave Rayner kick),31,21
,5:24,Lions,Jason Hanson 40 yard field goal,31,24
