Quarter,Time,Down,ToGo,Location,PHI,ARI,Detail,EPB,EPA
2,14:20,3,10,ARI 35,3,7,Donovan McNabb pass complete short left to Brent Celek for 6 yards (tackle by Adrian Wilson),2.010,1.560
2,13:34,4,4,ARI 29,3,7,David Akers 47 yard field goal no good,1.560,-1.470
2,13:30,1,10,ARI 38,3,13,"Kurt Warner pass complete deep middle to Larry Fitzgerald for 62 yards, touchdown. Penalty on Brodrick Bunkley: Roughing the Passer, 15 yards",1.470,7.000
2,,,,PHI 2,3,14,Neil Rackers kicks extra point good,0.000,0.000
2,,,,ARI 45,3,14,"Neil Rackers kicks off 55 yards, touchback",0.000,0.280
2,13:19,1,10,PHI 20,3,14,Correll Buckhalter up the middle for 3 yards (tackle by Gerald Hayes),0.280,0.140
2,12:40,2,7,PHI 23,3,14,"Penalty on Jason Avant: False Start, 5 yards (no play)",0.140,-0.630
2,12:16,2,12,PHI 18,3,14,Donovan McNabb pass complete short middle to Kevin Curtis for 11 yards (tackle by Antrel Rolle),-0.630,0.230
2,11:32,3,1,PHI 29,3,14,"Donovan McNabb sacked by Darnell Dockett for -6 yards. Penalty on Antonio Smith: Defensive Holding, 5 yards (no play)",0.230,1.200
2,11:06,1,10,PHI 34,3,14,Donovan McNabb pass complete short left to Kevin Curtis for 47 yards (tackle by Dominique Rodgers-Cromartie),1.200,4.310
2,10:33,1,10,ARI 19,3,14,Correll Buckhalter up the middle for 6 yards (tackle by Bryan Robinson),4.310,4.720
2,9:50,2,4,ARI 13,3,14,Donovan McNabb pass complete short left to Greg Lewis for -2 yards (tackle by Antrel Rolle),4.720,3.580
2,9:10,3,6,ARI 15,3,14,Donovan McNabb pass incomplete short middle intended for Jason Avant,3.580,2.470
2,9:05,4,6,ARI 15,6,14,David Akers 33 yard field goal good,2.470,3.000
2,,,,PHI 30,6,14,"David Akers kicks off 68 yards, returned by J.J. Arrington for 25 yards (tackle by Tracy White)",0.000,0.740
2,8:56,1,10,ARI 27,6,14,Edgerrin James up the middle for 22 yards (tackle by Stewart Bradley and Brian Dawkins),0.740,2.190
2,8:11,1,10,ARI 49,6,14,Tim Hightower up the middle for 5 yards (tackle by Joselio Hanson),2.190,2.320
2,7:31,2,5,PHI 46,6,14,Kurt Warner pass complete short left to J.J. Arrington for 16 yards (tackle by Akeem Jordan),2.320,3.580
2,6:47,1,10,PHI 30,6,14,Tim Hightower left tackle for 4 yards (tackle by Sheldon Brown),3.580,3.570
2,6:02,2,6,PHI 26,6,14,Kurt Warner pass complete short right to Leonard Pope for 12 yards (tackle by Stewart Bradley),3.570,4.650
2,5:14,1,10,PHI 14,6,14,Edgerrin James up the middle for no gain (tackle by Juqua Parker),4.650,4.000
2,4:32,2,10,PHI 14,6,14,Kurt Warner pass complete short left to Steve Breaston for 10 yards (tackle by Quintin Demps),4.000,6.280
2,3:58,1,4,PHI 4,6,14,J.J. Arrington right tackle for 1 yard (tackle by Juqua Parker),6.280,5.530
2,3:13,2,3,PHI 3,6,14,"Kurt Warner pass incomplete short right intended for Larry Fitzgerald. Penalty on Asante Samuel: Defensive Pass Interference, 2 yards (no play)",5.530,6.970
2,3:08,1,1,PHI 1,6,20,"Kurt Warner pass complete short left to Larry Fitzgerald for 1 yard, touchdown",6.970,7.000
2,,,,PHI 2,6,21,Neil Rackers kicks extra point good,0.000,0.000
2,,,,ARI 30,6,21,"Neil Rackers kicks off 43 yards, muffed catch by Victor Abiamiri, ball out of bounds at PHI-27",0.000,0.740
2,3:06,1,10,PHI 27,6,21,Donovan McNabb pass complete short right to Brent Celek for 8 yards (tackle by Adrian Wilson),0.740,1.280
2,2:32,2,2,PHI 35,6,21,Donovan McNabb pass complete short right to Brent Celek for 5 yards (tackle by Karlos Dansby),1.280,1.600
2,2:04,1,10,PHI 40,6,21,"Donovan McNabb pass incomplete. Penalty on Donovan McNabb: Intentional Grounding, 12 yards",1.600,-0.570
2,1:59,2,22,PHI 28,6,21,Donovan McNabb pass complete short left to Brent Celek for 8 yards (tackle by Ralph Brown),-0.570,-0.160
2,1:48,,,,6,21,Timeout #1 by Philadelphia Eagles,0.000,-0.160
2,1:48,3,14,PHI 36,6,21,Donovan McNabb pass incomplete deep middle intended for Jason Avant,-0.160,-0.980
2,1:43,4,14,PHI 36,6,21,"Saverio Rocca punts 58 yards, returned by Steve Breaston for 10 yards (tackle by Omar Gaither)",-0.980,0.140
2,1:31,1,10,ARI 16,6,21,"Kurt Warner pass complete short right to Anquan Boldin for 5 yards (tackle by Asante Samuel). Penalty on Quintin Demps: Unnecessary Roughness, 15 yards",-0.140,1.330
2,1:27,1,10,ARI 36,6,21,Kurt Warner pass incomplete deep left intended for Anquan Boldin,1.330,0.790
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
2,1:20,2,10,ARI 36,6,21,J.J. Arrington right tackle for -5 yards (tackle by Victor Abiamiri),0.790,-0.560
2,1:09,,,,6,21,Timeout #2 by Philadelphia Eagles,0.000,-0.560
2,1:09,3,15,ARI 31,6,21,Kurt Warner pass complete short left to Jerheme Urban for 18 yards (tackle by Stewart Bradley),-0.560,2.190
2,1:03,,,,6,21,Timeout #1 by Arizona Cardinals,0.000,2.190
2,1:03,1,10,ARI 49,6,21,Kurt Warner pass complete short right to Larry Fitzgerald for 14 yards (tackle by Quintin Mikell),2.190,3.120
2,0:57,1,10,PHI 37,6,21,Kurt Warner pass incomplete short right intended for Anquan Boldin,3.120,2.570
2,0:52,2,10,PHI 37,6,21,Kurt Warner sacked by Trent Cole for -7 yards,2.570,0.960
2,0:11,3,17,PHI 44,6,21,Kurt Warner pass complete short right to Anquan Boldin for 13 yards (tackle by Quintin Mikell),0.960,1.370
2,0:03,,,,6,21,Timeout #2 by Arizona Cardinals,0.000,1.370
2,0:03,4,4,PHI 31,6,24,Neil Rackers 49 yard field goal good,1.370,3.000
Quarter,Time,Down,ToGo,Location,PHI,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,6,24,"Neil Rackers kicks off 51 yards, returned by Correll Buckhalter for 20 yards (tackle by Monty Beisel)",0.000,1.530
3,14:55,1,10,PHI 39,6,24,Donovan McNabb pass incomplete short right intended for DeSean Jackson (defended by Chike Okeafor),1.530,0.990
3,14:51,2,10,PHI 39,6,24,"Donovan McNabb pass complete short right to Dan Klecko for 20 yards (tackle by Dominique Rodgers-Cromartie). Penalty on Dan Klecko: Offensive Holding, 10 yards (no play)",0.990,-0.360
3,14:12,2,20,PHI 29,6,24,Donovan McNabb pass complete short right to Jason Avant for 14 yards (tackle by Aaron Francisco),-0.360,0.830
3,13:35,3,6,PHI 43,6,24,Donovan McNabb pass complete short right to DeSean Jackson for 8 yards (tackle by Dominique Rodgers-Cromartie),0.830,2.320
3,12:53,1,10,ARI 49,6,24,Brian Westbrook left tackle for 2 yards (tackle by Calais Campbell),2.320,2.050
3,12:15,2,8,ARI 47,6,24,Donovan McNabb pass incomplete deep left intended for Kevin Curtis,2.050,1.360
3,12:10,3,8,ARI 47,6,24,"Donovan McNabb sacked by Adrian Wilson for -10 yards. Donovan McNabb fumbles (forced by Adrian Wilson), recovered by Bertrand Berry at PHI-43 (tackle by Todd Herremans)",1.360,-2.720
3,12:02,1,10,PHI 43,6,24,Edgerrin James up the middle for 4 yards (tackle by Trent Cole),2.720,2.720
3,11:19,2,6,PHI 39,6,24,"Penalty on Mike Gandy: False Start, 5 yards (no play)",2.720,2.040
3,11:01,2,11,PHI 44,6,24,Edgerrin James up the middle for 2 yards (tackle by Victor Abiamiri),2.040,1.620
3,10:19,3,9,PHI 42,6,24,Kurt Warner pass incomplete deep middle intended for Anquan Boldin,1.620,0.460
3,10:19,4,9,PHI 42,6,24,"Ben Graham punts 32 yards, fair catch by DeSean Jackson",0.460,0.380
3,10:07,1,10,PHI 10,6,24,Brian Westbrook up the middle for 7 yards (tackle by Bryan Robinson),-0.380,-0.090
3,9:34,2,3,PHI 17,6,24,Donovan McNabb pass incomplete deep left intended for DeSean Jackson (defended by Dominique Rodgers-Cromartie),-0.090,-0.600
3,9:29,3,3,PHI 17,6,24,Donovan McNabb pass complete short right to Brent Celek for 7 yards (tackle by Antrel Rolle),-0.600,0.540
3,8:49,1,10,PHI 24,6,24,Donovan McNabb pass incomplete short right intended for L.J. Smith (defended by Adrian Wilson),0.540,0.000
3,8:45,2,10,PHI 24,6,24,Brian Westbrook left tackle for 8 yards (tackle by Aaron Francisco),0.000,0.370
3,8:02,3,2,PHI 32,6,24,Donovan McNabb pass complete short right to Brent Celek for 7 yards (tackle by Darnell Dockett),0.370,1.530
3,7:20,1,10,PHI 39,6,24,Donovan McNabb sacked by Adrian Wilson for -8 yards,1.530,-0.090
3,6:47,2,18,PHI 31,6,24,Donovan McNabb pass incomplete short middle intended for Hank Baskett,-0.090,-0.760
3,6:41,3,18,PHI 31,6,24,Donovan McNabb pass complete deep middle to Kevin Curtis for 50 yards (tackle by Aaron Francisco),-0.760,4.310
3,5:58,1,10,ARI 19,6,24,Donovan McNabb pass complete short right to DeSean Jackson for 4 yards (tackle by Dominique Rodgers-Cromartie),4.310,4.350
3,5:34,2,6,ARI 15,6,24,Donovan McNabb up the middle for 10 yards (tackle by Adrian Wilson),4.350,6.060
3,4:53,1,5,ARI 5,6,24,Brian Westbrook up the middle for -1 yards (tackle by Antonio Smith and Karlos Dansby),6.060,4.950
3,4:13,2,6,ARI 6,12,24,"Donovan McNabb pass complete short left to Brent Celek for 6 yards, touchdown",4.950,7.000
3,,,,ARI 2,13,24,"David Akers kicks extra point good. Penalty on Dominique Rodgers-Cromartie: Running Into the Kicker, 5 yards, Penalty on Dominique Rodgers-Cromartie: Defensive Offside (Declined)",0.000,0.000
3,,,,PHI 35,13,24,David Akers kicks off 63 yards,0.000,1.270
3,4:08,1,10,ARI 35,13,24,Kurt Warner pass incomplete short right intended for Ben Patrick,1.270,0.720
3,4:04,2,10,ARI 35,13,24,Kurt Warner pass incomplete short right intended for Tim Hightower,0.720,0.040
3,4:01,3,10,ARI 35,13,24,Kurt Warner sacked by Victor Abiamiri for -5 yards,0.040,-1.370
3,3:54,4,15,ARI 30,13,24,"Ben Graham punts 44 yards, returned by DeSean Jackson for 13 yards (tackle by Calais Campbell)",-1.370,-1.530
3,3:28,1,10,PHI 39,13,24,Donovan McNabb pass complete short middle to Kevin Curtis for 14 yards (tackle by Karlos Dansby),1.530,2.460
3,2:45,1,10,ARI 47,13,24,Donovan McNabb pass incomplete deep left intended for Kevin Curtis,2.460,1.910
3,2:39,2,10,ARI 47,13,24,Brian Westbrook up the middle for 4 yards (tackle by Gerald Hayes),1.910,1.750
3,2:01,3,6,ARI 43,13,24,Donovan McNabb pass complete short right to DeSean Jackson for 9 yards,1.750,3.310
3,1:41,1,10,ARI 34,13,24,Brian Westbrook right tackle for 3 yards (tackle by Gerald Hayes),3.310,3.180
3,0:56,,,,13,24,Timeout #1 by Philadelphia Eagles,0.000,3.180
3,0:56,2,7,ARI 31,19,24,"Donovan McNabb pass complete short middle to Brent Celek for 31 yards, touchdown",3.180,7.000
3,,,,ARI 2,19,24,David Akers kicks extra point no good,0.000,-1.000
3,,,,PHI 30,19,24,"David Akers kicks off 70 yards, touchback",0.000,0.280
3,0:49,1,10,ARI 20,19,24,Edgerrin James left tackle for 3 yards (tackle by Mike Patterson),0.280,0.140
3,0:11,2,7,ARI 23,19,24,Kurt Warner pass complete short middle to Kurt Warner for 4 yards (tackle by Trent Cole),0.140,-0.030
Quarter,Time,Down,ToGo,Location,PHI,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,ARI 27,19,24,Kurt Warner pass complete short left to Edgerrin James for 16 yards (tackle by Akeem Jordan),-0.030,1.800
4,14:35,1,10,ARI 43,19,24,Edgerrin James up the middle for 5 yards (tackle by Stewart Bradley and Akeem Jordan),1.800,1.930
4,13:52,2,5,ARI 48,19,24,Tim Hightower up the middle for no gain (tackle by Brian Dawkins),1.930,1.220
4,13:13,3,5,ARI 48,19,24,Kurt Warner pass incomplete short right intended for Larry Fitzgerald,1.220,-0.190
4,13:08,4,5,ARI 48,19,24,"Ben Graham punts 38 yards, fair catch by DeSean Jackson",-0.190,0.280
4,13:00,1,10,PHI 14,19,24,Donovan McNabb pass complete short left to Correll Buckhalter for 12 yards (tackle by Roderick Hood),-0.280,0.670
4,12:18,1,10,PHI 26,19,24,Donovan McNabb pass complete short right to Jason Avant for 9 yards (tackle by Adrian Wilson),0.670,1.350
4,11:36,2,1,PHI 35,19,24,Brian Westbrook up the middle for 3 yards (tackle by Gabe Watson),1.350,1.470
4,10:56,1,10,PHI 38,25,24,"Donovan McNabb pass complete deep right to DeSean Jackson for 62 yards, touchdown",1.470,7.000
4,,,,,25,24,"Two Point Attempt: Donovan McNabb pass incomplete intended for Brian Westbrook, conversion fails. Penalty on Tra Thomas: Offensive Holding (Declined)",1.000,-1.000
4,,,,PHI 30,25,24,"David Akers kicks off 71 yards, returned by Steve Breaston for 29 yards (tackle by Quintin Demps)",0.000,0.810
4,10:39,1,10,ARI 28,25,24,Edgerrin James left tackle for -1 yards (tackle by Brodrick Bunkley),0.810,0.130
4,10:00,2,11,ARI 27,25,24,Kurt Warner pass complete short left to Larry Fitzgerald for 15 yards (tackle by Joselio Hanson),0.130,1.730
4,9:24,1,10,ARI 42,25,24,Kurt Warner pass complete short right to Leonard Pope for 9 yards (tackle by Stewart Bradley),1.730,2.400
4,8:47,2,1,PHI 49,25,24,Edgerrin James up the middle for -1 yards (tackle by Chris Gocong),2.400,1.550
4,8:03,3,2,,25,24,Tim Hightower left tackle for 1 yard (tackle by Akeem Jordan),1.550,0.000
4,7:57,4,1,PHI 49,25,24,Tim Hightower right end for 6 yards (tackle by Brian Dawkins),0.000,2.720
4,7:21,1,10,PHI 43,25,24,Edgerrin James up the middle for 2 yards (tackle by Mike Patterson),2.720,2.450
4,6:36,2,8,PHI 41,25,24,Kurt Warner pass complete short right to Larry Fitzgerald for 18 yards (tackle by Asante Samuel),2.450,4.040
4,5:52,1,10,PHI 23,25,24,Edgerrin James right tackle for 3 yards (tackle by Akeem Jordan and Trevor Laws),4.040,3.900
4,5:13,2,7,PHI 20,25,24,Kurt Warner pass complete short left to Larry Fitzgerald for 6 yards (tackle by Asante Samuel),3.900,4.280
4,4:26,3,1,PHI 14,25,24,Tim Hightower right tackle for 5 yards (tackle by Brian Dawkins and Quintin Demps),4.280,5.140
4,3:44,1,9,PHI 9,25,24,Edgerrin James up the middle for no gain (tackle by Trevor Laws),5.140,4.380
4,3:06,2,9,PHI 9,25,24,Tim Hightower left tackle for 1 yard (tackle by Darren Howard),4.380,3.580
4,2:59,,,,25,24,Timeout #2 by Philadelphia Eagles,0.000,3.580
4,2:59,3,8,PHI 8,25,30,"Kurt Warner pass complete short left to Tim Hightower for 8 yards, touchdown",3.580,7.000
4,,,,,25,32,"Two Point Attempt: Kurt Warner pass complete to Ben Patrick, conversion succeeds",1.000,1.000
4,,,,ARI 30,25,32,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
4,2:53,1,10,PHI 20,25,32,Donovan McNabb pass incomplete short left intended for Brian Westbrook,0.280,-0.270
4,2:46,2,10,PHI 20,25,32,Donovan McNabb pass complete short right to DeSean Jackson for 9 yards (tackle by Dominique Rodgers-Cromartie),-0.270,0.230
4,2:41,3,1,PHI 29,25,32,Donovan McNabb pass complete short left to Brent Celek for 5 yards (tackle by Karlos Dansby),0.230,1.200
4,2:17,1,10,PHI 34,25,32,Donovan McNabb pass complete short left to Brian Westbrook for 19 yards (tackle by Aaron Francisco),1.200,2.460
4,2:09,1,10,ARI 47,25,32,Donovan McNabb pass incomplete short left intended for Hank Baskett,2.460,1.910
4,2:06,2,10,ARI 47,25,32,Donovan McNabb pass incomplete short middle intended for DeSean Jackson,1.910,1.220
4,2:01,3,10,ARI 47,25,32,Donovan McNabb pass incomplete short left intended for Hank Baskett,1.220,0.130
4,1:57,4,10,ARI 47,25,32,Donovan McNabb pass incomplete deep right intended for Kevin Curtis,0.130,-2.060
4,1:51,1,10,ARI 47,25,32,Tim Hightower left end for 6 yards (tackle by Brian Dawkins),2.060,2.330
4,1:43,,,,25,32,Timeout #3 by Philadelphia Eagles,0.000,2.330
4,1:43,2,4,PHI 47,25,32,Tim Hightower up the middle for 3 yards (tackle by Stewart Bradley),2.330,2.020
4,0:59,,,,25,32,Timeout #1 by Arizona Cardinals,0.000,2.020
4,0:59,3,1,PHI 44,25,32,Tim Hightower up the middle for -1 yards (tackle by Mike Patterson),2.020,0.270
4,0:15,,,,25,32,Timeout #2 by Arizona Cardinals,0.000,0.270
4,0:15,4,2,PHI 45,25,32,Ben Graham punts 38 yards,0.270,0.380
4,0:09,1,10,PHI 7,25,32,"Donovan McNabb pass complete short left to DeSean Jackson for -2 yards, lateral to Brian Westbrook for no gain. Brian Westbrook fumbles, recovered by Darnell Dockett at PHI-12 and returned for 4 yards (tackle by Kevin Curtis)",-0.380,-0.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
