Quarter,Time,Down,ToGo,Location,WAS,IND,Detail,EPB,EPA
1,2:45,3,7,IND 43,0,7,Mark Brunell pass incomplete intended for Antwaan Randle El (defended by Marlin Jackson),1.680,0.400
1,2:40,4,7,IND 43,0,7,"Derrick Frost punts 30 yards, fair catch by Terrence Wilkins",0.400,0.320
1,2:33,1,10,IND 13,0,7,Joseph Addai right tackle for 4 yards (tackle by Adam Archuleta and Kedric Golston),-0.320,-0.300
1,2:03,2,6,IND 17,0,7,Peyton Manning pass complete short middle to Marvin Harrison for 4 yards (tackle by Shawn Springs),-0.300,-0.470
1,1:36,3,2,IND 21,0,7,"Penalty on Jake Scott: False Start, 5 yards (no play)",-0.470,-1.060
1,1:15,3,7,IND 16,0,7,Peyton Manning pass incomplete deep right intended for Ben Utecht,-1.060,-2.390
1,1:10,4,7,IND 16,0,7,Hunter Smith punts 53 yards (tackle by Mike Doss),-2.390,-2.590
1,0:54,1,10,IND 45,0,7,Mark Brunell pass complete short middle to Santana Moss for 15 yards (tackle by Cato June),2.590,3.580
1,0:15,1,10,IND 30,0,7,Mark Brunell pass incomplete deep left intended for Santana Moss,3.580,3.030
1,0:10,2,10,IND 30,0,7,Mark Brunell pass complete short left to Brandon Lloyd for 12 yards (tackle by Gilbert Gardner and Gary Brackett),3.030,4.370
Quarter,Time,Down,ToGo,Location,WAS,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,IND 18,0,7,Clinton Portis left end for -6 yards (tackle by Cato June and Gilbert Gardner),4.370,3.020
2,14:15,2,16,IND 24,0,7,"Mark Brunell sacked by Dwight Freeney for -13 yards. Penalty on Dwight Freeney: Unnecessary Roughness, 12 yards (no play)",3.020,4.780
2,14:10,1,10,IND 12,0,7,Clinton Portis left end for -1 yards (tackle by Cato June),4.780,3.940
2,13:31,2,11,IND 13,0,7,Mark Brunell pass incomplete short middle intended for Santana Moss,3.940,3.100
2,13:25,3,11,IND 13,6,7,"Mark Brunell pass complete short right to Chris Cooley for 13 yards, touchdown",3.100,7.000
2,,,,IND 2,7,7,Nick Novak kicks extra point good,0.000,0.000
2,,,,WAS 30,7,7,"Nick Novak kicks off 63 yards, returned by Terrence Wilkins for 19 yards (tackle by Sean Taylor). Terrence Wilkins fumbles (forced by Sean Taylor), ball out of bounds at IND-27",0.000,0.740
2,13:15,1,10,IND 27,7,7,Dominic Rhodes left tackle for 2 yards (tackle by Anthony Montgomery),0.740,0.470
2,12:40,2,8,IND 29,7,7,Peyton Manning pass incomplete deep middle intended for Marvin Harrison,0.470,-0.230
2,12:35,3,8,IND 29,7,7,Peyton Manning pass complete short right to Marvin Harrison for 9 yards (tackle by Shawn Springs),-0.230,1.470
2,11:52,1,10,IND 38,7,7,Joseph Addai left tackle for 12 yards (tackle by Marcus Washington),1.470,2.260
2,11:19,1,10,IND 50,7,7,Peyton Manning pass complete short left to Reggie Wayne for 13 yards (tackle by Anthony Montgomery and Khary Campbell),2.260,3.120
2,10:41,1,10,WAS 37,7,7,Peyton Manning pass complete short middle to Joseph Addai for 20 yards (tackle by Marcus Washington and Khary Campbell),3.120,4.440
2,10:06,1,10,WAS 17,7,7,Joseph Addai right end for 2 yards (tackle by Sean Taylor),4.440,4.150
2,9:28,2,8,WAS 15,7,7,Peyton Manning pass incomplete short middle intended for Joseph Addai,4.150,3.340
2,9:19,,,,7,7,Timeout #1 by Indianapolis Colts,0.000,3.340
2,9:19,3,8,WAS 15,7,7,Joseph Addai middle for 3 yards (tackle by Adam Archuleta),3.340,2.680
2,8:45,4,5,WAS 12,7,10,Adam Vinatieri 30 yard field goal good,2.680,3.000
2,,,,IND 30,7,10,"Adam Vinatieri kicks off 64 yards, returned by Rock Cartwright for 22 yards (tackle by Keith O'Neil)",0.000,0.810
2,8:35,1,10,WAS 28,7,10,Mark Brunell pass incomplete short middle intended for Clinton Portis (defended by Dwight Freeney),0.810,0.260
2,8:31,2,10,WAS 28,7,10,"Clinton Portis left tackle for 20 yards (tackle by Antoine Bethea). Penalty on Casey Rabach: Offensive Holding, 10 yards (no play)",0.260,-1.190
2,7:47,2,20,WAS 18,7,10,Ladell Betts middle for 10 yards (tackle by Cato June),-1.190,-0.430
2,7:10,3,10,WAS 28,7,10,Mark Brunell pass complete deep middle to Antwaan Randle El for 30 yards (tackle by Mike Doss),-0.430,2.790
2,6:25,1,10,IND 42,7,10,Mark Brunell pass complete short left to Santana Moss for -3 yards (tackle by Gilbert Gardner),2.790,1.840
2,5:47,2,13,IND 45,7,10,Clinton Portis middle for 34 yards (tackle by Antoine Bethea),1.840,4.840
2,5:03,1,10,IND 11,7,10,Clinton Portis middle for 2 yards (tackle by Mike Doss),4.840,4.510
2,4:22,2,8,IND 9,7,10,Mark Brunell pass incomplete short left intended for Brandon Lloyd,4.510,3.530
2,4:16,3,8,IND 9,7,10,"Mark Brunell sacked for -6 yards. Mark Brunell fumbles, recovered by Mark Brunell at IND-16. Penalty on Santana Moss: Unnecessary Roughness, 15 yards",3.530,1.320
2,4:04,4,30,IND 31,7,10,Nick Novak 49 yard field goal no good,1.320,-1.530
2,3:59,1,10,IND 39,7,10,Dominic Rhodes left end for -5 yards (tackle by Andre Carter),1.530,0.310
2,3:21,2,15,IND 34,7,10,Peyton Manning pass incomplete short left intended for Reggie Wayne,0.310,-0.360
2,3:17,3,15,IND 34,7,10,Peyton Manning pass complete short middle to Bryan Fletcher for 12 yards (tackle by Shawn Springs),-0.360,-0.320
2,2:42,4,3,IND 46,13,10,"Hunter Smith punts 41 yards, returned by Antwaan Randle El for 87 yards, touchdown. Penalty on Antwaan Randle El: Unsportsmanlike Conduct, 15 yards",-0.320,-7.000
2,,,,IND 2,14,10,Nick Novak kicks extra point good,0.000,0.000
2,,,,WAS 15,14,10,"Nick Novak kicks off 64 yards, returned by Terrence Wilkins for 18 yards (tackle by Vernon Fox). Penalty on Sean Taylor: Offside on Free Kick, 5 yards (no play)",0.000,0.000
2,,,,,14,10,"Penalty on Derrick Frost: Unsportsmanlike Conduct, 5 yards (no play)",0.000,0.000
2,,,,WAS 5,14,10,"Nick Novak kicks off 64 yards, returned by Terrence Wilkins for 16 yards (tackle by Vernon Fox)",0.000,2.060
2,2:15,1,10,IND 47,14,10,Peyton Manning pass incomplete short middle intended for Dallas Clark (defended by Shawn Springs),2.060,1.520
2,2:12,2,10,IND 47,14,10,"Peyton Manning pass complete short left to Bryan Fletcher for 7 yards (tackle by Kenny Wright). Penalty on Marcus Washington: Roughing the Passer, 15 yards",1.520,3.510
2,2:00,1,10,WAS 31,14,10,Peyton Manning pass complete short left to Bryan Fletcher for 9 yards (tackle by Marcus Washington),3.510,4.180
2,1:54,2,1,WAS 22,14,10,Peyton Manning pass complete short right to Marvin Harrison for 5 yards (tackle by Khary Campbell),4.180,4.440
2,1:28,1,10,WAS 17,14,10,Peyton Manning pass incomplete short left intended for Reggie Wayne (defended by Kenny Wright),4.440,3.850
2,1:25,2,10,WAS 17,14,10,Peyton Manning pass complete short right to Marvin Harrison for 12 yards (tackle by Sean Taylor),3.850,6.060
2,1:09,,,,14,10,Timeout #1 by Washington Redskins,0.000,6.060
2,1:09,1,5,WAS 5,14,10,Dominic Rhodes middle for 4 yards (tackle by Troy Vincent),6.060,5.910
2,0:46,2,1,WAS 1,14,10,Dominic Rhodes right end for no gain (tackle by Marcus Washington and Troy Vincent),5.910,5.170
2,0:15,3,1,WAS 1,14,10,Peyton Manning pass incomplete short right intended for Marvin Harrison,5.170,3.550
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,0:12,4,1,WAS 1,14,13,Adam Vinatieri 19 yard field goal good,3.550,3.000
2,,,,IND 30,14,13,"Adam Vinatieri kicks off 46 yards, returned by Ladell Betts for no gain",0.000,0.610
2,0:07,1,10,WAS 25,14,13,Clinton Portis middle for no gain (tackle by Josh Thomas and Cato June),0.610,0.060
Quarter,Time,Down,ToGo,Location,WAS,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,14,13,"Nick Novak kicks off 62 yards, returned by Terrence Wilkins for 37 yards (tackle by Reed Doughty)",0.000,1.930
3,14:54,1,10,IND 45,14,13,Peyton Manning pass complete short middle to Ben Utecht for 21 yards (tackle by Sean Taylor and Warrick Holdman),1.930,3.310
3,14:26,1,10,WAS 34,14,13,Joseph Addai right tackle for 21 yards (tackle by Kenny Wright),3.310,4.710
3,13:47,1,10,WAS 13,14,13,Joseph Addai left end for 9 yards (tackle by Sean Taylor),4.710,5.730
3,13:03,2,1,WAS 4,14,19,"Peyton Manning pass complete short middle to Marvin Harrison for 4 yards, touchdown",5.730,7.000
3,,,,WAS 2,14,20,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,IND 30,14,20,"Adam Vinatieri kicks off 70 yards, returned by Rock Cartwright for 23 yards (tackle by Rob Morris)",0.000,0.480
3,12:54,1,10,WAS 23,14,20,Clinton Portis left tackle for 4 yards (tackle by Robert Mathis and Raheem Brock),0.480,0.470
3,12:17,2,6,WAS 27,14,20,Ladell Betts right tackle for 19 yards (tackle by Mike Doss),0.470,1.990
3,11:39,1,10,WAS 46,14,20,Ladell Betts middle for 2 yards (tackle by Anthony McFarland),1.990,1.720
3,10:58,2,8,WAS 48,14,20,Mark Brunell pass incomplete deep right intended for Christian Fauria,1.720,1.030
3,10:50,3,8,WAS 48,14,20,Mark Brunell pass complete short left to Ladell Betts for 3 yards (tackle by Cato June),1.030,0.000
3,10:19,4,5,IND 49,14,20,"Derrick Frost punts 30 yards, fair catch by Terrence Wilkins",0.000,-0.150
3,10:13,1,10,IND 19,14,20,Joseph Addai left end for 15 yards (tackle by Adam Archuleta),0.150,1.200
3,9:32,1,10,IND 34,14,20,Peyton Manning pass complete short left to Reggie Wayne for 9 yards (tackle by Kenny Wright),1.200,1.870
3,8:55,2,1,IND 43,14,20,Joseph Addai right end for 6 yards (tackle by Marcus Washington and Adam Archuleta),1.870,2.190
3,8:18,1,10,IND 49,14,26,"Peyton Manning pass complete deep left to Reggie Wayne for 51 yards, touchdown",2.190,7.000
3,,,,WAS 2,14,27,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,IND 30,14,27,"Adam Vinatieri kicks off 69 yards, returned by Rock Cartwright for 15 yards (tackle by Rob Morris)",0.000,-0.140
3,8:03,1,10,WAS 16,14,27,Clinton Portis right end for 2 yards (tackle by Robert Mathis),-0.140,-0.350
3,7:22,2,8,WAS 18,14,27,Mark Brunell pass complete short right to Clinton Portis for 1 yard (tackle by Nick Harper and Cato June),-0.350,-0.950
3,6:39,3,7,WAS 19,14,27,Mark Brunell pass complete short right to Ladell Betts for 2 yards (tackle by Nick Harper),-0.950,-1.960
3,6:06,4,5,WAS 21,14,27,"Derrick Frost punts 41 yards, returned by Terrence Wilkins for 6 yards (tackle by Mike Sellers). Penalty on Freddy Keiaho: Offensive Holding, 10 yards",-1.960,-1.200
3,5:57,1,10,IND 34,14,27,Peyton Manning pass complete short left to Reggie Wayne for 14 yards (tackle by Kenny Wright),1.200,2.130
3,5:14,1,10,IND 48,14,27,Peyton Manning pass complete deep right to Marvin Harrison for 38 yards (tackle by Shawn Springs),2.130,4.650
3,4:47,1,10,WAS 14,14,27,Joseph Addai middle for 5 yards (tackle by Kedric Golston and Sean Taylor),4.650,4.900
3,4:05,2,5,WAS 9,14,27,Joseph Addai middle for 5 yards (tackle by Andre Carter),4.900,6.280
3,3:28,1,4,WAS 4,14,27,Joseph Addai left tackle for 3 yards (tackle by Anthony Montgomery and Khary Campbell),6.280,5.910
3,2:52,2,1,WAS 1,14,27,Peyton Manning pass incomplete short left intended for Reggie Wayne,5.910,5.170
3,2:49,3,1,WAS 1,14,33,"Peyton Manning pass complete short middle to Marvin Harrison for 1 yard, touchdown",5.170,7.000
3,,,,,14,33,"Two Point Attempt: Peyton Manning pass incomplete intended for Reggie Wayne, conversion fails. Penalty on Kenny Wright: Defensive Holding, 1 yards (no play)",1.000,1.000
3,,,,,14,33,"Two Point Attempt: Peyton Manning pass incomplete intended for Marvin Harrison, conversion fails",1.000,-1.000
3,,,,IND 30,14,33,"Adam Vinatieri kicks off 70 yards, returned by Rock Cartwright for 24 yards (tackle by Rob Morris)",0.000,0.540
3,2:40,1,10,WAS 24,14,33,Mark Brunell pass incomplete deep right intended for Santana Moss,0.540,0.000
3,2:35,2,10,WAS 24,14,33,Antwaan Randle El middle for 9 yards (tackle by Antoine Bethea),0.000,0.500
3,1:58,,,,14,33,Timeout #1 by Washington Redskins,0.000,0.500
3,1:58,3,1,WAS 33,14,33,Ladell Betts left end for 5 yards (tackle by Mike Doss and Cato June),0.500,1.470
3,1:17,1,10,WAS 38,14,33,"Penalty on Jon Jansen: False Start, 5 yards (no play)",1.470,1.140
3,0:55,1,15,WAS 33,14,33,Mark Brunell pass complete short middle to Chris Cooley for 16 yards (tackle by Gary Brackett),1.140,2.190
3,0:15,1,10,WAS 49,14,33,Mark Brunell sacked by Josh Thomas for -8 yards,2.190,0.570
Quarter,Time,Down,ToGo,Location,WAS,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,18,WAS 41,14,33,Antwaan Randle El middle for 10 yards (tackle by Cato June),0.570,1.220
4,14:23,3,8,IND 49,14,33,Mark Brunell pass complete short right to Mike Sellers for 4 yards (tackle by Cato June),1.220,0.270
4,13:37,4,4,IND 45,14,33,Mark Brunell pass complete short left to Santana Moss for 8 yards (tackle by Mike Doss),0.270,3.120
4,13:14,1,10,IND 37,14,33,Ladell Betts right end for 2 yards (tackle by Robert Mathis),3.120,2.840
4,12:32,2,8,IND 35,14,33,Mark Brunell pass complete short right to Mike Sellers for 1 yard (tackle by Nick Harper),2.840,2.280
4,11:47,3,7,IND 34,14,33,Mark Brunell pass complete short middle to Chris Cooley for 12 yards (tackle by Gary Brackett),2.280,4.110
4,11:10,1,10,IND 22,14,33,Mark Brunell pass incomplete short left intended for Ladell Betts,4.110,3.560
4,11:05,,,,14,33,Timeout #2 by Washington Redskins,0.000,3.560
4,11:05,2,10,IND 22,14,33,Mark Brunell pass incomplete short left intended for Clinton Portis,3.560,2.870
4,10:59,3,10,IND 22,14,33,Mark Brunell pass complete short left to Clinton Portis for 5 yards (tackle by Jason David),2.870,2.360
4,10:15,4,5,IND 17,14,33,Nick Novak 35 yard field goal no good,2.360,-0.610
4,10:11,1,10,IND 25,14,33,Dominic Rhodes left tackle for 2 yards (tackle by Warrick Holdman),0.610,0.330
4,9:39,2,8,IND 27,14,33,Peyton Manning pass complete short middle to Ben Utecht for 7 yards (tackle by Marcus Washington and Warrick Holdman),0.330,0.560
4,9:11,3,1,IND 34,14,33,Dominic Rhodes middle for 11 yards (tackle by Troy Vincent),0.560,1.930
4,8:25,1,10,IND 45,14,33,Dominic Rhodes right end for 1 yard (tackle by Shawn Springs),1.930,1.520
4,7:45,2,9,IND 46,14,33,Peyton Manning pass complete short right to Dominic Rhodes for 6 yards (tackle by Marcus Washington and Shawn Springs),1.520,1.620
4,7:02,3,3,WAS 48,14,33,Peyton Manning pass complete short left to Reggie Wayne for 14 yards (tackle by Troy Vincent),1.620,3.310
4,6:17,1,10,WAS 34,14,33,Dominic Rhodes middle for 4 yards (tackle by Marcus Washington),3.310,3.310
4,5:32,2,6,WAS 30,14,33,Dominic Rhodes left end for 1 yard (tackle by Marcus Washington),3.310,2.740
4,4:48,3,5,WAS 29,14,33,Peyton Manning spiked the ball,2.740,1.540
4,4:45,,,,14,33,Timeout #1 by Indianapolis Colts,0.000,1.540
4,4:45,4,5,WAS 29,14,36,Adam Vinatieri 47 yard field goal good,1.540,3.000
4,,,,IND 30,14,36,"Adam Vinatieri kicks off 61 yards, returned by Rock Cartwright for 21 yards (tackle by Darrell Reid)",0.000,0.940
4,4:36,1,10,WAS 30,14,36,Mark Brunell pass complete short left to Antwaan Randle El for 4 yards (tackle by Jason David),0.940,0.930
4,4:30,2,6,WAS 34,14,36,Mark Brunell pass complete short middle to Antwaan Randle El for 8 yards (tackle by Cato June),0.930,1.730
4,4:08,1,10,WAS 42,14,36,Ladell Betts middle for -1 yards (tackle by Robert Mathis and Raheem Brock),1.730,1.050
4,3:48,2,11,WAS 41,14,36,Mark Brunell pass complete short left to James Thrash for 13 yards (tackle by Gary Brackett),1.050,2.520
4,3:32,1,10,IND 46,14,36,Ladell Betts middle for no gain (tackle by Robert Mathis),2.520,1.980
4,3:08,2,10,IND 46,14,36,Mark Brunell pass incomplete deep middle intended for Antwaan Randle El,1.980,1.290
4,3:04,3,10,IND 46,14,36,"Mark Brunell pass complete short left to Brandon Lloyd for 17 yards (tackle by Antoine Bethea). Penalty on Chris Samuels: Offensive Holding, 10 yards (no play)",1.290,-0.030
4,2:58,3,20,WAS 44,14,36,Mark Brunell pass complete short right to Ladell Betts for 19 yards (tackle by Robert Mathis),-0.030,0.790
4,2:27,4,1,IND 37,14,36,Ladell Betts middle for 4 yards (tackle by Bo Schobel),0.790,3.380
4,2:07,1,10,IND 33,14,36,"Mark Brunell pass complete short right to Ladell Betts for 13 yards (tackle by Cato June). Penalty on Casey Rabach: Offensive Holding, 10 yards (no play)",3.380,2.720
4,2:00,1,20,IND 43,14,36,Mark Brunell pass complete short middle to Ladell Betts for 12 yards (tackle by Marlin Jackson and Cato June),2.720,3.110
4,1:41,2,8,IND 31,14,36,Mark Brunell pass complete short middle to Ladell Betts for 5 yards (tackle by Cato June),3.110,3.070
4,1:20,3,3,IND 26,14,36,Ladell Betts middle for 6 yards (tackle by Marlin Jackson and Cato June),3.070,4.240
4,0:54,1,10,IND 20,14,36,Ladell Betts middle for 5 yards (tackle by Matt Giordano),4.240,4.450
4,0:33,2,5,IND 15,14,36,Mark Brunell pass complete short left to Brandon Lloyd for 10 yards (tackle by Marlin Jackson),4.450,6.060
4,0:25,,,,14,36,Timeout #3 by Washington Redskins,0.000,6.060
4,0:25,1,5,IND 5,20,36,"Mark Brunell pass complete short right to James Thrash for 5 yards, touchdown",6.060,7.000
4,,,,,22,36,"Two Point Attempt: Mark Brunell pass complete to Chris Cooley, conversion succeeds",1.000,1.000
4,,,,WAS 30,22,36,Derrick Frost kicks onside 11 yards,0.000,2.850
4,0:17,1,10,WAS 41,22,36,Peyton Manning kneels for -1 yards,2.850,2.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
