Player,Pos
Ben Utecht,H-B
Peyton Manning,QB
Dominic Rhodes,RB
Reggie Wayne,WR
Marvin Harrison,WR
Dallas Clark,TE
Tarik Glenn,LT
Dylan Gandy,LG
Jeff Saturday,C
Jake Scott,RG
Ryan Diem,RT
Robert Mathis,LDE
Anthony McFarland,LDT
Raheem Brock,RDT
Dwight Freeney,RDE
Gilbert Gardner,SLB
Gary Brackett,MLB
Cato June,WLB
Nick Harper,LCB
Jason David,RCB
Mike Doss,SS
Antoine Bethea,FS
