Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Justin McCareins,TEN,0,0,,0,0,1,14,14.0,0,0
Jake Schifino,TEN,7,135,19.3,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Troy Brown,NWE,0,0,,0,0,2,23,11.5,0,0
Bethel Johnson,NWE,5,188,37.6,0,0,0,0,,0,0
Dan Klecko,NWE,1,10,10.0,0,0,0,0,,0,0
Patrick Pass,NWE,1,22,22.0,0,0,0,0,,0,0
