Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
2,3:06,1,10,NWE 44,6,7,Steve McNair pass incomplete intended for Derrick Mason (defended by Tyrone Poole),2.650,2.110
2,3:01,2,10,NWE 44,6,7,Steve McNair pass incomplete,2.110,1.420
2,2:56,3,10,NWE 44,6,7,Steve McNair pass complete to Justin McCareins for 43 yards (tackle by Ty Law). Penalty on Richard Seymour: Unnecessary Roughness,1.420,6.970
2,2:29,1,1,NWE 1,6,7,--,6.970,5.910
2,2:00,2,1,NWE 1,12,7,"Steve McNair right guard for 1 yard, touchdown",5.910,7.000
2,,,,NWE 2,13,7,Gary Anderson kicks extra point good,0.000,0.000
2,,,,TEN 30,13,7,"Craig Hentrich kicks off 69 yards, returned by Bethel Johnson for 22 yards (tackle by Scott McGarrahan)",0.000,0.480
2,1:52,1,10,NWE 23,13,7,"Tom Brady sacked by Jevon Kearse for -6 yards. Tom Brady fumbles (forced by Jevon Kearse), recovered by Joe Andruzzi at NWE-17",0.480,-1.010
2,1:11,2,16,NWE 17,13,7,Larry Centers right guard for 6 yards (tackle by Rocky Boiman and Keith Bulluck),-1.010,-0.760
2,1:03,,,,13,7,Timeout #1 by Tennessee Titans,0.000,-0.760
2,1:03,3,10,NWE 23,13,7,Tom Brady pass incomplete intended for David Patten (defended by Andre Dyson),-0.760,-1.830
2,0:57,4,10,NWE 23,13,7,"Ken Walter punts 44 yards, returned by Justin McCareins for 14 yards (tackle by Antwan Harris)",-1.830,-2.060
2,0:45,1,10,TEN 47,13,7,Steve McNair pass complete to Drew Bennett for 15 yards (tackle by Rodney Harrison),2.060,3.050
2,0:27,1,10,NWE 38,13,7,Steve McNair spiked the ball,3.050,2.510
2,0:25,,,,13,7,Timeout #2 by New England Patriots,0.000,2.510
2,0:25,2,10,NWE 38,13,7,Steve McNair pass incomplete intended for Drew Bennett,2.510,1.820
2,0:20,3,10,NWE 38,13,7,Steve McNair pass complete to Derrick Mason for 9 yards (tackle by Rodney Harrison),1.820,1.620
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:11,4,1,NWE 29,13,7,Gary Anderson 46 yard field goal no good,1.620,-1.330
2,0:06,1,10,NWE 36,13,7,Tom Brady kneels for -1 yards,1.330,0.660
Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,13,7,"Craig Hentrich kicks off 39 yards, returned by Dan Klecko for 10 yards (tackle by Scott McGarrahan)",0.000,1.660
3,14:56,1,10,NWE 41,13,7,Antowain Smith left guard for 5 yards (tackle by Rocky Boiman),1.660,1.800
3,14:29,2,5,NWE 46,13,7,Antowain Smith right tackle for 2 yards (tackle by Keith Bulluck and Andre Dyson),1.800,1.360
3,13:53,3,3,NWE 48,13,7,Tom Brady pass complete to Larry Centers for 5 yards (tackle by Andre Dyson),1.360,2.460
3,13:30,1,10,TEN 47,13,7,Tom Brady pass complete to Antowain Smith for 11 yards (tackle by Rocky Boiman),2.460,3.180
3,13:06,1,10,TEN 36,13,7,Antowain Smith right tackle for 6 yards (tackle by Tank Williams),3.180,3.450
3,12:36,2,4,TEN 30,13,7,Antowain Smith up the middle for 1 yard (tackle by Kevin Carter and Rien Long),3.450,2.870
3,12:04,3,3,TEN 29,13,7,Tom Brady up the middle for 4 yards (tackle by Tank Williams),2.870,3.910
3,11:28,1,10,TEN 25,13,7,"Tom Brady pass complete to Deion Branch for 3 yards (tackle by Andre Dyson). Penalty on Andre Dyson: Face Mask (15 Yards), 11 yards",3.910,4.840
3,11:10,1,10,TEN 11,13,7,"Penalty on Matt Light: False Start, 5 yards (no play)",4.840,4.340
3,10:55,1,15,TEN 16,13,7,Tom Brady pass complete to Larry Centers for -3 yards (tackle by Rocky Boiman),4.340,3.150
3,10:14,2,18,TEN 19,13,7,Tom Brady pass complete to Deion Branch for 18 yards (tackle by Tony Beckham),3.150,6.970
3,9:27,1,1,TEN 1,13,13,"Antowain Smith left guard for 1 yard, touchdown",6.970,7.000
3,,,,TEN 2,13,14,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,NWE 30,13,14,"Adam Vinatieri kicks off 66 yards, returned by Jake Schifino for 21 yards (tackle by Je'Rod Cherry)",0.000,0.610
3,9:17,1,10,TEN 25,13,14,Eddie George up the middle for 2 yards (tackle by Tedy Bruschi and Ty Warren),0.610,0.330
3,8:36,2,8,TEN 27,13,14,Steve McNair pass complete to Shad Meier for 14 yards (tackle by Rodney Harrison),0.330,1.660
3,8:07,1,10,TEN 41,13,14,Steve McNair up the middle for 1 yard (tackle by Matt Chatham and Jarvis Green),1.660,1.260
3,7:23,2,9,TEN 42,13,14,Steve McNair pass complete to Tyrone Calico for 40 yards (tackle by Eugene Wilson),1.260,4.370
3,6:46,1,10,NWE 18,13,14,Robert Holcombe left tackle for 3 yards (tackle by Chris Akins and Matt Chatham),4.370,4.250
3,6:04,2,7,NWE 15,13,14,Eddie George right guard for no gain (tackle by Tyrone Poole). Penalty on TEN: Illegal Shift (Declined),4.250,3.460
3,5:44,3,7,NWE 15,13,14,Steve McNair pass incomplete intended for Tyrone Calico,3.460,2.440
3,5:37,4,7,NWE 15,16,14,Gary Anderson 33 yard field goal good,2.440,3.000
3,,,,TEN 30,16,14,"Craig Hentrich kicks off 63 yards, returned by Bethel Johnson for 29 yards (tackle by Tony Beckham)",0.000,1.330
3,5:24,1,10,NWE 36,16,14,Antowain Smith left end for 2 yards (tackle by Rocky Calmus and Keith Bulluck),1.330,1.060
3,4:50,2,8,NWE 38,16,14,Tom Brady pass complete to Christian Fauria for 15 yards (tackle by Andre Dyson),1.060,2.460
3,4:11,1,10,TEN 47,16,14,Tom Brady pass incomplete intended for David Patten,2.460,1.910
3,4:06,2,10,TEN 47,16,14,"Mike Cloud right end for 3 yards (tackle by Keith Bulluck and Tank Williams). Penalty on Carlos Hall: Defensive Offside, 5 yards (no play)",1.910,2.590
3,3:46,2,5,TEN 42,16,14,Mike Cloud up the middle for 17 yards (tackle by Lance Schulters),2.590,3.910
3,3:12,1,10,TEN 25,16,14,Mike Cloud left guard for no gain (tackle by Keith Bulluck and Rocky Boiman),3.910,3.360
3,2:33,2,10,TEN 25,16,14,Tom Brady pass incomplete intended for Troy Brown,3.360,2.680
3,2:28,3,10,TEN 25,16,14,Tom Brady pass complete to Deion Branch for 17 yards (tackle by Lance Schulters),2.680,5.370
3,1:52,1,8,TEN 8,16,14,Tom Brady pass incomplete intended for Christian Fauria (defended by Lance Schulters),5.370,4.570
3,1:47,2,8,TEN 8,16,14,Tom Brady pass complete to Deion Branch for 7 yards (tackle by Tony Beckham),4.570,5.170
3,1:01,,,,16,14,Timeout #1 by New England Patriots,0.000,5.170
3,1:00,3,1,TEN 1,16,20,"Mike Cloud left guard for 1 yard, touchdown",5.170,7.000
3,,,,TEN 2,16,21,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,NWE 30,16,21,"Adam Vinatieri kicks off 61 yards, returned by Jake Schifino for 22 yards (tackle by Patrick Pass)",0.000,1.000
3,0:52,1,10,TEN 31,16,21,"Eddie George left tackle for 12 yards (tackle by Rodney Harrison). Penalty on Derrick Mason: Offensive Holding, 10 yards (no play)",1.000,0.340
3,0:30,1,20,TEN 21,16,21,Eddie George right tackle for 9 yards (tackle by Rodney Harrison),0.340,0.320
Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,TEN 30,16,21,Steve McNair pass complete to Tyrone Calico for 45 yards (tackle by Asante Samuel),0.320,3.910
4,14:12,1,10,NWE 25,16,21,Steve McNair pass incomplete intended for Tyrone Calico,3.910,3.360
4,14:07,2,10,NWE 25,16,21,"Penalty on Zach Piller: False Start, 5 yards (no play)",3.360,2.690
4,14:07,2,15,NWE 30,16,21,Steve McNair pass incomplete,2.690,2.010
4,14:02,,,,16,21,Timeout #1 by Tennessee Titans,0.000,2.010
4,14:02,3,15,NWE 30,16,21,Steve McNair up the middle for 11 yards (tackle by Rodney Harrison and Antwan Harris),2.010,2.260
4,13:22,4,4,NWE 19,19,21,Gary Anderson 37 yard field goal good,2.260,3.000
4,,,,TEN 30,19,21,"Craig Hentrich kicks off 62 yards, returned by Patrick Pass for 22 yards (tackle by Darrell Hill)",0.000,0.940
4,13:13,1,10,NWE 30,19,21,Mike Cloud left guard for 42 yards (tackle by Andre Dyson),0.940,3.710
4,12:40,1,10,TEN 28,19,21,Mike Cloud left tackle for -2 yards (tackle by Rocky Boiman and Keith Bulluck),3.710,2.900
4,12:03,2,12,TEN 30,19,21,Tom Brady pass incomplete intended for Deion Branch,2.900,2.210
4,11:57,3,12,TEN 30,19,21,Tom Brady pass incomplete intended for Larry Centers,2.210,1.410
4,11:52,4,12,TEN 30,19,24,Adam Vinatieri 48 yard field goal good,1.410,3.000
4,,,,NWE 30,19,24,"Adam Vinatieri kicks off 59 yards, returned by Jake Schifino for 34 yards (tackle by Antwan Harris). Penalty on Scott McGarrahan: Offensive Holding, 10 yards",0.000,-0.280
4,11:39,1,10,TEN 14,19,24,Steve McNair pass complete to Erron Kinney for 6 yards (tackle by Roman Phifer),-0.280,0.150
4,11:00,2,4,TEN 20,19,24,Steve McNair pass complete to Derrick Mason for 11 yards (tackle by Eugene Wilson),0.150,1.000
4,10:31,1,10,TEN 31,19,24,Chris Brown right tackle for 8 yards (tackle by Rodney Harrison and Roman Phifer),1.000,1.540
4,9:59,2,2,TEN 39,19,24,Chris Brown right guard for -2 yards (tackle by Dan Klecko and Tedy Bruschi),1.540,0.560
4,9:18,3,4,TEN 37,19,24,"Steve McNair pass incomplete intended for Tyrone Calico. Penalty on Antwan Harris: Defensive Holding, 5 yards (no play)",0.560,1.730
4,9:15,1,10,TEN 42,19,24,Steve McNair pass incomplete intended for Drew Bennett (defended by Tyrone Poole),1.730,1.190
4,9:10,2,10,TEN 42,19,24,Steve McNair pass complete to Derrick Mason for 13 yards (tackle by Rodney Harrison),1.190,2.590
4,8:29,1,10,NWE 45,19,24,Steve McNair pass incomplete intended for Derrick Mason,2.590,2.040
4,8:25,2,10,NWE 45,19,24,Steve McNair pass incomplete intended for Chris Brown,2.040,1.360
4,8:20,,,,19,24,Timeout #2 by Tennessee Titans,0.000,1.360
4,8:20,3,10,NWE 45,19,24,Steve McNair pass complete to Robert Holcombe for 11 yards (tackle by Eugene Wilson),1.360,3.310
4,7:34,1,10,NWE 34,19,24,Steve McNair pass complete to Drew Bennett for 14 yards (tackle by Eugene Wilson),3.310,4.240
4,6:53,1,10,NWE 20,19,24,Steve McNair pass incomplete intended for Tyrone Calico,4.240,3.690
4,6:48,2,10,NWE 20,19,24,Eddie George right tackle for 4 yards (tackle by Tedy Bruschi and Roman Phifer),3.690,3.520
4,6:03,3,6,NWE 16,19,24,Steve McNair pass complete to Drew Bennett for 12 yards (tackle by Eugene Wilson). Penalty on Eugene Wilson: Illegal Contact (Declined),3.520,6.280
4,5:41,1,4,NWE 4,19,24,Robert Holcombe up the middle for -1 yards (tackle by Matt Chatham and Rodney Harrison),6.280,5.150
4,4:54,2,5,NWE 5,19,24,Steve McNair pass incomplete intended for Tyrone Calico,5.150,4.260
4,4:50,3,5,NWE 5,19,24,Steve McNair right end for 4 yards (tackle by Chris Akins),4.260,3.550
4,4:43,4,1,NWE 1,25,24,"Steve McNair right guard for 1 yard, touchdown",3.550,7.000
4,,,,,27,24,"Two Point Attempt: Steve McNair pass complete to Tyrone Calico, conversion succeeds",1.000,1.000
4,,,,TEN 30,27,24,"Craig Hentrich kicks off 71 yards, returned by Bethel Johnson for 71 yards (tackle by Tony Beckham)",0.000,3.580
4,4:29,1,10,TEN 30,27,24,Mike Cloud left guard for no gain (tackle by Rocky Boiman and Carlos Hall),3.580,3.030
4,3:58,2,10,TEN 30,27,24,Tom Brady sacked by Jevon Kearse for -8 yards,3.030,1.290
4,3:25,3,18,TEN 38,27,24,Tom Brady pass complete to Deion Branch for 23 yards (tackle by Jevon Kearse),1.290,4.580
4,3:18,1,10,TEN 15,27,30,"Mike Cloud left tackle for 15 yards, touchdown",4.580,7.000
4,,,,TEN 2,27,31,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,NWE 30,27,31,"Adam Vinatieri kicks off 66 yards, returned by Jake Schifino for 22 yards (tackle by Patrick Pass)",0.000,0.670
4,3:08,1,10,TEN 26,27,31,"Steve McNair for no gain. Steve McNair fumbles, recovered by Steve McNair at TEN-TEN",0.670,-0.140
4,2:41,2,12,TEN 24,27,31,Steve McNair pass complete to Justin McCareins for 29 yards (tackle by Rodney Harrison),-0.140,2.460
4,2:32,1,10,NWE 47,27,31,Steve McNair pass complete to Tyrone Calico for 7 yards (tackle by Ty Law),2.460,2.860
4,2:01,2,3,NWE 40,27,37,"Steve McNair pass incomplete intended for Tyrone Calico is intercepted by Ty Law at NWE-35 and returned for 65 yards, touchdown",2.860,-7.000
4,,,,TEN 2,27,38,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,NWE 30,27,38,"Adam Vinatieri kicks off 64 yards, returned by Jake Schifino for 17 yards (tackle by Patrick Pass)",0.000,0.480
4,1:43,1,10,TEN 23,27,38,Steve McNair pass incomplete intended for Erron Kinney,0.480,-0.070
4,1:38,2,10,TEN 23,27,38,Steve McNair pass complete to Eddie George for 8 yards (tackle by Tedy Bruschi),-0.070,0.300
4,1:09,3,2,TEN 31,27,38,"Steve McNair pass complete to Derrick Mason for 24 yards. Penalty on Drew Bennett: Offensive Holding, 10 yards",0.300,1.930
4,1:00,1,10,TEN 45,27,38,"Steve McNair pass complete to Erron Kinney for 8 yards. Erron Kinney fumbles, recovered by Robert Holcombe at NWE-45 and returned for 29 yards",1.930,4.510
4,0:51,1,10,NWE 16,27,38,Steve McNair sacked by Richard Seymour for -7 yards,4.510,3.010
4,0:40,2,17,NWE 23,30,38,Gary Anderson 41 yard field goal good,3.010,3.000
4,,,,TEN 30,30,38,"Craig Hentrich kicks onside 8 yards, recovered by Christian Fauria",0.000,3.050
4,0:34,1,10,TEN 38,30,38,Tom Brady kneels for -1 yards,3.050,2.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
