Quarter,Time,Tm,Detail,IND,HOU
1.0,2:26,Texans,Alfred Blue 3 yard rush (Ka'imi Fairbairn kick),0,7
2.0,6:33,Colts,Marlon Mack 4 yard rush (Adam Vinatieri kick),7,7
,2:57,Colts,Eric Ebron 14 yard pass from Andrew Luck (Adam Vinatieri kick),14,7
,0:00,Colts,Adam Vinatieri 54 yard field goal,17,7
3.0,7:38,Texans,Lamar Miller 1 yard rush (Ka'imi Fairbairn kick),17,14
,3:51,Colts,Zach Pascal 12 yard pass from Andrew Luck (Adam Vinatieri kick),24,14
4.0,2:37,Texans,DeAndre Hopkins 7 yard pass from Deshaun Watson (Ka'imi Fairbairn kick),24,21
