Quarter,Time,Down,ToGo,Location,WAS,DET,Detail,EPB,EPA
1,9:44,2,10,DET 13,0,0,"Joey Harrington pass complete to Reggie Swinton for 7 yards (tackle by Fred Smoot). Penalty on Fred Smoot: Personal Foul, 15 yards",-0.770,1.270
1,9:22,1,10,DET 35,0,0,Joey Harrington pass complete to Reggie Swinton for 8 yards (tackle by Sean Taylor),1.270,1.800
1,8:58,2,2,DET 43,0,0,Kevin Jones right end for -2 yards (tackle by Shawn Springs),1.800,0.830
1,8:16,3,4,DET 41,0,0,Joey Harrington right end for 8 yards (tackle by Sean Taylor),0.830,2.190
1,7:35,1,10,DET 49,0,0,Kevin Jones up the middle for 4 yards (tackle by Joe Salave'a),2.190,2.190
1,7:00,2,6,WAS 47,0,0,Kevin Jones left tackle for 1 yard (tackle by Phillip Daniels),2.190,1.620
1,6:17,3,5,WAS 46,0,0,Joey Harrington pass incomplete intended for Roy E. Williams (defended by Shawn Springs),1.620,0.200
1,6:11,4,5,WAS 46,0,0,Nick Harris punts 43 yards,0.200,0.380
1,6:00,1,10,WAS 3,0,0,"Clinton Portis right tackle for 7 yards (tackle by Dan Wilkinson). Penalty on Earl Holmes: Personal Foul, 15 yards",-0.380,0.610
1,5:29,1,10,WAS 25,0,0,Clinton Portis for 13 yards (tackle by Fernando Bryant),0.610,1.470
1,5:04,1,10,WAS 38,0,0,Clinton Portis up the middle for 2 yards (tackle by Dan Wilkinson),1.470,1.190
1,4:26,2,8,WAS 40,0,0,Mark Brunell pass incomplete intended for Rod Gardner,1.190,0.500
1,4:21,3,8,WAS 40,0,0,Mark Brunell pass complete to Laveranues Coles for 11 yards (tackle by Fernando Bryant). Penalty on Kalimba Edwards: Defensive Offside (Declined),0.500,2.320
1,3:55,1,10,DET 49,0,0,Clinton Portis right tackle for 4 yards (tackle by Bracy Walker and Kelvin Pritchett),2.320,2.320
1,3:11,2,6,DET 45,0,0,Rod Gardner right end for -10 yards (tackle by James Davis),2.320,0.300
1,2:32,3,16,WAS 45,0,0,Mark Brunell pass incomplete intended for Ladell Betts,0.300,-0.390
1,2:28,4,16,WAS 45,0,0,Tom Tupa punts 54 yards,-0.390,0.380
1,2:18,1,10,DET 1,0,0,Cory Schlesinger up the middle for 2 yards (tackle by Antonio Pierce),-0.380,-0.630
1,1:49,2,8,DET 3,0,0,Joey Harrington pass incomplete intended for Stephen Alexander,-0.630,-1.190
1,1:45,3,8,DET 3,0,0,Joey Harrington pass complete to Casey Fitzsimmons for 14 yards (tackle by Antonio Pierce),-1.190,-0.060
1,1:08,1,10,DET 17,0,0,Artose Pinner right tackle for 2 yards (tackle by Joe Salave'a),-0.060,-0.250
1,0:31,2,8,DET 19,0,0,"Joey Harrington pass incomplete intended for Reggie Swinton. Penalty on Fred Smoot: Illegal Contact, 5 yards (no play)",-0.250,0.540
1,0:25,1,10,DET 24,0,0,"Joey Harrington pass incomplete intended for Casey Fitzsimmons. Penalty on David Loverne: Offensive Holding, 10 yards (no play)",0.540,-0.500
1,0:18,1,20,DET 14,0,0,Joey Harrington pass complete to Artose Pinner for no gain,-0.500,-1.470
Quarter,Time,Down,ToGo,Location,WAS,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,20,DET 14,0,0,Joey Harrington pass incomplete intended for Roy E. Williams,-1.470,-2.450
2,14:55,3,20,DET 14,0,0,Joey Harrington up the middle for 6 yards (tackle by Marcus Washington),-2.450,-2.030
2,14:13,4,14,DET 20,0,0,"Nick Harris punts 44 yards, returned by James Thrash for 3 yards (tackle by Vernon Fox)",-2.030,-1.530
2,13:58,1,10,WAS 39,0,0,Clinton Portis left end for 2 yards (tackle by Dre' Bly),1.530,1.260
2,13:27,2,8,WAS 41,0,0,Mark Brunell pass incomplete intended for Laveranues Coles (defended by Dre' Bly),1.260,0.560
2,13:21,3,8,WAS 41,0,0,Mark Brunell pass incomplete intended for Ladell Betts,0.560,-0.650
2,13:13,4,8,WAS 41,0,0,Tom Tupa punts 35 yards,-0.650,-0.540
2,13:07,1,10,DET 24,0,0,Joey Harrington pass incomplete intended for Roy E. Williams,0.540,0.000
2,13:04,2,10,DET 24,0,0,Kevin Jones up the middle for 5 yards (tackle by Ryan Clark and Cornelius Griffin),0.000,-0.030
2,12:21,3,5,DET 29,0,0,Joey Harrington pass complete to Cory Schlesinger for 6 yards (tackle by Ryan Clark),-0.030,1.270
,,,,,,,"WAS challenged the ruling, and the play was upheld.",,
2,11:41,1,10,DET 35,0,0,Az-Zahir Hakim left end for no gain (tackle by Demetric Evans),1.270,0.720
2,11:13,2,10,DET 35,0,0,Joey Harrington pass incomplete intended for Cory Schlesinger (defended by Cornelius Griffin),0.720,0.040
2,11:06,3,10,DET 35,0,0,Joey Harrington pass incomplete intended for Stephen Alexander,0.040,-1.040
2,11:01,4,10,DET 35,0,0,"Nick Harris punts 50 yards, returned by James Thrash for 43 yards (tackle by Bracy Walker)",-1.040,-2.790
,,,,,,,"DET challenged the ruling, and the play was upheld.",,
2,10:45,1,10,DET 42,0,0,Clinton Portis up the middle for 1 yard (tackle by James Hall),2.790,2.380
2,10:12,2,9,DET 41,0,0,Clinton Portis left end for 12 yards (tackle by Dre' Bly),2.380,3.640
2,9:32,1,10,DET 29,0,0,Clinton Portis right tackle for 9 yards (tackle by Earl Holmes),3.640,4.320
2,8:56,2,1,DET 20,0,0,Clinton Portis right tackle for no gain (tackle by Shaun Rogers),4.320,3.600
2,8:21,3,1,DET 20,0,0,Clinton Portis left tackle for 1 yard (tackle by Teddy Lehman and Earl Holmes),3.600,4.310
2,7:42,1,10,DET 19,0,0,Mark Brunell pass complete to Brian Kozlowski for 13 yards (tackle by Fernando Bryant),4.310,5.830
2,7:06,1,6,DET 6,0,0,Clinton Portis right end for 1 yard (tackle by Cory Redding),5.830,5.150
2,6:27,2,5,DET 5,0,0,Clinton Portis up the middle for 1 yard (tackle by Bracy Walker),5.150,4.490
2,5:47,3,4,DET 4,0,0,Mark Brunell pass complete to Ladell Betts for 3 yards (tackle by Brock Marion),4.490,3.550
2,4:57,4,1,DET 1,0,0,"Mark Brunell pass complete to Robert Royal for 1 yard. Penalty on Ray Brown: False Start, 5 yards (no play)",3.550,2.990
2,4:39,4,6,DET 6,3,0,Ola Kimrin 24 yard field goal good,2.990,3.000
2,,,,WAS 30,3,0,Ola Kimrin kicks off 42 yards,0.000,1.600
2,4:35,1,10,DET 40,3,0,Kevin Jones left end for no gain (tackle by Joe Salave'a),1.600,1.050
2,4:00,2,10,DET 40,3,0,Joey Harrington pass complete to Az-Zahir Hakim for 7 yards (tackle by Antonio Pierce),1.050,1.290
2,3:18,3,3,DET 47,3,0,Joey Harrington sacked by Cornelius Griffin for -9 yards,1.290,-0.850
2,2:54,4,12,DET 38,3,0,"Nick Harris punts 36 yards, fair catch by James Thrash",-0.850,-0.670
2,2:46,1,10,WAS 26,3,0,Clinton Portis right end for 1 yard (tackle by Jared DeVries),0.670,0.270
2,2:15,2,9,WAS 27,3,0,Clinton Portis left end for 8 yards (tackle by Bracy Walker),0.270,0.630
2,2:00,3,1,WAS 35,3,0,Mark Brunell pass incomplete intended for Laveranues Coles (defended by Dre' Bly),0.630,-1.040
2,1:55,4,1,WAS 35,3,0,"Tom Tupa punts 53 yards, returned by Eddie Drummond for 9 yards (tackle by Khary Campbell)",-1.040,-0.340
2,1:44,1,10,DET 21,3,0,Joey Harrington pass incomplete intended for Stephen Alexander,0.340,-0.200
2,1:38,2,10,DET 21,3,0,Joey Harrington pass incomplete intended for Az-Zahir Hakim,-0.200,-0.890
2,1:34,3,10,DET 21,3,0,Joey Harrington sacked by Cornelius Griffin for -2 yards,-0.890,-2.140
2,1:27,,,,3,0,Timeout #2 by Washington Redskins,0.000,-2.140
2,1:27,4,12,DET 19,3,0,"Nick Harris punts 42 yards, fair catch by James Thrash",-2.140,-1.530
2,1:20,1,10,WAS 39,3,0,Mark Brunell pass complete to Clinton Portis for 11 yards (tackle by Bracy Walker),1.530,2.260
2,1:12,1,10,DET 50,3,0,Mark Brunell pass incomplete intended for Rod Gardner (defended by Dre' Bly),2.260,1.710
2,1:06,2,10,DET 50,3,0,Mark Brunell pass incomplete intended for Clinton Portis (defended by Shaun Rogers),1.710,1.030
2,1:00,3,10,DET 50,3,0,Mark Brunell pass incomplete intended for Laveranues Coles (defended by Bracy Walker),1.030,-0.060
2,0:54,4,10,DET 50,3,0,Tom Tupa punts 47 yards,-0.060,0.380
2,0:43,1,10,DET 3,3,0,"Kevin Jones up the middle for -2 yards (tackle by Marcus Washington). Penalty on Fred Smoot: Taunting, 15 yards",-0.380,-0.140
2,0:36,1,10,DET 16,3,0,Shawn Bryson right tackle for 3 yards (tackle by Ron Warner),-0.140,-0.180
2,0:29,,,,3,0,Timeout #3 by Washington Redskins,0.000,-0.180
2,0:29,2,7,DET 19,3,0,Joey Harrington pass complete to Shawn Bryson for 14 yards (tackle by Shawn Springs),-0.180,1.140
2,0:22,1,10,DET 33,3,0,Joey Harrington pass complete to Az-Zahir Hakim for 16 yards (tackle by Fred Smoot),1.140,2.190
2,0:17,1,10,DET 49,3,0,"Joey Harrington pass complete to Stephen Alexander for 14 yards (tackle by Antonio Pierce). Penalty on Antonio Pierce: Unnecessary Roughness, 15 yards",2.190,4.110
2,0:12,1,10,WAS 22,3,0,Joey Harrington pass incomplete intended for Roy E. Williams,4.110,3.560
2,0:06,2,10,WAS 22,3,3,Jason Hanson 40 yard field goal good,3.560,3.000
2,,,,DET 30,3,3,"Jason Hanson kicks off 40 yards, returned by Brian Kozlowski for 4 yards (tackle by Terrence Holt)",0.000,0.940
Quarter,Time,Down,ToGo,Location,WAS,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,3,3,"Jason Hanson kicks off 61 yards, returned by James Thrash for 20 yards (tackle by Eddie Drummond)",0.000,0.870
3,14:53,1,10,WAS 29,3,3,Clinton Portis left tackle for 21 yards (tackle by Fernando Bryant and Bracy Walker),0.870,2.260
3,14:12,1,10,DET 50,3,3,Clinton Portis right end for 21 yards (tackle by Brock Marion),2.260,3.640
3,13:31,1,10,DET 29,3,3,Clinton Portis right tackle for -1 yards (tackle by Earl Holmes),3.640,2.970
3,12:56,2,11,DET 30,3,3,Clinton Portis right tackle for 1 yard (tackle by Cory Redding),2.970,2.410
3,12:19,3,10,DET 29,3,3,"Penalty on James Hall: Defensive Offside, 5 yards (no play)",2.410,3.070
3,11:47,3,5,DET 24,3,3,Mark Brunell pass complete to Laveranues Coles for 8 yards (tackle by Brock Marion),3.070,4.510
3,11:09,1,10,DET 16,3,3,Clinton Portis up the middle for 1 yard (tackle by Dan Wilkinson),4.510,4.050
3,10:31,2,9,DET 15,9,3,"Clinton Portis pass complete to Laveranues Coles for 15 yards, touchdown",4.050,7.000
3,,,,DET 2,10,3,Ola Kimrin kicks extra point good,0.000,0.000
3,,,,WAS 30,10,3,"Ola Kimrin kicks off 51 yards, returned by Eddie Drummond for 29 yards (tackle by James Thrash)",0.000,2.130
3,10:18,1,10,DET 48,10,3,Joey Harrington pass incomplete intended for Roy E. Williams,2.130,1.580
3,10:14,2,10,DET 48,10,3,Kevin Jones left end for 1 yard (tackle by Ryan Clark and Fred Smoot),1.580,1.020
3,9:33,3,9,DET 49,10,3,Joey Harrington pass complete to Az-Zahir Hakim for 4 yards (tackle by Shawn Springs),1.020,0.130
3,8:52,4,5,WAS 47,10,3,"Nick Harris punts 12 yards, fair catch by Lemar Marshall",0.130,-1.270
3,8:37,1,10,WAS 35,10,3,Clinton Portis left end for -2 yards (tackle by James Davis),1.270,0.450
3,7:53,2,12,WAS 33,10,3,"Clinton Portis left end for 2 yards (tackle by Earl Holmes). Penalty on Clinton Portis: Taunting, 15 yards",0.450,-1.950
3,7:23,3,25,WAS 20,10,3,"Penalty on Chris Samuels: False Start, 5 yards (no play)",-1.950,-3.330
3,6:58,3,30,WAS 15,10,3,Ladell Betts left end for 10 yards (tackle by Alex Lewis),-3.330,-1.700
3,6:21,4,20,WAS 25,10,3,"Tom Tupa punts 59 yards, returned by Eddie Drummond for 3 yards (tackle by James Thrash)",-1.700,-0.150
3,6:13,1,10,DET 19,10,3,Joey Harrington pass complete to Kevin Jones for 3 yards (tackle by Marcus Washington),0.150,0.070
3,5:32,2,7,DET 22,10,3,Artose Pinner right tackle for 5 yards (tackle by Renaldo Wynn and Ryan Clark),0.070,-0.030
3,4:45,3,2,DET 27,10,3,Joey Harrington pass incomplete intended for Az-Zahir Hakim,-0.030,-1.570
3,4:40,4,2,DET 27,16,3,"Nick Harris punts no gain, touchdown",-1.570,-7.000
3,,,,DET 2,17,3,,0.000,0.000
3,,,,WAS 30,17,3,"Ola Kimrin kicks off 56 yards, returned by Eddie Drummond for 10 yards (tackle by Mike Sellers)",0.000,0.540
3,4:27,1,10,DET 24,17,3,Joey Harrington pass incomplete intended for Roy E. Williams,0.540,0.000
3,4:20,2,10,DET 24,17,3,Joey Harrington pass incomplete intended for Stephen Alexander (defended by Cornelius Griffin),0.000,-0.690
3,4:16,3,10,DET 24,17,3,Joey Harrington pass complete to Roy E. Williams for 3 yards (tackle by Sean Taylor),-0.690,-1.570
3,3:27,4,7,DET 27,17,3,Nick Harris punts 25 yards,-1.570,-2.130
3,3:16,1,10,WAS 48,17,3,Clinton Portis left end for 8 yards (tackle by James Davis),2.130,2.660
3,2:33,2,2,DET 44,17,3,Clinton Portis right end for 5 yards (tackle by Earl Holmes),2.660,2.980
3,1:49,1,10,DET 39,17,3,Ladell Betts left tackle for 5 yards (tackle by Shaun Rogers),2.980,3.120
3,1:13,2,5,DET 34,17,3,Ladell Betts left tackle for 1 yard (tackle by Kelvin Pritchett),3.120,2.540
3,0:28,3,4,DET 33,17,3,Mark Brunell pass incomplete intended for Laveranues Coles (defended by Fernando Bryant),2.540,1.180
3,0:23,4,4,DET 33,17,3,Ola Kimrin 51 yard field goal no good,1.180,-1.660
3,0:18,1,10,DET 41,17,3,Joey Harrington pass incomplete intended for Roy E. Williams,1.660,1.120
3,0:11,2,10,DET 41,17,3,Shawn Bryson right tackle for 6 yards (tackle by Ryan Clark),1.120,1.220
Quarter,Time,Down,ToGo,Location,WAS,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,DET 47,17,3,Joey Harrington pass incomplete intended for Roy E. Williams,1.220,-0.260
4,14:56,4,4,DET 47,17,3,Nick Harris punts 49 yards,-0.260,0.380
4,14:44,1,10,WAS 4,17,3,Clinton Portis right end for 9 yards (tackle by James Davis),-0.380,-0.120
4,14:01,2,1,WAS 13,17,3,Clinton Portis up the middle for 2 yards (tackle by Earl Holmes),-0.120,-0.220
4,13:18,1,10,WAS 15,17,3,Clinton Portis right tackle for no gain (tackle by Shaun Rogers),-0.220,-0.710
4,12:36,2,10,WAS 15,17,3,Clinton Portis left tackle for no gain (tackle by James Hall),-0.710,-1.370
4,11:50,,,,17,3,Timeout #1 by Washington Redskins,0.000,-1.370
4,11:50,3,10,WAS 15,17,3,Ladell Betts up the middle for -1 yards (tackle by Teddy Lehman and Shaun Rogers),-1.370,-2.470
4,11:14,4,11,WAS 14,17,3,"Tom Tupa punts 40 yards, returned by Eddie Drummond for no gain",-2.470,-1.990
4,11:03,1,10,DET 46,17,3,Kevin Jones right tackle for 7 yards (tackle by Cornelius Griffin and Lemar Marshall),1.990,2.400
4,10:26,2,3,WAS 47,17,3,Shawn Bryson right tackle for 6 yards (tackle by Sean Taylor),2.400,2.850
4,9:42,1,10,WAS 41,17,3,Joey Harrington pass complete to Reggie Swinton for 8 yards (tackle by Walt Harris),2.850,3.390
4,9:07,2,2,WAS 33,17,3,Kevin Jones right tackle for 3 yards (tackle by Sean Taylor and Ryan Clark),3.390,3.580
4,8:17,1,10,WAS 30,17,3,Joey Harrington pass complete to Reggie Swinton for 10 yards (tackle by Ryan Clark),3.580,4.240
4,7:29,1,10,WAS 20,17,3,Joey Harrington pass incomplete intended for Az-Zahir Hakim,4.240,3.690
4,7:23,2,10,WAS 20,17,3,Shawn Bryson right tackle for 2 yards (tackle by Renaldo Wynn),3.690,3.220
4,6:46,3,8,WAS 18,17,3,"Joey Harrington pass incomplete intended for Roy E. Williams. Penalty on Shawn Bryson: Offensive Holding, 10 yards, Penalty on Matt Joyce: Offensive Holding (Declined) (no play)",3.220,1.950
4,6:37,3,18,WAS 28,17,3,Joey Harrington pass incomplete intended for Shawn Bryson,1.950,1.590
4,6:33,,,,17,3,Timeout #1 by Detroit Lions,0.000,1.590
4,6:33,4,18,WAS 28,17,3,Joey Harrington pass incomplete intended for David Kircus is intercepted by Fred Smoot,1.590,-0.280
4,6:25,1,10,WAS 20,17,3,Clinton Portis right end for 2 yards (tackle by James Davis),0.280,0.000
4,5:42,2,8,WAS 22,17,3,Clinton Portis left end for -1 yards (tackle by Dan Wilkinson),0.000,-0.820
4,4:58,3,9,WAS 21,17,3,Ladell Betts left end for 4 yards (tackle by Kalimba Edwards),-0.820,-1.700
4,4:49,4,5,WAS 25,17,3,"Tom Tupa punts 50 yards, returned by Eddie Drummond for 9 yards (tackle by Khary Campbell)",-1.700,-1.200
4,4:37,1,10,DET 34,17,3,Joey Harrington pass complete to Az-Zahir Hakim for 7 yards (tackle by Shawn Springs),1.200,1.600
4,4:14,2,3,DET 41,17,3,Shawn Bryson up the middle for 6 yards (tackle by Antonio Pierce),1.600,2.060
4,3:57,1,10,DET 47,17,3,Joey Harrington pass incomplete intended for Roy E. Williams,2.060,1.520
4,3:54,2,10,DET 47,17,3,Joey Harrington pass complete to Stephen Alexander for 5 yards (tackle by Shawn Springs),1.520,1.490
4,3:31,3,5,WAS 48,17,3,Joey Harrington pass complete to Reggie Swinton for 12 yards (tackle by Fred Smoot),1.490,3.180
4,3:06,1,10,WAS 36,17,3,Joey Harrington pass complete to Shawn Bryson for 2 yards (tackle by Shawn Springs),3.180,2.910
4,2:41,2,8,WAS 34,17,3,Joey Harrington pass complete to Az-Zahir Hakim for 33 yards (tackle by Todd Franz),2.910,6.970
4,2:11,,,,17,3,Timeout #2 by Washington Redskins,0.000,6.970
4,2:11,1,1,WAS 1,17,9,"Joey Harrington pass complete to Cory Schlesinger for 1 yard, touchdown",6.970,7.000
4,,,,WAS 2,17,10,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,17,10,"Jason Hanson kicks onside 15 yards, recovered by Sean Taylor",0.000,2.590
4,2:07,1,10,DET 45,17,10,Clinton Portis right end for 2 yards (tackle by Shaun Rogers),2.590,2.310
4,2:02,,,,17,10,Timeout #2 by Detroit Lions,0.000,2.310
4,2:02,2,8,DET 43,17,10,Clinton Portis left end for -12 yards (tackle by Cory Redding),2.310,0.040
4,1:55,3,20,WAS 45,17,10,Clinton Portis right tackle for 9 yards (tackle by James Hall),0.040,0.200
4,1:48,,,,17,10,Timeout #3 by Detroit Lions,0.000,0.200
4,1:48,4,11,DET 46,17,10,Tom Tupa punts 44 yards,0.200,0.380
4,1:36,1,10,DET 2,17,10,Joey Harrington pass complete to Shawn Bryson for 6 yards (tackle by Antonio Pierce),-0.380,-0.340
4,1:16,2,4,DET 8,17,10,Joey Harrington pass incomplete intended for Roy E. Williams,-0.340,-0.720
4,1:11,3,4,DET 8,17,10,Joey Harrington pass incomplete intended for Reggie Swinton (defended by Fred Smoot),-0.720,-2.490
4,1:07,4,4,DET 8,17,10,Joey Harrington pass complete to Roy E. Williams for 13 yards (tackle by Todd Franz),-2.490,0.340
4,0:49,1,10,DET 21,17,10,Joey Harrington spiked the ball,0.340,-0.200
4,0:47,2,10,DET 21,17,10,Joey Harrington pass complete to Shawn Bryson for 6 yards (tackle by Ryan Clark),-0.200,-0.100
4,0:29,3,4,DET 27,17,10,Joey Harrington pass incomplete intended for Reggie Swinton,-0.100,-1.570
4,0:22,4,4,DET 27,17,10,Joey Harrington pass complete to Az-Zahir Hakim for 16 yards (tackle by Ryan Clark),-1.570,1.800
4,0:08,1,10,DET 43,17,10,Joey Harrington spiked the ball,1.800,1.250
4,0:06,2,10,DET 43,17,10,Joey Harrington pass complete to Az-Zahir Hakim for 37 yards (tackle by Ryan Clark),1.250,4.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
