Quarter,Time,Down,ToGo,Location,CHI,NOR,Detail,EPB,EPA
2,10:09,1,10,CHI 37,14,7,Taysom Hill right end for 14 yards (tackle by T.J. Edwards),3.120,4.040
2,9:28,1,10,CHI 23,14,7,Jamaal Williams right guard for 3 yards (tackle by Noah Sewell and Zacch Pickens),4.040,3.900
2,8:49,2,7,CHI 20,14,7,Derek Carr pass complete short left to Juwan Johnson for 1 yard (tackle by Jack Sanborn),3.900,3.340
2,8:07,3,6,CHI 19,14,7,Derek Carr pass complete short middle to Juwan Johnson for 14 yards (tackle by Duron Harmon),3.340,6.060
2,7:26,1,5,CHI 5,14,7,Alvin Kamara left guard for 4 yards (tackle by Tyrique Stevenson),6.060,5.910
2,6:47,2,1,CHI 1,14,7,Taysom Hill right tackle for -1 yards (tackle by T.J. Edwards and Andrew Billings),5.910,4.950
2,6:08,3,2,CHI 2,14,13,"Derek Carr pass complete short right to Taysom Hill for 2 yards, touchdown",4.950,7.000
2,6:05,,,CHI 15,14,14,Blake Grupe kicks extra point good,0.000,0.000
2,6:05,,,NOR 35,14,14,"Blake Grupe kicks off 65 yards, touchback.",0.000,0.610
2,6:05,1,10,CHI 25,14,14,Tyson Bagent right end for 3 yards (tackle by Zack Baun),0.610,0.470
2,5:25,2,7,CHI 28,14,14,Tyson Bagent scrambles right end for 16 yards (tackle by Tyrann Mathieu),0.470,1.860
2,4:43,1,10,CHI 44,14,14,Roschon Johnson right tackle for 2 yards (tackle by Paulson Adebo and Cameron Jordan),1.860,1.590
2,4:00,2,8,CHI 46,14,14,Roschon Johnson left tackle for 4 yards (tackle by Bryan Bresee),1.590,1.420
2,3:27,3,4,CHI 50,14,14,Tyson Bagent pass complete short right to Darnell Mooney for 7 yards (tackle by Paulson Adebo),1.420,2.720
2,2:50,1,10,NOR 43,14,14,Tyson Bagent pass complete short left to Cole Kmet for no gain (tackle by Demario Davis),2.720,2.180
2,2:09,2,10,NOR 43,14,14,D'Onta Foreman left end for 8 yards (tackle by Nathan Shepherd),2.180,2.540
2,2:00,3,2,NOR 35,14,14,Tyson Bagent left end for 4 yards (tackle by Nathan Shepherd),2.540,3.510
2,1:20,1,10,NOR 31,14,14,Tyson Bagent pass complete short right to Darnell Mooney for 12 yards (tackle by Tyrann Mathieu),3.510,4.310
2,0:54,1,10,NOR 19,14,14,D'Onta Foreman right guard for 1 yard (tackle by Cameron Jordan),4.310,3.880
2,0:49,,,,,,Timeout #2 by Chicago Bears,,
2,0:49,2,9,NOR 18,14,14,Tyson Bagent sacked by Cameron Jordan for -4 yards,3.880,2.680
2,0:43,,,,,,Timeout #1 by New Orleans Saints,,
2,0:43,3,13,NOR 22,14,14,Tyson Bagent pass incomplete deep left,2.680,1.990
2,0:32,4,13,NOR 22,14,14,Cairo Santos 40 yard field goal no good,1.990,-0.940
2,0:28,1,10,NOR 30,14,14,Derek Carr pass complete short middle to Alvin Kamara for 7 yards (tackle by T.J. Edwards),0.940,1.340
2,0:23,,,,,,Timeout #2 by New Orleans Saints,,
2,0:23,2,3,NOR 37,14,14,Derek Carr pass incomplete short right,1.340,0.630
2,0:18,3,3,NOR 37,14,14,Derek Carr pass complete short left to Alvin Kamara for 17 yards (tackle by T.J. Edwards),0.630,2.520
2,0:09,,,,,,Timeout #3 by New Orleans Saints,,
2,0:09,1,10,CHI 46,14,14,Derek Carr pass incomplete short left,2.520,1.980
2,0:04,2,10,CHI 46,14,14,Derek Carr pass complete short middle to Alvin Kamara for 7 yards (tackle by T.J. Edwards),1.980,2.210
Quarter,Time,Down,ToGo,Location,CHI,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,14,14,"Cairo Santos kicks off 67 yards, returned by Rashid Shaheed for 24 yards (tackle by Quindell Johnson)",0.000,0.410
3,14:56,1,10,NOR 22,14,14,Derek Carr scrambles left end for 4 yards (tackle by Elijah Hicks),0.410,0.410
3,14:24,2,6,NOR 26,14,14,Alvin Kamara left guard for 3 yards (tackle by Elijah Hicks),0.410,0.100
3,13:55,3,3,NOR 29,14,14,Derek Carr pass incomplete short middle intended for Chris Olave,0.100,-1.440
3,13:51,4,3,NOR 29,14,14,"Lou Hedley punts 48 yards, fair catch by Trent Taylor at CHI-23",-1.440,-0.480
3,13:44,1,10,CHI 23,14,14,Tyson Bagent left end for 6 yards (tackle by Tyrann Mathieu),0.480,0.740
3,13:08,2,4,CHI 29,14,14,"Tyson Bagent pass complete short middle to D.J. Moore for 10 yards. D.J. Moore fumbles (forced by Paulson Adebo), recovered by Paulson Adebo at CHI-39",0.740,-2.980
3,12:59,1,10,CHI 39,14,14,Alvin Kamara right guard for 2 yards (tackle by Andrew Billings),2.980,2.710
3,12:26,2,8,CHI 37,14,14,Derek Carr pass complete short left to Taysom Hill for no gain (tackle by Jaylon Johnson),2.710,2.020
3,11:52,3,8,CHI 37,14,14,Derek Carr pass incomplete short left intended for Jamaal Williams (defended by Montez Sweat),2.020,0.790
3,11:48,4,8,CHI 37,14,17,Blake Grupe 55 yard field goal good,0.790,3.000
3,11:43,,,NOR 35,14,17,"Blake Grupe kicks off 65 yards, touchback.",0.000,0.610
3,11:43,1,10,CHI 25,14,17,Tyson Bagent pass complete short left to Cole Kmet for 11 yards (tackle by Paulson Adebo and Khalen Saunders),0.610,1.330
3,11:08,1,10,CHI 36,14,17,D'Onta Foreman left guard for no gain (tackle by Khalen Saunders and Carl Granderson),1.330,0.790
3,10:36,2,10,CHI 36,14,17,D'Onta Foreman right tackle for 9 yards (tackle by Demario Davis and Paulson Adebo),0.790,1.290
3,9:57,3,1,CHI 45,14,17,"Tyson Bagent for no gain. Penalty on Cody Whitehair: Offensive Offside, 5 yards (accepted) (no play)",1.290,0.630
3,9:42,3,6,CHI 40,14,17,Tyson Bagent pass complete short middle to Darnell Mooney for 12 yards (tackle by Marshon Lattimore),0.630,2.390
3,9:03,1,10,NOR 48,14,17,D'Onta Foreman right tackle for 5 yards (tackle by Alontae Taylor),2.390,2.520
3,8:26,2,5,NOR 43,14,17,D'Onta Foreman left guard for no gain (tackle by Carl Granderson and Bryan Bresee),2.520,1.820
3,7:46,3,5,NOR 43,14,17,Tyson Bagent pass complete short middle to Robert Tonyan for 11 yards (tackle by Pete Werner),1.820,3.450
3,7:04,1,10,NOR 32,14,17,Tyson Bagent pass complete short left to Roschon Johnson for 9 yards (tackle by Pete Werner and Marshon Lattimore),3.450,4.120
3,6:22,2,1,NOR 23,14,17,"D'Onta Foreman left guard for no gain. Penalty on Lucas Patrick: Offensive Holding, 10 yards (accepted) . Penalty on Braxton Jones: Offensive Holding, 10 yards (declined) (no play)",4.120,2.770
3,5:55,2,11,NOR 33,14,17,"Penalty on Braxton Jones: False Start, 5 yards (accepted) (no play)",2.770,2.090
3,5:43,2,16,NOR 38,14,17,D'Onta Foreman right guard for 22 yards (tackle by Marcus Maye),2.090,4.510
3,4:56,1,10,NOR 16,14,17,D'Onta Foreman right guard for -1 yards (tackle by Demario Davis),4.510,3.770
3,4:15,2,11,NOR 17,14,17,Tyson Bagent scrambles right end for 4 yards (tackle by Demario Davis),3.770,3.540
3,3:35,3,7,NOR 13,14,17,Tyson Bagent pass incomplete short right intended for D.J. Moore (defended by Tyrann Mathieu) (defended by Paulson Adebo),3.540,2.570
3,3:30,4,7,NOR 13,17,17,Cairo Santos 31 yard field goal good,2.570,3.000
3,3:27,,,CHI 35,17,17,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,3:27,1,10,NOR 25,17,17,Derek Carr pass incomplete short right,0.610,0.060
3,3:20,,,,,,Timeout #1 by New Orleans Saints,,
3,3:20,2,10,NOR 25,17,17,Derek Carr pass complete short left to Kendre Miller for 31 yards (tackle by Eddie Jackson),0.060,2.650
3,2:46,1,10,CHI 44,17,17,Kendre Miller left guard for no gain (tackle by Jaylon Johnson and T.J. Edwards),2.650,2.110
3,2:03,2,10,CHI 44,17,17,Derek Carr pass incomplete short left intended for Alvin Kamara,2.110,1.420
3,2:00,3,10,CHI 44,17,17,Derek Carr pass complete short middle to Juwan Johnson for 5 yards (tackle by Jack Sanborn),1.420,0.660
3,1:12,4,5,CHI 39,17,17,"Lou Hedley punts 30 yards, fair catch by Trent Taylor at CHI-9",0.660,0.380
3,1:05,1,10,CHI 9,17,17,D'Onta Foreman right guard for 4 yards (tackle by Carl Granderson),-0.380,-0.480
3,0:16,2,6,CHI 13,17,17,D'Onta Foreman right guard for no gain (tackle by Nathan Shepherd and Tanoh Kpassagnon),-0.480,-0.950
Quarter,Time,Down,ToGo,Location,CHI,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,CHI 13,17,17,Tyson Bagent pass complete short right to Darrynton Evans for 2 yards (tackle by Alontae Taylor),-0.950,-2.440
4,14:10,4,4,CHI 15,17,17,"Trenton Gill punts 46 yards, returned by Rashid Shaheed for 14 yards (tackle by Roschon Johnson and Velus Jones)",-2.440,-2.460
4,13:59,1,10,CHI 47,17,17,Derek Carr pass complete short right to Juwan Johnson for 6 yards (tackle by T.J. Edwards and Elijah Hicks),2.460,2.720
4,13:29,2,4,CHI 41,17,17,Derek Carr pass complete short right to Rashid Shaheed for 12 yards (tackle by T.J. Edwards and Jaylon Jones),2.720,3.640
4,12:48,1,10,CHI 29,17,17,Taysom Hill left end for 13 yards (tackle by Montez Sweat),3.640,4.510
4,12:05,1,10,CHI 16,17,17,Alvin Kamara right guard for 13 yards (tackle by Jaylon Jones and Elijah Hicks),4.510,6.510
4,11:11,1,3,CHI 3,17,23,"Taysom Hill pass complete short left to Juwan Johnson for 3 yards, touchdown",6.510,7.000
4,11:05,,,CHI 15,17,24,Blake Grupe kicks extra point good,0.000,0.000
4,11:05,,,NOR 35,17,24,"Blake Grupe kicks off 65 yards, touchback.",0.000,0.610
4,11:05,1,10,CHI 25,17,24,Tyson Bagent pass incomplete short left intended for Velus Jones (defended by Alontae Taylor),0.610,0.060
4,11:03,2,10,CHI 25,17,24,Tyson Bagent pass short middle intended for Darnell Mooney is intercepted by Marcus Maye at CHI-38 and returned for no gain (tackle by Cole Kmet),0.060,-3.050
4,10:58,1,10,CHI 38,17,24,Taysom Hill left end for 5 yards (tackle by Jaylon Jones),3.050,3.110
4,10:19,2,6,CHI 33,17,24,Alvin Kamara right guard for 1 yard (tackle by Jack Sanborn and T.J. Edwards),3.110,2.610
4,9:46,3,4,CHI 32,17,24,"Derek Carr pass incomplete short left intended for Michael Thomas. Penalty on Jaylon Jones: Defensive Holding, 6 yards (accepted) (no play)",2.610,3.780
4,9:41,1,10,CHI 27,17,24,Derek Carr pass complete short right to Rashid Shaheed for 1 yard (tackle by Kyler Gordon),3.780,3.430
4,9:03,2,9,CHI 25,17,24,"Penalty on Juwan Johnson: False Start, 5 yards (accepted) (no play)",3.430,2.760
4,9:03,2,14,CHI 30,17,24,Derek Carr pass complete short middle to Taysom Hill for 6 yards (tackle by Jack Sanborn and Justin Jones),2.760,2.870
4,8:21,3,8,CHI 24,17,24,Derek Carr pass complete short left to Chris Olave for 7 yards (tackle by Kyler Gordon),2.870,2.460
4,7:51,4,1,CHI 17,17,24,Derek Carr up the middle for no gain (tackle by T.J. Edwards and Andrew Billings),2.460,0.060
4,7:29,1,10,CHI 17,17,24,D'Onta Foreman left tackle for no gain (tackle by Malcolm Roach),-0.060,-0.580
4,6:51,2,10,CHI 17,17,24,Tyson Bagent pass incomplete short right,-0.580,-1.250
4,6:46,3,10,CHI 17,17,24,Tyson Bagent pass complete short middle to Cole Kmet for 11 yards (tackle by Tyrann Mathieu and Bryan Bresee),-1.250,0.810
4,6:02,1,10,CHI 28,17,24,D'Onta Foreman left tackle for 1 yard (tackle by Carl Granderson and Nathan Shepherd),0.810,0.400
4,5:22,2,9,CHI 29,17,24,"Lucas Patrick aborted snap, recovered by Tyson Bagent at CHI-26 Tyson Bagent pass incomplete deep right",0.400,-0.300
4,5:14,3,9,CHI 29,17,24,Tyson Bagent pass deep middle intended for Tyler Scott is intercepted by Paulson Adebo at CHI-46 and returned for no gain (tackle by Tyler Scott),-0.300,-2.520
4,5:08,1,10,CHI 46,17,24,Alvin Kamara left guard for no gain (tackle by T.J. Edwards),2.520,1.980
4,4:29,2,10,CHI 46,17,24,Derek Carr pass complete short right to Chris Olave for 1 yard (tackle by Jaylon Johnson),1.980,1.420
4,3:52,3,9,CHI 45,17,24,Derek Carr pass incomplete short right intended for Michael Thomas,1.420,0.270
4,3:49,4,9,CHI 45,17,24,Lou Hedley punts 44 yards out of bounds,0.270,0.380
4,3:41,1,10,CHI 2,17,24,Tyson Bagent pass complete short right to Cole Kmet for 6 yards (tackle by Demario Davis),-0.380,-0.340
4,3:07,2,4,CHI 8,17,24,Tyson Bagent pass incomplete deep left intended for D.J. Moore,-0.340,-0.720
4,3:00,3,4,CHI 8,17,24,Tyson Bagent pass incomplete short left intended for Tyler Scott (defended by Bryan Bresee),-0.720,-2.490
4,2:57,4,4,CHI 8,17,24,"Trenton Gill punts 49 yards, returned by Rashid Shaheed for 6 yards (tackle by Jack Sanborn). Penalty on Velus Jones: Face Mask (15 Yards), 15 yards (accepted)",-2.490,-3.180
4,2:45,1,10,CHI 36,17,24,Jamaal Williams right guard for 2 yards (tackle by Montez Sweat),3.180,2.910
4,2:41,,,,,,Timeout #1 by Chicago Bears,,
4,2:41,2,8,CHI 34,17,24,Taysom Hill right end for no gain (tackle by Eddie Jackson and Rasheem Green),2.910,2.210
4,2:37,,,,,,Timeout #2 by Chicago Bears,,
4,2:37,3,8,CHI 34,17,24,Derek Carr pass complete short left to Chris Olave for 5 yards (tackle by Eddie Jackson and Yannick Ngakoue),2.210,1.580
4,2:30,,,,,,Timeout #3 by Chicago Bears,,
4,2:30,4,3,CHI 29,17,24,Blake Grupe 47 yard field goal no good,1.580,-1.400
4,2:26,1,10,CHI 37,17,24,"Tyson Bagent pass complete short right to Roschon Johnson for no gain (tackle by Pete Werner). Penalty on Darnell Wright: Offensive Holding, 10 yards (accepted) (no play)",1.400,0.740
4,2:20,1,20,CHI 27,17,24,Tyson Bagent pass incomplete short left intended for Cole Kmet,0.740,-0.490
4,2:16,2,20,CHI 27,17,24,"Tyson Bagent sacked by Demario Davis for -4 yards. Tyson Bagent fumbles (forced by Demario Davis), recovered by Pete Werner at CHI-20 and returned for 2 yards (tackle by D.J. Moore)",-0.490,-4.370
4,2:05,1,10,CHI 18,17,24,Taysom Hill for 6 yards (tackle by T.J. Edwards),4.370,4.810
4,1:59,2,4,CHI 12,17,24,Taysom Hill right tackle for 2 yards (tackle by Jack Sanborn and Andrew Billings),4.810,4.510
4,1:13,,,,,,Timeout #2 by New Orleans Saints,,
4,1:13,3,2,CHI 10,17,24,Taysom Hill right tackle for 4 yards (tackle by Elijah Hicks),4.510,5.830
4,0:33,1,6,CHI 6,17,24,Derek Carr kneels for -1 yards,5.830,4.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
