Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
D'Onta Foreman,CHI,20,83,0,2,74,3.7,9,0.5,3,6.7
Tyson Bagent,CHI,8,70,0,5,70,8.8,0,0.0,0,
Roschon Johnson,CHI,2,6,0,,6,3.0,0,0.0,0,
Darrynton Evans,CHI,1,2,0,0,2,2.0,0,0.0,0,
Tyler Scott,CHI,1,-5,0,,-5,-5.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Taysom Hill,NOR,11,52,0,4,41,3.7,11,1.0,3,3.7
Alvin Kamara,NOR,9,26,0,2,20,2.2,6,0.7,2,4.5
Derek Carr,NOR,3,3,0,0,3,1.0,0,0.0,0,
Jamaal Williams,NOR,3,6,0,,6,2.0,0,0.0,0,
Kendre Miller,NOR,1,0,0,0,0,0.0,0,0.0,0,
