Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
2,3:15,1,10,NWE 36,7,14,Danny Woodhead left tackle for 6 yards (tackle by Malik Jackson),1.330,1.600
2,2:51,2,4,NWE 42,7,14,Brandon Bolden up the middle for 3 yards (tackle by Mike Adams and Elvis Dumervil),1.600,1.290
2,2:29,3,1,NWE 45,7,14,Brandon Bolden right end for 24 yards (tackle by Rahim Moore and Wesley Woodyard),1.290,3.510
2,2:00,1,10,DEN 31,7,14,Stevan Ridley up the middle for 2 yards (tackle by Justin Bannan and Elvis Dumervil),3.510,3.240
2,1:37,2,8,DEN 29,7,14,Tom Brady pass complete short right to Rob Gronkowski for 10 yards (tackle by Joe Mays and Wesley Woodyard),3.240,4.310
2,1:08,1,10,DEN 19,7,14,Stevan Ridley up the middle for 5 yards (tackle by Justin Bannan and Elvis Dumervil),4.310,4.530
2,0:47,2,5,DEN 14,7,14,Stevan Ridley left tackle for 5 yards (tackle by Rahim Moore),4.530,5.140
2,0:32,1,9,DEN 9,7,14,Stevan Ridley left tackle for 7 yards (tackle by Rahim Moore and Joe Mays),5.140,0.000
2,0:25,,,,7,14,Timeout #2 by New England Patriots,0.000,5.720
2,0:25,2,2,DEN 2,7,14,Brandon Bolden up the middle for 1 yard (tackle by Elvis Dumervil and Kevin Vickerson),5.720,5.170
2,0:09,3,1,DEN 1,7,14,Brandon Bolden up the middle for -4 yards (tackle by Von Miller),5.170,0.000
2,0:06,,,,7,14,Timeout #3 by New England Patriots,0.000,3.010
2,0:06,4,5,DEN 5,7,17,Stephen Gostkowski 23 yard field goal good,3.010,3.000
2,0:02,,,NWE 35,7,17,Stephen Gostkowski kicks off 34 yards,0.000,1.000
2,0:01,1,10,DEN 31,7,17,Peyton Manning kneels for -1 yards,1.000,0.320
Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,7,17,"Matt Prater kicks off 69 yards, returned by Devin McCourty for 23 yards (tackle by Nate Irving)",0.000,0.150
3,14:54,1,10,NWE 19,7,17,Stevan Ridley right guard for 3 yards (tackle by Wesley Woodyard and Elvis Dumervil),0.150,0.070
3,14:24,2,7,NWE 22,7,17,Tom Brady pass incomplete short middle intended for Wes Welker,0.070,-0.680
3,14:21,3,7,NWE 22,7,17,Tom Brady sacked by Von Miller for -3 yards,-0.680,-2.140
3,13:51,4,10,NWE 19,7,17,"Zoltan Mesko punts 50 yards, fair catch by Jim Leonhard",-2.140,-1.000
3,13:44,1,10,DEN 31,7,17,Willis McGahee up the middle for 11 yards (tackle by Tavon Wilson and Patrick Chung),1.000,1.730
3,13:17,1,10,DEN 42,7,17,Peyton Manning pass complete short right to Eric Decker for 2 yards (tackle by Tavon Wilson),1.730,1.460
3,12:45,2,8,DEN 44,7,17,Willis McGahee left guard for 4 yards (tackle by Kyle Love and Vince Wilfork),1.460,1.290
3,12:10,3,4,DEN 48,7,17,Lance Ball up the middle for 1 yard (tackle by Chandler Jones and Brandon Spikes),1.290,-0.130
3,11:31,4,3,DEN 49,7,17,"Britton Colquitt punts 51 yards, touchback",-0.130,-0.280
3,11:24,1,10,NWE 20,7,17,Tom Brady pass incomplete deep right intended for Daniel Fells,0.280,-0.270
3,11:18,2,10,NWE 20,7,17,Stevan Ridley left end for 19 yards (tackle by Rahim Moore),-0.270,1.530
3,11:14,1,10,NWE 39,7,17,"Tom Brady sacked by Joe Mays for 0 yards. Penalty on DEN: Defensive 12 On-field, 5 yards (no play)",1.530,2.260
3,10:59,1,5,NWE 44,7,17,Brandon Bolden left end for 2 yards (tackle by Von Miller),2.260,1.930
3,10:43,2,3,NWE 46,7,17,Brandon Bolden left tackle for 4 yards (tackle by Champ Bailey),1.930,2.260
3,10:12,1,10,,7,17,Tom Brady pass incomplete short middle intended for Deion Branch,2.260,1.710
3,10:07,2,10,,7,17,Stevan Ridley up the middle for 3 yards (tackle by Joe Mays and Mitch Unrein),1.710,1.420
3,9:24,3,7,DEN 47,7,17,"Tom Brady pass complete short right to Rob Gronkowski for 10 yards (tackle by Joe Mays). Penalty on Ryan Wendell: Offensive Holding, 10 yards (no play)",1.420,0.100
3,9:05,3,17,NWE 43,7,17,Danny Woodhead left end for 19 yards (tackle by Chris Harris),0.100,3.050
3,8:44,1,10,DEN 38,7,17,Danny Woodhead left tackle for 7 yards (tackle by Kevin Vickerson and Derek Wolfe),3.050,3.450
3,8:23,2,3,DEN 31,7,17,Danny Woodhead left tackle for 3 yards (tackle by Elvis Dumervil and Kevin Vickerson),3.450,3.710
3,7:40,1,10,DEN 28,7,17,Tom Brady pass complete short middle to Wes Welker for 11 yards (tackle by Rahim Moore),3.710,4.440
3,7:23,1,10,DEN 17,7,17,Tom Brady pass incomplete deep left intended for Brandon Lloyd,4.440,3.850
3,7:01,2,10,DEN 17,7,17,"Stevan Ridley right end for -1 yards (tackle by Tracy Porter). Penalty on DEN: Encroachment, 5 yards (no play)",3.850,4.690
3,6:53,2,5,DEN 12,7,17,Stevan Ridley left guard for 4 yards (tackle by Kevin Vickerson and Joe Mays),4.690,4.800
3,6:30,3,1,DEN 8,7,17,Stevan Ridley left guard for 2 yards (tackle by Justin Bannan),4.800,5.830
3,6:07,1,6,DEN 6,7,17,Stevan Ridley left guard for 5 yards (tackle by Keith Brooking),5.830,5.910
3,5:37,2,1,DEN 1,7,17,Tom Brady pass incomplete short right intended for Wes Welker. Penalty on Elvis Dumervil: Defensive Offside (no play),5.910,5.910
3,5:34,2,1,DEN 1,7,17,Stevan Ridley left guard for no gain (tackle by Justin Bannan and Keith Brooking),5.910,5.170
3,5:02,3,1,DEN 1,7,23,"Tom Brady up the middle for 1 yard, touchdown",5.170,7.000
3,5:02,,,DEN 2,7,24,Stephen Gostkowski kicks extra point good,0.000,0.000
3,5:00,,,NWE 35,7,24,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
3,5:00,1,10,DEN 20,7,24,"Peyton Manning sacked by Rob Ninkovich for -3 yards. Peyton Manning fumbles (forced by Rob Ninkovich), recovered by Vince Wilfork at DEN-14 (tackle by Zane Beadles)",0.280,-4.650
3,4:51,1,10,DEN 14,7,24,"Tom Brady pass incomplete short right intended for Shane Vereen. Penalty on Joe Mays: Defensive Pass Interference, 11 yards (no play)",4.650,6.510
3,4:47,1,3,DEN 3,7,24,"Penalty on Nate Solder: False Start, 5 yards (no play)",6.510,5.370
3,4:47,1,8,DEN 8,7,30,"Stevan Ridley left end for 8 yards, touchdown",5.370,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
3,4:47,,,DEN 2,7,31,Stephen Gostkowski kicks extra point good,0.000,0.000
3,4:42,,,NWE 35,7,31,"Stephen Gostkowski kicks off 65 yards, returned by Omar Bolden for 10 yards (tackle by Matt Slater)",0.000,-0.380
3,4:37,1,10,DEN 10,7,31,Peyton Manning pass complete short left to Jacob Tamme for 10 yards (tackle by Patrick Chung),-0.380,0.280
3,4:17,1,10,DEN 20,7,31,Peyton Manning pass complete short left to Jacob Tamme for 3 yards (tackle by Sterling Moore),0.280,0.140
3,3:51,2,7,DEN 23,7,31,Peyton Manning pass incomplete short left intended for Jacob Tamme,0.140,-0.560
3,3:44,3,7,DEN 23,7,31,Peyton Manning pass complete short left to Demaryius Thomas for 20 yards (tackle by Sterling Moore and Ras-I Dowling),-0.560,1.800
3,3:14,1,10,DEN 43,7,31,Peyton Manning pass incomplete deep right intended for Eric Decker,1.800,1.250
3,3:09,2,10,DEN 43,7,31,Peyton Manning pass complete short left to Joel Dreessen for 7 yards (tackle by Ras-I Dowling),1.250,1.490
3,2:41,3,3,,7,31,Peyton Manning pass complete deep left to Demaryius Thomas for 38 yards (tackle by Patrick Chung),1.490,4.780
3,2:12,1,10,NWE 12,7,31,Peyton Manning pass complete short middle to Willis McGahee for 11 yards (tackle by Brandon Spikes and Tavon Wilson),4.780,6.970
3,1:47,1,1,NWE 1,7,31,Willis McGahee up the middle for -1 yards (tackle by Vince Wilfork and Jermaine Cunningham),6.970,5.720
3,1:11,2,2,NWE 2,13,31,"Peyton Manning pass complete short right to Eric Decker for 2 yards, touchdown",5.720,7.000
3,1:11,,,NWE 2,14,31,Matt Prater kicks extra point good,0.000,0.000
3,1:08,,,DEN 35,14,31,"Matt Prater kicks off 73 yards, touchback",0.000,0.280
3,1:08,1,10,NWE 20,14,31,Tom Brady pass complete short left to Brandon Bolden for no gain,0.280,-0.270
3,0:34,2,10,NWE 20,14,31,"Tom Brady pass incomplete deep right intended for Rob Gronkowski. Penalty on Rob Gronkowski: Offensive Pass Interference, 10 yards (no play)",-0.270,-1.510
3,0:28,2,20,NWE 10,14,31,Tom Brady pass complete short right to Wes Welker for 8 yards (tackle by Chris Harris),-1.510,-1.330
Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,12,NWE 18,14,31,Tom Brady pass complete deep middle to Deion Branch for 25 yards (tackle by Tracy Porter),-1.330,1.800
4,14:33,1,10,NWE 43,14,31,Brandon Bolden for 11 yards,1.800,2.520
4,14:23,1,10,DEN 46,14,31,Brandon Bolden up the middle for -3 yards (tackle by Von Miller),2.520,1.570
4,13:50,2,13,DEN 49,14,31,Tom Brady sacked by Derek Wolfe for -3 yards,1.570,0.500
4,13:28,3,16,NWE 48,14,31,Tom Brady sacked by Von Miller for -4 yards,0.500,-0.460
4,13:09,4,20,NWE 44,14,31,"Zoltan Mesko punts 37 yards. Penalty on Nate Ebner: Offensive Holding, 10 yards",-0.460,-0.870
4,13:00,1,10,DEN 29,14,31,Peyton Manning pass complete short left to Joel Dreessen for 9 yards (tackle by Jerod Mayo),0.870,1.540
4,12:48,2,1,DEN 38,14,31,Willis McGahee right guard for 6 yards (tackle by Patrick Chung and Tavon Wilson),1.540,1.860
4,12:26,1,10,DEN 44,14,31,Peyton Manning pass complete short middle to Willis McGahee for 5 yards (tackle by Brandon Spikes),1.860,1.990
4,11:57,2,5,DEN 49,14,31,Peyton Manning pass complete short left to Ronnie Hillman for 4 yards (tackle by Kyle Arrington),1.990,1.820
4,11:32,3,1,NWE 47,14,31,Ronnie Hillman right end for no gain (tackle by Devin McCourty),1.820,0.130
4,10:54,4,1,NWE 47,14,31,Peyton Manning pass incomplete short right intended for Willis McGahee,0.130,-2.060
4,10:50,1,10,NWE 47,14,31,Stevan Ridley right end for 3 yards (tackle by Wesley Woodyard),2.060,1.920
4,10:22,2,7,,14,31,Stevan Ridley left guard for 3 yards (tackle by Joe Mays and Tracy Porter),1.920,1.620
4,9:47,3,4,DEN 47,14,31,Tom Brady pass complete short left to Wes Welker for 5 yards (tackle by Mike Adams),1.620,2.790
4,9:06,1,10,DEN 42,14,31,Stevan Ridley left guard for 5 yards (tackle by Rahim Moore),2.790,2.920
4,8:28,2,5,DEN 37,14,31,Stevan Ridley left tackle for no gain (tackle by Tracy Porter),2.920,0.000
4,8:22,,,,14,31,Timeout #1 by Denver Broncos,0.000,2.210
4,8:22,3,5,DEN 37,14,31,Tom Brady pass incomplete short right intended for Brandon Lloyd (defended by Von Miller),2.210,0.790
4,8:17,4,5,DEN 37,14,31,"Tom Brady sacked by Elvis Dumervil and Wesley Woodyard for -11 yards. Tom Brady fumbles (forced by Elvis Dumervil), recovered by Nate Solder at NWE-43",0.790,-2.720
4,8:08,1,10,NWE 43,14,31,Peyton Manning pass incomplete deep left intended for Eric Decker,2.720,2.180
4,8:02,2,10,NWE 43,14,31,Peyton Manning pass incomplete deep left intended for Eric Decker,2.180,1.490
4,7:57,3,10,NWE 43,14,31,Peyton Manning pass complete short left to Eric Decker for 12 yards,1.490,3.510
4,7:43,1,10,NWE 31,14,31,Peyton Manning pass complete short right to Demaryius Thomas for 4 yards (tackle by Kyle Arrington),3.510,3.510
4,7:14,2,6,NWE 27,14,31,Peyton Manning pass complete short left to Willis McGahee for 22 yards (tackle by Alfonzo Dennard),3.510,6.060
4,6:46,1,5,NWE 5,20,31,"Peyton Manning pass complete short middle to Brandon Stokley for 5 yards, touchdown",6.060,7.000
4,6:46,,,NWE 2,21,31,Matt Prater kicks extra point good,0.000,0.000
4,6:43,,,DEN 35,21,31,Matt Prater kicks off 26 yards,0.000,1.530
4,6:41,1,10,NWE 39,21,31,Stevan Ridley right end for 4 yards (tackle by Tracy Porter),1.530,1.530
4,6:00,2,6,NWE 43,21,31,Stevan Ridley right end for 20 yards (tackle by Mike Adams),1.530,3.120
4,5:27,1,10,DEN 37,21,31,"Stevan Ridley left tackle for 2 yards (tackle by Von Miller). Stevan Ridley fumbles (forced by Von Miller), recovered by Mike Adams at DEN-32 (tackle by Stevan Ridley)",3.120,-1.070
4,5:19,1,10,DEN 32,21,31,Peyton Manning pass complete short middle to Jacob Tamme for 17 yards (tackle by Tavon Wilson),1.070,2.190
4,5:04,1,10,DEN 49,21,31,Peyton Manning pass incomplete short right intended for Demaryius Thomas,2.190,1.650
4,4:59,2,10,DEN 49,21,31,Peyton Manning pass incomplete short right intended for Jacob Tamme,1.650,0.960
4,4:54,3,10,DEN 49,21,31,Peyton Manning pass complete short middle to Demaryius Thomas for 9 yards (tackle by Devin McCourty),0.960,0.460
4,4:24,4,1,NWE 42,21,31,Peyton Manning pass complete deep right to Demaryius Thomas for 28 yards (tackle by Devin McCourty),0.460,4.650
4,3:53,1,10,NWE 14,21,31,Peyton Manning pass incomplete short left intended for Eric Decker,4.650,4.000
4,3:48,2,10,NWE 14,21,31,"Willis McGahee up the middle for 3 yards (tackle by Rob Ninkovich). Willis McGahee fumbles (forced by Rob Ninkovich), recovered by Jermaine Cunningham at NWE-11 (tackle by Orlando Franklin)",4.000,0.370
4,3:42,1,10,NWE 11,21,31,Brandon Bolden left guard for 1 yard (tackle by Mitch Unrein),-0.370,0.000
4,3:37,,,,21,31,Timeout #2 by Denver Broncos,0.000,-0.710
4,3:37,2,9,NWE 12,21,31,Brandon Bolden right end for 6 yards (tackle by Mike Adams and Tracy Porter),-0.710,0.000
4,3:27,,,,21,31,Timeout #3 by Denver Broncos,0.000,-0.600
4,3:27,3,3,NWE 18,21,31,Tom Brady pass complete short middle to Wes Welker for 9 yards (tackle by Mike Adams),-0.600,0.740
4,2:43,1,10,NWE 27,21,31,Brandon Bolden left end for 11 yards (tackle by Mike Adams),0.740,1.470
4,2:00,1,10,NWE 38,21,31,Tom Brady kneels for -1 yards,1.470,0.790
4,1:19,2,11,NWE 37,21,31,Tom Brady kneels for -1 yards,0.790,-0.030
4,0:39,3,12,NWE 36,21,31,Tom Brady kneels for -1 yards,-0.030,-1.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
