Quarter,Time,Tm,Detail,OAK,KAN
1.0,7:26,Chiefs,Darrel Williams 3 yard pass from Patrick Mahomes (Harrison Butker kick),0,7
2.0,6:28,Chiefs,Patrick Mahomes 13 yard rush (Harrison Butker kick),0,14
,3:42,Chiefs,Juan Thornhill 46 yard interception return (Harrison Butker kick),0,21
3.0,12:03,Chiefs,Harrison Butker 50 yard field goal,0,24
,6:51,Chiefs,LeSean McCoy 3 yard rush (Harrison Butker kick),0,31
4.0,14:56,Raiders,Daniel Carlson 34 yard field goal,3,31
,5:24,Chiefs,Darwin Thompson 4 yard rush (Harrison Butker kick),3,38
,0:39,Raiders,Derek Carrier 4 yard pass from Derek Carr (Daniel Carlson kick failed),9,38
,0:39,Chiefs,Charvarius Ward defensive extra point return,9,40
