Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
1,3:44,1,2,SEA 2,0,0,LaRod Stephens-Howling left tackle for 1 yard (tackle by David Hawthorne and Kam Chancellor),6.740,5.910
1,3:07,2,1,SEA 1,0,6,"Chester Taylor up the middle for 1 yard, touchdown",5.910,7.000
1,3:07,,,SEA 2,0,7,Jay Feely kicks extra point good,0.000,0.000
1,3:02,,,ARI 35,0,7,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
1,3:02,1,10,SEA 20,0,7,Leon Washington left end for no gain (tackle by Daryl Washington),0.280,-0.270
1,2:39,2,10,SEA 20,0,7,Tarvaris Jackson pass complete short right to Golden Tate for 8 yards (tackle by Patrick Peterson),-0.270,0.100
1,2:18,3,2,SEA 28,0,7,Leon Washington up the middle for 15 yards (tackle by Richard Marshall),0.100,1.800
1,1:59,1,10,SEA 43,0,7,Tarvaris Jackson pass incomplete deep left intended for Ben Obomanu,1.800,1.250
1,1:51,2,10,SEA 43,0,7,Tarvaris Jackson up the middle for 3 yards (tackle by O'Brien Schofield),1.250,0.960
1,1:24,3,7,SEA 46,0,7,Tarvaris Jackson pass complete short middle to Doug Baldwin for 10 yards (tackle by Paris Lenon),0.960,2.650
1,0:54,1,10,ARI 44,0,7,"Penalty on Robert Gallery: False Start, 5 yards (no play)",2.650,2.320
1,0:42,1,15,ARI 49,0,7,Tarvaris Jackson pass complete short left to Justin Forsett for -4 yards (tackle by Michael Adams),2.320,0.900
1,0:18,2,19,SEA 47,0,7,Tarvaris Jackson pass complete short left to Justin Forsett for -3 yards (tackle by Vonnie Holliday),0.900,-0.160
Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,22,SEA 44,0,7,"Tarvaris Jackson pass incomplete deep right intended for Golden Tate. Penalty on Michael Adams: Illegal Use of Hands, 5 yards (no play)",-0.160,2.190
2,14:54,1,10,SEA 49,0,7,Leon Washington right tackle for 8 yards (tackle by Richard Marshall),2.190,2.730
2,14:31,2,2,ARI 43,0,7,Tarvaris Jackson pass complete short right to Golden Tate for 23 yards (tackle by Richard Marshall),2.730,4.240
2,14:07,1,10,ARI 20,0,7,Tarvaris Jackson sacked by Daryl Washington for -4 yards,4.240,3.150
2,13:33,2,14,ARI 24,0,7,Marshawn Lynch up the middle for 9 yards (tackle by Paris Lenon),3.150,3.700
2,12:48,,,,0,7,Timeout #2 by Arizona Cardinals,0.000,3.700
2,12:48,3,5,ARI 15,0,7,Tarvaris Jackson sacked by Darnell Dockett for -10 yards,3.700,1.800
2,12:48,4,15,ARI 25,3,7,Steven Hauschka 43 yard field goal good,1.800,3.000
2,12:10,,,SEA 35,3,7,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
2,12:10,1,10,ARI 20,3,7,"John Skelton pass complete short left to Rob Housler for 21 yards (tackle by Earl Thomas). Rob Housler fumbles (forced by Earl Thomas), recovered by K.J. Wright at 50 and returned for 30 yards (tackle by Daryn Colledge)",0.280,-4.240
2,11:53,1,10,ARI 20,3,7,Marshawn Lynch left tackle for 4 yards (tackle by Michael Adams),4.240,4.280
2,11:20,2,6,ARI 16,3,7,"Tarvaris Jackson pass incomplete deep left intended for Ben Obomanu. Penalty on Michael Adams: Illegal Contact, 5 yards (no play)",4.280,4.840
2,11:13,1,10,ARI 11,3,7,"Penalty on Breno Giacomini: False Start, 5 yards (no play)",4.840,4.340
2,11:13,1,15,ARI 16,3,7,Tarvaris Jackson sacked by Clark Haggans for -11 yards. Penalty on Zach Miller: Face Mask (15 Yards) (Declined),4.340,2.130
2,10:58,2,26,ARI 27,3,7,Justin Forsett left tackle for no gain (tackle by Darnell Dockett),2.130,1.490
2,10:18,3,26,ARI 27,3,7,Tarvaris Jackson pass incomplete short left intended for Zach Miller is intercepted by Richard Marshall at ARI-13 and returned for 49 yards,1.490,-3.050
2,10:00,1,10,SEA 38,3,7,LaRod Stephens-Howling left end for 3 yards (tackle by LeRoy Hill),3.050,2.910
2,9:23,2,7,SEA 35,3,7,John Skelton sacked by David Hawthorne for -6 yards,2.910,1.420
2,8:46,3,13,SEA 41,3,7,John Skelton pass incomplete deep right intended for Larry Fitzgerald,1.420,0.530
2,8:41,4,13,SEA 41,3,7,"Dave Zastudil punts 29 yards, fair catch by Leon Washington",0.530,0.350
2,8:33,1,10,SEA 12,3,7,Tarvaris Jackson pass incomplete short middle intended for Marshawn Lynch,-0.350,-0.780
2,8:29,2,10,SEA 12,3,7,Marshawn Lynch up the middle for 7 yards (tackle by Darnell Dockett),-0.780,-0.600
2,7:37,3,3,SEA 19,3,7,Justin Forsett left tackle for 1 yard (tackle by Darnell Dockett),-0.600,-2.030
2,6:57,4,2,SEA 20,3,7,"Jon Ryan punts 53 yards, returned by Patrick Peterson for 42 yards (tackle by Jon Ryan)",-2.030,-3.510
2,6:42,1,10,SEA 31,3,7,John Skelton pass complete short right to Andre Roberts for 6 yards (tackle by David Hawthorne),3.510,3.780
2,6:07,2,4,SEA 25,3,7,LaRod Stephens-Howling right tackle for -2 yards (tackle by Red Bryant),3.780,2.810
2,5:26,3,6,SEA 27,3,7,"John Skelton pass complete short left to Andre Roberts for 8 yards (tackle by Brandon Browner). Penalty on Brandon Browner: Personal Foul, 10 yards",2.810,5.140
2,5:07,1,9,SEA 9,3,7,John Skelton pass complete short right to Larry Fitzgerald for 1 yard (tackle by David Hawthorne),5.140,4.570
2,4:19,2,8,SEA 8,3,7,Chester Taylor left tackle for no gain (tackle by David Hawthorne and Red Bryant),4.570,3.580
2,3:41,3,8,SEA 8,3,7,"John Skelton pass incomplete short left intended for Chester Taylor. Penalty on Levi Brown: Personal Foul, 15 yards",3.580,1.930
2,3:33,4,23,SEA 23,3,10,Jay Feely 41 yard field goal good,1.930,3.000
2,3:28,,,ARI 35,3,10,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
2,3:28,1,10,SEA 20,3,10,Tarvaris Jackson pass incomplete short right intended for Zach Miller,0.280,-0.270
2,3:23,2,10,SEA 20,3,10,"Tarvaris Jackson pass complete deep left to Deon Butler for 31 yards (tackle by Sam Acho). Penalty on Paul McQuistan: Offensive Holding, 10 yards (no play)",-0.270,-1.510
2,2:58,2,20,SEA 10,3,10,Tarvaris Jackson pass complete deep left to Doug Baldwin for 21 yards (tackle by Michael Adams),-1.510,1.000
2,2:20,1,10,SEA 31,3,10,"Penalty on Breno Giacomini: False Start, 5 yards (no play)",1.000,0.670
2,2:06,1,15,SEA 26,3,10,Marshawn Lynch left tackle for -1 yards (tackle by Vonnie Holliday),0.670,-0.350
2,2:00,2,16,SEA 25,3,10,Tarvaris Jackson pass complete short left to Doug Baldwin for 9 yards (tackle by Marshay Green),-0.350,0.170
2,1:30,3,7,SEA 34,3,10,Tarvaris Jackson pass complete short left to Justin Forsett for 3 yards (tackle by Stewart Bradley),0.170,-0.910
2,1:21,,,,3,10,Timeout #3 by Arizona Cardinals,0.000,-0.910
2,1:21,4,4,SEA 37,3,10,"Jon Ryan punts 43 yards, fair catch by Patrick Peterson",-0.910,-0.280
2,1:14,1,10,ARI 20,3,10,John Skelton sacked by Alan Branch for -8 yards,0.280,-1.360
2,1:07,,,,3,10,Timeout #1 by Seattle Seahawks,0.000,-1.360
2,1:07,2,18,ARI 12,3,10,John Skelton pass complete short left to Rob Housler for 6 yards (tackle by Kam Chancellor),-1.360,-1.330
2,1:01,3,12,ARI 18,3,10,John Skelton pass complete short left to Chester Taylor for 6 yards (tackle by Chris Clemons),-1.330,-1.770
2,0:55,,,,3,10,Timeout #2 by Seattle Seahawks,0.000,-1.770
2,0:55,4,6,ARI 24,3,10,"Dave Zastudil punts 42 yards, returned by Golden Tate for no gain",-1.770,-1.200
2,0:44,1,10,SEA 34,3,10,Tarvaris Jackson pass complete short right to Deon Butler for 11 yards,1.200,1.930
2,0:39,1,10,SEA 45,3,10,Tarvaris Jackson pass complete short left to Leon Washington for 4 yards (tackle by Michael Adams),1.930,1.920
2,0:31,,,,3,10,Timeout #3 by Seattle Seahawks,0.000,1.920
2,0:31,2,6,SEA 49,3,10,Tarvaris Jackson pass complete short left to Golden Tate for -1 yards (tackle by A.J. Jefferson),1.920,1.090
2,0:08,3,7,SEA 48,3,10,"Tarvaris Jackson sacked by Sam Acho for -9 yards. Tarvaris Jackson fumbles (forced by Sam Acho), recovered by Tarvaris Jackson at SEA-42",1.090,-0.780
Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,3,10,"Steven Hauschka kicks off 72 yards, returned by A.J. Jefferson for 36 yards (tackle by Heath Farwell)",0.000,0.870
3,14:53,1,10,ARI 29,3,10,LaRod Stephens-Howling right end for no gain (tackle by Red Bryant),0.870,0.330
3,14:16,2,10,ARI 29,3,10,John Skelton up the middle for 3 yards (tackle by David Hawthorne and Chris Clemons),0.330,0.040
3,13:36,3,7,ARI 32,3,10,John Skelton left end for 9 yards (tackle by David Hawthorne),0.040,1.660
3,12:50,1,10,ARI 41,3,10,John Skelton pass incomplete short left intended for Larry Fitzgerald,1.660,1.120
3,12:50,2,10,ARI 41,3,10,"Penalty on Levi Brown: False Start, 5 yards (no play)",1.120,0.450
3,12:43,2,15,ARI 36,3,10,John Skelton pass incomplete deep right intended for Rob Housler,0.450,-0.230
3,12:38,3,15,ARI 36,3,10,John Skelton pass incomplete short left intended for Early Doucet (defended by Atari Bigby),-0.230,-0.980
3,12:33,4,15,ARI 36,3,10,"Dave Zastudil punts 55 yards, returned by Leon Washington for 17 yards (tackle by Stewart Bradley)",-0.980,-0.670
3,12:18,1,10,SEA 26,3,10,"Marshawn Lynch left tackle for 6 yards (tackle by Daryl Washington). Penalty on Paris Lenon: Personal Foul, 15 yards, Penalty on Vonnie Holliday: Personal Foul (Declined)",0.670,2.060
3,11:59,1,10,SEA 47,3,10,Marshawn Lynch left tackle for 5 yards (tackle by Daryl Washington),2.060,2.190
3,11:11,2,5,ARI 48,9,10,"Leon Washington left tackle for 48 yards, touchdown",2.190,7.000
3,11:11,,,ARI 2,10,10,Steven Hauschka kicks extra point good,0.000,0.000
3,10:56,,,SEA 35,10,10,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
3,10:56,1,10,ARI 20,10,10,John Skelton pass complete short right to Larry Fitzgerald for 9 yards (tackle by K.J. Wright and LeRoy Hill),0.280,0.950
3,10:14,2,1,ARI 29,10,10,Anthony Sherman up the middle for 3 yards (tackle by Brandon Mebane),0.950,1.070
3,9:35,1,10,ARI 32,10,10,John Skelton pass complete deep middle to Larry Fitzgerald for 22 yards (tackle by Kam Chancellor),1.070,2.520
3,8:55,1,10,SEA 46,10,10,John Skelton pass complete short right to Larry Fitzgerald for 13 yards (tackle by Richard Sherman),2.520,3.380
3,8:14,1,10,SEA 33,10,10,John Skelton pass complete short middle to Anthony Sherman for 11 yards (tackle by K.J. Wright),3.380,4.110
3,7:35,1,10,SEA 22,10,10,Chester Taylor left tackle for 7 yards (tackle by Clinton McDonald),4.110,4.650
3,6:59,2,3,SEA 15,10,10,John Skelton pass complete short right to Jeff King for 2 yards (tackle by Roy Lewis),4.650,4.390
3,6:25,3,1,SEA 13,10,16,"John Skelton pass complete short right to Todd Heap for 13 yards, touchdown",4.390,7.000
3,6:25,,,SEA 2,10,17,Jay Feely kicks extra point good,0.000,0.000
3,6:18,,,ARI 35,10,17,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
3,6:17,1,10,SEA 20,10,17,Tarvaris Jackson pass complete short left to Ben Obomanu for 9 yards (tackle by A.J. Jefferson),0.280,0.950
3,5:48,2,1,SEA 29,10,17,Marshawn Lynch right tackle for 5 yards (tackle by Richard Marshall),0.950,1.200
3,5:18,1,10,SEA 34,10,17,Marshawn Lynch right tackle for 18 yards (tackle by Rashad Johnson),1.200,2.390
3,4:49,1,10,ARI 48,10,17,Leon Washington left tackle for 5 yards (tackle by Michael Adams),2.390,2.520
3,4:12,2,5,ARI 43,10,17,Tarvaris Jackson pass complete deep left to Ben Obomanu for 20 yards (tackle by Richard Marshall),2.520,4.040
3,3:25,1,10,ARI 23,10,17,Marshawn Lynch left tackle for 3 yards (tackle by Richard Marshall),4.040,3.900
3,2:42,2,7,ARI 20,10,17,Tarvaris Jackson pass complete short left to Cameron Morrah for 14 yards (tackle by Daryl Washington and Rashad Johnson),3.900,5.830
3,1:56,1,6,ARI 6,10,17,"Golden Tate right end for -5 yards (tackle by Darnell Dockett). Penalty on Deuce Lutui: Illegal Use of Hands, 6 yards",5.830,6.060
3,1:36,1,5,ARI 5,10,17,Leon Washington up the middle for -3 yards (tackle by Adrian Wilson),6.060,4.570
3,0:58,2,8,ARI 8,10,17,Tarvaris Jackson pass complete short right to Marshawn Lynch for 2 yards (tackle by Richard Marshall and Adrian Wilson),4.570,4.040
3,0:23,3,6,ARI 6,10,17,Tarvaris Jackson pass incomplete short middle intended for Zach Miller (defended by Paris Lenon),4.040,2.990
3,0:18,4,6,ARI 6,10,17,"Steven Hauschka 24 yard field goal no good, blocked by Patrick Peterson",2.990,-0.280
3,0:12,1,10,ARI 20,10,17,John Skelton pass incomplete deep left intended for Larry Fitzgerald (defended by Brandon Browner),0.280,-0.270
3,0:05,2,10,ARI 20,10,17,LaRod Stephens-Howling up the middle for 1 yard (tackle by Chris Clemons),-0.270,-0.820
Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,ARI 21,10,17,"John Skelton pass complete short left to Larry Fitzgerald for 41 yards (tackle by Richard Sherman). Penalty on Early Doucet: Unnecessary Roughness, 15 yards",-0.820,2.060
4,14:27,1,10,ARI 47,10,17,"Andre Roberts right end for 8 yards (tackle by Richard Sherman). Penalty on Richard Sherman: Personal Foul, 15 yards",2.060,3.580
4,13:59,1,10,SEA 30,10,17,John Skelton pass complete short left to Andre Roberts for 5 yards (tackle by David Hawthorne),3.580,3.710
4,13:16,2,5,SEA 25,10,17,LaRod Stephens-Howling right end for no gain (tackle by Chris Clemons),3.710,3.010
4,12:32,3,5,SEA 25,10,17,John Skelton pass incomplete deep left intended for Larry Fitzgerald (defended by Brandon Browner),3.010,1.850
4,12:23,4,5,SEA 25,10,20,Jay Feely 43 yard field goal good,1.850,3.000
4,12:18,,,ARI 35,10,20,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
4,12:18,1,10,SEA 20,10,20,Tarvaris Jackson pass incomplete deep right intended for Golden Tate,0.280,-0.270
4,12:11,2,10,SEA 20,10,20,Marshawn Lynch up the middle for 4 yards (tackle by Vonnie Holliday),-0.270,-0.430
4,11:29,3,6,SEA 24,10,20,Tarvaris Jackson pass complete short right to Golden Tate for 4 yards (tackle by Patrick Peterson),-0.430,-1.500
4,10:57,4,2,SEA 28,10,20,"Jon Ryan punts 39 yards, fair catch by Patrick Peterson",-1.500,-1.140
4,10:49,1,10,ARI 33,10,20,LaRod Stephens-Howling left tackle for 8 yards (tackle by Brandon Browner),1.140,1.670
4,10:13,2,2,ARI 41,10,20,John Skelton pass incomplete short right intended for Andre Roberts is intercepted by Richard Sherman at ARI-45 and returned for 33 yards (tackle by LaRod Stephens-Howling),1.670,-4.780
4,10:04,1,10,ARI 12,10,20,Marshawn Lynch right tackle for -1 yards (tackle by Clark Haggans),4.780,3.940
4,9:19,2,11,ARI 13,10,20,Tarvaris Jackson pass incomplete short right intended for Cameron Morrah (defended by Adrian Wilson),3.940,3.100
4,9:15,3,11,ARI 13,10,20,Tarvaris Jackson pass incomplete short right intended for Zach Miller (defended by Daryl Washington),3.100,2.570
4,9:15,4,11,ARI 13,10,20,"Penalty on Adrian Wilson: Defensive Offside, 5 yards (no play)",2.570,2.960
4,9:10,4,6,ARI 8,13,20,Steven Hauschka 26 yard field goal good,2.960,3.000
4,9:05,,,SEA 35,13,20,"Steven Hauschka kicks off 70 yards, returned by A.J. Jefferson for 26 yards (tackle by Earl Thomas)",0.000,0.340
4,9:05,1,10,ARI 21,13,20,"Penalty on Jeremy Bridges: False Start, 5 yards (no play)",0.340,-0.220
4,8:56,1,15,ARI 16,13,20,John Skelton pass incomplete deep left intended for Larry Fitzgerald (defended by Brandon Browner),-0.220,-1.010
4,8:51,2,15,ARI 16,13,20,LaRod Stephens-Howling up the middle for 6 yards (tackle by Clinton McDonald),-1.010,-0.760
4,8:13,3,9,ARI 22,13,20,John Skelton pass incomplete short right intended for Early Doucet,-0.760,-1.900
4,8:07,4,9,ARI 22,13,20,"Dave Zastudil punts 45 yards, returned by Leon Washington for 6 yards (tackle by Michael Adams)",-1.900,-1.530
4,7:56,1,10,SEA 39,19,20,"Tarvaris Jackson pass complete deep left to Ricardo Lockette for 61 yards, touchdown",1.530,7.000
4,7:56,,,ARI 2,20,20,Steven Hauschka kicks extra point good,0.000,0.000
4,7:47,,,SEA 35,20,20,"Steven Hauschka kicks off 65 yards, returned by A.J. Jefferson for 22 yards (tackle by Heath Farwell)",0.000,0.410
4,7:41,1,10,ARI 22,20,20,LaRod Stephens-Howling left tackle for 4 yards (tackle by Red Bryant),0.410,0.410
4,6:57,2,6,ARI 26,20,20,John Skelton pass complete deep middle to Larry Fitzgerald for 17 yards (tackle by Richard Sherman),0.410,1.800
4,6:12,1,10,ARI 43,20,20,LaRod Stephens-Howling up the middle for 1 yard (tackle by K.J. Wright and David Hawthorne),1.800,1.390
4,5:30,2,9,ARI 44,20,20,John Skelton pass incomplete short right intended for Larry Fitzgerald,1.390,0.690
4,5:25,3,9,ARI 44,20,20,John Skelton pass incomplete deep right intended for Larry Fitzgerald,0.690,-0.460
4,5:18,4,9,ARI 44,20,20,"Dave Zastudil punts 46 yards, returned by Leon Washington for 11 yards (tackle by O'Brien Schofield)",-0.460,-0.340
4,5:06,1,10,SEA 21,20,20,Marshawn Lynch right tackle for 4 yards (tackle by David Carter),0.340,0.340
4,4:32,2,6,SEA 25,20,20,Marshawn Lynch right tackle for 9 yards (tackle by Daryl Washington),0.340,1.200
4,3:53,1,10,SEA 34,20,20,Marshawn Lynch right tackle for 2 yards (tackle by Vonnie Holliday),1.200,0.930
4,3:19,2,8,SEA 36,20,20,Leon Washington up the middle for 5 yards (tackle by Paris Lenon),0.930,0.890
4,2:33,3,3,SEA 41,20,20,Tarvaris Jackson pass incomplete short right intended for Marshawn Lynch,0.890,-0.650
4,2:28,4,3,SEA 41,20,20,"Jon Ryan punts 42 yards, returned by Patrick Peterson for no gain",-0.650,0.060
4,2:17,1,10,ARI 17,20,20,John Skelton pass incomplete short right intended for Larry Fitzgerald,-0.060,-0.580
4,2:12,2,10,ARI 17,20,20,John Skelton pass incomplete deep right intended for Larry Fitzgerald,-0.580,-1.250
4,2:07,3,10,ARI 17,20,20,John Skelton pass complete short left to Early Doucet for 7 yards (tackle by Roy Lewis),-1.250,-1.770
4,1:59,4,3,ARI 24,20,20,"Dave Zastudil punts 56 yards, returned by Leon Washington for 8 yards (tackle by Anthony Sherman)",-1.770,-0.810
4,1:46,1,10,SEA 28,20,20,Tarvaris Jackson pass complete short right to Ben Obomanu for 8 yards (tackle by Patrick Peterson),0.810,1.340
4,1:25,2,2,SEA 36,20,20,Justin Forsett left tackle for 13 yards (tackle by Adrian Wilson),1.340,2.190
4,1:17,,,,20,20,Timeout #1 by Seattle Seahawks,0.000,2.190
4,1:14,1,10,SEA 49,20,20,Justin Forsett left tackle for -1 yards (tackle by Vonnie Holliday),2.190,1.510
4,0:47,2,11,SEA 48,20,20,Justin Forsett up the middle for 3 yards (tackle by Paris Lenon),1.510,1.220
4,0:39,,,,20,20,Timeout #2 by Seattle Seahawks,0.000,1.220
4,0:39,3,8,ARI 49,20,20,Tarvaris Jackson pass incomplete deep middle intended for Ben Obomanu,1.220,0.000
4,0:35,4,8,ARI 49,20,20,"Jon Ryan punts 40 yards, fair catch by Patrick Peterson",0.000,0.380
4,0:26,1,10,ARI 9,20,20,John Skelton kneels for -1 yards,-0.380,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
,,,,,,,"Seahawks won the coin toss, Seahawks to receive the overtime kickoff.",,
OT,15:00,,,ARI 35,20,20,"Jay Feely kicks off 72 yards, returned by Leon Washington for 47 yards (tackle by Sam Acho)",0.000,1.600
OT,14:54,1,10,SEA 40,20,20,Marshawn Lynch right tackle for -1 yards (tackle by Daryl Washington),1.600,0.920
OT,14:17,2,11,SEA 39,20,20,Tarvaris Jackson pass incomplete short right intended for Ben Obomanu,0.920,0.230
OT,14:13,3,11,SEA 39,20,20,Tarvaris Jackson pass incomplete deep right intended for Ricardo Lockette,0.230,-0.780
OT,14:07,4,11,SEA 39,20,20,"Jon Ryan punts 46 yards, returned by Patrick Peterson for 4 yards (tackle by Heath Farwell)",-0.780,-0.150
OT,13:55,1,10,ARI 19,20,20,John Skelton pass complete short right to Andre Roberts for 5 yards (tackle by David Hawthorne),0.150,0.340
OT,13:19,2,5,ARI 24,20,20,LaRod Stephens-Howling left tackle for 2 yards (tackle by Kam Chancellor),0.340,-0.160
OT,12:41,3,3,ARI 26,20,20,John Skelton pass complete short middle to Larry Fitzgerald for 26 yards (tackle by Kam Chancellor),-0.160,2.390
OT,11:53,1,10,SEA 48,20,20,LaRod Stephens-Howling right end for 1 yard (tackle by Richard Sherman),2.390,1.980
OT,11:13,2,9,SEA 47,20,20,John Skelton pass complete short right to Larry Fitzgerald for 8 yards (tackle by Alan Branch),1.980,2.340
OT,10:25,3,1,SEA 39,20,20,LaRod Stephens-Howling up the middle for no gain (tackle by Chris Clemons and Kam Chancellor),2.340,0.660
OT,10:02,4,1,SEA 39,20,20,John Skelton up the middle for 2 yards (tackle by Clinton McDonald),0.660,3.120
OT,9:21,1,10,SEA 37,20,20,LaRod Stephens-Howling right tackle for 1 yard (tackle by Red Bryant),3.120,2.710
OT,8:38,2,9,SEA 36,20,20,John Skelton pass complete short right to Larry Fitzgerald for 12 yards (tackle by Kam Chancellor),2.710,3.970
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
OT,8:02,1,10,SEA 24,20,20,LaRod Stephens-Howling up the middle for 8 yards (tackle by LeRoy Hill),3.970,4.650
OT,7:28,2,2,SEA 16,20,20,LaRod Stephens-Howling left tackle for 7 yards (tackle by Red Bryant),4.650,5.140
OT,6:50,1,9,SEA 9,20,20,LaRod Stephens-Howling up the middle for -1 yards (tackle by Kam Chancellor),5.140,4.190
OT,6:13,2,10,SEA 10,20,23,Jay Feely 28 yard field goal good,4.190,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
