Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Oli Udoh,G,71,100%,0,0%,7,31%
Ed Ingram,G,71,100%,0,0%,7,31%
Chris Reed,G,71,100%,0,0%,0,0%
K.J. Osborn,WR,55,77%,0,0%,0,0%
Ezra Cleveland,G,38,54%,0,0%,7,31%
Christian Darrisaw,T,38,54%,0,0%,7,31%
Kirk Cousins,QB,38,54%,0,0%,0,0%
Adam Thielen,WR,37,52%,0,0%,0,0%
Justin Jefferson,WR,36,51%,0,0%,0,0%
Kyle Hinton,G,34,48%,0,0%,0,0%
Vederian Lowe,T,33,46%,0,0%,7,31%
Jalen Nailor,WR,33,46%,0,0%,3,13%
Nick Mullens,QB,33,46%,0,0%,0,0%
T.J. Hockenson,TE,33,46%,0,0%,0,0%
Irv Smith Jr.,TE,32,45%,0,0%,0,0%
Johnny Mundt,TE,26,37%,0,0%,10,44%
Alexander Mattison,RB,25,35%,0,0%,0,0%
Dalvin Cook,RB,24,34%,0,0%,0,0%
Jalen Reagor,WR,16,23%,0,0%,3,13%
C.J. Ham,FB,15,21%,0,0%,13,57%
Ty Chandler,RB,12,17%,0,0%,11,48%
Kene Nwangwu,RB,10,14%,0,0%,7,31%
Camryn Bynum,FS,0,0%,51,100%,7,31%
Duke Shelley,CB,0,0%,51,100%,0,0%
Josh Metellus,SS,0,0%,49,96%,12,52%
D.J. Wonnum,LB,0,0%,37,73%,4,17%
Patrick Jones II,LB,0,0%,36,71%,6,26%
Esezi Otomewo,DE,0,0%,31,61%,12,52%
Kris Boyd,CB,0,0%,28,55%,12,52%
Chandon Sullivan,CB,0,0%,28,55%,0,0%
Troy Dye,LB,0,0%,26,51%,15,65%
Khyiris Tonga,NT,0,0%,26,51%,3,13%
Eric Kendricks,LB,0,0%,23,45%,1,4%
Patrick Peterson,CB,0,0%,23,45%,1,4%
Danielle Hunter,LB,0,0%,23,45%,0,0%
Jonathan Bullard,DE,0,0%,22,43%,0,0%
Jordan Hicks,LB,0,0%,19,37%,1,4%
Luiji Vilain,LB,0,0%,17,33%,12,52%
Ryan Connelly,LB,0,0%,16,31%,13,57%
Harrison Phillips,DT,0,0%,16,31%,0,0%
Dalvin Tomlinson,DT,0,0%,16,31%,0,0%
William Kwenkeu,LB,0,0%,12,24%,14,61%
Theo Jackson,DB,0,0%,11,22%,16,70%
Greg Joseph,K,0,0%,0,0%,14,61%
Andrew DePaola,LS,0,0%,0,0%,8,35%
Ryan Wright,P,0,0%,0,0%,8,35%
Greg Mancz,C,0,0%,0,0%,7,31%
Kalon Barnes,DB,0,0%,0,0%,4,17%
