Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
1,1:00,,,SDG 35,3,3,"Nate Kaeding kicks off 71 yards, touchback. Penalty on Keenan Clayton: Unnecessary Roughness, 10 yards",0.000,-0.380
1,1:00,1,10,OAK 10,3,3,Darren McFadden right tackle for 4 yards (tackle by Aubrayo Franklin),-0.380,-0.460
1,0:22,2,6,OAK 14,3,3,Darren McFadden right guard for 5 yards (tackle by Donald Butler),-0.460,-0.370
Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,OAK 19,3,3,Darren McFadden right tackle for 1 yard (tackle by Vaughn Martin),-0.370,0.280
2,14:19,1,10,OAK 20,3,3,Carson Palmer pass complete short middle to Rod Streater for 13 yards (tackle by Donald Butler),0.280,1.140
2,13:39,1,10,OAK 33,3,3,"Marcel Reece for no gain. Marcel Reece fumbles, recovered by Taiwan Jones at OAK-10",1.140,-2.600
2,12:49,2,35,OAK 8,3,3,Mike Goodson left tackle for 11 yards (tackle by Eric Weddle),-2.600,-2.080
2,12:08,3,24,OAK 19,3,3,Carson Palmer pass complete short right to Darren McFadden for 3 yards (tackle by Quentin Jammer),-2.080,-1.900
2,11:34,4,21,OAK 22,3,3,"Shane Lechler punts 62 yards, returned by Eddie Royal for 46 yards (tackle by Matt Giordano). Penalty on Darrell Stuckey: Illegal Block Above the Waist, 10 yards",-1.900,0.380
2,11:16,1,10,SDG 10,3,3,Curtis Brinkley right guard for 2 yards (tackle by Rolando McClain and Miles Burris),-0.380,-0.630
2,10:35,2,8,SDG 12,3,3,Philip Rivers pass complete short right to Eddie Royal for 7 yards (tackle by Tyvon Branch),-0.630,-0.370
2,10:04,3,1,SDG 19,3,3,"Penalty on Tommy Kelly: Encroachment, 5 yards (no play)",-0.370,0.540
2,9:45,1,10,SDG 24,3,3,"Philip Rivers pass incomplete short left intended for Curtis Brinkley. Penalty on Tyvon Branch: Defensive Holding, 5 yards (no play)",0.540,0.870
2,9:38,1,10,SDG 29,3,3,Philip Rivers pass complete short right to Ronnie Brown for 6 yards (tackle by Tyvon Branch),0.870,1.140
2,9:00,2,4,SDG 35,3,3,Ronnie Brown up the middle for 1 yard (tackle by Rolando McClain),1.140,0.560
2,8:19,3,3,SDG 36,3,3,"Philip Rivers pass incomplete deep right intended for Antonio Gates. Penalty on Tommy Kelly: Defensive Offside, 5 yards (no play)",0.560,1.660
2,8:13,1,10,SDG 41,3,3,Philip Rivers pass complete short right to Eddie Royal for -3 yards (tackle by Miles Burris),1.660,0.720
2,7:26,2,13,SDG 38,3,3,Philip Rivers pass complete deep right to Malcom Floyd for 23 yards (tackle by Ronald Bartell),0.720,2.980
2,6:57,1,10,OAK 39,3,3,Philip Rivers pass complete short middle to Antonio Gates for 10 yards (tackle by Tyvon Branch and Ronald Bartell),2.980,3.640
2,6:13,1,10,OAK 29,3,3,Philip Rivers pass complete short right to Le'Ron McClain for 7 yards (tackle by Lamarr Houston),3.640,4.050
2,5:35,2,3,OAK 22,3,3,Curtis Brinkley left tackle for -2 yards (tackle by Miles Burris),4.050,0.000
2,4:52,,,,3,3,Timeout #1 by San Diego Chargers,0.000,3.070
2,4:52,3,5,OAK 24,3,3,Philip Rivers pass complete deep left to Antonio Gates for 17 yards (tackle by Tyvon Branch),3.070,5.600
2,4:09,1,7,OAK 7,3,3,Curtis Brinkley left guard for 1 yard (tackle by Richard Seymour),5.600,4.950
2,3:24,2,6,OAK 6,3,3,Philip Rivers pass incomplete short left intended for Dante Rosario,4.950,4.040
2,3:17,3,6,OAK 6,9,3,"Philip Rivers pass complete short middle to Malcom Floyd for 6 yards, touchdown",4.040,7.000
2,3:17,,,OAK 2,10,3,Nate Kaeding kicks extra point good,0.000,0.000
2,3:10,,,SDG 35,10,3,"Nate Kaeding kicks off 65 yards, touchback",0.000,0.280
2,3:10,1,10,OAK 20,10,3,Carson Palmer pass incomplete short right intended for Darren McFadden,0.280,-0.270
2,3:05,2,10,OAK 20,10,3,Darren McFadden right tackle for 7 yards (tackle by Donald Butler and Atari Bigby),-0.270,-0.030
2,2:28,3,3,OAK 27,10,3,Carson Palmer pass complete short middle to Marcel Reece for 15 yards (tackle by Atari Bigby),-0.030,1.730
2,2:00,1,10,OAK 42,10,3,Carson Palmer pass complete short middle to Darren McFadden for 4 yards (tackle by Jarret Johnson),1.730,1.730
2,1:26,2,6,OAK 46,10,3,Carson Palmer pass incomplete short left intended for Darren McFadden,1.730,1.030
2,1:20,3,6,OAK 46,10,3,Carson Palmer pass complete short middle to Darren McFadden for 12 yards (tackle by Eric Weddle),1.030,2.790
2,1:12,1,10,SDG 42,10,3,Carson Palmer pass incomplete deep right intended for Rod Streater,2.790,2.240
2,1:08,2,10,SDG 42,10,3,Carson Palmer pass complete short right to Derek Hagan for 10 yards (tackle by Quentin Jammer),2.240,3.450
2,0:44,1,10,SDG 32,10,3,Carson Palmer pass complete short middle to Derek Hagan for 4 yards (tackle by Demorrio Williams),3.450,0.000
2,0:38,,,,10,3,Timeout #1 by Oakland Raiders,0.000,3.440
2,0:38,2,6,SDG 28,10,3,Carson Palmer pass complete short left to Darren McFadden for 17 yards (tackle by Atari Bigby),3.440,0.000
2,0:26,,,,10,3,Timeout #2 by Oakland Raiders,0.000,4.840
2,0:26,1,10,SDG 11,10,3,Carson Palmer pass incomplete short left intended for Rod Streater,4.840,0.000
2,0:23,,,,10,3,Timeout #2 by San Diego Chargers,0.000,4.140
2,0:23,2,10,SDG 11,10,3,Carson Palmer pass incomplete short middle intended for Derek Hagan (defended by Atari Bigby),4.140,3.130
2,0:16,3,10,SDG 11,10,3,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",3.130,2.890
2,0:16,3,15,SDG 16,10,3,Carson Palmer pass complete short middle to Darren McFadden for 14 yards (tackle by Quentin Jammer and Marcus Gilchrist),2.890,3.250
,,,,,,,"Replay Assistant challenged the first down ruling, and the original play was overturned.",,
2,0:07,4,1,SDG 2,10,6,Sebastian Janikowski 19 yard field goal good,3.250,3.000
2,0:04,,,OAK 35,10,6,"Sebastian Janikowski kicks off 49 yards, returned by Richard Goodman for 17 yards (tackle by Patrick Lee)",0.000,1.270
Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,10,6,"Sebastian Janikowski kicks off 70 yards, returned by Richard Goodman for 34 yards (tackle by Michael Mitchell)",0.000,0.870
3,14:54,1,10,SDG 29,10,6,Curtis Brinkley left guard for no gain (tackle by Lamarr Houston),0.870,0.330
3,14:10,2,10,SDG 29,10,6,Philip Rivers pass complete short right to Ronnie Brown for 4 yards (tackle by Tommy Kelly),0.330,0.170
3,13:25,3,6,SDG 33,10,6,Philip Rivers pass complete short middle to Antonio Gates for 5 yards (tackle by Rolando McClain and Philip Wheeler),0.170,-0.850
3,12:34,4,1,SDG 38,10,6,"Mike Scifres punts 55 yards, fair catch by Phillip Adams",-0.850,0.380
3,12:25,1,10,OAK 7,10,6,Darren McFadden right end for 5 yards (tackle by Takeo Spikes),-0.380,-0.420
3,11:43,2,5,OAK 12,10,6,Darren McFadden right tackle for 3 yards (tackle by Takeo Spikes),-0.420,-0.480
3,11:02,3,2,OAK 15,10,6,"Carson Palmer pass incomplete short middle intended for Derek Hagan (defended by Quentin Jammer). Penalty on Quentin Jammer: Defensive Pass Interference, 17 yards (no play)",-0.480,1.070
3,10:56,1,10,OAK 32,10,6,Carson Palmer pass complete short left to David Ausberry for 12 yards (tackle by Atari Bigby),1.070,1.860
3,10:49,1,10,OAK 44,10,6,"Penalty on Vaughn Martin: Neutral Zone Infraction, 5 yards (no play)",1.860,2.590
3,10:24,1,5,OAK 49,10,6,Darren McFadden left tackle for 2 yards (tackle by Jarret Johnson),2.590,2.260
3,10:06,2,3,SDG 49,10,6,Darren McFadden left tackle for 1 yard (tackle by Corey Liuget),2.260,1.690
3,9:25,3,2,SDG 48,10,6,Carson Palmer pass complete short left to Brandon Myers for no gain,1.690,0.070
3,9:16,4,2,SDG 48,10,6,"Penalty on OAK: Illegal Substitution, 5 yards (no play)",0.070,-0.260
3,9:16,4,7,OAK 47,10,6,"Shane Lechler for no gain. Shane Lechler fumbles, recovered by Shane Lechler at OAK-OAK",-0.260,-2.980
3,8:43,1,10,OAK 39,10,6,Philip Rivers pass complete short right to Curtis Brinkley for 4 yards (tackle by Miles Burris),2.980,2.980
3,8:10,2,6,OAK 35,10,6,Philip Rivers pass complete short left to Ronnie Brown for 7 yards (tackle by Matt Shaughnessy),2.980,3.710
3,7:45,1,10,OAK 28,10,6,Philip Rivers pass complete short right to Curtis Brinkley for 12 yards (tackle by Philip Wheeler and Tommy Kelly),3.710,4.510
3,6:58,1,10,OAK 16,10,6,Curtis Brinkley left end for 6 yards (tackle by Michael Huff),4.510,4.970
3,6:18,2,4,OAK 10,10,6,Philip Rivers pass incomplete short left intended for Curtis Brinkley,4.970,4.170
3,6:10,3,4,OAK 10,10,6,Philip Rivers pass incomplete short right intended for Malcom Floyd,4.170,2.840
3,6:05,4,4,OAK 10,13,6,Nate Kaeding 28 yard field goal good,2.840,3.000
3,6:01,,,SDG 35,13,6,"Nate Kaeding kicks off 65 yards, touchback",0.000,0.280
3,6:01,1,10,OAK 20,13,6,Carson Palmer pass complete short middle to Darren McFadden for 7 yards (tackle by Takeo Spikes),0.280,0.680
3,5:23,2,3,OAK 27,13,6,Carson Palmer pass incomplete short right intended for Rod Streater,0.680,-0.030
3,5:19,3,3,OAK 27,13,6,Carson Palmer pass complete short left to Darren McFadden for 2 yards (tackle by Antoine Cason),-0.030,-1.440
3,4:31,4,1,OAK 29,13,6,"Shane Lechler punts, blocked by Dante Rosario, recovered by Corey Lynch",-1.440,-5.370
3,4:20,1,8,OAK 8,13,6,Curtis Brinkley left tackle for 5 yards (tackle by Miles Burris and Michael Huff),5.370,5.530
3,4:10,2,3,OAK 3,13,6,"Penalty on Randy McMichael: False Start, 5 yards (no play)",5.530,4.570
3,3:17,2,8,OAK 8,13,6,Ronnie Brown up the middle for 2 yards (tackle by Rolando McClain),4.570,4.040
3,2:34,3,6,OAK 6,13,6,Philip Rivers pass complete short middle to Ronnie Brown for 5 yards (tackle by Philip Wheeler and Michael Huff),4.040,3.550
3,1:53,4,1,OAK 1,16,6,Nate Kaeding 19 yard field goal good,3.550,3.000
3,1:49,,,SDG 35,16,6,"Nate Kaeding kicks off 72 yards, touchback",0.000,0.280
3,1:49,1,10,OAK 20,16,6,Darren McFadden left end for -3 yards (tackle by Donald Butler and Quentin Jammer),0.280,-0.790
3,1:12,2,13,OAK 17,16,6,Carson Palmer pass incomplete short middle intended for Darren McFadden,-0.790,-1.510
3,1:07,3,13,OAK 17,16,6,Carson Palmer pass incomplete short left intended for Darren McFadden,-1.510,-2.320
3,1:02,4,13,OAK 17,16,6,"Shane Lechler punts 52 yards, returned by Eddie Royal for 14 yards (tackle by Phillip Adams)",-2.320,-1.930
3,0:50,1,10,SDG 45,16,6,Curtis Brinkley left tackle for 3 yards (tackle by Miles Burris),1.930,1.790
3,0:12,2,7,SDG 48,16,6,Philip Rivers pass incomplete deep left intended for Antonio Gates,1.790,1.090
3,0:05,3,7,SDG 48,16,6,Philip Rivers pass complete short right to Antonio Gates for 11 yards (tackle by Michael Huff),1.090,2.850
Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,OAK 41,16,6,Philip Rivers pass complete short middle to Robert Meachem for 3 yards (tackle by Shawntae Spencer),2.850,2.710
4,14:19,2,7,OAK 38,16,6,Philip Rivers pass complete short middle to Malcom Floyd for 12 yards (tackle by Patrick Lee),2.710,3.840
4,13:37,1,10,OAK 26,16,6,Philip Rivers pass complete short right to Le'Ron McClain for 3 yards (tackle by Miles Burris and Patrick Lee),3.840,3.700
4,13:05,2,7,OAK 23,16,6,Philip Rivers pass incomplete short left intended for Antonio Gates (defended by Philip Wheeler),3.700,3.010
4,12:58,3,7,OAK 23,16,6,Philip Rivers pass incomplete short right intended for Antonio Gates,3.010,1.930
4,12:53,4,7,OAK 23,19,6,Nate Kaeding 41 yard field goal good,1.930,3.000
4,12:48,,,SDG 35,19,6,"Nate Kaeding kicks off 65 yards, touchback",0.000,0.280
4,12:48,1,10,OAK 20,19,6,Carson Palmer pass incomplete deep left intended for Rod Streater,0.280,-0.270
4,12:40,2,10,OAK 20,19,6,Carson Palmer pass complete deep left to Darrius Heyward-Bey for 21 yards (tackle by Antoine Cason),-0.270,1.660
4,12:02,1,10,OAK 41,19,6,Carson Palmer sacked by Donald Butler for -7 yards,1.660,0.180
4,11:34,2,17,OAK 34,19,6,Carson Palmer pass complete short middle to Brandon Myers for 26 yards (tackle by Eric Weddle),0.180,2.920
4,10:52,1,10,SDG 40,19,6,Carson Palmer pass incomplete deep middle intended for Darrius Heyward-Bey (defended by Quentin Jammer),2.920,2.370
4,10:47,2,10,SDG 40,19,6,Darren McFadden left end for -11 yards (tackle by Marcus Gilchrist),2.370,0.230
4,10:04,3,21,OAK 49,19,6,Carson Palmer pass incomplete deep right intended for Rod Streater,0.230,-0.130
4,9:58,4,21,OAK 49,19,6,"Shane Lechler for no gain. Shane Lechler fumbles, recovered by David Ausberry at OAK-42",-0.130,-2.790
4,9:52,1,10,OAK 42,19,6,Curtis Brinkley left tackle for no gain (tackle by Matt Shaughnessy),2.790,2.240
4,9:13,2,10,OAK 42,19,6,Eddie Royal left end for 1 yard (tackle by Matt Shaughnessy),2.240,1.680
4,8:36,3,9,OAK 41,19,6,Philip Rivers pass complete deep left to Malcom Floyd for 25 yards (tackle by Tyvon Branch),1.680,4.510
4,7:47,1,10,OAK 16,19,6,Curtis Brinkley left end for -5 yards (tackle by Dave Tollefson and Richard Seymour),4.510,3.280
4,7:02,2,15,OAK 21,19,6,"Philip Rivers pass complete short left to Le'Ron McClain for 2 yards (tackle by Philip Wheeler). Penalty on Nick Hardwick: Illegal Block Above the Waist, 10 yards",3.280,0.000
4,6:36,,,,19,6,Timeout #1 by San Diego Chargers,0.000,2.200
4,6:36,2,23,OAK 29,19,6,Ronnie Brown up the middle for 4 yards (tackle by Miles Burris),2.200,2.080
4,5:53,3,19,OAK 25,19,6,Ronnie Brown left tackle for -2 yards (tackle by Tommy Kelly and Dave Tollefson),2.080,1.670
4,5:12,4,21,OAK 27,22,6,Nate Kaeding 45 yard field goal good,1.670,3.000
4,5:06,,,SDG 35,22,6,"Nate Kaeding kicks off 70 yards, touchback",0.000,0.280
4,5:06,1,10,OAK 20,22,6,Carson Palmer sacked by Shaun Phillips for -9 yards,0.280,-1.440
4,4:40,2,19,OAK 11,22,6,Carson Palmer pass complete short right to Marcel Reece for 5 yards (tackle by Donald Butler),-1.440,-1.690
4,4:13,3,14,OAK 16,22,6,Carson Palmer pass complete short middle to Brandon Myers for 20 yards (tackle by Jarret Johnson),-1.690,1.330
4,3:48,1,10,OAK 36,22,6,Carson Palmer pass incomplete short left intended for Rod Streater,1.330,0.000
4,3:45,,,,22,6,Timeout #2 by San Diego Chargers,0.000,0.790
4,3:43,2,10,OAK 36,22,6,Carson Palmer pass complete short right to Darren McFadden for 1 yard (tackle by Demorrio Williams),0.790,0.230
4,3:19,3,9,OAK 37,22,6,Carson Palmer pass complete short middle to Darren McFadden for 5 yards (tackle by Demorrio Williams),0.230,-0.590
4,2:51,4,4,OAK 42,22,6,"Carson Palmer pass incomplete short middle intended for Darrius Heyward-Bey. Penalty on Antoine Cason: Defensive Pass Interference, 8 yards (no play)",-0.590,2.260
4,2:47,1,10,,22,6,Carson Palmer pass complete deep right to Derek Hagan for 17 yards (tackle by Marcus Gilchrist),2.260,3.380
4,2:18,1,10,SDG 33,22,6,Carson Palmer sacked by Shaun Phillips for -5 yards,3.380,2.160
4,2:00,2,15,SDG 38,22,6,Carson Palmer pass complete short middle to Brandon Myers for 8 yards (tackle by Eric Weddle),2.160,2.540
4,1:33,3,7,SDG 30,22,6,Carson Palmer pass complete short middle to Darren McFadden for 4 yards (tackle by Eric Weddle),2.540,0.000
4,1:24,,,,22,6,Timeout #1 by Oakland Raiders,0.000,1.840
4,1:24,4,3,SDG 26,22,6,"Carson Palmer pass incomplete deep left intended for Derek Hagan. Penalty on Melvin Ingram: Roughing the Passer, 13 yards (no play)",1.840,4.710
4,1:20,1,10,SDG 13,22,6,Carson Palmer pass complete short middle to Brandon Myers for 11 yards (tackle by Atari Bigby),4.710,6.740
4,0:57,1,2,SDG 2,22,12,"Carson Palmer pass complete short right to Rod Streater for 2 yards, touchdown",6.740,7.000
4,0:57,,,,22,14,"Two Point Attempt: Carson Palmer pass complete to Rod Streater, conversion succeeds",0.000,1.000
4,0:54,,,OAK 35,22,14,"Sebastian Janikowski kicks onside 23 yards, recovered by Melvin Ingram",0.000,1.730
4,0:54,1,10,SDG 42,22,14,Le'Ron McClain up the middle for 4 yards (tackle by Miles Burris),1.730,0.000
4,0:50,,,,22,14,Timeout #2 by Oakland Raiders,0.000,1.730
4,0:50,2,6,SDG 46,22,14,Le'Ron McClain up the middle for 1 yard,1.730,0.000
4,0:46,,,,22,14,Timeout #3 by Oakland Raiders,0.000,1.160
4,0:46,3,5,SDG 47,22,14,Philip Rivers kneels for -2 yards,1.160,-0.390
4,0:40,4,7,SDG 45,22,14,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",-0.390,-0.720
4,0:03,4,12,SDG 40,22,14,Mike Scifres punts 55 yards,-0.720,1.600
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
