Quarter,Time,Down,ToGo,Location,ARI,TEN,Detail,EPB,EPA
2,4:38,3,14,ARI 31,0,6,Matt Leinart pass complete short right to Early Doucet for 28 yards (tackle by Chris Hope),-0.490,2.850
2,3:51,1,10,TEN 41,0,6,Tim Hightower left end for 14 yards (tackle by Chris Hope),2.850,3.780
2,3:07,1,10,TEN 27,0,6,Matt Leinart pass incomplete deep left intended for Steve Breaston,3.780,3.230
2,3:02,2,10,TEN 27,0,6,Tim Hightower left guard for 2 yards (tackle by William Hayes and Kevin Vickerson),3.230,2.810
2,2:16,3,8,TEN 25,0,6,Matt Leinart pass complete short right to Anquan Boldin for 2 yards (tackle by Stephen Tulloch),2.810,1.950
2,2:00,4,6,TEN 23,3,6,Neil Rackers 41 yard field goal good,1.950,3.000
2,,,,ARI 30,3,6,"Neil Rackers kicks off 69 yards, returned by Michael Griffin for 20 yards (tackle by LaRod Stephens-Howling)",0.000,0.340
2,1:50,1,10,TEN 21,3,6,Vince Young pass complete short right to Kenny Britt for 3 yards (tackle by Matt Ware),0.340,0.210
2,1:44,2,7,TEN 24,3,6,Chris Johnson middle for 4 yards (tackle by Karlos Dansby and Darnell Dockett),0.210,0.040
2,1:04,3,3,TEN 28,3,6,Vince Young pass complete deep left to Nate Washington for 35 yards (tackle by Antrel Rolle),0.040,3.120
2,0:57,1,10,ARI 37,3,6,Vince Young pass incomplete short right intended for Chris Johnson,3.120,2.570
2,0:51,2,10,ARI 37,3,6,Vince Young pass complete short right to Bo Scaife for 5 yards (tackle by Clark Haggans),2.570,2.540
2,0:39,,,,3,6,Timeout #1 by Tennessee Titans,0.000,2.540
2,0:39,3,5,ARI 32,3,6,Vince Young sacked by Darnell Dockett for -3 yards,2.540,0.970
2,0:23,,,,3,6,Timeout #1 by Arizona Cardinals,0.000,0.970
2,0:23,4,8,ARI 35,3,6,Vince Young pass complete deep right to Kenny Britt for 24 yards (tackle by Matt Ware),0.970,4.840
2,0:14,,,,3,6,Timeout #2 by Tennessee Titans,0.000,4.840
2,0:14,1,10,ARI 11,3,6,Vince Young pass incomplete short right intended for Bo Scaife,4.840,4.140
2,0:08,2,10,ARI 11,3,6,Vince Young sacked by Darnell Dockett for -8 yards,4.140,2.550
Quarter,Time,Down,ToGo,Location,ARI,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,3,6,"Neil Rackers kicks off 68 yards, returned by Kenny Britt for 28 yards (tackle by Greg Toler). Penalty on Jacob Ford: Offensive Holding, 10 yards",0.000,-0.220
3,14:54,1,10,TEN 15,3,6,Chris Johnson left guard for 9 yards (tackle by Gerald Hayes),-0.220,0.620
3,14:19,2,1,TEN 24,3,6,Chris Johnson right guard for 6 yards (tackle by Bryant McFadden and Adrian Wilson),0.620,0.940
3,13:45,1,10,TEN 30,3,6,Vince Young pass complete short left to Ahmard Hall for 6 yards (tackle by Chike Okeafor and Karlos Dansby),0.940,1.200
3,13:03,2,4,TEN 36,3,6,Chris Johnson middle for no gain (tackle by Adrian Wilson),1.200,0.500
3,12:18,3,4,TEN 36,3,6,Vince Young pass complete short left to Nate Washington for 4 yards (tackle by Ralph Brown),0.500,1.600
3,11:38,1,10,TEN 40,3,6,Chris Johnson right tackle for no gain (tackle by Antrel Rolle),1.600,1.050
3,10:57,2,10,TEN 40,3,6,"Penalty on Chris Johnson: False Start, 5 yards (no play)",1.050,0.380
3,10:39,2,15,TEN 35,3,6,Vince Young pass complete short left to Chris Johnson for 5 yards (tackle by Gerald Hayes),0.380,0.370
3,9:58,3,10,TEN 40,3,6,Vince Young pass incomplete short right intended for Kenny Britt,0.370,-0.720
3,9:49,4,10,TEN 40,3,6,"Brett Kern punts 45 yards, fair catch by Steve Breaston",-0.720,0.220
3,9:44,1,10,ARI 15,3,6,Matt Leinart pass complete short right to Larry Fitzgerald for 3 yards (tackle by Nick Harper and Chris Hope),-0.220,-0.280
3,9:11,2,7,ARI 18,3,6,Matt Leinart pass complete short left to Dan Kreider for 2 yards (tackle by Keith Bulluck),-0.280,-0.760
3,8:26,3,5,ARI 20,3,6,Matt Leinart pass complete short right to Anquan Boldin for 7 yards (tackle by Nick Harper),-0.760,0.740
3,7:49,1,10,ARI 27,3,6,Beanie Wells right guard for 4 yards (tackle by Nick Harper),0.740,0.740
3,7:12,2,6,ARI 31,3,6,Tim Hightower left tackle for 3 yards (tackle by Chris Hope),0.740,0.430
3,6:28,3,3,ARI 34,3,6,"Penalty on Steve Breaston: False Start, 5 yards (no play)",0.430,-0.230
3,6:05,3,8,ARI 29,3,6,Matt Leinart pass complete short right to Larry Fitzgerald for 8 yards (tackle by Cortland Finnegan),-0.230,1.400
3,5:27,1,10,ARI 37,3,6,Matt Leinart pass incomplete deep left intended for Anquan Boldin,1.400,0.860
3,5:21,2,10,ARI 37,3,6,Beanie Wells middle for 2 yards (tackle by Keith Bulluck and Jovan Haye),0.860,0.430
3,4:34,3,8,ARI 39,3,6,Matt Leinart sacked by Kyle Vanden Bosch for -3 yards,0.430,-0.980
3,4:06,4,11,ARI 36,3,6,Ben Graham punts 49 yards,-0.980,0.220
3,3:56,1,10,TEN 15,3,6,Vince Young pass incomplete deep left intended for Bo Scaife,-0.220,-0.710
3,3:50,2,10,TEN 15,3,12,"Chris Johnson left tackle for 85 yards, touchdown",-0.710,7.000
3,,,,ARI 2,3,13,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 30,9,13,"Rob Bironas kicks off 69 yards, returned by LaRod Stephens-Howling for 99 yards, touchdown",0.000,7.000
3,,,,TEN 2,10,13,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 30,10,13,"Neil Rackers kicks off 69 yards, returned by Kenny Britt for 35 yards (tackle by Monty Beisel)",0.000,1.330
3,3:18,1,10,TEN 36,10,13,Vince Young pass incomplete short middle intended for Kenny Britt (defended by Dominique Rodgers-Cromartie),1.330,0.790
3,3:12,2,10,TEN 36,10,13,Vince Young sacked by Darnell Dockett for -6 yards,0.790,-0.690
3,2:36,3,16,TEN 30,10,13,Vince Young pass complete short right to Chris Johnson for 14 yards (tackle by Michael Adams and Matt Ware),-0.690,-0.460
3,1:51,4,2,TEN 44,10,13,"Brett Kern punts 56 yards, touchback",-0.460,-0.280
3,1:41,1,10,ARI 20,10,13,Matt Leinart pass complete deep right to Anquan Boldin for 24 yards (tackle by Nick Harper),0.280,1.860
3,1:00,1,10,ARI 44,10,13,Matt Leinart pass complete short right to Steve Breaston for 7 yards (tackle by Nick Harper and Michael Griffin),1.860,2.260
3,0:21,2,3,TEN 49,10,13,Tim Hightower right end for 4 yards (tackle by Keith Bulluck),2.260,2.590
Quarter,Time,Down,ToGo,Location,ARI,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 45,10,13,Matt Leinart pass incomplete short middle intended for Anquan Boldin,2.590,2.040
4,14:56,2,10,TEN 45,10,13,Matt Leinart pass complete short right to Steve Breaston for 9 yards (tackle by Nick Harper),2.040,2.540
4,14:14,3,1,TEN 36,10,13,Beanie Wells right guard for 2 yards (tackle by Stephen Tulloch and Gerald McRath),2.540,3.310
4,13:35,1,10,TEN 34,10,13,Matt Leinart pass complete deep right to Beanie Wells for 21 yards (tackle by Chris Hope),3.310,4.710
4,13:03,1,10,TEN 13,10,13,Tim Hightower left guard for 7 yards (tackle by Cortland Finnegan),4.710,5.340
4,12:27,2,3,TEN 6,16,13,"Tim Hightower right end for 6 yards, touchdown",5.340,7.000
4,,,,TEN 2,17,13,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,17,13,Neil Rackers kicks off 57 yards,0.000,1.600
4,12:20,1,10,TEN 40,17,13,Chris Johnson left guard for 1 yard (tackle by Bryan Robinson),1.600,1.190
4,11:47,2,9,TEN 41,17,13,Vince Young pass complete short middle to Bo Scaife for 22 yards (tackle by Karlos Dansby and Calais Campbell),1.190,3.120
4,11:13,1,10,ARI 37,17,13,Chris Johnson left end for -1 yards (tackle by Bryant McFadden),3.120,2.440
4,10:29,2,11,ARI 38,17,13,Vince Young pass incomplete deep left intended for Kenny Britt (defended by Bryant McFadden),2.440,1.750
4,10:20,3,11,ARI 38,17,13,"Vince Young pass complete short middle to Chris Johnson for 6 yards (tackle by Ralph Brown). Penalty on Bo Scaife: Offensive Pass Interfere, 10 yards (no play)",1.750,0.430
4,9:51,3,21,ARI 48,17,13,Vince Young pass incomplete deep right intended for Nate Washington (defended by Ralph Brown),0.430,0.070
4,9:43,4,21,ARI 48,17,13,"Brett Kern punts 38 yards. Penalty on Kenny Iwebema: Offensive Holding, 5 yards",0.070,0.380
4,9:32,1,10,ARI 5,17,13,Matt Leinart pass complete deep middle to Ben Patrick for 23 yards (tackle by Michael Griffin),-0.380,0.810
4,8:54,1,10,ARI 28,17,13,Beanie Wells right guard for 2 yards (tackle by David Thornton and Jacob Ford),0.810,0.530
4,8:13,2,8,ARI 30,17,13,Matt Leinart pass complete short left to Tim Hightower for 16 yards (tackle by David Thornton and Cortland Finnegan),0.530,1.990
4,7:37,1,10,ARI 46,17,13,Beanie Wells middle for 5 yards (tackle by Keith Bulluck and Tony Brown),1.990,2.130
4,6:57,2,5,TEN 49,17,13,Matt Leinart pass incomplete short right intended for Anthony Becht,2.130,1.420
4,6:52,3,5,TEN 49,17,13,Matt Leinart pass complete short right to Steve Breaston for 4 yards (tackle by Gerald McRath),1.420,0.270
4,6:07,4,1,TEN 45,17,13,Ben Graham punts 43 yards,0.270,0.380
4,5:58,1,10,TEN 2,17,13,Chris Johnson left guard for 4 yards (tackle by Chike Okeafor and Adrian Wilson),-0.380,-0.490
4,5:29,2,6,TEN 6,17,13,Vince Young pass incomplete short left intended for Nate Washington (defended by Calais Campbell),-0.490,-0.950
4,5:26,3,6,TEN 6,17,13,"Penalty on Kevin Mawae: False Start, 3 yards (no play)",-0.950,-1.300
4,5:26,3,9,TEN 3,17,13,Vince Young pass complete deep middle to Lavelle Hawkins for 22 yards (tackle by Matt Ware),-1.300,0.610
4,4:55,1,10,TEN 25,17,13,"Vince Young pass complete deep middle to Kenny Britt for 51 yards (tackle by Dominique Rodgers-Cromartie). Kenny Britt fumbles (forced by Dominique Rodgers-Cromartie), recovered by Bryant McFadden at ARI-23 and returned for 7 yards (tackle by Kevin Mawae)",0.610,-0.940
4,4:37,1,10,ARI 30,17,13,"Tim Hightower left end for 7 yards (tackle by Cortland Finnegan). Penalty on Reggie Wells: Offensive Holding, 10 yards (no play)",0.940,0.280
4,4:29,1,20,ARI 20,17,13,Tim Hightower right end for 2 yards (tackle by Keith Bulluck and William Hayes),0.280,-0.690
4,3:44,2,18,ARI 22,17,13,Matt Leinart pass complete short right to Tim Hightower for 3 yards (tackle by Nick Harper and William Hayes),-0.690,-0.960
4,2:59,3,15,ARI 25,17,13,Matt Leinart pass complete short right to Jason Wright for 10 yards (tackle by Jacob Ford and Kyle Vanden Bosch),-0.960,-1.040
4,2:49,,,,17,13,Timeout #1 by Tennessee Titans,0.000,-1.040
4,2:49,4,5,ARI 35,17,13,Ben Graham punts 64 yards,-1.040,0.380
4,2:37,1,10,TEN 1,17,13,Vince Young pass complete short right to Kenny Britt for 6 yards (tackle by Dominique Rodgers-Cromartie),-0.380,-0.340
4,2:05,2,4,TEN 7,17,13,Vince Young pass incomplete short right intended for Bo Scaife,-0.340,-0.720
4,2:00,3,4,TEN 7,17,13,Vince Young pass incomplete short right intended for Kenny Britt (defended by Dominique Rodgers-Cromartie),-0.720,-2.490
4,1:56,4,4,TEN 7,17,13,Vince Young pass complete short left to Kenny Britt for 10 yards (tackle by Bryant McFadden),-2.490,-0.060
4,1:36,1,10,TEN 17,17,13,Vince Young pass complete short middle to Bo Scaife for 19 yards (tackle by Bryant McFadden and Adrian Wilson),-0.060,1.330
4,1:13,1,10,TEN 36,17,13,Vince Young pass complete short left to Lavelle Hawkins for 2 yards (tackle by Bryant McFadden),1.330,1.060
4,1:09,2,8,TEN 38,17,13,Vince Young pass complete short left to Jared Cook for 12 yards,1.060,2.260
4,1:03,1,10,,17,13,Vince Young pass incomplete deep left intended for Nate Washington,2.260,1.710
4,0:57,2,10,,17,13,Vince Young right end for 6 yards (tackle by Michael Adams),1.710,1.820
4,0:48,3,4,ARI 44,17,13,Vince Young pass incomplete short right intended for Bo Scaife,1.820,0.330
4,0:43,4,4,ARI 44,17,13,Vince Young pass complete short left to Lavelle Hawkins for 13 yards (tackle by Michael Adams),0.330,3.510
4,0:37,1,10,ARI 31,17,13,Vince Young pass complete short left to Bo Scaife for 5 yards,3.510,3.640
4,0:33,2,5,ARI 26,17,13,Vince Young pass incomplete deep left intended for Nate Washington,3.640,2.940
4,0:28,3,5,ARI 26,17,13,Vince Young pass complete short middle to Jared Cook for 17 yards (tackle by Ralph Brown),2.940,5.140
4,0:21,,,,17,13,Timeout #1 by Arizona Cardinals,0.000,5.140
4,0:21,1,9,ARI 9,17,13,Vince Young pass incomplete short middle intended for Bo Scaife,5.140,4.380
4,0:17,2,9,ARI 9,17,13,Vince Young sacked by Calais Campbell and Clark Haggans for -1 yards,4.380,3.130
4,0:11,,,,17,13,Timeout #2 by Tennessee Titans,0.000,3.130
4,0:11,3,10,ARI 10,17,13,Vince Young pass incomplete short middle intended for Nate Washington,3.130,2.760
4,0:06,,,,17,13,Timeout #3 by Tennessee Titans,0.000,0.000
4,0:06,,,,17,13,Timeout #2 by Arizona Cardinals,0.000,2.760
4,0:06,4,10,ARI 10,17,19,"Vince Young pass complete short middle to Kenny Britt for 10 yards, touchdown",2.760,7.000
4,,,,ARI 2,17,20,Rob Bironas kicks extra point good,0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
