Quarter,Time,Down,ToGo,Location,SEA,DET,Detail,EPB,EPA
1,7:41,3,5,DET 31,7,0,Jared Goff pass complete short left to Kalif Raymond for no gain (tackle by Ryan Neal),0.100,-1.310
1,7:04,4,5,DET 31,7,0,"Jack Fox punts 48 yards, returned by Tyler Lockett for 7 yards. Tyler Lockett fumbles (forced by Malcolm Rodriguez), recovered by Scott Daly at SEA-32 (tackle by Malcolm Rodriguez)",-1.310,3.450
1,6:54,1,10,SEA 32,7,6,"Jared Goff pass complete deep left to T.J. Hockenson for 32 yards, touchdown. Penalty on Tariq Woolen: Defensive Holding, 5 yards (declined)",3.450,7.000
1,6:47,,,SEA 15,7,6,Dominik Eberle kicks extra point no good,0.000,-1.000
1,6:47,,,DET 35,7,6,"Dominik Eberle kicks off 65 yards, touchback.",0.000,0.610
1,6:47,1,10,SEA 25,7,6,Geno Smith pass complete short right to Tyler Lockett for 13 yards (tackle by Jeff Okudah),0.610,1.470
1,6:17,1,10,SEA 38,7,6,Geno Smith pass complete deep middle to D.K. Metcalf for 23 yards (tackle by DeShon Elliott),1.470,2.980
1,5:41,1,10,DET 39,7,6,"Geno Smith pass complete deep middle to D.K. Metcalf for 21 yards (tackle by DeShon Elliott). Penalty on Isaiah Buggs: Roughing the Passer, 9 yards (accepted)",2.980,5.140
1,5:12,1,9,DET 9,7,6,Rashaad Penny up the middle for 1 yard (tackle by Aidan Hutchinson),5.140,4.570
1,4:40,2,8,DET 8,13,6,"Geno Smith up the middle for 8 yards, touchdown",4.570,7.000
1,4:35,,,DET 15,14,6,Jason Myers kicks extra point good,0.000,0.000
1,4:35,,,SEA 35,14,6,"Jason Myers kicks off 63 yards, returned by Maurice Alexander for 26 yards (tackle by Tanner Muse and Boye Mafe)",0.000,0.810
1,4:26,1,10,DET 28,14,6,Jared Goff pass complete short right to Josh Reynolds for 4 yards (tackle by Quandre Diggs),0.810,0.800
1,3:51,2,6,DET 32,14,6,Justin Jackson right end for 3 yards (tackle by Cody Barton),0.800,0.500
1,3:12,3,3,DET 35,14,6,Jared Goff pass incomplete deep right intended for T.J. Hockenson,0.500,-1.040
1,3:07,4,3,DET 35,14,6,Jack Fox pass complete short left to Quintez Cephus for 6 yards (tackle by Xavier Crawford),-1.040,1.660
1,2:23,1,10,DET 41,14,6,Kalif Raymond right tackle for 3 yards (tackle by Tariq Woolen),1.660,1.530
1,1:48,2,7,DET 44,14,6,"Jared Goff scrambles for no gain Sidney Jones for no gain. Penalty on Evan Brown: Offensive Holding, 10 yards (offset) . Penalty on Tariq Woolen: Defensive Holding, 5 yards (offset) (no play)",1.530,1.530
1,1:25,2,7,DET 44,14,6,Jamaal Williams right tackle for 8 yards (tackle by Quinton Jefferson),1.530,2.390
1,0:49,1,10,SEA 48,14,6,Jared Goff pass complete to T.J. Hockenson for 5 yards (tackle by Sidney Jones),2.390,2.520
1,0:15,2,5,SEA 43,14,6,"Penalty on Penei Sewell: False Start, 5 yards (accepted) (no play)",2.520,1.850
Quarter,Time,Down,ToGo,Location,SEA,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,SEA 48,14,6,Craig Reynolds up the middle for 21 yards (tackle by Tariq Woolen),1.850,3.780
2,14:22,1,10,SEA 27,14,6,"Penalty on Brock Wright: False Start, 5 yards (accepted) (no play)",3.780,3.450
2,14:00,1,15,SEA 32,14,6,Jamaal Williams right tackle for 1 yard (tackle by Uchenna Nwosu and Jordyn Brooks),3.450,2.690
2,13:22,2,14,SEA 31,14,6,Jared Goff pass incomplete short right intended for Quintez Cephus (defended by Uchenna Nwosu),2.690,2.020
2,13:18,3,14,SEA 31,14,6,Jared Goff pass incomplete deep left intended for Tom Kennedy,2.020,1.320
2,13:12,4,14,SEA 31,14,9,Dominik Eberle 49 yard field goal good,1.320,3.000
2,13:07,,,DET 35,14,9,"Dominik Eberle kicks off 25 yards, out of bounds",0.000,1.600
2,13:07,1,10,SEA 40,14,9,Kenneth Walker left tackle for 3 yards (tackle by Derrick Barnes),1.600,1.460
2,12:32,2,7,SEA 43,14,9,D'Wayne Eskridge left end for 6 yards (tackle by DeShon Elliott and Alex Anzalone),1.460,1.550
2,12:07,3,1,SEA 49,14,9,Geno Smith right tackle for 2 yards (tackle by Malcolm Rodriguez and Michael Brockers),1.550,2.320
2,11:27,1,10,DET 49,14,9,Kenneth Walker left end for 13 yards (tackle by DeShon Elliott),2.320,3.180
2,10:50,1,10,DET 36,14,9,"Geno Smith pass incomplete short right intended for Marquise Goodwin. Penalty on Kenneth Walker: Offensive Holding, 10 yards (accepted) (no play)",3.180,2.520
2,10:42,1,20,DET 46,14,9,Geno Smith pass complete short left to Kenneth Walker for -5 yards (tackle by Malcolm Rodriguez),2.520,0.610
2,10:06,2,25,SEA 49,14,9,Geno Smith scrambles left end for 13 yards (tackle by Jeff Okudah),0.610,1.690
2,9:17,3,12,DET 38,14,9,Geno Smith pass incomplete short middle intended for D.K. Metcalf,1.690,0.720
2,9:13,4,12,DET 38,17,9,Jason Myers 56 yard field goal good,0.720,3.000
2,9:08,,,SEA 35,17,9,"Jason Myers kicks off 65 yards, returned by Maurice Alexander for 16 yards (tackle by Boye Mafe)",0.000,-0.140
2,9:02,1,10,DET 16,17,9,Jared Goff pass complete short left to Jamaal Williams for 1 yard (tackle by Boye Mafe),-0.140,-0.510
2,8:32,2,9,DET 17,17,9,Jamaal Williams left end for 4 yards (tackle by Jordyn Brooks),-0.510,-0.700
2,7:58,3,5,DET 21,17,9,Jared Goff pass complete short right to Tom Kennedy for 9 yards (tackle by Coby Bryant),-0.700,0.940
2,7:26,1,10,DET 30,17,9,Jamaal Williams right tackle for 2 yards (tackle by Jordyn Brooks),0.940,0.660
2,6:16,2,8,DET 32,17,9,"Jared Goff pass complete deep left to Kalif Raymond for 21 yards. Kalif Raymond fumbles (forced by Coby Bryant), recovered by Jordyn Brooks at SEA-45 and returned for 3 yards (tackle by Tom Kennedy)",0.660,-2.130
2,6:42,1,10,SEA 48,17,9,"Geno Smith pass complete short left to Noah Fant for no gain (tackle by Kerby Joseph). Penalty on D.K. Metcalf: Offensive Pass Interference, 10 yards (accepted) (no play)",2.130,1.470
2,6:22,1,20,SEA 38,17,9,Rashaad Penny left end for 6 yards (tackle by DeShon Elliott and Malcolm Rodriguez),1.470,1.040
2,5:43,2,14,SEA 44,17,9,Geno Smith pass complete deep left to D.K. Metcalf for 54 yards (tackle by DeShon Elliott),1.040,6.740
2,5:09,1,2,DET 2,23,9,"Geno Smith pass complete short right to Noah Fant for 2 yards, touchdown",6.740,7.000
2,5:04,,,DET 15,24,9,Jason Myers kicks extra point good,0.000,0.000
2,5:04,,,SEA 35,24,9,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,5:04,1,10,DET 25,24,9,"Jared Goff pass complete deep right to Josh Reynolds for no gain. Penalty on Matt Nelson: Offensive Holding, 10 yards (accepted) (no play)",0.610,-0.410
2,4:36,1,20,DET 15,24,9,Jamaal Williams right end for 7 yards (tackle by Shelby Harris and Quandre Diggs),-0.410,-0.340
2,4:03,2,13,DET 22,24,9,"Jared Goff scrambles right end for no gain (tackle by Cody Barton). Penalty on Penei Sewell: Offensive Holding, 10 yards (accepted) (no play)",-0.340,-1.730
2,3:41,2,23,DET 12,24,9,Jared Goff pass complete deep right to Tom Kennedy for 28 yards (tackle by Cody Barton),-1.730,1.600
2,3:03,1,10,DET 40,24,9,"Jared Goff pass incomplete short right. Penalty on Bryan Mone: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",1.600,1.930
2,2:56,1,10,DET 45,24,9,Jared Goff pass complete short left to Quintez Cephus for 9 yards (tackle by Jordyn Brooks),1.930,2.600
2,2:29,2,1,SEA 46,24,9,Jamaal Williams up the middle for 6 yards (tackle by Boye Mafe),2.600,2.920
2,2:00,1,10,SEA 40,24,9,Jamaal Williams left tackle for 5 yards (tackle by Shelby Harris and Jordyn Brooks),2.920,3.050
2,1:30,2,5,SEA 35,24,9,Jared Goff pass complete short right to T.J. Hockenson for 8 yards (tackle by Josh Jones),3.050,3.780
2,1:05,,,,,,Timeout #1 by Detroit Lions,,
2,1:05,1,10,SEA 27,24,9,Jared Goff pass incomplete short right intended for Tom Kennedy (defended by Cody Barton),3.780,3.230
2,1:00,2,10,SEA 27,24,9,Jared Goff pass complete deep left to Josh Reynolds for 26 yards (tackle by Jordyn Brooks and Coby Bryant),3.230,6.970
2,0:34,,,,,,Timeout #1 by Seattle Seahawks,,
2,0:34,1,1,SEA 1,24,9,Jamaal Williams left tackle for no gain (tackle by Nick Bellore and Shelby Harris),6.970,5.910
2,0:25,,,,,,Timeout #2 by Detroit Lions,,
2,0:25,2,1,SEA 1,24,9,Jared Goff pass incomplete short right intended for T.J. Hockenson,5.910,5.170
2,0:20,3,1,SEA 1,24,9,Jamaal Williams up the middle for no gain (tackle by Quinton Jefferson),5.170,3.550
2,0:03,,,,,,Timeout #3 by Detroit Lions,,
2,0:03,4,1,SEA 1,24,15,"Jamaal Williams up the middle for 1 yard, touchdown",3.550,7.000
2,0:00,,,SEA 15,24,15,Dominik Eberle kicks extra point no good,0.000,-1.000
Quarter,Time,Down,ToGo,Location,SEA,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,24,15,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DET 25,30,15,"Jared Goff pass short right intended for T.J. Hockenson is intercepted by Tariq Woolen at DET-40 and returned for 40 yards, touchdown",0.610,-7.000
3,14:49,,,DET 15,31,15,Jason Myers kicks extra point good,0.000,0.000
3,14:49,,,SEA 35,31,15,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,14:49,1,10,DET 25,31,15,Jamaal Williams up the middle for 4 yards (tackle by Poona Ford),0.610,0.600
3,14:15,2,6,DET 29,31,15,Jamaal Williams up the middle for 3 yards (tackle by Cody Barton and Uchenna Nwosu),0.600,0.300
3,13:42,3,3,DET 32,31,15,Jamaal Williams up the middle for 4 yards (tackle by Jordyn Brooks and Quandre Diggs),0.300,1.330
3,13:11,1,10,DET 36,31,15,Justin Jackson left end for no gain (tackle by Jordyn Brooks and Al Woods),1.330,0.790
3,12:34,2,10,DET 36,31,15,Jared Goff pass complete short right to Justin Jackson for 2 yards (tackle by Boye Mafe and Cody Barton),0.790,0.370
3,11:54,3,8,DET 38,31,15,Jared Goff sacked by Uchenna Nwosu for -9 yards,0.370,-1.440
3,11:16,4,17,DET 29,31,15,Jack Fox punts 49 yards downed by Josh Woods,-1.440,-0.410
3,11:04,1,10,SEA 22,31,15,Geno Smith pass complete deep left to D.K. Metcalf for 26 yards (tackle by Jeff Okudah),0.410,2.130
3,10:34,1,10,SEA 48,31,15,Rashaad Penny right tackle for 26 yards (tackle by DeShon Elliott),2.130,3.840
3,10:05,1,10,DET 26,31,15,"Penalty on SEA: Offensive Too Many Men on Field, 5 yards (accepted) (no play)",3.840,3.510
3,9:46,1,15,DET 31,31,15,Kenneth Walker left end for 4 yards (tackle by Jeff Okudah),3.510,3.160
3,9:06,2,11,DET 27,31,15,Rashaad Penny up the middle for 1 yard (tackle by Aidan Hutchinson and Alex Anzalone),3.160,2.610
3,8:20,3,10,DET 26,31,15,Geno Smith pass complete short right to D.K. Metcalf for 5 yards (tackle by Kerby Joseph),2.610,2.110
3,7:33,4,5,DET 21,31,15,Jason Myers 39 yard field goal no good,2.110,-0.870
3,7:29,1,10,DET 29,31,15,Jared Goff pass complete deep middle to Kalif Raymond for 17 yards (tackle by Quandre Diggs),0.870,1.990
3,7:11,1,10,DET 46,31,15,Jamaal Williams right end for 3 yards (tackle by Sidney Jones and Boye Mafe),1.990,1.860
3,6:39,2,7,DET 49,31,21,"Jamaal Williams up the middle for 51 yards, touchdown",1.860,7.000
3,6:30,,,SEA 2,31,21,"Two Point Attempt: Jared Goff pass incomplete, sacked by. Penalty on Sidney Jones: Defensive Holding, 1 yard (accepted) (no play)",1.000,1.000
3,6:30,,,SEA 1,31,23,"Two Point Attempt: Jared Goff rushes, conversion succeeds.",1.000,1.000
3,6:30,,,DET 35,31,23,"Dominik Eberle kicks off 65 yards, touchback.",0.000,0.610
3,6:30,1,10,SEA 25,31,23,Kenneth Walker right end for -2 yards (tackle by Mike Hughes),0.610,-0.210
3,6:01,2,12,SEA 23,31,23,Geno Smith pass complete short middle to D.K. Metcalf for 11 yards (tackle by Malcolm Rodriguez),-0.210,0.560
3,5:24,3,1,SEA 34,31,23,Kenneth Walker right end for 1 yard (tackle by Malcolm Rodriguez and Aidan Hutchinson),0.560,1.270
3,4:50,1,10,SEA 35,31,23,Geno Smith pass complete to Will Dissly for 5 yards (tackle by Derrick Barnes),1.270,1.400
3,4:17,2,5,SEA 40,31,23,Rashaad Penny right end for 15 yards (tackle by DeShon Elliott),1.400,2.590
3,3:33,1,10,DET 45,31,23,Geno Smith pass incomplete deep middle intended for D.K. Metcalf,2.590,2.040
3,3:26,2,10,DET 45,31,23,"Geno Smith pass complete deep right to Noah Fant for no gain (tackle by Derrick Barnes). Penalty on Charles Cross: Offensive Holding, 10 yards (accepted) (no play)",2.040,0.690
3,2:59,2,20,SEA 45,31,23,Geno Smith pass complete deep right to Tyler Lockett for 16 yards (tackle by DeShon Elliott),0.690,2.150
3,2:29,3,4,DET 39,31,23,Geno Smith pass complete short right to D.K. Metcalf for 9 yards (tackle by Amani Oruwariye),2.150,3.580
3,1:45,1,10,DET 30,31,23,"Penalty on Julian Okwara: Defensive Offside, 5 yards (accepted) (no play)",3.580,4.310
3,1:29,1,5,DET 25,31,23,Rashaad Penny right tackle for -1 yards (tackle by Alex Anzalone),4.310,3.570
3,0:46,2,6,DET 26,31,23,"Geno Smith pass incomplete short right. Penalty on Geno Smith: Intentional Grounding, 10 yards (accepted)",3.570,1.550
3,0:40,3,16,DET 36,37,23,"Rashaad Penny up the middle for 36 yards, touchdown",1.550,7.000
3,0:33,,,DET 15,38,23,Jason Myers kicks extra point good,0.000,0.000
3,0:33,,,SEA 35,38,23,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,0:33,1,10,DET 25,38,23,"Jamaal Williams up the middle for no gain (tackle by Coby Bryant and Cody Barton). Penalty on Dan Skipper: Offensive Holding, 10 yards (accepted) (no play)",0.610,-0.410
3,0:11,1,20,DET 15,38,23,Jared Goff pass complete short middle to T.J. Hockenson for 81 yards (tackle by Cody Barton and Tariq Woolen),-0.410,6.280
Quarter,Time,Down,ToGo,Location,SEA,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,4,SEA 4,38,23,Jamaal Williams left tackle for 1 yard (tackle by Cody Barton and Shelby Harris),6.280,5.530
4,14:27,2,3,SEA 3,38,29,"Jared Goff pass complete short middle to Josh Reynolds for 3 yards, touchdown. Penalty on Michael Jackson: Defensive Holding, 5 yards (declined)",5.530,7.000
4,14:23,,,SEA 2,38,31,Two Point Attempt: Jared Goff pass complete to to T.J. Hockenson for no gain,1.000,1.000
4,14:23,,,DET 35,38,31,"Dominik Eberle kicks off 65 yards, touchback.",0.000,0.610
4,14:23,1,10,SEA 25,38,31,"Rashaad Penny left end for no gain (tackle by Jeff Okudah). Penalty on Marquise Goodwin: Offensive Holding, 10 yards (accepted) (no play)",0.610,-0.410
4,14:05,1,20,SEA 15,38,31,Geno Smith pass complete short left to Tyler Lockett for 10 yards (tackle by Jeff Okudah),-0.410,0.060
4,13:38,2,10,SEA 25,38,31,Geno Smith up the middle for 11 yards (tackle by Malcolm Rodriguez),0.060,1.330
4,12:58,1,10,SEA 36,38,31,Kenneth Walker left end for 3 yards (tackle by Aidan Hutchinson),1.330,1.200
4,12:24,2,7,SEA 39,38,31,Geno Smith pass complete short right to Colby Parkinson for 13 yards (tackle by Malcolm Rodriguez),1.200,2.390
4,11:39,,,,,,Timeout #1 by Seattle Seahawks,,
4,11:39,1,10,DET 48,38,31,Geno Smith pass incomplete short right intended for D.K. Metcalf (defended by Jeff Okudah),2.390,1.850
4,11:34,2,10,DET 48,38,31,Geno Smith pass complete deep middle to Tyler Lockett for 34 yards (tackle by Amani Oruwariye),1.850,4.650
4,11:05,1,10,DET 14,38,31,Kenneth Walker left tackle for 5 yards (tackle by Mike Hughes and DeShon Elliott),4.650,4.900
4,10:26,2,5,DET 9,38,31,Kenneth Walker left end for 2 yards (tackle by Malcolm Rodriguez),4.900,4.500
4,9:42,3,3,DET 7,38,31,Geno Smith pass incomplete short left intended for Tyler Lockett (defended by Amani Oruwariye),4.500,2.990
4,9:36,4,3,DET 7,41,31,Jason Myers 25 yard field goal good,2.990,3.000
4,9:32,,,SEA 35,41,31,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,9:32,1,10,DET 25,41,31,Jared Goff pass incomplete deep left intended for Jamaal Williams,0.610,0.060
4,9:28,2,10,DET 25,41,31,Jared Goff pass complete short middle to Josh Reynolds for 15 yards (tackle by Tariq Woolen),0.060,1.600
4,8:59,1,10,DET 40,41,31,Jamaal Williams right tackle for 3 yards (tackle by Shelby Harris and Bryan Mone),1.600,1.460
4,8:29,2,7,DET 43,41,31,Jared Goff pass complete short middle to T.J. Hockenson for 9 yards (tackle by Jordyn Brooks and Cody Barton),1.460,2.390
4,7:53,1,10,SEA 48,41,31,Jared Goff pass incomplete short right intended for Jamaal Williams,2.390,1.850
4,7:45,2,10,SEA 48,41,31,Jamaal Williams left tackle for no gain (tackle by Bryan Mone and Jordyn Brooks),1.850,1.160
4,7:16,3,10,SEA 48,41,31,Jared Goff pass incomplete deep middle intended for Kalif Raymond (defended by Josh Jones),1.160,0.070
4,7:07,4,10,SEA 48,41,31,Jared Goff pass complete short middle to Tom Kennedy for 17 yards (tackle by Coby Bryant),0.070,3.510
4,6:33,1,10,SEA 31,41,31,Jared Goff pass complete short left to T.J. Hockenson for 16 yards (tackle by Ryan Neal),3.510,4.580
4,6:09,1,10,SEA 15,41,31,"Jared Goff pass incomplete short left intended for Josh Reynolds. Penalty on Tariq Woolen: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",4.580,4.910
4,6:03,1,10,SEA 10,41,31,Jared Goff pass incomplete short right intended for Josh Reynolds,4.910,4.190
4,5:59,2,10,SEA 10,41,31,Jared Goff pass complete short left to Josh Reynolds for 6 yards (tackle by Tariq Woolen),4.190,4.490
4,5:28,3,4,SEA 4,41,37,"Jared Goff pass complete short left to T.J. Hockenson for 4 yards, touchdown",4.490,7.000
4,5:26,,,SEA 15,41,38,Dominik Eberle kicks extra point good,0.000,0.000
4,5:26,,,DET 35,41,38,"Dominik Eberle kicks off 65 yards, touchback.",0.000,0.610
4,5:26,1,10,SEA 25,41,38,Geno Smith pass complete short right to D'Wayne Eskridge for 10 yards (tackle by Amani Oruwariye),0.610,1.270
4,4:52,1,10,SEA 35,41,38,Rashaad Penny left end for -1 yards (tackle by Alim McNeill and Charles Harris),1.270,0.590
4,4:10,2,11,SEA 34,41,38,Rashaad Penny up the middle for 9 yards (tackle by Malcolm Rodriguez),0.590,1.090
4,3:44,3,2,SEA 43,41,38,Geno Smith pass complete short left to Tyler Lockett for 11 yards (tackle by Kerby Joseph),1.090,2.520
4,3:02,1,10,DET 46,41,38,Rashaad Penny up the middle for 5 yards (tackle by Charles Harris),2.520,2.650
4,2:28,2,5,DET 41,41,38,Geno Smith pass incomplete short right intended for Colby Parkinson (defended by Charles Harris),2.650,1.950
4,2:22,3,5,DET 41,47,38,"Rashaad Penny right end for 41 yards, touchdown",1.950,7.000
4,2:14,,,DET 15,48,38,Jason Myers kicks extra point good,0.000,0.000
4,2:14,,,SEA 35,48,38,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,2:14,1,10,DET 25,48,38,"Jared Goff pass complete short right to Josh Reynolds for 13 yards (tackle by Sidney Jones) SEA challenged the pass completion ruling, and the play was upheld.",0.610,1.470
4,2:08,1,10,DET 38,48,38,Craig Reynolds up the middle for 9 yards (tackle by Quandre Diggs and Jordyn Brooks),1.470,2.140
4,2:00,2,1,DET 47,48,38,Jared Goff pass complete short right to Craig Reynolds for 12 yards (tackle by Josh Jones),2.140,2.850
4,1:54,1,10,SEA 41,48,38,Jared Goff pass complete short right to Josh Reynolds for 14 yards (tackle by Sidney Jones),2.850,3.780
4,1:48,1,10,SEA 27,48,38,Jared Goff pass incomplete short middle intended for T.J. Hockenson,3.780,3.230
4,1:43,2,10,SEA 27,48,38,Jared Goff scrambles right end for 1 yard (tackle by Darrell Taylor),3.230,2.680
4,1:38,3,9,SEA 26,48,38,Jared Goff pass complete short middle to T.J. Hockenson for 24 yards (tackle by Quandre Diggs and Coby Bryant),2.680,6.740
4,1:15,1,2,SEA 2,48,38,Jared Goff pass incomplete short right,6.740,5.720
4,1:09,2,2,SEA 2,48,44,"Jared Goff pass complete short left to Justin Jackson for 2 yards, touchdown",5.720,7.000
4,1:06,,,SEA 15,48,45,Dominik Eberle kicks extra point good,0.000,0.000
4,1:06,,,,,,Timeout #3 by Seattle Seahawks,,
4,1:06,,,DET 35,48,45,"Dominik Eberle kicks onside 11 yards, returned by DeeJay Dallas for no gain",0.000,2.520
4,1:04,1,10,DET 46,48,45,Rashaad Penny up the middle for 1 yard (tackle by Alex Anzalone and Amani Oruwariye),2.520,2.110
4,1:00,,,,,,Timeout #1 by Detroit Lions,,
4,1:00,2,9,DET 45,48,45,Rashaad Penny left end for 4 yards (tackle by Aidan Hutchinson and Michael Brockers),2.110,1.950
4,0:58,,,,,,Timeout #2 by Detroit Lions,,
4,0:58,3,5,DET 41,48,45,Rashaad Penny left tackle for 7 yards (tackle by Isaiah Buggs),1.950,3.310
4,0:54,,,,,,Timeout #3 by Detroit Lions,,
4,0:54,1,10,DET 34,48,45,Geno Smith kneels for -1 yards,3.310,2.640
4,0:30,2,11,DET 35,48,45,Geno Smith kneels for -1 yards,2.640,1.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
