Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rashaad Penny,SEA,17,151,2,6,57,3.4,94,5.5,0,
Kenneth Walker III,SEA,8,29,0,2,15,1.9,14,1.8,0,
Geno Smith,SEA,7,49,1,4,48,6.9,1,0.1,0,
D'Wayne Eskridge,SEA,1,6,0,0,5,5.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jamaal Williams,DET,19,108,2,5,43,2.3,65,3.4,1,19.0
Justin Jackson,DET,2,3,0,0,1,0.5,2,1.0,0,
Craig Reynolds,DET,2,30,0,1,23,11.5,7,3.5,0,
Jared Goff,DET,1,1,0,0,1,1.0,0,0.0,0,
Kalif Raymond,DET,1,3,0,0,3,3.0,0,0.0,0,
