Quarter,Time,Down,ToGo,Location,DET,SFO,Detail,EPB,EPA
1,5:26,1,10,SFO 31,7,0,Jared Goff pass incomplete short left intended for Jahmyr Gibbs,3.510,2.970
1,5:23,2,10,SFO 31,7,0,Jahmyr Gibbs up the middle for 1 yard (tackle by Fred Warner),2.970,2.410
1,4:45,3,9,SFO 30,7,0,Jared Goff pass complete short right to Amon-Ra St. Brown for 13 yards (tackle by Ji'Ayir Brown),2.410,4.440
1,4:07,1,10,SFO 17,7,0,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown,4.440,3.850
1,3:59,2,10,SFO 17,7,0,Jahmyr Gibbs right end for 10 yards (tackle by Ji'Ayir Brown),3.850,5.600
1,3:16,1,7,SFO 7,7,0,David Montgomery right guard for 6 yards (tackle by Fred Warner and Ji'Ayir Brown),5.600,5.910
1,2:37,2,1,SFO 1,13,0,"David Montgomery up the middle for 1 yard, touchdown",5.910,7.000
1,2:34,,,SFO 15,14,0,Michael Badgley kicks extra point good,0.000,0.000
1,2:34,,,DET 35,14,0,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
1,2:34,1,10,SFO 25,14,0,Brock Purdy pass complete short middle to Deebo Samuel for 6 yards (tackle by Cameron Sutton),0.610,0.870
1,2:04,2,4,SFO 31,14,0,Brock Purdy pass complete deep right to Kyle Juszczyk for 23 yards (tackle by C.J. Gardner-Johnson and Kindle Vildor),0.870,2.520
1,1:29,1,10,DET 46,14,0,Christian McCaffrey right tackle for 4 yards (tackle by Alex Anzalone and C.J. Gardner-Johnson),2.520,2.520
1,0:48,2,6,DET 42,14,0,Christian McCaffrey right tackle for 4 yards (tackle by Malcolm Rodriguez and C.J. Gardner-Johnson),2.520,2.350
1,0:10,3,2,DET 38,14,0,Christian McCaffrey up the middle for 5 yards (tackle by Alex Anzalone),2.350,3.380
Quarter,Time,Down,ToGo,Location,DET,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 33,14,0,Brock Purdy pass complete short left to Christian McCaffrey for 28 yards (tackle by Kerby Joseph and Brian Branch),3.380,6.060
2,14:28,1,5,DET 5,14,0,Kyle Juszczyk up the middle for 3 yards (tackle by Malcolm Rodriguez),6.060,5.720
2,13:52,2,2,DET 2,14,6,"Christian McCaffrey up the middle for 2 yards, touchdown",5.720,7.000
2,13:49,,,DET 15,14,7,Jake Moody kicks extra point good,0.000,0.000
2,13:49,,,SFO 35,14,7,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
2,13:49,1,10,DET 25,14,7,David Montgomery right tackle for 14 yards (tackle by Ji'Ayir Brown),0.610,1.530
2,13:15,1,10,DET 39,14,7,Jared Goff pass incomplete deep middle intended for Josh Reynolds,1.530,0.990
2,13:07,2,10,DET 39,14,7,Jared Goff pass incomplete short middle intended for Amon-Ra St. Brown (defended by Fred Warner),0.990,0.300
2,13:01,3,10,DET 39,14,7,Jared Goff pass complete short left to Amon-Ra St. Brown for 11 yards (tackle by Deommodore Lenoir and Ji'Ayir Brown),0.300,2.260
2,12:25,1,10,SFO 50,14,7,David Montgomery right tackle for no gain (tackle by Tashaun Gipson),2.260,1.710
2,11:49,2,10,SFO 50,14,7,Jared Goff sacked by Nick Bosa for -5 yards,1.710,0.370
2,11:09,3,15,DET 45,14,7,Jared Goff pass complete short middle to Sam LaPorta for 9 yards (tackle by Dre Greenlaw),0.370,0.200
2,10:25,4,6,SFO 46,14,7,"Jack Fox punts 34 yards, fair catch by Ray-Ray McCloud at SF-12",0.200,0.350
2,10:17,1,10,SFO 12,14,7,Brock Purdy pass complete short right to Christian McCaffrey for 5 yards (tackle by Kindle Vildor),-0.350,-0.230
2,9:40,2,5,SFO 17,14,7,Deebo Samuel left end for 7 yards (tackle by Alex Anzalone),-0.230,0.540
2,8:57,1,10,SFO 24,14,7,Brock Purdy pass incomplete deep left intended for Brandon Aiyuk,0.540,0.000
2,8:51,2,10,SFO 24,14,7,Brock Purdy pass incomplete short right intended for Brandon Aiyuk,0.000,-0.690
2,8:47,3,10,SFO 24,14,7,"Brock Purdy pass deep middle (defended by Josh Paschal) intended for Deebo Samuel is intercepted by Malcolm Rodriguez at SF-40 and returned for 9 yards (tackle by Jauan Jennings). Penalty on C.J. Gardner-Johnson: Illegal Blindside Block, 15 yards (accepted)",-0.690,-2.520
2,8:37,1,10,SFO 46,14,7,Jahmyr Gibbs right end for -5 yards (tackle by Fred Warner),2.520,1.300
2,7:57,2,15,DET 49,14,7,Jared Goff pass complete short middle to Sam LaPorta for 16 yards (tackle by Ambry Thomas and Dre Greenlaw),1.300,3.250
2,7:15,1,10,SFO 35,14,7,Jahmyr Gibbs up the middle for 3 yards (tackle by Fred Warner and Dre Greenlaw),3.250,3.110
2,6:39,2,7,SFO 32,14,7,Jared Goff pass complete short left to Amon-Ra St. Brown for 17 yards (tackle by Ambry Thomas),3.110,4.580
2,6:01,1,10,SFO 15,20,7,"Jahmyr Gibbs right end for 15 yards, touchdown",4.580,7.000
2,5:54,,,SFO 15,21,7,Michael Badgley kicks extra point good,0.000,0.000
2,5:54,,,DET 35,21,7,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
2,5:54,1,10,SFO 25,21,7,Brock Purdy pass incomplete short left intended for Christian McCaffrey,0.610,0.060
2,5:50,2,10,SFO 25,21,7,Christian McCaffrey left tackle for no gain (tackle by Jack Campbell),0.060,-0.620
2,5:17,3,10,SFO 25,21,7,Brock Purdy pass incomplete deep left intended for George Kittle,-0.620,-1.700
2,5:09,4,10,SFO 25,21,7,"Mitch Wishnowsky punts 56 yards, returned by Donovan Peoples-Jones for 10 yards (tackle by Charlie Woerner)",-1.700,-0.870
2,4:59,1,10,DET 29,21,7,David Montgomery up the middle for 5 yards (tackle by Javon Hargrave and Fred Warner),0.870,1.000
2,4:22,2,5,DET 34,21,7,David Montgomery left guard for 6 yards (tackle by Nick Bosa),1.000,1.600
2,3:46,1,10,DET 40,21,7,David Montgomery right guard for 9 yards (tackle by Dre Greenlaw and Ji'Ayir Brown),1.600,2.270
2,3:10,2,1,DET 49,21,7,Jared Goff pass complete short middle to David Montgomery for 6 yards (tackle by Fred Warner and Randy Gregory),2.270,2.590
2,2:32,1,10,SFO 45,21,7,Jahmyr Gibbs right end for -2 yards (tackle by Chase Young),2.590,1.770
2,2:00,2,12,SFO 47,21,7,Jared Goff pass incomplete deep left intended for Sam LaPorta,1.770,1.090
2,1:55,3,12,SFO 47,21,7,Jahmyr Gibbs left end for 13 yards (tackle by Ambry Thomas),1.090,3.310
2,1:45,1,10,SFO 34,21,7,Jared Goff sacked by Nick Bosa for -8 yards,3.310,1.690
2,1:43,,,,,,Timeout #1 by San Francisco 49ers,,
2,1:43,2,18,SFO 42,21,7,Jahmyr Gibbs left tackle for no gain (tackle by Javon Hargrave and Arik Armstead),1.690,1.030
2,1:38,,,,,,Timeout #2 by San Francisco 49ers,,
2,1:38,3,18,SFO 42,21,7,Jared Goff pass complete short left to Amon-Ra St. Brown for 23 yards (tackle by Ambry Thomas),1.030,4.310
2,1:00,1,10,SFO 19,21,7,"Jahmyr Gibbs up the middle for no gain (tackle by Randy Gregory) Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned. Jahmyr Gibbs up the middle for 3 yards (tackle by Randy Gregory)",4.310,4.180
2,0:38,2,7,SFO 16,21,7,Jared Goff pass incomplete deep middle intended for Jahmyr Gibbs,4.180,3.410
2,0:33,3,7,SFO 16,21,7,Jared Goff pass complete short right to Amon-Ra St. Brown for 9 yards (tackle by Deommodore Lenoir),3.410,5.600
2,0:29,1,7,SFO 7,21,7,Jared Goff pass incomplete short right intended for Sam LaPorta,5.600,4.760
2,0:24,2,7,SFO 7,21,7,Jahmyr Gibbs up the middle for 1 yard (tackle by Javon Hargrave and Deommodore Lenoir),4.760,4.040
2,0:17,,,,,,Timeout #1 by Detroit Lions,,
2,0:17,3,6,SFO 6,21,7,Jared Goff pass complete short left to Jahmyr Gibbs for 3 yards (tackle by Javon Hargrave),4.040,3.040
2,0:10,,,,,,Timeout #2 by Detroit Lions,,
2,0:10,4,3,SFO 3,24,7,Michael Badgley 21 yard field goal good,3.040,3.000
2,0:07,,,DET 35,24,7,"Jack Fox kicks off 69 yards, returned by Ray-Ray McCloud for 28 yards (tackle by Ifeatu Melifonwu). Penalty on George Odum: Offensive Holding, 10 yards (accepted)",0.000,-0.280
2,0:02,1,10,SFO 14,24,7,Brock Purdy kneels for -1 yards,-0.280,-0.850
Quarter,Time,Down,ToGo,Location,DET,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,24,7,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SFO 25,24,7,Christian McCaffrey right end for 8 yards (tackle by Tyson Alualu),0.610,1.140
3,14:33,2,2,SFO 33,24,7,Brock Purdy pass complete deep middle to Deebo Samuel for 26 yards (tackle by Jack Campbell),1.140,2.850
3,13:59,1,10,DET 41,24,7,Brock Purdy pass complete short left to Deebo Samuel for 9 yards (tackle by Jack Campbell and C.J. Gardner-Johnson),2.850,3.520
3,13:22,2,1,DET 32,24,7,Deebo Samuel right tackle for -3 yards (tackle by Josh Paschal),3.520,2.410
3,12:42,3,4,DET 35,24,7,Brock Purdy pass complete short middle to Jauan Jennings for 8 yards (tackle by Jack Campbell),2.410,3.780
3,11:58,1,10,DET 27,24,7,Christian McCaffrey right tackle for 2 yards (tackle by John Cominsky and Jack Campbell),3.780,3.500
3,11:20,2,8,DET 25,24,7,Brock Purdy pass incomplete short left,3.500,2.810
3,11:11,3,8,DET 25,24,7,Brock Purdy pass incomplete deep middle intended for Jauan Jennings,2.810,1.800
3,11:06,4,8,DET 25,24,10,Jake Moody 43 yard field goal good,1.800,3.000
3,11:02,,,SFO 35,24,10,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
3,11:02,1,10,DET 25,24,10,Jared Goff pass complete short left to Sam LaPorta for 16 yards (tackle by Tashaun Gipson),0.610,1.660
3,10:32,1,10,DET 41,24,10,David Montgomery right end for 6 yards (tackle by Deommodore Lenoir),1.660,1.930
3,9:57,2,4,DET 47,24,10,"Penalty on Javon Hargrave: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.930,2.390
3,9:45,1,10,SFO 48,24,10,David Montgomery up the middle for 7 yards (tackle by Chase Young),2.390,2.790
3,9:08,2,3,SFO 41,24,10,David Montgomery left guard for 5 yards (tackle by Fred Warner),2.790,3.180
3,8:29,1,10,SFO 36,24,10,Jared Goff pass incomplete deep right intended for Sam LaPorta,3.180,2.640
3,8:24,2,10,SFO 36,24,10,Jared Goff pass complete short left to Sam LaPorta for 6 yards (tackle by Dre Greenlaw),2.640,2.740
3,7:48,3,4,SFO 30,24,10,Amon-Ra St. Brown up the middle for 2 yards (tackle by Javon Kinlaw and Fred Warner),2.740,1.700
3,7:05,4,2,SFO 28,24,10,Jared Goff pass incomplete short left intended for Josh Reynolds,1.700,-0.810
3,6:58,1,10,SFO 28,24,10,Brock Purdy pass complete short left to Deebo Samuel for 17 yards (tackle by Ifeatu Melifonwu),0.810,1.930
3,6:39,1,10,SFO 45,24,10,Brock Purdy pass complete deep middle to Brandon Aiyuk for 51 yards (tackle by Kindle Vildor),1.930,6.280
3,6:01,1,4,DET 4,24,10,Christian McCaffrey up the middle for -2 yards (tackle by Brian Branch and Alim McNeill),6.280,4.950
3,5:27,2,6,DET 6,24,10,Brock Purdy pass incomplete short left intended for Brandon Aiyuk,4.950,4.040
3,5:22,3,6,DET 6,24,16,"Brock Purdy pass complete short left to Brandon Aiyuk for 6 yards, touchdown",4.040,7.000
3,5:17,,,DET 15,24,17,Jake Moody kicks extra point good,0.000,0.000
3,5:17,,,SFO 35,24,17,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
3,5:17,1,10,DET 25,24,17,"Jahmyr Gibbs up the middle for -1 yards. Jahmyr Gibbs fumbles (forced by Tashaun Gipson), recovered by Arik Armstead at DET-24",0.610,-3.970
3,5:09,1,10,DET 24,24,17,Brock Purdy pass complete short left to George Kittle for -1 yards (tackle by Cameron Sutton),3.970,3.300
3,4:26,2,11,DET 25,24,17,Brock Purdy scrambles up the middle for 21 yards (tackle by Alex Anzalone),3.300,6.280
3,3:46,1,4,DET 4,24,17,Deebo Samuel left end for 3 yards (tackle by Alex Anzalone and Romeo Okwara),6.280,5.910
3,3:04,2,1,DET 1,24,23,"Christian McCaffrey up the middle for 1 yard, touchdown",5.910,7.000
3,3:02,,,DET 15,24,24,Jake Moody kicks extra point good,0.000,0.000
3,3:02,,,SFO 35,24,24,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
3,3:02,1,10,DET 25,24,24,David Montgomery right guard for 1 yard (tackle by Chase Young),0.610,0.200
3,2:25,2,9,DET 26,24,24,Jared Goff pass incomplete short middle intended for Sam LaPorta (defended by Tashaun Gipson),0.200,-0.490
3,2:17,3,9,DET 26,24,24,Jared Goff pass incomplete short middle intended for Josh Reynolds,-0.490,-1.630
3,2:12,4,9,DET 26,24,24,"Jack Fox punts 74 yards, touchback.",-1.630,-0.280
3,2:01,1,10,SFO 20,24,24,Brock Purdy pass complete short left to Kyle Juszczyk for 10 yards,0.280,0.940
3,1:26,1,10,SFO 30,24,24,Christian McCaffrey right tackle for 8 yards (tackle by Kerby Joseph and Kindle Vildor),0.940,1.470
3,0:47,2,2,SFO 38,24,24,Christian McCaffrey left guard for 6 yards (tackle by Malcolm Rodriguez),1.470,1.860
Quarter,Time,Down,ToGo,Location,DET,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 44,24,24,Brock Purdy pass complete short right to Deebo Samuel for 1 yard (tackle by Kindle Vildor),1.860,1.450
4,14:20,2,9,SFO 45,24,24,Brock Purdy pass complete deep left to George Kittle for 28 yards (tackle by Ifeatu Melifonwu and Kerby Joseph),1.450,3.780
4,13:23,1,10,DET 27,24,24,Christian McCaffrey left tackle for 4 yards (tackle by Jack Campbell and Levi Onwuzurike),3.780,3.770
4,12:57,,,,,,Timeout #1 by San Francisco 49ers,,
4,12:57,2,6,DET 23,24,24,Brock Purdy scrambles up the middle for 10 yards (tackle by Brian Branch),3.770,4.710
4,12:12,1,10,DET 13,24,24,Brock Purdy sacked by and Tyson Alualu for -7 yards and Ifeatu Melifonwu for -7 yards,4.710,3.210
4,11:27,2,17,DET 20,24,24,Brock Purdy sacked by Alim McNeill for -2 yards,3.210,2.280
4,10:45,3,19,DET 22,24,24,Brock Purdy pass complete short middle to Deebo Samuel for 7 yards (tackle by Malcolm Rodriguez),2.280,2.440
4,9:56,4,12,DET 15,24,27,Jake Moody 33 yard field goal good,2.440,3.000
4,9:52,,,SFO 35,24,27,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
4,9:52,1,10,DET 25,24,27,Jared Goff pass complete deep right to Jameson Williams for 22 yards (tackle by Ambry Thomas),0.610,2.060
4,9:14,1,10,DET 47,24,27,David Montgomery left end for 16 yards (tackle by Ji'Ayir Brown and Arik Armstead),2.060,3.120
4,8:35,1,10,SFO 37,24,27,Jared Goff pass incomplete deep left intended for Jameson Williams,3.120,2.570
4,8:28,2,10,SFO 37,24,27,Jared Goff pass incomplete short left intended for Jahmyr Gibbs,2.570,1.880
4,8:24,3,10,SFO 37,24,27,Jared Goff pass complete short right to Amon-Ra St. Brown for 7 yards (tackle by Charvarius Ward and Logan Ryan),1.880,1.480
4,7:38,4,3,SFO 30,24,27,Jared Goff pass incomplete deep right intended for Amon-Ra St. Brown,1.480,-0.940
4,7:32,1,10,SFO 30,24,27,Christian McCaffrey up the middle for 7 yards (tackle by Alex Anzalone),0.940,1.340
4,6:54,2,3,SFO 37,24,27,Brock Purdy pass complete short left to Deebo Samuel for 8 yards (tackle by Cameron Sutton),1.340,1.930
4,6:17,1,10,SFO 45,24,27,Christian McCaffrey right end for 2 yards (tackle by Kerby Joseph),1.930,1.650
4,5:33,2,8,SFO 47,24,27,Brock Purdy pass complete short left to Christian McCaffrey for 4 yards (tackle by Brian Branch),1.650,1.490
4,4:48,3,4,DET 49,24,27,Brock Purdy scrambles right end for 21 yards (tackle by Kerby Joseph),1.490,3.710
4,4:00,1,10,DET 28,24,27,Christian McCaffrey right end for 25 yards (tackle by Kerby Joseph),3.710,6.510
4,3:06,1,3,DET 3,24,33,"Elijah Mitchell up the middle for 3 yards, touchdown",6.510,7.000
4,3:02,,,DET 15,24,34,Jake Moody kicks extra point good,0.000,0.000
4,3:02,,,SFO 35,24,34,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
4,3:02,1,10,DET 25,24,34,Jared Goff pass incomplete short right intended for Amon-Ra St. Brown,0.610,0.060
4,2:57,2,10,DET 25,24,34,Jared Goff pass complete short left to Jahmyr Gibbs for 4 yards (tackle by Dre Greenlaw),0.060,-0.100
4,2:35,3,6,DET 29,24,34,Jared Goff pass complete short left to Sam LaPorta for 9 yards (tackle by Ji'Ayir Brown and Dre Greenlaw),-0.100,1.470
4,2:12,1,10,DET 38,24,34,Jared Goff pass complete short middle to Sam LaPorta for 13 yards (tackle by Fred Warner),1.470,2.320
4,2:00,1,10,SFO 49,24,34,Jared Goff pass complete deep right to Josh Reynolds for 25 yards (tackle by Tashaun Gipson),2.320,3.970
4,1:40,1,10,SFO 24,24,34,Jared Goff pass complete short right to Sam LaPorta for 8 yards,3.970,4.650
4,1:37,2,2,SFO 16,24,34,Jared Goff pass complete short left to Amon-Ra St. Brown for 7 yards (tackle by Logan Ryan),4.650,5.140
4,1:17,1,9,SFO 9,24,34,Jared Goff pass complete short left to Anthony Firkser for 8 yards (tackle by Ji'Ayir Brown),5.140,5.910
4,1:10,2,1,SFO 1,24,34,Jared Goff pass incomplete short right,5.910,5.170
4,1:05,3,1,SFO 1,24,34,David Montgomery right guard for -2 yards (tackle by Javon Kinlaw and Fred Warner),5.170,3.040
4,1:00,,,,,,Timeout #1 by Detroit Lions,,
4,1:00,4,3,SFO 3,30,34,"Jared Goff pass complete short middle to Jameson Williams for 3 yards, touchdown",3.040,7.000
4,0:56,,,SFO 15,31,34,Michael Badgley kicks extra point good,0.000,0.000
4,0:56,,,,,,Timeout #2 by San Francisco 49ers,,
4,0:56,,,DET 35,31,34,"Michael Badgley kicks onside 9 yards, returned by George Kittle for no gain. Penalty on Craig Reynolds: Illegal Touch Kick (accepted)",0.000,2.650
4,0:55,1,10,DET 44,31,34,Elijah Mitchell up the middle for 2 yards (tackle by Tyson Alualu),2.650,2.380
4,0:51,,,,,,Timeout #2 by Detroit Lions,,
4,0:51,2,8,DET 42,31,34,Elijah Mitchell left guard for 2 yards (tackle by Josh Paschal and Tyson Alualu),2.380,1.950
4,0:47,,,,,,Timeout #3 by Detroit Lions,,
4,0:47,3,6,DET 40,31,34,Elijah Mitchell left tackle for no gain (tackle by Alex Anzalone and John Cominsky),1.950,0.590
4,0:01,4,6,DET 40,31,34,"Penalty on SFO: Delay of Game, 5 yards (accepted) (no play)",0.590,0.270
4,0:01,4,11,DET 45,31,34,Brock Purdy kneels for -3 yards,0.270,1.730
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
