Quarter,Time,Tm,Detail,CIN,PIT
1.0,2:54,Bengals,Tyler Boyd 17 yard pass from Joe Burrow (Evan McPherson kick),7,0
2.0,1:04,Steelers,Pat Freiermuth 4 yard pass from Ben Roethlisberger (Chris Boswell kick),7,7
,0:37,Bengals,Ja'Marr Chase 34 yard pass from Joe Burrow (Evan McPherson kick),14,7
3.0,8:47,Bengals,Evan McPherson 43 yard field goal,17,7
,6:18,Bengals,Ja'Marr Chase 9 yard pass from Joe Burrow (Evan McPherson kick),24,7
4.0,8:09,Steelers,Chris Boswell 26 yard field goal,24,10
