Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA
2,11:05,2,9,CIN 47,7,0,Samaje Perine up the middle for -1 yards (tackle by Terrell Edmunds and Cameron Heyward),,
2,10:22,3,10,CIN 46,7,0,Joe Burrow scrambles up the middle for 3 yards (tackle by Joe Schobert),,
2,9:41,4,7,CIN 49,7,0,"Kevin Huber punts 37 yards, fair catch by Ray-Ray McCloud at PIT-14",,
2,9:36,1,10,PIT 14,7,0,Najee Harris left guard for 1 yard (tackle by Jordan Evans and Germaine Pratt),,
2,8:55,2,9,PIT 15,7,0,Ben Roethlisberger pass complete short left to Najee Harris for 7 yards (tackle by Akeem Davis-Gaither),,
2,8:11,3,2,PIT 22,7,0,Ben Roethlisberger pass complete short right to Pat Freiermuth for 3 yards (tackle by Logan Wilson and Vonn Bell),,
2,7:28,1,10,PIT 25,7,0,Ben Roethlisberger sacked by B.J. Hill for -5 yards,,
2,6:40,2,15,PIT 20,7,0,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 16 yards (tackle by Akeem Davis-Gaither),,
2,5:56,1,10,PIT 36,7,0,"Najee Harris left guard for 3 yards (tackle by Jessie Bates). Penalty on Kevin Dotson: Offensive Holding, 10 yards (accepted)",,
2,5:34,1,17,PIT 29,7,0,Najee Harris up the middle for 20 yards (tackle by Logan Wilson and Eli Apple),,
2,5:10,1,10,PIT 49,7,0,Ben Roethlisberger pass complete short left to Chase Claypool for 12 yards (tackle by Eli Apple),,
2,4:49,1,10,CIN 39,7,0,Najee Harris left guard for no gain (tackle by Larry Ogunjobi),,
2,4:04,2,10,CIN 39,7,0,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 6 yards (tackle by Akeem Davis-Gaither),,
2,3:21,3,4,CIN 33,7,0,Ben Roethlisberger pass complete short middle to Najee Harris for 6 yards (tackle by Logan Wilson),,
2,2:37,1,10,CIN 27,7,0,Ben Roethlisberger pass complete short middle to Derek Watt for 3 yards (tackle by Sam Hubbard),,
2,2:00,2,7,CIN 24,7,0,Najee Harris up the middle for 2 yards (tackle by Trey Hendrickson and D.J. Reader),,
2,1:22,3,5,CIN 22,7,0,Ben Roethlisberger pass complete short left to Najee Harris for 18 yards (tackle by Jessie Bates),,
2,1:09,,,,,,Timeout #1 by Pittsburgh Steelers,,
2,1:09,1,4,CIN 4,7,6,"Ben Roethlisberger pass complete short middle to Pat Freiermuth for 4 yards, touchdown",,
2,1:04,,,CIN 15,7,7,Chris Boswell kicks extra point good,,
2,1:04,,,PIT 35,7,7,"Chris Boswell kicks off 65 yards, touchback.",,
2,1:04,1,10,CIN 25,7,7,Joe Burrow pass complete short middle to Tyler Boyd for 7 yards (tackle by Tre Norwood),,
2,0:57,2,3,CIN 32,7,7,"Joe Burrow pass incomplete deep middle intended for Tyler Boyd. Penalty on Melvin Ingram: Roughing the Passer, 15 yards (accepted) (no play)",,
2,0:51,1,10,CIN 47,7,7,Joe Burrow pass complete to Mike Thomas for 19 yards (tackle by Minkah Fitzpatrick),,
2,0:43,,,,,,Timeout #2 by Cincinnati Bengals,,
2,0:43,1,10,PIT 34,13,7,"Joe Burrow pass complete deep left to Ja'Marr Chase for 34 yards, touchdown",,
2,0:37,,,PIT 15,14,7,Evan McPherson kicks extra point good,,
2,0:37,,,CIN 35,14,7,"Evan McPherson kicks off 65 yards, touchback.",,
2,0:37,1,10,PIT 25,14,7,Ben Roethlisberger pass incomplete short middle intended for Chase Claypool (defended by Eli Apple),,
2,0:33,2,10,PIT 25,14,7,Ben Roethlisberger pass incomplete short middle intended for Najee Harris,,
2,0:25,3,10,PIT 25,14,7,Najee Harris up the middle for 2 yards (tackle by Mike Hilton),,
2,0:21,,,,,,Timeout #3 by Cincinnati Bengals,,
2,0:21,4,8,PIT 27,14,7,"Pressley Harvin punts 40 yards, fair catch by Darius Phillips at CIN-33",,
2,0:15,1,10,CIN 33,14,7,"Joe Burrow pass complete deep middle to Auden Tate for no gain (tackle by James Pierre). Penalty on Trey Hopkins: Offensive Holding, 10 yards (accepted) (no play)",,
2,0:09,1,20,CIN 23,14,7,Joe Burrow kneels for -2 yards,,
Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,14,7,"Chris Boswell kicks off 68 yards, returned by Brandon Wilson for 23 yards (tackle by Derek Watt)",,
3,14:56,1,10,CIN 20,14,7,Joe Mixon right tackle for 11 yards (tackle by Minkah Fitzpatrick),,
3,14:18,1,10,CIN 31,14,7,Joe Burrow pass complete short right to Auden Tate for 14 yards (tackle by Joe Haden),,
3,13:42,1,10,CIN 45,14,7,Joe Mixon right end for 11 yards (tackle by Minkah Fitzpatrick and Chris Wormley),,
3,12:58,1,10,PIT 44,14,7,"Samaje Perine right tackle for no gain (tackle by Isaiah Buggs). Penalty on Isaiah Prince: Illegal Formation, 5 yards (accepted) (no play)",,
3,12:34,1,15,PIT 49,14,7,Joe Burrow pass complete short right to Samaje Perine for 8 yards (tackle by Terrell Edmunds),,
3,12:02,2,7,PIT 41,14,7,Joe Mixon right tackle for 4 yards (tackle by Derrek Tuszka),,
3,11:19,,,,,,Timeout #1 by Cincinnati Bengals,,
3,11:19,3,3,PIT 37,14,7,Joe Burrow pass complete short middle to Chris Evans for 14 yards (tackle by Joe Schobert),,
3,10:51,1,10,PIT 23,14,7,Joe Mixon left guard for 3 yards (tackle by Devin Bush and Terrell Edmunds),,
3,10:12,2,7,PIT 20,14,7,"Joe Mixon right guard for 8 yards (tackle by Melvin Ingram). Penalty on Trey Hopkins: Offensive Holding, 10 yards (accepted) (no play)",,
3,9:38,2,17,PIT 30,14,7,Joe Burrow pass complete short middle to Tyler Boyd for 5 yards (tackle by Minkah Fitzpatrick),,
3,8:56,3,12,PIT 25,14,7,Joe Burrow pass incomplete short right intended for C.J. Uzomah,,
3,8:52,4,12,PIT 25,17,7,Evan McPherson 43 yard field goal good,,
3,8:47,,,CIN 35,17,7,"Evan McPherson kicks off 65 yards, touchback.",,
3,8:47,1,10,PIT 25,17,7,Ben Roethlisberger pass complete short left to Najee Harris for 6 yards (tackle by Logan Wilson and Germaine Pratt),,
3,8:05,2,4,PIT 31,17,7,Ben Roethlisberger pass incomplete short left intended for Najee Harris,,
3,7:59,3,4,PIT 31,17,7,"Ben Roethlisberger pass short middle intended for JuJu Smith-Schuster is intercepted by Logan Wilson at PIT-32 and returned for 13 yards (tackle by Najee Harris). Penalty on Kendrick Green: Offensive Holding, 10 yards (declined)",,
3,7:51,1,10,PIT 19,17,7,Joe Mixon right guard for 2 yards (tackle by Melvin Ingram),,
3,7:10,2,8,PIT 17,17,7,Joe Burrow left guard for 8 yards (tackle by Joe Schobert),,
3,6:27,1,9,PIT 9,23,7,"Joe Burrow pass complete to Ja'Marr Chase for 9 yards, touchdown",,
3,6:18,,,PIT 15,24,7,Evan McPherson kicks extra point good,,
3,6:18,,,CIN 35,24,7,"Evan McPherson kicks off 63 yards, returned by Ray-Ray McCloud for 22 yards (tackle by Jordan Evans)",,
3,6:12,1,10,PIT 24,24,7,Ben Roethlisberger pass complete short left to Pat Freiermuth for 15 yards (tackle by Logan Wilson),,
3,5:44,1,10,PIT 39,24,7,Najee Harris right tackle for 1 yard (tackle by Sam Hubbard and Logan Wilson),,
3,5:12,2,9,PIT 40,24,7,"Ben Roethlisberger pass complete to Najee Harris for 21 yards (tackle by Sam Hubbard and Jessie Bates). Penalty on Trey Hendrickson: Roughing the Passer, 15 yards (accepted)",,
3,4:40,1,10,CIN 24,24,7,Ben Roethlisberger pass incomplete short left intended for Najee Harris,,
3,4:36,2,10,CIN 24,24,7,Ben Roethlisberger pass incomplete deep left intended for Pat Freiermuth,,
3,4:31,3,10,CIN 24,24,7,Ben Roethlisberger pass incomplete deep left intended for Chase Claypool,,
3,4:26,4,10,CIN 24,24,7,Chris Boswell 42 yard field goal no good,,
3,4:22,1,10,CIN 32,24,7,Joe Mixon right tackle for 1 yard (tackle by Isaiah Buggs and Cameron Heyward),,
3,3:41,2,9,CIN 33,24,7,Joe Mixon right end for 1 yard (tackle by Derrek Tuszka and Chris Wormley),,
3,2:59,3,8,CIN 34,24,7,Joe Burrow pass complete short right to Joe Mixon for 4 yards (tackle by Joe Schobert),,
3,2:26,4,4,CIN 38,24,7,"Kevin Huber punts 54 yards downed by Germaine Pratt. Penalty on Justin Layne: Offensive Holding, 4 yards (accepted)",,
3,2:12,1,10,PIT 4,24,7,Najee Harris up the middle for 2 yards (tackle by B.J. Hill),,
3,1:33,2,8,PIT 6,24,7,Ben Roethlisberger pass incomplete short left intended for Ray-Ray McCloud,,
3,1:28,3,8,PIT 6,24,7,"Penalty on Chukwuma Okorafor: False Start, 3 yards (accepted) (no play)",,
3,1:28,3,11,PIT 3,24,7,Ben Roethlisberger pass complete short middle to Chase Claypool for 16 yards (tackle by Darius Phillips),,
3,1:02,1,10,PIT 19,24,7,Ben Roethlisberger pass complete short left to James Washington for 4 yards (tackle by Eli Apple),,
3,0:33,2,6,PIT 23,24,7,Najee Harris right guard for 1 yard (tackle by Sam Hubbard and Jessie Bates),,
Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,PIT 24,24,7,Ben Roethlisberger pass complete to Ray-Ray McCloud for 24 yards (tackle by Jessie Bates),,
4,14:39,1,10,PIT 48,24,7,Ben Roethlisberger pass complete short right to Najee Harris for no gain (tackle by Logan Wilson and Jessie Bates),,
4,13:59,2,10,PIT 48,24,7,Ben Roethlisberger pass complete short right to Cody White for 6 yards (tackle by Darius Phillips and Akeem Davis-Gaither),,
4,13:27,3,4,CIN 46,24,7,Ben Roethlisberger pass complete short left to Chase Claypool for 8 yards (tackle by Logan Wilson and Eli Apple),,
4,12:54,1,10,CIN 38,24,7,Ben Roethlisberger pass complete short middle to Ray-Ray McCloud for 3 yards (tackle by Germaine Pratt),,
4,12:27,2,7,CIN 35,24,7,"Ben Roethlisberger pass complete to Ray-Ray McCloud for 6 yards. Ray-Ray McCloud fumbles (forced by Vonn Bell), recovered by Ray-Ray McCloud at CIN-30 and returned for 1 yard (tackle by Vonn Bell)",,
4,11:53,3,7,CIN 35,24,7,"Ben Roethlisberger pass incomplete deep left intended for Chase Claypool (defended by Eli Apple). Penalty on Eli Apple: Defensive Pass Interference, 11 yards (accepted) (no play)",,
4,11:47,1,10,CIN 18,24,7,Ben Roethlisberger pass incomplete short left intended for Pat Freiermuth,,
4,11:44,2,10,CIN 18,24,7,Ben Roethlisberger pass complete short right to James Washington for 8 yards (tackle by Darius Phillips),,
4,11:15,3,2,CIN 10,24,7,Ben Roethlisberger pass complete short right to Najee Harris for 7 yards (tackle by Germaine Pratt and Darius Phillips),,
4,10:42,1,3,CIN 3,24,7,"Ben Roethlisberger pass complete short left to Pat Freiermuth for no gain (tackle by Jessie Bates). Penalty on Chase Claypool: Offensive Pass Interference, 10 yards (accepted) (no play)",,
4,10:15,1,13,CIN 13,24,7,Ben Roethlisberger sacked by Trey Hendrickson for -3 yards,,
4,9:34,2,16,CIN 16,24,7,"Penalty on Dan Moore: False Start, 5 yards (accepted) (no play)",,
4,9:34,2,21,CIN 21,24,7,Ben Roethlisberger pass complete short left to Najee Harris for 5 yards (tackle by Logan Wilson),,
4,8:53,3,16,CIN 16,24,7,Ben Roethlisberger pass complete short left to Najee Harris for 8 yards (tackle by Jessie Bates),,
4,8:11,4,8,CIN 8,24,10,Chris Boswell 26 yard field goal good,,
4,8:09,,,PIT 35,24,10,"Chris Boswell kicks off 66 yards, returned by Brandon Wilson for 30 yards (tackle by James Pierre)",,
4,8:03,1,10,CIN 29,24,10,Joe Burrow pass incomplete short middle intended for Ja'Marr Chase (defended by James Pierre),,
4,7:59,2,10,CIN 29,24,10,"Penalty on Tyler Boyd: False Start, 5 yards (accepted) (no play)",,
4,7:59,2,15,CIN 24,24,10,Joe Mixon right tackle for 5 yards (tackle by Arthur Maulet),,
4,7:19,3,10,CIN 29,24,10,Joe Burrow pass complete short middle to Ja'Marr Chase for 7 yards (tackle by Tre Norwood),,
4,6:33,4,3,CIN 36,24,10,"Kevin Huber punts 49 yards, fair catch by Ray-Ray McCloud at PIT-15",,
4,6:25,1,10,PIT 15,24,10,Ben Roethlisberger pass incomplete short middle intended for Eric Ebron,,
4,6:22,2,10,PIT 15,24,10,Ben Roethlisberger pass incomplete deep left intended for James Washington,,
4,6:17,3,10,PIT 15,24,10,Ben Roethlisberger pass complete short left to Cody White for 11 yards (tackle by Eli Apple),,
4,5:55,1,10,PIT 26,24,10,Ben Roethlisberger pass complete short right to Chase Claypool for 17 yards (tackle by Darius Phillips),,
4,5:30,1,10,PIT 43,24,10,Ben Roethlisberger pass complete short middle to Najee Harris for 5 yards (tackle by Mike Hilton and Logan Wilson),,
4,5:01,2,5,PIT 48,24,10,Ben Roethlisberger pass complete deep left to Chase Claypool for 29 yards (tackle by Vonn Bell),,
4,4:29,1,10,CIN 23,24,10,Ben Roethlisberger pass complete short left to Najee Harris for 9 yards (tackle by Eli Apple),,
4,4:21,2,1,CIN 14,24,10,Ben Roethlisberger pass complete short left to Najee Harris for 3 yards (tackle by Akeem Davis-Gaither),,
4,3:56,1,10,CIN 11,24,10,Ben Roethlisberger sacked by Sam Hubbard for -8 yards,,
4,3:46,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,3:46,2,18,CIN 19,24,10,Ben Roethlisberger pass complete short middle to James Washington for 8 yards (tackle by Akeem Davis-Gaither and Logan Wilson),,
4,3:17,3,10,CIN 11,24,10,Ben Roethlisberger pass incomplete short left intended for Eric Ebron (defended by Vonn Bell),,
4,3:09,,,,,,Timeout #2 by Cincinnati Bengals,,
4,3:09,4,10,CIN 11,24,10,Ben Roethlisberger pass complete short right to Najee Harris for -1 yards (tackle by Jessie Bates),,
4,3:02,1,10,CIN 12,24,10,Joe Mixon right end for 2 yards (tackle by Chris Wormley),,
4,2:57,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,2:57,2,8,CIN 14,24,10,Joe Mixon left tackle for 7 yards (tackle by Chris Wormley),,
4,2:51,,,,,,Timeout #3 by Pittsburgh Steelers,,
4,2:51,,,,,,Timeout #3 by Cincinnati Bengals,,
4,2:51,3,1,CIN 21,24,10,Joe Mixon up the middle for -1 yards (tackle by Isaiah Buggs and Melvin Ingram),,
4,2:05,4,2,CIN 20,24,10,Kevin Huber punts 53 yards downed by Clark Harris,,
4,1:54,1,10,PIT 27,24,10,Ben Roethlisberger pass complete short left to Najee Harris for 8 yards (tackle by Logan Wilson and Eli Apple),,
4,1:34,2,2,PIT 36,24,10,Ben Roethlisberger pass incomplete short right intended for Najee Harris,,
4,1:29,3,2,PIT 35,24,10,Ben Roethlisberger pass incomplete short left intended for Chase Claypool,,
4,1:27,4,2,PIT 35,24,10,Ben Roethlisberger pass incomplete short left intended for Najee Harris,,
4,1:23,1,10,PIT 35,24,10,Joe Burrow kneels for -1 yards,,
4,0:32,2,11,PIT 36,24,10,Joe Burrow kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
