Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Kyren Williams,LAR,6,6,61,2,4,-7,-1.2,68,11.3,-1.2,1,6.0,0,0.0,0,148.6
Tyler Higbee,LAR,5,5,29,2,2,16,3.2,13,2.6,3.2,1,5.0,0,0.0,0,130.4
Puka Nacua,LAR,8,4,27,0,2,10,2.5,17,4.3,9.3,2,2.0,0,0.0,1,18.2
Tutu Atwell,LAR,3,3,76,0,3,69,23.0,7,2.3,23.0,0,,0,0.0,0,118.7
Cooper Kupp,LAR,5,3,18,0,2,6,2.0,12,4.0,6.0,0,,0,0.0,0,67.1
Demarcus Robinson,LAR,2,2,13,0,2,7,3.5,6,3.0,3.5,0,,0,0.0,0,93.7
Davis Allen,LAR,1,1,6,0,1,0,0.0,6,6.0,0.0,0,,0,0.0,0,91.7
Ben Skowronek,LAR,1,1,-1,0,,-1,-1.0,0,0.0,-1.0,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Trey McBride,ARI,9,7,60,0,3,26,3.7,34,4.9,4.1,0,,0,0.0,0,94.4
Marquise Brown,ARI,12,6,88,0,3,59,9.8,29,4.8,15.8,0,,0,0.0,0,74.3
Michael Carter,ARI,4,4,15,0,0,5,1.3,10,2.5,1.3,0,,0,0.0,0,82.3
James Conner,ARI,5,4,5,0,1,-10,-2.5,15,3.8,1.6,0,,0,0.0,0,79.2
Greg Dortch,ARI,9,3,27,1,2,23,7.7,4,1.3,11.1,0,,0,0.0,0,79.4
Rondale Moore,ARI,3,2,35,0,1,23,11.5,12,6.0,9.3,0,,0,0.0,0,106.2
Elijah Higgins,ARI,2,1,26,0,1,15,15.0,11,11.0,12.0,0,,0,0.0,0,95.8
