Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kyren Williams,LAR,16,143,0,6,108,6.8,35,2.2,2,8.0
Royce Freeman,LAR,13,77,1,3,41,3.2,36,2.8,2,6.5
Zach Evans,LAR,3,6,0,,2,0.7,4,1.3,1,3.0
Matthew Stafford,LAR,1,2,0,0,2,2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Conner,ARI,6,27,0,1,8,1.3,19,3.2,2,3.0
Michael Carter,ARI,4,19,0,1,15,3.8,4,1.0,0,
Emari Demercado,ARI,3,15,0,1,13,4.3,2,0.7,0,
Blake Gillikin,ARI,1,10,0,1,10,10.0,0,0.0,0,
Kyler Murray,ARI,1,2,1,1,2,2.0,0,0.0,0,
