Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cardinals won the coin toss and deferred, Rams to receive the opening kickoff.",,
1,15:00,,,ARI 35,0,0,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,LAR 25,0,0,Matthew Stafford pass incomplete short left intended for Cooper Kupp,0.610,0.060
1,14:56,2,10,LAR 25,0,0,Kyren Williams up the middle for 2 yards (tackle by Zaven Collins),0.060,-0.360
1,14:26,3,8,LAR 27,0,0,Matthew Stafford pass complete deep right to Tutu Atwell for 42 yards (tackle by Starling Thomas),-0.360,3.510
1,13:48,1,10,ARI 31,0,0,Kyren Williams left end for 2 yards (tackle by Roy Lopez and Jonathan Ledbetter),3.510,3.240
1,13:22,2,8,ARI 29,0,0,Matthew Stafford pass incomplete deep left intended for Cooper Kupp,3.240,2.540
1,13:17,3,8,ARI 29,0,0,Matthew Stafford pass complete short right to Puka Nacua for 7 yards (tackle by Budda Baker and Jalen Thompson),2.540,2.140
1,12:35,4,1,ARI 22,0,0,Kyren Williams right tackle for 8 yards (tackle by BJ Ojulari and Owen Pappoe),2.140,4.650
1,11:50,1,10,ARI 14,0,0,Matthew Stafford pass complete short left to Cooper Kupp for 7 yards (tackle by Garrett Williams),4.650,5.280
1,11:23,2,3,ARI 7,6,0,"Matthew Stafford pass complete short left to Tyler Higbee for 7 yards, touchdown",5.280,7.000
1,11:18,,,ARI 15,7,0,Lucas Havrisik kicks extra point good,0.000,0.000
1,11:18,,,LAR 35,7,0,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
1,11:18,1,10,ARI 25,7,0,James Conner right tackle for 3 yards (tackle by Michael Hoecht and Ernest Jones),0.610,0.470
1,10:41,2,7,ARI 28,7,0,Kyler Murray pass complete short left to James Conner for 8 yards (tackle by Cobie Durant and Ernest Jones),0.470,1.330
1,10:02,1,10,ARI 36,7,0,James Conner right end for 4 yards (tackle by Troy Reeder),1.330,1.330
1,9:31,2,6,ARI 40,7,0,Kyler Murray pass complete short left to James Conner for -1 yards (tackle by Byron Young),1.330,0.500
1,8:50,3,7,ARI 39,7,0,Kyler Murray pass complete short middle to Marquise Brown for 17 yards (tackle by Ahkello Witherspoon),0.500,2.650
1,8:12,1,10,LAR 44,7,0,Kyler Murray pass complete short left to Trey McBride for 12 yards (tackle by Troy Reeder),2.650,3.450
1,7:29,1,10,LAR 32,7,0,Kyler Murray pass complete short right to Greg Dortch for 14 yards (tackle by Derion Kendrick),3.450,4.370
1,6:49,1,10,LAR 18,7,0,Kyler Murray pass incomplete deep right intended for James Conner,4.370,3.800
1,6:44,2,10,LAR 18,7,0,James Conner right end for 14 yards (tackle by John Johnson and Jonah Williams),3.800,6.280
1,5:59,1,4,LAR 4,7,0,"Kyler Murray sacked by Michael Hoecht for no gain. Penalty on Ernest Jones: Defensive Holding, 2 yards (accepted) (no play)",6.280,6.740
1,5:41,1,2,LAR 2,7,0,Kyler Murray pass incomplete short right intended for Trey McBride (defended by Ernest Jones),6.740,5.720
1,5:37,2,2,LAR 2,7,0,James Conner up the middle for no gain (tackle by Ernest Jones and Kobie Turner),5.720,4.950
1,4:54,3,2,LAR 2,7,6,"Kyler Murray right end for 2 yards, touchdown",4.950,7.000
1,4:50,,,LAR 15,7,6,"Matt Prater kicks extra point good. Penalty on Kobie Turner: Illegal Formation, 1 yard (accepted) (no play)",0.000,1.000
1,4:50,,,LAR 1,7,8,"Two Point Attempt: Clayton Tune rushes, conversion succeeds.",1.000,1.000
1,4:50,,,ARI 35,7,8,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
1,4:50,1,10,LAR 25,7,8,Matthew Stafford pass complete short left to Kyren Williams for 11 yards (tackle by Kei'Trel Clark and BJ Ojulari),0.610,1.330
1,4:15,1,10,LAR 36,7,8,Kyren Williams right tackle for 6 yards (tackle by Budda Baker),1.330,1.600
1,3:52,2,4,LAR 42,7,8,Matthew Stafford pass complete short right to Puka Nacua for 4 yards (tackle by Starling Thomas),1.600,1.990
1,3:15,1,10,LAR 46,7,8,Matthew Stafford pass complete short left to Kyren Williams for 6 yards (tackle by Kei'Trel Clark),1.990,2.260
1,2:46,2,4,ARI 48,7,8,Matthew Stafford pass complete short left to Demarcus Robinson for 6 yards (tackle by Kei'Trel Clark),2.260,2.790
1,2:04,1,10,ARI 42,7,8,Kyren Williams right end for 1 yard (tackle by Dennis Gardeck),2.790,2.380
1,1:24,2,9,ARI 41,7,8,Matthew Stafford pass incomplete deep left intended for Puka Nacua,2.380,1.680
1,1:18,3,9,ARI 41,7,8,Matthew Stafford pass complete short left to Ben Skowronek for -1 yards (tackle by Kei'Trel Clark and Budda Baker),1.680,0.460
1,0:40,4,10,ARI 42,7,8,"Ethan Evans punts 32 yards, fair catch by Greg Dortch at ARI-10",0.460,0.380
1,0:33,1,10,ARI 10,7,8,Kyler Murray pass incomplete short right intended for Marquise Brown,-0.380,-0.780
1,0:31,2,10,ARI 10,7,8,Kyler Murray pass incomplete deep right intended for Greg Dortch,-0.780,-1.420
1,0:27,3,10,ARI 10,7,8,Kyler Murray pass complete short left to Trey McBride for 4 yards (tackle by Russ Yeast),-1.420,-2.470
Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,6,ARI 14,7,8,"Blake Gillikin punts 37 yards, fair catch by Austin Trammell at LA-49",-2.470,-2.190
2,14:54,1,10,LAR 49,7,8,Royce Freeman up the middle for 14 yards (tackle by Budda Baker and Krys Barnes),2.190,3.120
2,14:11,1,10,ARI 37,7,8,Royce Freeman left tackle for 3 yards (tackle by Ben Stille and Krys Barnes),3.120,2.980
2,13:27,2,7,ARI 34,7,8,Matthew Stafford pass complete short left to Tutu Atwell for 13 yards (tackle by Starling Thomas),2.980,4.170
2,12:49,1,10,ARI 21,7,8,Matthew Stafford pass complete short right to Puka Nacua for 2 yards (tackle by Garrett Williams),4.170,3.900
2,12:07,2,8,ARI 19,7,8,Royce Freeman up the middle for 6 yards (tackle by Jalen Thompson),3.900,4.240
2,11:23,3,2,ARI 13,7,8,Matthew Stafford pass complete short right to Davis Allen for 6 yards (tackle by Jalen Thompson),4.240,5.600
2,10:44,1,7,ARI 7,7,8,Royce Freeman left tackle for 2 yards (tackle by Roy Lopez),5.600,5.150
2,10:01,2,5,ARI 5,13,8,"Matthew Stafford pass complete short middle to Tyler Higbee for 5 yards, touchdown",5.150,7.000
2,9:57,,,ARI 15,14,8,Lucas Havrisik kicks extra point good,0.000,0.000
2,9:57,,,LAR 35,14,8,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
2,9:57,1,10,ARI 25,14,8,Kyler Murray pass incomplete deep left intended for Marquise Brown (defended by Jordan Fuller),0.610,0.060
2,9:49,2,10,ARI 25,14,8,James Conner right tackle for 3 yards (tackle by Michael Hoecht and Jordan Fuller),0.060,-0.230
2,9:09,3,7,ARI 28,14,8,Kyler Murray sacked by Kobie Turner for -6 yards,-0.230,-1.900
2,8:32,4,13,ARI 22,14,8,"Blake Gillikin punts 60 yards, returned by Austin Trammell for 11 yards (tackle by Victor Dimukeje)",-1.900,-0.870
2,8:23,1,10,LAR 29,14,8,Kyren Williams up the middle for 7 yards (tackle by Garrett Williams),0.870,1.270
2,7:46,2,3,LAR 36,14,8,Kyren Williams up the middle for 2 yards (tackle by Zaven Collins),1.270,0.830
2,7:06,3,1,LAR 38,14,8,Kyren Williams left end for 8 yards (tackle by Divaad Wilson),0.830,1.990
2,6:27,1,10,LAR 46,14,8,Matthew Stafford pass complete short left to Kyren Williams for 24 yards (tackle by Jonathan Ledbetter),1.990,3.580
2,5:36,,,,,,Timeout #1 by Los Angeles Rams,,
2,5:36,1,10,ARI 30,14,8,Royce Freeman left tackle for 5 yards (tackle by Dennis Gardeck),3.580,3.710
2,4:58,2,5,ARI 25,14,8,"Royce Freeman right tackle for no gain (tackle by Dante Stills). Penalty on Puka Nacua: Offensive Holding, 10 yards (accepted) (no play)",3.710,2.360
2,4:30,2,15,ARI 35,14,8,Kyren Williams left tackle for 4 yards (tackle by Josh Woods),2.360,2.210
2,3:48,3,11,ARI 31,14,8,Matthew Stafford pass incomplete short right,2.210,1.320
2,3:41,4,11,ARI 31,14,8,Lucas Havrisik 50 yard field goal no good,1.320,-1.600
2,3:37,1,10,ARI 40,14,8,Michael Carter up the middle for 1 yard (tackle by Michael Hoecht),1.600,1.190
2,3:05,2,9,ARI 41,14,8,Kyler Murray pass complete short left to Marquise Brown for 6 yards (tackle by Derion Kendrick),1.190,1.290
2,2:30,3,3,ARI 47,14,8,Emari Demercado up the middle for 1 yard (tackle by Desjuan Johnson and Russ Yeast),1.290,-0.190
2,2:00,4,2,ARI 48,14,8,Kyler Murray pass incomplete short right intended for Trey McBride (defended by Jordan Fuller),-0.190,-2.390
2,1:56,1,10,ARI 48,14,8,Matthew Stafford pass complete short right to Tyler Higbee for 7 yards (tackle by Kei'Trel Clark),2.390,2.790
2,1:51,2,3,ARI 41,14,8,Matthew Stafford pass complete short left to Cooper Kupp for 5 yards (tackle by Kei'Trel Clark),2.790,3.180
2,1:48,1,10,ARI 36,14,8,Matthew Stafford pass complete deep left to Tutu Atwell for 21 yards (tackle by Garrett Williams),3.180,4.580
2,1:05,1,10,ARI 15,20,8,"Matthew Stafford pass complete short left to Kyren Williams for 15 yards, touchdown",4.580,7.000
2,0:59,,,,,,Timeout #2 by Los Angeles Rams,,
2,0:59,,,ARI 15,21,8,Lucas Havrisik kicks extra point good,0.000,0.000
2,0:59,,,LAR 35,21,8,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
2,0:59,1,10,ARI 25,21,8,Kyler Murray pass complete short middle to Trey McBride for 6 yards (tackle by Ahkello Witherspoon),0.610,0.870
2,0:53,,,,,,Timeout #1 by Arizona Cardinals,,
2,0:53,2,4,ARI 31,21,8,Kyler Murray pass incomplete short right intended for Greg Dortch,0.870,0.170
2,0:49,3,4,ARI 31,21,8,Kyler Murray pass incomplete deep right intended for Greg Dortch (defended by Ahkello Witherspoon),0.170,-1.310
2,0:43,4,4,ARI 31,21,8,Blake Gillikin punts 42 yards downed by Owen Pappoe,-1.310,-0.740
2,0:32,1,10,LAR 27,21,8,Kyren Williams up the middle for 24 yards (tackle by Jalen Thompson),0.740,2.320
