Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss and deferred, Titans to receive the opening kickoff.",,
1,15:00,,,IND 35,0,0,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,TEN 25,0,0,Derrick Henry left end for 6 yards (tackle by Tyquan Lewis),0.610,0.870
1,14:27,2,4,TEN 31,0,0,Ryan Tannehill pass complete short right to Corey Davis for 12 yards (tackle by Rock Ya-Sin),0.870,1.800
1,13:53,1,10,TEN 43,0,0,Derrick Henry right guard for 3 yards (tackle by Taylor Stallworth),1.800,1.660
1,13:19,2,7,TEN 46,0,0,Derrick Henry right tackle for 9 yards (tackle by Khari Willis),1.660,2.590
1,12:36,1,10,IND 45,0,0,Ryan Tannehill pass complete short right to Derrick Henry for 4 yards (tackle by Khari Willis),2.590,2.580
1,11:57,2,6,IND 41,0,0,Derrick Henry left end for 12 yards (tackle by Julian Blackmon),2.580,3.640
1,11:18,1,10,IND 29,0,0,Ryan Tannehill pass complete short middle to A.J. Brown for 7 yards (tackle by Kenny Moore),3.640,4.050
1,10:39,2,3,IND 22,0,0,Jeremy McNichols right end for 2 yards (tackle by Anthony Walker),4.050,3.600
1,9:54,3,1,IND 20,0,0,Ryan Tannehill pass complete short middle to Geoff Swaim for 8 yards (tackle by Darius Leonard),3.600,4.780
1,9:19,1,10,IND 12,6,0,"Derrick Henry right end for 12 yards, touchdown",4.780,7.000
1,9:12,,,IND 15,7,0,Stephen Gostkowski kicks extra point good,0.000,0.000
1,9:12,,,TEN 35,7,0,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
1,9:12,1,10,IND 25,7,0,Nyheim Hines up the middle for 2 yards (tackle by William Compton and Desmond King),0.610,0.330
1,8:45,2,8,IND 27,7,0,Philip Rivers pass complete short right to Nyheim Hines for 12 yards (tackle by Kevin Byard),0.330,1.530
1,8:01,1,10,IND 39,7,0,Nyheim Hines right end for 5 yards (tackle by Rashaan Evans),1.530,1.660
1,7:26,2,5,IND 44,7,0,Nyheim Hines right end for 2 yards (tackle by DaQuan Jones),1.660,1.220
1,6:41,3,3,IND 46,7,0,Jordan Wilkins up the middle for 2 yards (tackle by Rashaan Evans and Jeffery Simmons),1.220,-0.190
1,6:05,4,1,IND 48,7,0,Jacoby Brissett right end for 2 yards (tackle by Kevin Byard),-0.190,2.260
1,5:27,1,10,IND 50,7,0,Philip Rivers pass complete short right to Jordan Wilkins for 21 yards (tackle by Kevin Byard),2.260,3.640
1,4:46,1,10,TEN 29,7,0,Jordan Wilkins up the middle for 3 yards (tackle by Jack Crawford and Matt Dickerson),3.640,3.510
1,4:08,2,7,TEN 26,7,0,Philip Rivers pass complete short right to Trey Burton for 12 yards,3.510,4.650
1,3:29,1,10,TEN 14,7,0,Nyheim Hines left guard for 3 yards (tackle by Rashaan Evans and Kenny Vaccaro),4.650,4.520
1,2:43,2,7,TEN 11,7,0,Philip Rivers pass incomplete short middle intended for Michael Pittman,4.520,3.620
1,2:40,3,7,TEN 11,7,6,"Philip Rivers pass complete short middle to Trey Burton for 11 yards, touchdown",3.620,7.000
1,2:34,,,TEN 15,7,7,Rodrigo Blankenship kicks extra point good,0.000,0.000
1,2:34,,,IND 35,7,7,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.000,0.610
1,2:34,1,10,TEN 25,7,7,Ryan Tannehill pass complete short left to Derrick Henry for 3 yards (tackle by Taylor Stallworth and Khari Willis),0.610,0.470
1,1:54,2,7,TEN 28,7,7,Derrick Henry right end for 6 yards (tackle by Darius Leonard and Julian Blackmon),0.470,0.560
1,1:17,3,1,TEN 34,7,7,Ryan Tannehill up the middle for 2 yards (tackle by Anthony Walker),0.560,1.330
1,0:43,1,10,TEN 36,7,7,"Ryan Tannehill pass complete short left to Corey Davis for 9 yards (tackle by Julian Blackmon) Penalty on TEN: Illegal Shift, 5 yards (no play)",1.330,1.000
1,0:22,1,15,TEN 31,13,7,"Ryan Tannehill pass complete short middle to A.J. Brown for 69 yards, touchdown",1.000,7.000
1,0:09,,,IND 15,14,7,Stephen Gostkowski kicks extra point good,0.000,0.000
1,0:09,,,TEN 35,14,7,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
1,0:09,1,10,IND 25,14,7,Jordan Wilkins left end for 3 yards (tackle by Jack Crawford),0.610,0.470
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,IND 28,14,7,Philip Rivers pass complete deep left to Trey Burton for 19 yards,0.470,2.060
2,14:36,1,10,IND 47,14,7,Philip Rivers pass complete short right to Nyheim Hines for 19 yards (tackle by Kenny Vaccaro),2.060,3.310
2,14:00,1,10,TEN 34,14,7,Nyheim Hines right tackle for 10 yards (tackle by Kevin Byard and David Long),3.310,3.970
2,13:23,1,10,TEN 24,14,7,Philip Rivers pass complete short left to Michael Pittman for 14 yards (tackle by Malcolm Butler),3.970,4.910
2,13:02,1,10,TEN 10,14,7,"Philip Rivers pass incomplete short left intended for T.Y. Hilton. Penalty on Kevin Byard: Defensive Pass Interference, 9 yards (no play)",4.910,6.970
2,12:58,1,1,TEN 1,14,13,"Jacoby Brissett left guard for 1 yard, touchdown",6.970,7.000
2,12:51,,,TEN 15,14,14,Rodrigo Blankenship kicks extra point good,0.000,0.000
2,12:51,,,IND 35,14,14,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.000,0.610
2,12:51,1,10,TEN 25,14,14,Derrick Henry right tackle for 10 yards (tackle by Zaire Franklin),0.610,1.270
2,12:10,1,10,TEN 35,14,14,Derrick Henry left tackle for 6 yards (tackle by Justin Houston),1.270,1.530
2,11:32,2,4,TEN 41,14,14,Ryan Tannehill pass incomplete short right intended for Derrick Henry (defended by Khari Willis),1.530,0.830
2,11:25,3,4,TEN 41,14,14,Ryan Tannehill pass incomplete short left intended for Anthony Firkser (defended by Darius Leonard),0.830,-0.650
2,11:21,4,4,TEN 41,14,14,Brett Kern punts 47 yards out of bounds,-0.650,0.350
2,11:15,1,10,IND 12,14,14,Jordan Wilkins left tackle for 1 yard (tackle by Kenny Vaccaro and Jeffery Simmons),-0.350,-0.700
2,10:37,2,9,IND 13,14,14,Philip Rivers pass incomplete short left intended for Nyheim Hines,-0.700,-1.300
2,10:34,3,9,IND 13,14,14,Philip Rivers pass complete short middle to Nyheim Hines for 5 yards (tackle by Kevin Byard),-1.300,-2.240
2,9:54,4,4,IND 18,14,14,"Rigoberto Sanchez punts 58 yards, returned by Kalif Raymond for 11 yards (tackle by Ashton Dulin)",-2.240,-1.270
2,9:44,1,10,TEN 35,14,14,Ryan Tannehill pass complete short middle to Geoff Swaim for 12 yards (tackle by Kenny Moore),1.270,2.060
2,9:05,1,10,TEN 47,14,14,Derrick Henry right tackle for 10 yards (tackle by Zaire Franklin),2.060,2.720
2,8:23,1,10,IND 43,14,14,Derrick Henry right end for 5 yards (tackle by Darius Leonard),2.720,2.850
2,7:46,2,5,IND 38,14,14,Ryan Tannehill pass incomplete short right intended for Derrick Henry (defended by Tyquan Lewis),2.850,2.150
2,7:42,3,5,IND 38,14,14,"Ryan Tannehill pass incomplete deep right intended for Corey Davis. Penalty on Rock Ya-Sin: Defensive Pass Interference, 13 yards (no play)",2.150,3.910
2,7:37,1,10,IND 25,14,14,"Penalty on Robert Windsor: Neutral Zone Infraction, 5 yards (no play)",3.910,4.640
2,7:37,1,5,IND 20,14,14,"Penalty on Geoff Swaim: False Start, 5 yards (no play)",4.640,3.910
2,7:37,1,10,IND 25,14,14,Ryan Tannehill pass complete short left to Corey Davis for 21 yards (tackle by T.J. Carrie),3.910,6.280
2,7:14,1,4,IND 4,14,14,Derrick Henry right guard for 1 yard (tackle by Justin Houston and Anthony Walker),6.280,5.530
2,6:31,2,3,IND 3,14,14,Ryan Tannehill pass incomplete short right,5.530,4.720
2,6:25,3,3,IND 3,14,14,"Ryan Tannehill sacked by and Al-Quadin Muhammad for no gain and Justin Houston for no gain. Penalty on Rock Ya-Sin: Illegal Use of Hands, 2 yards (no play)",4.720,6.970
2,6:20,1,1,IND 1,20,14,"Derrick Henry right end for 1 yard, touchdown",6.970,7.000
2,6:15,,,IND 15,21,14,Stephen Gostkowski kicks extra point good,0.000,0.000
2,6:15,,,TEN 35,21,14,"Stephen Gostkowski kicks off 62 yards, returned by Tremon Smith for 27 yards (tackle by Derick Roberson)",0.000,0.940
2,6:08,1,10,IND 30,21,14,Philip Rivers pass complete short right to Nyheim Hines for 10 yards (tackle by Rashaan Evans),0.940,1.600
2,5:27,1,10,IND 40,21,14,Philip Rivers pass incomplete short middle intended for Trey Burton,1.600,1.050
2,5:23,2,10,IND 40,21,14,Philip Rivers pass complete short left to Nyheim Hines for 4 yards (tackle by Desmond King),1.050,0.890
