Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Derrick Henry,TEN,27,178,3,10,95,3.5,83,3.1,3,9.0
Jeremy McNichols,TEN,8,20,0,,15,1.9,5,0.6,0,
D'Onta Foreman,TEN,4,28,0,3,15,3.8,13,3.3,0,
Logan Woodside,TEN,3,-5,0,,-5,-1.7,0,0.0,0,
Ryan Tannehill,TEN,2,3,1,2,2,1.0,1,0.5,0,
Cameron Batson,TEN,1,5,0,1,5,5.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Nyheim Hines,IND,10,29,0,2,15,1.5,14,1.4,0,
Jordan Wilkins,IND,6,22,0,1,20,3.3,2,0.3,0,
Jacoby Brissett,IND,4,3,2,3,2,0.5,1,0.3,0,
DeMichael Harris,IND,1,2,0,,,,,,,
