Quarter,Time,Down,ToGo,Location,IND,DEN,Detail,EPB,EPA
2,14:20,1,10,DEN 48,7,7,Reuben Droughns left tackle for 1 yard (tackle by Josh Williams and Cato June),2.130,1.720
2,13:38,2,9,DEN 49,7,7,Jake Plummer pass complete to Jeb Putzier for 20 yards,1.720,3.510
2,13:08,1,10,IND 31,7,7,Jake Plummer pass incomplete intended for Ashley Lelie (defended by Jason David),3.510,2.970
2,13:00,2,10,IND 31,7,7,Reuben Droughns left tackle for 5 yards (tackle by Von Hutchins),2.970,2.940
2,12:21,3,5,IND 26,7,7,Jake Plummer pass incomplete intended for Rod Smith (defended by Jason David),2.940,1.790
2,12:17,4,5,IND 26,7,10,Jason Elam 45 yard field goal good,1.790,3.000
2,,,,DEN 30,7,10,"Jason Baker kicks off 73 yards, returned by Dominic Rhodes for 39 yards (tackle by Jeff Shoate)",0.000,1.330
2,12:03,1,10,IND 36,7,10,Dominic Rhodes right tackle for 1 yard (tackle by Champ Bailey),1.330,0.930
2,11:30,2,9,IND 37,7,10,Jim Sorgi pass complete to Marvin Harrison for 6 yards (tackle by Al Wilson),0.930,1.030
2,10:47,3,3,IND 43,7,10,Jim Sorgi pass incomplete intended for Aaron Moorehead (defended by Kelly Herndon),1.030,-0.520
2,10:43,4,3,IND 43,7,10,"Hunter Smith punts 47 yards, returned by Triandos Luke for 13 yards (tackle by Kendyll Pope)",-0.520,-0.480
2,10:31,1,10,DEN 23,7,10,Tatum Bell right tackle for 13 yards (tackle by Gary Brackett),0.480,1.330
2,10:04,1,10,DEN 36,7,10,Jake Plummer pass incomplete intended for Rod Smith,1.330,0.790
2,9:55,2,10,DEN 36,7,10,Jake Plummer pass complete to Ashley Lelie for 21 yards (tackle by Von Hutchins),0.790,2.720
2,9:37,1,10,IND 43,7,10,Jake Plummer pass complete to Jeb Putzier for 24 yards (tackle by Bob Sanders),2.720,4.310
2,8:55,1,10,IND 19,7,10,Tatum Bell left tackle for 4 yards (tackle by Raheem Brock and Gary Brackett),4.310,4.350
2,8:17,2,6,IND 15,7,10,Tatum Bell left end for 4 yards (tackle by Gary Brackett),4.350,4.430
2,7:50,3,2,IND 11,7,10,Tatum Bell left end for 7 yards (tackle by Mike Doss),4.430,6.280
2,7:11,1,4,IND 4,7,10,Reuben Droughns left guard for -1 yards (tackle by Raheem Brock),6.280,5.150
2,6:32,2,5,IND 5,7,10,Reuben Droughns right tackle for 3 yards (tackle by Larry Tripplett),5.150,4.950
2,5:53,,,,7,10,Timeout #2 by Denver Broncos,0.000,4.950
2,5:53,3,2,IND 2,7,16,"Jake Plummer pass complete to Patrick Hape for 2 yards, touchdown",4.950,7.000
2,,,,IND 2,7,17,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,7,17,"Jason Baker kicks off 72 yards, returned by Dominic Rhodes for 24 yards (tackle by Sam Brandon)",0.000,0.410
2,5:44,1,10,IND 22,7,17,Jim Sorgi pass complete to Brad Pyatt for 7 yards,0.410,0.810
2,5:04,2,3,IND 29,7,17,Jim Sorgi pass incomplete intended for Ben Hartsock,0.810,0.100
2,4:59,3,3,IND 29,13,17,"Jim Sorgi pass complete to Reggie Wayne for 71 yards, touchdown",0.100,7.000
2,4:47,,,,13,17,Timeout #1 by Indianapolis Colts,0.000,0.000
2,,,,DEN 2,14,17,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,14,17,"Martin Gramatica kicks off 65 yards, returned by Roc Alexander for 18 yards (tackle by Gerome Sapp)",0.000,0.480
2,4:42,1,10,DEN 23,14,17,Jake Plummer pass complete to Dwayne Carswell for 9 yards (tackle by Brad Scioli),0.480,1.150
2,4:04,2,1,DEN 32,14,17,Reuben Droughns left guard for 5 yards (tackle by Gary Brackett),1.150,1.400
2,3:24,1,10,DEN 37,14,17,Reuben Droughns right guard for 12 yards (tackle by Bob Sanders),1.400,2.190
2,2:40,1,10,DEN 49,14,17,Jake Plummer right end for 6 yards (tackle by Josh Williams),2.190,2.460
2,2:00,2,4,IND 45,14,17,Jake Plummer pass incomplete intended for Dwayne Carswell,2.460,1.750
2,1:56,3,4,IND 45,14,17,Jake Plummer pass incomplete intended for Patrick Hape (defended by Raheem Brock),1.750,0.270
2,1:53,4,4,IND 45,14,17,"Jason Baker punts 38 yards, fair catch by Brad Pyatt",0.270,0.380
2,1:44,1,10,IND 8,14,17,"Dominic Rhodes up the middle for -4 yards (tackle by Kelly Herndon). Dominic Rhodes fumbles (forced by Kelly Herndon), recovered by Kelly Herndon at IND-4 (tackle by Dominic Rhodes)",-0.380,-6.510
2,1:39,1,3,IND 3,14,17,Reuben Droughns up the middle for -2 yards (tackle by Montae Reagor),6.510,5.150
2,1:00,2,5,IND 5,14,17,Jake Plummer pass incomplete intended for Patrick Hape (defended by Dwight Freeney),5.150,4.260
2,0:56,3,5,IND 5,14,17,Jake Plummer pass incomplete intended for Darius Watts (defended by Waine Bacon),4.260,3.010
2,0:53,4,5,IND 5,14,20,Jason Elam 23 yard field goal good,3.010,3.000
2,,,,DEN 30,14,20,"Jason Baker kicks off 70 yards, returned by Dominic Rhodes for 27 yards (tackle by Charlie Adams)",0.000,0.740
2,0:43,1,10,IND 27,14,20,Jim Sorgi up the middle for 2 yards (tackle by Al Wilson),0.740,0.470
2,0:20,2,8,IND 29,14,20,Jim Sorgi pass incomplete intended for Brandon Stokley (defended by Kelly Herndon),0.470,-0.230
2,0:15,3,8,IND 29,14,20,Dominic Rhodes left tackle for 6 yards (tackle by Anton Palepoi),-0.230,-1.040
Quarter,Time,Down,ToGo,Location,IND,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,14,20,"Martin Gramatica kicks off 69 yards, returned by Cecil Sapp for 34 yards (tackle by Nick Rogers)",0.000,1.270
3,14:53,1,10,DEN 35,14,20,Jake Plummer pass incomplete intended for Rod Smith (defended by Jason David),1.270,0.720
3,14:48,2,10,DEN 35,14,20,Reuben Droughns right tackle for 2 yards (tackle by Montae Reagor and Raheem Brock),0.720,0.300
3,14:09,3,8,DEN 37,14,20,Jake Plummer pass incomplete intended for Rod Smith (defended by Waine Bacon). Penalty on DEN: Illegal Formation (Declined),0.300,-0.910
3,14:03,4,8,DEN 37,14,20,"Jason Baker punts 39 yards, returned by Brad Pyatt for 6 yards (tackle by Sam Brandon)",-0.910,-0.940
3,13:53,1,10,IND 30,14,20,Dominic Rhodes left tackle for 5 yards (tackle by Al Wilson),0.940,1.070
3,13:11,2,5,IND 35,14,20,Dominic Rhodes up the middle for 4 yards (tackle by Al Wilson and John Lynch),1.070,0.890
3,12:27,3,1,IND 39,14,20,Dominic Rhodes left tackle for no gain (tackle by Monsanto Pope and Reggie Hayward),0.890,-0.780
3,11:50,4,1,IND 39,14,20,"Hunter Smith punts 40 yards, returned by Rod Smith for 11 yards (tackle by Justin Snow)",-0.780,-1.070
3,11:39,1,10,DEN 32,14,20,"Jake Plummer for no gain. Jake Plummer fumbles, recovered by Jake Plummer at DEN-30",1.070,0.260
3,11:15,2,12,DEN 30,14,20,Jake Plummer pass complete to Jeb Putzier for 23 yards (tackle by Cory Bird),0.260,2.460
3,10:49,1,10,IND 47,14,20,Tatum Bell right tackle for 14 yards (tackle by Anthony Floyd),2.460,3.380
3,10:12,1,10,IND 33,14,20,"Tatum Bell left end for 4 yards (tackle by Gary Brackett). Penalty on Darius Watts: Offensive Holding, 10 yards",3.380,2.980
3,9:41,1,16,IND 39,14,20,Jake Plummer pass complete to Rod Smith for 17 yards (tackle by Jason David),2.980,4.110
3,8:59,1,10,IND 22,14,20,Reuben Droughns up the middle for 4 yards (tackle by Cory Bird),4.110,4.130
3,8:19,2,6,IND 18,14,20,Tatum Bell right guard for 7 yards (tackle by Raheem Brock),4.130,4.840
3,7:41,1,10,IND 11,14,20,Jake Plummer pass complete to Patrick Hape for 6 yards (tackle by Gary Brackett),4.840,5.280
3,7:10,2,4,IND 5,14,26,"Jake Plummer right end for 5 yards, touchdown",5.280,7.000
3,,,,IND 2,14,27,Jason Elam kicks extra point good,0.000,0.000
3,,,,DEN 30,14,27,"Jason Baker kicks off 70 yards, touchback",0.000,0.280
3,7:03,1,10,IND 20,14,27,Jim Sorgi pass incomplete intended for James Mungro,0.280,-0.270
3,6:55,2,10,IND 20,14,27,Jim Sorgi pass complete to Brad Pyatt for 5 yards (tackle by Champ Bailey),-0.270,-0.300
3,6:13,3,5,IND 25,14,27,Jim Sorgi pass incomplete intended for Ben Hartsock (defended by Donnie Spragan),-0.300,-1.700
3,6:08,4,5,IND 25,14,27,"Hunter Smith punts 62 yards, returned by Rod Smith for 14 yards (tackle by Gerome Sapp). Penalty on Ben Hartsock: Ineligible Downfield Kick, 5 yards (no play)",-1.700,-2.030
3,5:52,4,10,IND 20,14,27,"Hunter Smith punts 59 yards, returned by Charlie Adams for 39 yards (tackle by Hunter Smith)",-2.030,-2.920
3,5:34,1,10,IND 40,14,27,Tatum Bell up the middle for 3 yards (tackle by Nick Rogers),2.920,2.780
3,4:57,2,7,IND 37,14,27,Jake Plummer pass incomplete intended for Patrick Hape,2.780,2.080
3,4:53,3,7,IND 37,14,27,Jake Plummer pass complete to Ashley Lelie for 11 yards (tackle by Jason David),2.080,3.840
3,4:21,1,10,IND 26,14,27,Jake Plummer sacked by Raheem Brock for -7 yards,3.840,2.350
3,3:48,2,17,IND 33,14,27,Tatum Bell right guard for 10 yards (tackle by Gary Brackett and Anthony Floyd),2.350,3.010
3,3:05,3,7,IND 23,14,27,Jake Plummer pass complete to Tatum Bell for 1 yard (tackle by Montae Reagor),3.010,2.020
3,2:24,4,6,IND 22,14,30,Jason Elam 40 yard field goal good,2.020,3.000
3,,,,DEN 30,14,30,"Jason Baker kicks off 65 yards, returned by Dominic Rhodes for 26 yards (tackle by Sam Brandon)",0.000,1.000
3,2:14,1,10,IND 31,14,30,Jim Sorgi pass complete to Ben Hartsock for 5 yards (tackle by Al Wilson),1.000,1.140
3,1:39,2,5,IND 36,14,30,Jim Sorgi pass complete to Aaron Moorehead for 7 yards (tackle by Al Wilson),1.140,1.800
3,1:07,1,10,IND 43,14,30,"Penalty on Jake Scott: False Start, 5 yards (no play)",1.800,1.470
3,0:40,1,15,IND 38,14,30,Dominic Rhodes right tackle for 5 yards (tackle by Champ Bailey and Monsanto Pope),1.470,1.250
Quarter,Time,Down,ToGo,Location,IND,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,IND 43,14,30,Jim Sorgi pass incomplete intended for Dominic Rhodes (defended by Champ Bailey),1.250,0.560
4,14:56,3,10,IND 43,14,30,Jim Sorgi pass complete to Ben Hartsock for 7 yards (tackle by Al Wilson),0.560,-0.060
4,14:14,4,3,DEN 50,14,30,"Hunter Smith punts 42 yards, fair catch by Charlie Adams",-0.060,0.380
4,14:05,1,10,DEN 9,14,30,Reuben Droughns right tackle for no gain (tackle by Gary Brackett),-0.380,-0.780
4,13:25,2,10,DEN 9,14,30,Jake Plummer pass complete to Rod Smith for 13 yards (tackle by Anthony Floyd),-0.780,0.410
4,12:48,1,10,DEN 22,14,30,Reuben Droughns up the middle for 4 yards (tackle by Ben Hartsock),0.410,0.410
4,12:06,2,6,DEN 26,14,30,Jake Plummer up the middle for 3 yards (tackle by Larry Tripplett),0.410,0.100
4,11:22,,,,14,30,Timeout #1 by Indianapolis Colts,0.000,0.100
4,11:22,3,3,DEN 29,14,30,Jake Plummer pass incomplete intended for Ashley Lelie (defended by Jason David),0.100,-1.440
4,11:15,4,3,DEN 29,14,30,"Jason Baker punts 39 yards, returned by Brad Pyatt for 10 yards (tackle by Louis Green)",-1.440,-1.730
4,11:05,1,10,IND 42,14,30,"Jim Sorgi for no gain. Jim Sorgi fumbles, recovered by Jim Sorgi at IND-37",1.730,0.510
4,10:31,2,15,IND 37,14,30,Dominic Rhodes right end for -2 yards (tackle by Ellis Johnson),0.510,-0.430
4,9:50,3,17,IND 35,14,30,Jim Sorgi pass complete to James Mungro for 5 yards (tackle by Donnie Spragan),-0.430,-0.720
4,9:12,4,12,IND 40,14,30,"Hunter Smith punts 42 yards, returned by Charlie Adams for 3 yards (tackle by Waine Bacon)",-0.720,-0.340
4,9:01,1,10,DEN 21,14,30,Tatum Bell left tackle for 7 yards (tackle by Gary Brackett),0.340,0.750
4,8:20,2,3,DEN 28,14,30,Reuben Droughns left tackle for 41 yards (tackle by Gerome Sapp),0.750,3.510
4,7:52,1,10,IND 31,14,30,Tatum Bell up the middle for 7 yards (tackle by Von Hutchins and Anthony Floyd),3.510,3.910
4,7:07,2,3,IND 24,14,30,Tatum Bell right tackle for 1 yard (tackle by Larry Tripplett),3.910,3.340
4,6:26,3,2,IND 23,14,30,Tatum Bell right tackle for 1 yard (tackle by Nick Rogers),3.340,2.140
4,5:45,4,1,IND 22,14,33,Jason Elam 40 yard field goal good,2.140,3.000
4,,,,DEN 30,14,33,"Jason Baker kicks off 58 yards, returned by James Mungro for 24 yards (tackle by Sam Brandon)",0.000,1.330
4,5:33,1,10,IND 36,14,33,Jim Sorgi pass complete to James Mungro for 6 yards (tackle by Champ Bailey),1.330,1.600
4,4:53,2,4,IND 42,14,33,Jim Sorgi pass incomplete intended for Ben Hartsock (defended by Monsanto Pope),1.600,0.890
4,4:47,3,4,IND 42,14,33,Jim Sorgi pass incomplete intended for Aaron Moorehead (defended by Kelly Herndon),0.890,-0.590
4,4:37,4,4,IND 42,14,33,Hunter Smith punts 51 yards,-0.590,0.380
4,4:31,1,10,DEN 8,14,33,Reuben Droughns right guard for 3 yards (tackle by Nick Rogers),-0.380,-0.560
4,3:45,2,7,DEN 11,14,33,Cecil Sapp up the middle for 6 yards (tackle by Raheem Brock),-0.560,-0.370
4,2:58,3,1,DEN 17,14,33,Cecil Sapp up the middle for 5 yards (tackle by Nick Rogers and Anthony Floyd),-0.370,0.410
4,2:18,1,10,DEN 22,14,33,Cecil Sapp right guard for 3 yards (tackle by Josh Williams),0.410,0.270
4,2:00,2,7,DEN 25,14,33,Cecil Sapp right tackle for 18 yards (tackle by Gerome Sapp),0.270,1.800
4,1:16,1,10,DEN 43,14,33,Jake Plummer kneels for no gain,1.800,1.250
4,0:34,2,10,DEN 43,14,33,Jake Plummer kneels for -1 yards,1.250,0.430
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
