Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jonathan Taylor,IND,10,64,0,6,36,3.6,28,2.8,0,
Nyheim Hines,IND,6,25,1,1,23,3.8,2,0.3,0,
Ashton Dulin,IND,1,-7,0,,-7,-7.0,0,0.0,1,1.0
Michael Pittman Jr.,IND,1,5,0,0,5,5.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Derrick Henry,TEN,28,113,0,7,72,2.6,41,1.5,1,28.0
Ryan Tannehill,TEN,5,56,0,3,53,10.6,3,0.6,0,
Jeremy McNichols,TEN,2,6,0,0,2,1.0,4,2.0,0,
A.J. Brown,TEN,1,3,0,,1,1.0,2,2.0,0,
Mekhi Sargent,TEN,1,2,0,,2,2.0,0,0.0,0,
