Quarter,Time,Down,ToGo,Location,CIN,BUF,Detail,EPB,EPA
1,3:35,1,10,BUF 13,6,7,"Andy Dalton pass complete short left to Jeremy Hill for 13 yards, touchdown",4.710,7.000
1,3:35,,,BUF 13,7,7,Mike Nugent kicks extra point good,0.000,0.000
1,3:35,,,CIN 35,7,7,"Mike Nugent kicks off 67 yards, returned by Marquise Goodwin for 19 yards (tackle by Cedric Peerman)",0.000,0.060
1,3:20,1,10,BUF 17,7,7,EJ Manuel pass complete short left to Charles Clay for 7 yards (tackle by Adam Jones),-0.060,0.480
1,2:41,2,3,BUF 24,7,7,EJ Manuel pass incomplete deep left intended for Robert Woods,0.480,-0.370
1,2:38,3,3,BUF 24,7,7,EJ Manuel pass incomplete deep right intended for Chris Hogan is intercepted by Darqueze Dennard at CIN-45 and returned for 10 yards,-0.370,-2.590
1,2:26,1,10,BUF 45,7,7,Mohamed Sanu right tackle for 8 yards (tackle by Preston Brown),2.590,3.120
1,1:46,2,2,BUF 37,7,7,Jeremy Hill middle for 1 yard (tackle by Manny Lawson),3.120,3.120
1,1:24,2,2,BUF 37,7,7,Timeout #1 by Cincinnati Bengals,3.120,2.540
1,1:24,3,1,BUF 36,7,7,Jeremy Hill middle for 2 yards (tackle by Preston Brown and Corey Graham),2.540,3.310
1,0:42,1,10,BUF 34,7,7,Andy Dalton pass incomplete short left intended for Marvin Jones (defended by Stephon Gilmore),3.310,2.770
1,0:38,2,10,BUF 34,7,7,Andy Dalton pass complete short left to Marvin Jones for -2 yards (tackle by Marcell Dareus),2.770,1.820
Quarter,Time,Down,ToGo,Location,CIN,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,12,BUF 36,7,7,"Andy Dalton for no gain. Andy Dalton fumbles, recovered by Andy Dalton at BUF-49",1.820,0.000
2,14:16,4,25,BUF 49,7,7,"Kevin Huber punts 36 yards, fair catch by Denarius Moore",0.000,0.320
2,14:09,1,10,BUF 13,7,7,EJ Manuel left tackle for no gain (tackle by Will Clarke),-0.320,-0.770
2,13:28,2,10,BUF 13,7,7,LeSean McCoy right guard for 7 yards (tackle by Dre Kirkpatrick and George Iloka),-0.770,-0.590
2,12:47,3,3,BUF 20,7,7,"EJ Manuel pass incomplete. Penalty on EJ Manuel: Intentional Grounding, 18 yards",-0.590,-2.490
2,12:36,4,21,BUF 2,7,7,"Colton Schmidt punts 53 yards, out of bounds",-2.490,-1.930
2,12:30,1,10,CIN 45,7,7,Giovani Bernard left tackle for 6 yards (tackle by Stephon Gilmore),1.930,2.190
2,11:48,2,4,BUF 49,7,7,Andy Dalton pass complete short right to Giovani Bernard for 23 yards (tackle by Duke Williams),2.190,3.840
2,11:10,1,10,BUF 26,7,7,Andy Dalton pass incomplete short right intended for Ryan Hewitt,3.840,3.300
,,,,,,,"BUF challenged the pass completion ruling, and the original play was overturned.",,
2,11:04,2,10,BUF 26,7,7,Andy Dalton pass complete short middle to Marvin Jones for 9 yards (tackle by Corey Graham),3.300,3.950
2,10:24,3,1,BUF 17,13,7,"Giovani Bernard right guard for 17 yards, touchdown",3.950,7.000
2,10:24,,,BUF 17,14,7,Mike Nugent kicks extra point good,0.000,0.000
2,10:24,,,CIN 35,14,7,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
2,10:19,1,10,BUF 20,14,7,LeSean McCoy middle for -4 yards (tackle by Wallace Gilberry),0.280,-0.940
2,9:43,2,14,BUF 16,14,7,EJ Manuel pass incomplete deep left intended for Charles Clay,-0.940,-1.690
2,9:38,3,14,BUF 16,14,7,EJ Manuel pass complete short left to Chris Hogan for 8 yards (tackle by Vincent Rey and George Iloka),-1.690,-1.770
2,8:58,4,6,BUF 24,14,7,"Colton Schmidt punts 45 yards, returned by Adam Jones for 18 yards (tackle by Manny Lawson). Penalty on Marquise Goodwin: Face Mask (15 Yards), 15 yards",-1.770,-3.180
2,8:46,1,10,BUF 36,14,7,Jeremy Hill right guard for 1 yard (tackle by Jerry Hughes and Stefan Charles),3.180,2.770
2,8:06,2,9,BUF 35,14,7,Andy Dalton pass complete short right to Marvin Jones for 6 yards (tackle by Ronald Darby),2.770,2.870
2,7:24,3,3,BUF 29,14,7,Andy Dalton pass incomplete short left intended for Marvin Jones,2.870,1.580
2,7:17,4,3,BUF 29,17,7,Mike Nugent 47 yard field goal good,1.580,3.000
2,7:17,,,CIN 35,17,7,"Mike Nugent kicks off 65 yards, returned by Marquise Goodwin for 14 yards (tackle by Paul Dawson)",0.000,0.280
2,7:06,1,10,BUF 14,17,7,EJ Manuel pass complete short right to Charles Clay for 6 yards (tackle by George Iloka),-0.280,0.150
2,6:34,2,4,BUF 20,17,7,LeSean McCoy right guard for 4 yards (tackle by Vincent Rey),0.150,0.540
2,5:55,1,10,BUF 24,17,7,EJ Manuel pass complete short left to LeSean McCoy for 3 yards (tackle by Michael Johnson),0.540,0.400
2,5:19,2,7,BUF 27,17,7,EJ Manuel pass complete short right to Sammy Watkins for 8 yards (tackle by Dre Kirkpatrick),0.400,1.270
2,4:45,1,10,BUF 35,17,7,EJ Manuel middle for 1 yard (tackle by Rey Maualuga and Domata Peko),1.270,0.860
2,4:03,2,9,BUF 36,17,7,EJ Manuel pass complete short middle to Dan Herron for 8 yards (tackle by Vincent Rey and Rey Maualuga),0.860,1.220
2,3:22,3,1,BUF 44,17,7,"LeSean McCoy left end for no gain (tackle by Vincent Rey). Penalty on Robert Woods: Offensive Holding, 10 yards (no play)",1.220,-0.100
2,2:57,3,11,BUF 34,17,7,"Penalty on Wallace Gilberry: Neutral Zone Infraction, 5 yards (no play)",-0.100,0.560
2,2:38,3,6,BUF 39,17,7,EJ Manuel pass complete short right to Robert Woods for 9 yards (tackle by Dre Kirkpatrick),0.560,2.130
2,2:00,1,10,BUF 48,17,7,EJ Manuel pass complete short left to Sammy Watkins for 9 yards (tackle by Adam Jones and Darqueze Dennard),2.130,2.800
2,1:28,2,1,CIN 43,17,7,LeSean McCoy middle for 4 yards (tackle by Michael Johnson),2.800,2.980
2,1:02,1,10,CIN 39,17,7,EJ Manuel sacked by Brandon Thompson and Carlos Dunlap for 0 yards,2.980,2.980
2,0:55,1,10,CIN 39,17,7,Timeout #1 by Buffalo Bills,2.980,2.440
2,0:55,2,10,CIN 39,17,7,EJ Manuel pass complete short left to Sammy Watkins for 9 yards (tackle by Vincent Rey),2.440,2.940
2,0:35,3,1,CIN 30,17,7,EJ Manuel middle for 1 yard (tackle by Emmanuel Lamur),2.940,2.940
2,0:33,3,1,CIN 30,17,7,Timeout #2 by Buffalo Bills,2.940,3.640
2,0:33,1,10,CIN 29,17,7,EJ Manuel pass complete short left to Charles Clay for 7 yards (tackle by Reggie Nelson and Adam Jones),3.640,3.640
2,0:33,1,10,CIN 29,17,7,Timeout #2 by Cincinnati Bengals,3.640,4.050
2,0:26,2,3,CIN 22,17,13,"EJ Manuel pass complete deep right to Sammy Watkins for 22 yards, touchdown",4.050,7.000
2,0:26,,,CIN 22,17,14,Dan Carpenter kicks extra point good,0.000,0.000
2,0:26,,,BUF 35,17,14,"Dan Carpenter kicks off 37 yards, returned by Cedric Peerman for 7 yards (tackle by Jonathan Meeks)",0.000,-1.270
2,0:12,1,10,CIN 35,17,14,Andy Dalton kneels for -1 yards,1.270,0.590
Quarter,Time,Down,ToGo,Location,CIN,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,17,14,"Dan Carpenter kicks off 65 yards, returned by Adam Jones for 30 yards (tackle by Anthony Dixon). Penalty on Jake Fisher: Illegal Block Above the Waist, 10 yards",0.000,-0.380
3,14:53,1,10,CIN 10,17,14,Andy Dalton pass complete short right to Marvin Jones for 5 yards (tackle by Nigel Bradham),-0.380,-0.350
3,14:28,2,5,CIN 15,17,14,Andy Dalton pass complete short right to Marvin Jones for 9 yards (tackle by Preston Brown),-0.350,0.540
3,13:44,1,10,CIN 24,17,14,Andy Dalton pass incomplete short right intended for Marvin Jones,0.540,0.000
3,13:41,2,10,CIN 24,17,14,Andy Dalton pass complete deep middle to Ryan Hewitt for 16 yards (tackle by Duke Williams),0.000,1.600
3,13:08,1,10,CIN 40,17,14,Giovani Bernard right tackle for 2 yards (tackle by Corbin Bryant and Manny Lawson),1.600,1.320
3,12:25,2,8,CIN 42,17,14,Andy Dalton pass complete deep middle to Marvin Jones for 42 yards (tackle by Stephon Gilmore),1.320,4.510
3,11:41,1,10,BUF 16,17,14,Giovani Bernard middle for 6 yards (tackle by Corbin Bryant and Preston Brown),4.510,4.970
3,11:01,2,4,BUF 10,23,14,"Andy Dalton pass complete short right to Marvin Jones for 10 yards, touchdown",4.970,7.000
3,11:01,,,BUF 10,24,14,Mike Nugent kicks extra point good,0.000,0.000
3,11:01,,,CIN 35,24,14,"Mike Nugent kicks off 61 yards, returned by Denarius Moore for 27 yards (tackle by Shawn Williams). Penalty on Randell Johnson: Offensive Holding, 10 yards",0.000,0.280
3,10:48,1,10,BUF 14,24,14,LeSean McCoy right guard for no gain (tackle by Vincent Rey and Carlos Dunlap),-0.280,-0.750
3,10:16,2,10,BUF 14,24,14,LeSean McCoy left tackle for 10 yards (tackle by Geno Atkins and Reggie Nelson),-0.750,0.540
3,9:28,1,10,BUF 24,24,14,LeSean McCoy left guard for 3 yards (tackle by Reggie Nelson),0.540,0.400
3,8:58,2,7,BUF 27,24,14,EJ Manuel pass complete short right to Robert Woods for 8 yards (tackle by Reggie Nelson),0.400,1.270
3,8:21,1,10,BUF 35,24,14,"LeSean McCoy right end for 7 yards (tackle by Rey Maualuga). Penalty on Robert Woods: Offensive Holding, 10 yards (no play)",1.270,0.610
3,7:55,1,20,BUF 25,24,14,EJ Manuel pass incomplete short right intended for LeSean McCoy (defended by Carlos Dunlap),0.610,-0.630
3,7:52,2,20,BUF 25,24,14,EJ Manuel pass complete short right to Dan Herron for 9 yards (tackle by Emmanuel Lamur),-0.630,-0.100
3,7:14,3,11,BUF 34,24,14,EJ Manuel pass complete short left to Chris Gragg for 6 yards (tackle by George Iloka),-0.100,-0.720
3,6:34,4,5,BUF 40,24,14,"Colton Schmidt punts 46 yards, returned by Adam Jones for 8 yards (tackle by Garrison Sanborn)",-0.720,-0.410
3,6:23,1,10,CIN 22,24,14,Andy Dalton pass incomplete short left intended for A.J. Green (defended by Nigel Bradham),0.410,-0.130
3,6:19,2,10,CIN 22,24,14,Jeremy Hill right tackle for 2 yards (tackle by Mario Williams and Kyle Williams),-0.130,-0.560
3,5:38,3,8,CIN 24,24,14,Andy Dalton pass complete deep middle to Mohamed Sanu for 24 yards (tackle by Bacarri Rambo),-0.560,-0.560
3,5:08,3,8,CIN 24,24,14,Timeout #1 by Buffalo Bills,-0.560,2.130
3,5:08,1,10,CIN 48,24,14,Jeremy Hill right guard for 3 yards (tackle by Corbin Bryant),2.130,1.990
3,4:42,2,7,BUF 49,24,14,Andy Dalton pass incomplete short left intended for Mohamed Sanu (defended by Stephon Gilmore),1.990,1.290
3,4:39,3,7,BUF 49,24,14,Andy Dalton pass complete short right to A.J. Green for 9 yards (tackle by Ronald Darby),1.290,2.920
3,4:07,1,10,BUF 40,24,14,Andy Dalton pass complete short right to A.J. Green for 10 yards (tackle by Ronald Darby),2.920,3.580
3,3:49,1,10,BUF 30,24,14,Jeremy Hill middle for 9 yards (tackle by Duke Williams and Manny Lawson),3.580,4.250
3,3:26,2,1,BUF 21,24,14,Jeremy Hill right guard for 4 yards (tackle by Preston Brown),4.250,4.440
3,2:52,1,10,BUF 17,24,14,Giovani Bernard right tackle for 12 yards (tackle by Preston Brown),4.440,6.060
3,2:25,1,5,BUF 5,24,14,Giovani Bernard middle for 1 yard (tackle by Marcell Dareus and Nigel Bradham),6.060,5.340
3,1:45,2,4,BUF 4,30,14,"Andy Dalton pass complete short right to Tyler Eifert for 4 yards, touchdown",5.340,7.000
3,1:45,,,BUF 4,31,14,Mike Nugent kicks extra point good,0.000,0.000
3,1:45,,,CIN 35,31,14,"Mike Nugent kicks off 64 yards, returned by Denarius Moore for 19 yards (tackle by Cedric Peerman)",0.000,-0.280
3,1:37,1,10,BUF 20,31,14,LeSean McCoy right tackle for 4 yards (tackle by Wallace Gilberry),0.280,0.270
3,1:11,2,6,BUF 24,31,14,EJ Manuel pass incomplete short right intended for Charles Clay (defended by Reggie Nelson),0.270,-0.430
3,1:06,3,6,BUF 24,31,14,EJ Manuel pass incomplete short left intended for Charles Clay (defended by Adam Jones),-0.430,-1.770
3,1:01,4,6,BUF 24,31,14,"Colton Schmidt punts 47 yards, returned by Brandon Tate for 5 yards (tackle by Manny Lawson)",-1.770,-1.200
3,0:47,1,10,CIN 34,31,14,Andy Dalton pass complete short left to A.J. Green for 12 yards (tackle by Stephon Gilmore),1.200,1.990
Quarter,Time,Down,ToGo,Location,CIN,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 46,31,14,Jeremy Hill right guard for 9 yards (tackle by Duke Williams and Preston Brown),1.990,2.670
4,14:31,2,1,BUF 45,31,14,Andy Dalton pass complete short right to Marvin Jones for 7 yards (tackle by Duke Williams),2.670,3.050
4,13:44,1,10,BUF 38,31,14,"Penalty on Andy Dalton: Delay of Game, 5 yards (no play)",3.050,2.720
4,13:22,1,15,BUF 43,31,14,Andy Dalton pass incomplete deep middle intended for Mohamed Sanu,2.720,1.830
4,13:16,2,15,BUF 43,31,14,Jeremy Hill left tackle for 10 yards (tackle by Corey Graham),1.830,2.480
4,12:38,3,5,BUF 33,31,14,Andy Dalton pass complete short left to Tyler Eifert for 5 yards (tackle by Stephon Gilmore),2.480,3.710
4,12:10,1,10,BUF 28,31,14,Giovani Bernard middle for 1 yard (tackle by Jerry Hughes and Marcell Dareus),3.710,3.300
4,11:33,2,9,BUF 27,31,14,Andy Dalton pass incomplete deep right intended for A.J. Green,3.300,2.610
4,11:26,3,9,BUF 27,31,14,Andy Dalton pass complete short left to Mohamed Sanu for 6 yards (tackle by Corey Graham),2.610,2.160
4,10:45,4,3,BUF 21,34,14,Mike Nugent 39 yard field goal good,2.160,3.000
4,10:45,,,CIN 35,34,14,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
4,10:40,1,10,BUF 20,34,14,EJ Manuel pass complete short middle to Chris Gragg for 14 yards (tackle by Reggie Nelson),0.280,1.200
4,10:12,1,10,BUF 34,34,14,LeSean McCoy middle for 8 yards (tackle by Reggie Nelson and Rey Maualuga),1.200,1.740
4,9:40,2,2,BUF 42,34,14,EJ Manuel pass complete short middle to Chris Gragg for 5 yards (tackle by Rey Maualuga and Emmanuel Lamur),1.740,2.060
4,9:01,1,10,BUF 47,34,14,EJ Manuel pass complete short right to LeSean McCoy for 1 yard (tackle by Emmanuel Lamur),2.060,1.650
4,8:30,2,9,BUF 48,34,14,EJ Manuel pass complete short right to Robert Woods for 22 yards (tackle by George Iloka),1.650,3.580
4,7:57,1,10,CIN 30,34,14,EJ Manuel pass incomplete deep left intended for Chris Hogan,3.580,3.580
4,7:52,1,10,CIN 30,34,14,Timeout #2 by Buffalo Bills,3.580,3.030
4,7:52,2,10,CIN 30,34,14,EJ Manuel pass complete short middle to Chris Gragg for 10 yards (tackle by Rey Maualuga and Emmanuel Lamur),3.030,4.240
4,7:19,1,10,CIN 20,34,14,EJ Manuel middle for 16 yards (tackle by Michael Johnson),4.240,6.280
4,6:52,1,4,CIN 4,34,20,"LeSean McCoy middle for 4 yards, touchdown",6.280,7.000
4,6:52,,,CIN 4,34,21,Dan Carpenter kicks extra point good,0.000,0.000
4,6:52,,,BUF 35,34,21,"Dan Carpenter kicks off 46 yards, returned by Brandon Tate for 8 yards (tackle by Bacarri Rambo)",0.000,-0.740
4,6:46,1,10,CIN 27,34,21,Andy Dalton pass complete short right to Tyler Eifert for 6 yards (tackle by Nigel Bradham and Corey Graham),0.740,1.010
4,6:02,2,4,CIN 33,34,21,Jeremy Hill right tackle for 2 yards (tackle by Preston Brown),1.010,0.560
4,5:22,3,2,CIN 35,34,21,Giovani Bernard middle for 5 yards (tackle by Manny Lawson),0.560,1.600
4,4:49,1,10,CIN 40,34,21,Jeremy Hill left tackle for -4 yards (tackle by Manny Lawson and Stefan Charles),1.600,0.510
4,4:05,2,14,CIN 36,34,21,Jeremy Hill middle for 6 yards (tackle by Preston Brown and Corbin Bryant),0.510,0.630
4,3:20,3,8,CIN 42,34,21,Jeremy Hill right end for 2 yards (tackle by Ronald Darby),0.630,0.630
4,3:12,3,8,CIN 42,34,21,Timeout #3 by Buffalo Bills,0.630,-0.460
4,3:12,4,6,CIN 44,34,21,"Kevin Huber punts 52 yards, fair catch by Denarius Moore",-0.460,0.380
4,3:03,1,10,BUF 4,34,21,EJ Manuel pass complete short left to Charles Clay for 8 yards (tackle by Adam Jones),-0.380,-0.200
4,2:36,2,2,BUF 12,34,21,EJ Manuel pass complete short right to Charles Clay for 4 yards (tackle by Dre Kirkpatrick),-0.200,-0.140
4,2:16,1,10,BUF 16,34,21,EJ Manuel pass complete deep left to Chris Gragg for 19 yards,-0.140,1.270
4,2:07,1,10,BUF 35,34,21,EJ Manuel sacked by Carlos Dunlap for -7 yards,1.270,-0.220
4,2:00,2,17,BUF 28,34,21,EJ Manuel pass incomplete short middle intended for Charles Clay,-0.220,-0.890
4,1:55,3,17,BUF 28,34,21,EJ Manuel pass complete short middle to Charles Clay for 5 yards (tackle by Dre Kirkpatrick),-0.890,-1.180
4,1:25,4,12,BUF 33,34,21,EJ Manuel pass complete deep right to Chris Hogan for 23 yards (tackle by Reggie Nelson and Chris Carter),-1.180,2.650
4,1:06,1,10,CIN 44,34,21,EJ Manuel spiked the ball,2.650,2.110
4,1:05,2,10,CIN 44,34,21,EJ Manuel pass incomplete short left intended for LeSean McCoy,2.110,1.420
4,1:00,3,10,CIN 44,34,21,"EJ Manuel pass complete short middle to Robert Woods for 15 yards (tackle by Reggie Nelson). Penalty on John Miller: Offensive Holding, 10 yards (no play)",1.420,0.100
4,0:51,3,20,BUF 46,34,21,EJ Manuel pass incomplete deep right intended for Chris Hogan,0.100,-0.320
4,0:46,4,20,BUF 46,34,21,EJ Manuel pass incomplete deep right intended for Robert Woods,-0.320,-2.520
4,0:40,1,10,BUF 46,34,21,Andy Dalton kneels for -1 yards,2.520,1.840
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
