Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss and deferred, Colts to receive the opening kickoff.",,
1,15:00,,,TEN 35,0,0,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,IND 20,0,0,Josh Freeman pass incomplete deep left intended for T.Y. Hilton,0.280,-0.270
1,14:55,2,10,IND 20,0,0,Josh Freeman pass complete short right to Phillip Dorsett for 6 yards (tackle by Avery Williamson),-0.270,-0.160
1,14:20,3,4,IND 26,0,0,Josh Freeman pass complete short left to Coby Fleener for 4 yards (tackle by Daimion Stafford),-0.160,0.940
1,13:36,1,10,IND 30,0,0,Frank Gore middle for 8 yards (tackle by Brian Orakpo and Avery Williamson),0.940,1.470
1,13:03,2,2,IND 38,0,0,Frank Gore right tackle for 4 yards (tackle by DaQuan Jones),1.470,1.730
1,12:26,1,10,IND 42,0,0,Josh Freeman pass incomplete,1.730,1.190
1,12:20,2,10,IND 42,0,0,Dan Herron middle for 3 yards (tackle by David Bass),1.190,0.890
1,11:43,3,7,IND 45,0,0,Josh Freeman pass complete short middle to Phillip Dorsett for 9 yards (tackle by Coty Sensabaugh),0.890,2.520
1,11:00,1,10,TEN 46,0,0,Phillip Dorsett for 11 yards (tackle by Zach Brown),2.520,3.250
1,10:28,1,10,TEN 35,0,0,Frank Gore middle for no gain (tackle by Angelo Blackson and David Bass),3.250,2.700
1,9:50,2,10,TEN 35,0,0,Josh Freeman pass complete short right to Coby Fleener for 4 yards (tackle by Zach Brown),2.700,2.540
1,9:06,3,6,TEN 31,0,0,Josh Freeman pass incomplete short middle intended for Phillip Dorsett,2.540,1.340
1,9:02,4,6,TEN 31,0,3,Adam Vinatieri 49 yard field goal good,1.340,3.000
1,9:02,,,IND 35,0,3,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
1,8:57,1,10,TEN 20,0,3,"Zach Mettenberger pass incomplete. Penalty on Zach Mettenberger: Intentional Grounding, 15 yards",0.280,-1.880
1,8:51,2,25,TEN 5,0,3,David Cobb middle for 7 yards (tackle by Jerrell Freeman and Mike Adams),-1.880,-2.360
1,8:11,3,18,TEN 12,0,3,Zach Mettenberger pass complete short left to Delanie Walker for 13 yards (tackle by Vontae Davis),-2.360,-1.700
1,7:33,4,5,TEN 25,0,3,"Brett Kern punts 51 yards, returned by Quan Bray for 3 yards (tackle by Tre McBride). Penalty on Jalil Brown: Defensive Holding, 11 yards",-1.700,0.320
1,7:22,1,10,IND 13,0,3,Josh Freeman pass complete short left to Jack Doyle for 3 yards (tackle by Wesley Woodyard),-0.320,-0.440
1,6:50,2,7,IND 16,0,3,Frank Gore left tackle for 2 yards (tackle by DaQuan Jones and Wesley Woodyard),-0.440,-0.830
1,6:07,3,5,IND 18,0,3,Josh Freeman pass complete short middle to Phillip Dorsett for 2 yards (tackle by Zach Brown),-0.830,-2.030
1,5:28,4,3,IND 20,0,3,Pat McAfee punts 35 yards,-2.030,-1.930
1,5:18,1,10,TEN 45,0,3,David Cobb right end for 4 yards (tackle by D'Qwell Jackson),1.930,1.920
1,4:41,2,6,TEN 49,0,3,Zach Mettenberger pass incomplete short right intended for Dorial Green-Beckham,1.920,1.220
1,4:37,3,6,TEN 49,0,3,Zach Mettenberger sacked by T.Y. McGill for -9 yards,1.220,-0.720
1,3:56,4,15,TEN 40,0,3,"Brett Kern punts 51 yards, returned by Quan Bray for -1 yards (tackle by Tre McBride)",-0.720,0.380
1,3:43,1,10,IND 8,0,3,Frank Gore right tackle for 2 yards (tackle by Avery Williamson),-0.380,-0.630
1,3:10,2,8,IND 10,0,3,Frank Gore middle for -1 yards (tackle by Brian Orakpo),-0.630,-1.300
1,2:31,3,9,IND 9,0,3,Josh Freeman pass incomplete short right intended for Dan Herron is intercepted by Da'Norris Searcy at IND-10 and returned for 5 yards,-1.300,-6.060
1,2:25,1,5,IND 5,6,3,"Zach Mettenberger middle for 5 yards, touchdown",6.060,7.000
1,2:25,,,IND 5,7,3,Ryan Succop kicks extra point good,0.000,0.000
1,2:25,,,TEN 35,7,3,"Ryan Succop kicks off 69 yards, returned by Quan Bray for 35 yards (tackle by J.R. Tavai)",0.000,-1.000
1,2:14,1,10,IND 31,7,3,Josh Freeman pass complete short right to Donte Moncrief for -2 yards (tackle by B.W. Webb),1.000,0.190
1,1:41,2,12,IND 29,7,3,Frank Gore middle for 3 yards (tackle by Zach Brown and David Bass),0.190,-0.100
1,1:05,3,9,IND 32,7,3,Josh Freeman pass complete short middle to Phillip Dorsett for 11 yards (tackle by Zach Brown),-0.100,1.800
1,0:21,1,10,IND 43,7,9,"Josh Freeman pass complete deep middle to Coby Fleener for 57 yards, touchdown",1.800,7.000
1,0:21,,,TEN 43,7,10,"Adam Vinatieri kicks extra point good. Penalty on Wesley Woodyard: Unnecessary Roughness, 15 yards",0.000,0.000
1,0:21,,,IND 43,7,10,"Pat McAfee kicks off 50 yards, touchback",0.000,-0.280
1,0:12,1,10,TEN 20,7,10,David Cobb left tackle for no gain (tackle by Mike Adams),0.280,-0.270
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,TEN 20,7,10,David Cobb right guard for -1 yards (tackle by Earl Okine),-0.270,-1.140
