Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Bijan Robinson,ATL,18,53,0,1,35,1.9,18,1.0,1,18.0
Tyler Allgeier,ATL,8,26,0,1,15,1.9,11,1.4,0,
Cordarrelle Patterson,ATL,5,11,0,1,6,1.2,5,1.0,0,
Desmond Ridder,ATL,3,0,0,0,-1,-0.3,1,0.3,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Breece Hall,NYJ,13,16,0,1,11,0.8,5,0.4,0,
Dalvin Cook,NYJ,9,35,0,1,25,2.8,10,1.1,0,
Tim Boyle,NYJ,1,2,0,1,1,1.0,1,1.0,0,
Xavier Gipson,NYJ,1,1,0,0,0,0.0,1,1.0,0,
Trevor Siemian,NYJ,1,8,0,0,8,8.0,0,0.0,0,
