Player,Pos
Desmond Ridder,QB
Bijan Robinson,RB
Keith Smith,FB
Drake London,WR
MyCole Pruitt,TE
Kyle Pitts,TE
Matthew Bergeron,OL
Drew Dalman,OL
Jake Matthews,T
Kaleb McGary,T
Chris Lindstrom,G
David Onyemata,DL
Calais Campbell,DL
Kentavius Street,DL
Bud Dupree,OLB
Nathan Landman,LB
Kaden Elliss,LB
Jeff Okudah,CB
AJ Terrell,CB
Jessie Bates III,S
DeMarcco Hellams,S
Richie Grant,S
