Quarter,Time,Tm,Detail,HOU,TEN
1.0,10:38,Titans,Derrick Mason 32 yard pass from Steve McNair (Gary Anderson kick),0,7
,6:12,Titans,Derrick Mason 46 yard pass from Steve McNair (Gary Anderson kick),0,14
2.0,0:57,Titans,Robert Holcombe 5 yard rush (Gary Anderson kick),0,21
,0:00,Texans,Kris Brown 29 yard field goal,3,21
3.0,12:20,Texans,Corey Bradford 65 yard pass from David Carr (Kris Brown kick),10,21
,3:44,Titans,Gary Anderson 33 yard field goal,10,24
4.0,14:46,Titans,Derrick Mason 50 yard pass from Steve McNair (Gary Anderson kick),10,31
,13:03,Titans,Andre Dyson 51 yard interception return (Gary Anderson kick),10,38
,9:06,Texans,Derick Armstrong 13 yard pass from David Carr (Kris Brown kick),17,38
